Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13
0,46.0,49.0,49.0,49.0,50.0,43.0,43.0,47.0,46.0,43.0,47.0,47.0,45.0,45.0
1,46.0,44.0,44.0,44.0,45.0,41.0,41.0,44.0,43.0,41.0,49.0,49.0,49.0,49.0
2,47.0,44.0,46.0,46.0,45.0,40.0,40.0,44.0,46.0,40.0,48.0,48.0,48.0,48.0
3,46.0,49.0,49.0,49.0,50.0,45.0,45.0,49.0,48.0,45.0,46.0,46.0,45.0,44.0
4,46.0,43.0,43.0,45.0,44.0,42.0,42.0,43.0,42.0,42.0,48.0,48.0,48.0,48.0
5,48.0,44.0,45.0,45.0,44.0,42.0,42.0,45.0,45.0,42.0,47.0,47.0,47.0,47.0
6,47.0,50.0,50.0,50.0,51.0,46.0,46.0,50.0,49.0,46.0,47.0,47.0,46.0,45.0
7,47.0,44.0,44.0,46.0,45.0,41.0,41.0,44.0,43.0,41.0,49.0,49.0,49.0,49.0
8,49.0,45.0,46.0,46.0,45.0,43.0,43.0,46.0,46.0,43.0,48.0,48.0,48.0,48.0
9,50.0,47.0,48.0,48.0,47.0,46.0,46.0,46.0,45.0,46.0,46.0,46.0,46.0,46.0
10,51.0,44.0,44.0,45.0,48.0,45.0,45.0,47.0,46.0,45.0,48.0,48.0,48.0,48.0
11,51.0,44.0,46.0,46.0,48.0,45.0,45.0,47.0,50.0,45.0,48.0,48.0,48.0,48.0
12,49.0,49.0,50.0,50.0,50.0,45.0,45.0,46.0,45.0,45.0,49.0,49.0,46.0,46.0
13,50.0,50.0,50.0,50.0,51.0,45.0,45.0,48.0,47.0,45.0,48.0,48.0,48.0,48.0
14,50.0,50.0,52.0,52.0,51.0,45.0,45.0,48.0,51.0,45.0,51.0,51.0,51.0,51.0
15,44.0,49.0,50.0,50.0,47.0,45.0,45.0,46.0,45.0,45.0,48.0,48.0,44.0,44.0
16,46.0,50.0,50.0,50.0,49.0,45.0,45.0,47.0,46.0,45.0,47.0,48.0,48.0,47.0
17,45.0,50.0,52.0,52.0,49.0,45.0,45.0,47.0,49.0,45.0,50.0,50.0,50.0,50.0
18,45.0,48.0,48.0,48.0,49.0,44.0,44.0,48.0,47.0,44.0,45.0,45.0,44.0,43.0
19,45.0,42.0,42.0,44.0,43.0,41.0,41.0,42.0,41.0,41.0,47.0,47.0,47.0,47.0
20,47.0,43.0,44.0,44.0,43.0,41.0,41.0,44.0,44.0,41.0,46.0,46.0,46.0,46.0
21,46.0,49.0,49.0,49.0,50.0,45.0,45.0,49.0,48.0,45.0,46.0,46.0,45.0,44.0
22,46.0,43.0,43.0,45.0,44.0,40.0,40.0,43.0,42.0,40.0,48.0,48.0,48.0,48.0
23,48.0,44.0,45.0,45.0,44.0,42.0,42.0,45.0,45.0,42.0,47.0,47.0,47.0,47.0
24,49.0,46.0,47.0,47.0,46.0,45.0,45.0,46.0,45.0,45.0,45.0,47.0,47.0,45.0
25,50.0,43.0,43.0,45.0,47.0,44.0,44.0,46.0,45.0,44.0,47.0,47.0,47.0,47.0
26,50.0,43.0,45.0,45.0,47.0,44.0,44.0,48.0,49.0,44.0,47.0,49.0,49.0,47.0
27,48.0,48.0,49.0,49.0,49.0,46.0,46.0,47.0,46.0,46.0,48.0,48.0,47.0,45.0
28,49.0,49.0,49.0,49.0,50.0,46.0,46.0,47.0,46.0,46.0,47.0,47.0,47.0,47.0
29,49.0,49.0,51.0,51.0,50.0,48.0,48.0,49.0,50.0,48.0,50.0,50.0,50.0,50.0
30,43.0,48.0,49.0,49.0,46.0,46.0,46.0,46.0,45.0,46.0,47.0,47.0,45.0,43.0
31,45.0,49.0,49.0,49.0,48.0,46.0,46.0,46.0,45.0,46.0,46.0,47.0,47.0,46.0
32,44.0,49.0,51.0,51.0,48.0,48.0,48.0,48.0,48.0,48.0,49.0,49.0,49.0,49.0
33,45.0,49.0,49.0,49.0,50.0,46.0,46.0,47.0,46.0,46.0,47.0,47.0,46.0,44.0
