Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14,Roll 15
0,49.0,49.0,49.0,49.0,47.0,50.0,53.0,49.0,44.0,49.0,49.0,50.0,50.0,47.0,49.0,48.0
1,53.0,53.0,53.0,53.0,46.0,51.0,54.0,50.0,41.0,51.0,54.0,50.0,54.0,51.0,50.0,46.0
2,52.0,52.0,52.0,52.0,46.0,53.0,54.0,54.0,44.0,50.0,53.0,50.0,53.0,50.0,49.0,49.0
3,49.0,49.0,49.0,49.0,47.0,49.0,54.0,49.0,45.0,49.0,49.0,52.0,50.0,47.0,49.0,50.0
4,53.0,53.0,53.0,53.0,49.0,53.0,54.0,51.0,46.0,52.0,54.0,52.0,54.0,51.0,51.0,50.0
5,52.0,52.0,52.0,52.0,50.0,53.0,55.0,54.0,47.0,50.0,53.0,52.0,53.0,50.0,49.0,52.0
6,48.0,48.0,48.0,48.0,47.0,50.0,53.0,49.0,46.0,48.0,49.0,52.0,49.0,48.0,48.0,50.0
7,53.0,53.0,53.0,53.0,50.0,53.0,54.0,52.0,47.0,51.0,54.0,51.0,54.0,51.0,50.0,50.0
8,52.0,52.0,52.0,52.0,51.0,53.0,54.0,54.0,48.0,48.0,53.0,53.0,53.0,48.0,47.0,53.0
9,49.0,49.0,49.0,49.0,49.0,50.0,54.0,50.0,51.0,52.0,50.0,49.0,50.0,52.0,52.0,48.0
10,54.0,54.0,54.0,54.0,50.0,52.0,55.0,52.0,48.0,51.0,54.0,48.0,54.0,51.0,51.0,47.0
11,53.0,53.0,53.0,53.0,51.0,54.0,55.0,55.0,49.0,51.0,54.0,50.0,54.0,51.0,51.0,50.0
12,53.0,53.0,52.0,53.0,48.0,52.0,53.0,52.0,50.0,52.0,53.0,51.0,53.0,52.0,51.0,50.0
13,54.0,54.0,54.0,54.0,49.0,53.0,55.0,53.0,52.0,53.0,54.0,51.0,54.0,53.0,53.0,50.0
14,53.0,53.0,53.0,53.0,50.0,54.0,55.0,55.0,48.0,52.0,54.0,51.0,54.0,52.0,51.0,51.0
15,49.0,49.0,49.0,49.0,47.0,50.0,53.0,50.0,44.0,48.0,50.0,51.0,50.0,48.0,49.0,50.0
16,54.0,54.0,54.0,54.0,44.0,51.0,54.0,51.0,47.0,54.0,54.0,50.0,54.0,54.0,54.0,49.0
17,53.0,53.0,53.0,53.0,46.0,54.0,55.0,55.0,42.0,51.0,54.0,51.0,54.0,51.0,51.0,52.0
18,48.0,48.0,48.0,48.0,47.0,49.0,54.0,48.0,45.0,48.0,49.0,52.0,49.0,47.0,48.0,50.0
19,52.0,52.0,52.0,52.0,49.0,53.0,54.0,51.0,46.0,52.0,54.0,52.0,54.0,50.0,51.0,51.0
20,52.0,52.0,52.0,52.0,52.0,53.0,54.0,53.0,50.0,50.0,53.0,52.0,53.0,50.0,49.0,52.0
21,48.0,48.0,48.0,48.0,48.0,50.0,53.0,49.0,46.0,48.0,49.0,52.0,49.0,48.0,48.0,51.0
22,53.0,53.0,53.0,53.0,50.0,54.0,55.0,52.0,47.0,51.0,54.0,52.0,54.0,51.0,50.0,52.0
23,52.0,52.0,52.0,52.0,53.0,53.0,55.0,54.0,51.0,48.0,53.0,53.0,53.0,48.0,47.0,53.0
