Scenario,Roll 0,Roll 1,Roll 2
0,39.0,40.0,41.0
1,40.0,41.0,41.0
2,40.0,41.0,41.0
3,38.0,40.0,41.0
4,40.0,41.0,41.0
5,40.0,41.0,41.0
6,39.0,41.0,41.0
7,41.0,41.0,41.0
8,41.0,41.0,42.0
9,39.0,40.0,41.0
10,40.0,40.0,40.0
11,40.0,40.0,40.0
12,40.0,40.0,41.0
13,40.0,40.0,41.0
14,40.0,40.0,41.0
15,39.0,40.0,41.0
16,40.0,41.0,41.0
17,40.0,41.0,41.0
18,37.0,39.0,42.0
19,39.0,41.0,42.0
20,39.0,41.0,42.0
21,38.0,40.0,41.0
22,40.0,40.0,43.0
23,40.0,41.0,43.0
24,38.0,39.0,41.0
25,40.0,40.0,40.0
26,40.0,41.0,40.0
27,39.0,39.0,40.0
28,39.0,40.0,40.0
29,40.0,41.0,41.0
30,38.0,39.0,41.0
31,39.0,40.0,40.0
32,39.0,41.0,40.0
33,39.0,39.0,40.0
34,41.0,41.0,42.0
35,41.0,41.0,42.0
36,39.0,40.0,42.0
37,41.0,41.0,41.0
38,41.0,42.0,41.0
39,40.0,40.0,41.0
40,40.0,41.0,41.0
41,41.0,42.0,42.0
42,39.0,40.0,42.0
43,40.0,41.0,41.0
44,40.0,42.0,41.0
45,38.0,39.0,37.0
46,41.0,40.0,39.0
47,40.0,40.0,40.0
48,39.0,39.0,39.0
49,41.0,40.0,40.0
50,41.0,40.0,41.0
51,38.0,39.0,38.0
52,41.0,41.0,41.0
53,40.0,40.0,40.0
54,38.0,39.0,39.0
55,39.0,40.0,40.0
56,41.0,40.0,41.0
57,39.0,39.0,39.0
58,40.0,41.0,41.0
59,41.0,40.0,41.0
60,38.0,39.0,39.0
61,40.0,41.0,41.0
62,40.0,40.0,41.0
63,36.0,38.0,41.0
64,38.0,40.0,41.0
65,38.0,40.0,41.0
66,37.0,39.0,40.0
67,39.0,39.0,42.0
68,39.0,40.0,42.0
69,37.0,38.0,40.0
70,39.0,39.0,39.0
71,39.0,40.0,39.0
72,38.0,38.0,39.0
73,38.0,39.0,39.0
74,39.0,40.0,40.0
75,37.0,38.0,40.0
76,38.0,39.0,39.0
77,38.0,40.0,39.0
78,38.0,39.0,40.0
79,40.0,40.0,42.0
80,40.0,41.0,42.0
81,38.0,39.0,41.0
82,40.0,40.0,40.0
83,40.0,41.0,40.0
84,39.0,39.0,40.0
85,39.0,40.0,40.0
86,40.0,41.0,41.0
87,38.0,39.0,41.0
88,39.0,40.0,40.0
89,39.0,41.0,40.0
90,38.0,38.0,37.0
91,40.0,39.0,38.0
92,40.0,39.0,39.0
93,38.0,38.0,38.0
94,40.0,39.0,39.0
95,40.0,39.0,40.0
96,38.0,38.0,37.0
97,40.0,40.0,40.0
98,40.0,39.0,39.0
99,37.0,38.0,38.0
100,38.0,39.0,39.0
101,40.0,39.0,40.0
102,38.0,38.0,38.0
103,39.0,40.0,40.0
104,40.0,39.0,40.0
105,37.0,38.0,38.0
106,39.0,40.0,40.0
107,39.0,39.0,40.0
108,38.0,39.0,37.0
109,40.0,41.0,38.0
110,40.0,38.0,38.0
111,39.0,38.0,37.0
112,41.0,40.0,37.0
113,41.0,40.0,37.0
114,40.0,38.0,39.0
115,40.0,40.0,41.0
116,40.0,40.0,40.0
117,39.0,39.0,40.0
118,40.0,41.0,41.0
119,40.0,41.0,41.0
120,39.0,37.0,38.0
121,41.0,40.0,36.0
122,41.0,40.0,40.0
123,39.0,38.0,37.0
124,41.0,40.0,40.0
125,41.0,40.0,41.0
126,39.0,38.0,38.0
127,41.0,40.0,41.0
128,41.0,40.0,40.0
129,38.0,39.0,38.0
130,39.0,39.0,40.0
131,41.0,40.0,40.0
132,39.0,38.0,39.0
133,40.0,40.0,41.0
134,41.0,40.0,41.0
135,38.0,39.0,39.0
136,40.0,40.0,41.0
137,40.0,40.0,41.0
138,38.0,37.0,38.0
139,42.0,40.0,40.0
140,40.0,39.0,39.0
141,40.0,38.0,37.0
142,42.0,40.0,41.0
143,41.0,40.0,40.0
144,39.0,37.0,37.0
145,41.0,40.0,40.0
146,40.0,39.0,39.0
147,39.0,38.0,38.0
148,41.0,39.0,40.0
149,40.0,40.0,40.0
150,40.0,37.0,38.0
151,41.0,40.0,40.0
152,41.0,40.0,40.0
153,39.0,38.0,38.0
154,41.0,40.0,40.0
155,40.0,40.0,40.0
156,38.0,38.0,38.0
157,40.0,38.0,39.0
158,40.0,40.0,40.0
159,39.0,38.0,37.0
160,40.0,39.0,39.0
161,40.0,40.0,40.0
162,39.0,38.0,38.0
163,40.0,39.0,40.0
164,40.0,40.0,40.0
165,38.0,38.0,38.0
166,39.0,39.0,40.0
167,39.0,40.0,40.0
