Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8
0,52.0,49.0,49.0,52.0,52.0,49.0,60.0,52.0,51.0
1,51.0,53.0,55.0,55.0,55.0,55.0,59.0,55.0,53.0
2,53.0,54.0,51.0,51.0,51.0,51.0,57.0,54.0,52.0
3,51.0,52.0,53.0,53.0,53.0,53.0,60.0,53.0,54.0
4,53.0,54.0,55.0,55.0,55.0,55.0,59.0,55.0,56.0
5,52.0,54.0,54.0,54.0,54.0,54.0,58.0,57.0,54.0
6,52.0,51.0,53.0,53.0,53.0,53.0,57.0,53.0,53.0
7,47.0,54.0,55.0,55.0,55.0,55.0,56.0,54.0,52.0
8,52.0,53.0,55.0,55.0,55.0,55.0,59.0,58.0,52.0
9,56.0,52.0,54.0,54.0,53.0,53.0,55.0,52.0,51.0
10,52.0,54.0,55.0,55.0,55.0,55.0,56.0,53.0,51.0
11,56.0,54.0,56.0,56.0,55.0,55.0,57.0,53.0,51.0
12,55.0,51.0,53.0,53.0,53.0,53.0,54.0,52.0,53.0
13,53.0,54.0,59.0,59.0,59.0,59.0,59.0,53.0,56.0
14,55.0,54.0,55.0,55.0,55.0,55.0,59.0,55.0,54.0
15,54.0,50.0,49.0,49.0,49.0,49.0,54.0,52.0,53.0
16,53.0,54.0,55.0,55.0,55.0,55.0,55.0,53.0,56.0
17,55.0,53.0,55.0,55.0,55.0,55.0,59.0,55.0,54.0
18,50.0,52.0,52.0,52.0,52.0,52.0,59.0,56.0,55.0
19,52.0,57.0,54.0,54.0,54.0,54.0,58.0,56.0,56.0
20,51.0,55.0,54.0,54.0,54.0,54.0,59.0,56.0,55.0
21,51.0,52.0,53.0,53.0,53.0,53.0,57.0,57.0,54.0
22,51.0,58.0,54.0,54.0,54.0,54.0,56.0,57.0,56.0
23,51.0,56.0,55.0,55.0,55.0,55.0,60.0,57.0,54.0
24,55.0,55.0,57.0,57.0,57.0,57.0,57.0,52.0,55.0
25,52.0,59.0,55.0,55.0,55.0,55.0,56.0,53.0,57.0
26,55.0,58.0,56.0,56.0,55.0,55.0,57.0,57.0,54.0
27,54.0,54.0,56.0,56.0,56.0,56.0,56.0,55.0,56.0
28,56.0,58.0,58.0,58.0,58.0,58.0,58.0,57.0,58.0
29,56.0,57.0,55.0,55.0,55.0,55.0,59.0,56.0,58.0
30,53.0,52.0,52.0,52.0,52.0,52.0,54.0,55.0,56.0
