Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14,Roll 15
0,40.0,40.0,42.0,39.0,41.0,41.0,41.0,40.0,36.0,41.0,35.0,40.0,41.0,41.0,40.0,42.0
1,39.0,43.0,42.0,39.0,38.0,43.0,39.0,41.0,41.0,43.0,41.0,43.0,43.0,43.0,43.0,42.0
2,40.0,42.0,46.0,39.0,41.0,46.0,41.0,45.0,42.0,46.0,40.0,42.0,46.0,46.0,42.0,46.0
3,44.0,39.0,43.0,43.0,40.0,40.0,40.0,43.0,36.0,40.0,36.0,42.0,40.0,41.0,40.0,43.0
4,44.0,42.0,44.0,44.0,42.0,45.0,42.0,44.0,41.0,45.0,41.0,42.0,45.0,45.0,42.0,44.0
5,45.0,45.0,46.0,44.0,45.0,46.0,45.0,45.0,42.0,46.0,42.0,45.0,46.0,46.0,45.0,47.0
6,41.0,39.0,42.0,41.0,41.0,40.0,41.0,41.0,37.0,41.0,37.0,42.0,40.0,40.0,39.0,42.0
7,42.0,40.0,42.0,42.0,43.0,46.0,43.0,45.0,40.0,46.0,40.0,40.0,46.0,46.0,40.0,42.0
8,46.0,45.0,46.0,45.0,46.0,42.0,46.0,43.0,43.0,43.0,43.0,45.0,42.0,41.0,45.0,46.0
9,41.0,39.0,42.0,40.0,40.0,40.0,40.0,41.0,39.0,40.0,39.0,39.0,40.0,40.0,39.0,42.0
10,40.0,45.0,42.0,39.0,39.0,42.0,39.0,43.0,45.0,41.0,45.0,45.0,42.0,41.0,45.0,42.0
11,40.0,41.0,46.0,40.0,41.0,45.0,41.0,45.0,41.0,45.0,41.0,41.0,45.0,45.0,41.0,46.0
12,40.0,38.0,42.0,40.0,40.0,39.0,40.0,40.0,39.0,39.0,39.0,38.0,39.0,39.0,38.0,42.0
13,39.0,44.0,42.0,39.0,38.0,41.0,38.0,42.0,44.0,40.0,44.0,44.0,41.0,41.0,44.0,42.0
14,39.0,41.0,46.0,40.0,40.0,44.0,41.0,44.0,44.0,44.0,44.0,41.0,44.0,44.0,41.0,46.0
15,41.0,39.0,43.0,40.0,40.0,40.0,40.0,40.0,36.0,40.0,36.0,39.0,40.0,40.0,39.0,43.0
16,40.0,40.0,42.0,39.0,39.0,42.0,39.0,41.0,40.0,41.0,40.0,40.0,41.0,42.0,40.0,42.0
17,40.0,42.0,47.0,40.0,41.0,42.0,42.0,43.0,40.0,42.0,40.0,42.0,42.0,42.0,42.0,47.0
18,43.0,39.0,45.0,42.0,39.0,40.0,39.0,42.0,35.0,39.0,35.0,46.0,39.0,40.0,39.0,42.0
19,45.0,41.0,44.0,44.0,44.0,44.0,44.0,44.0,40.0,44.0,40.0,41.0,44.0,44.0,41.0,46.0
20,45.0,44.0,45.0,44.0,45.0,45.0,45.0,44.0,41.0,45.0,41.0,44.0,45.0,45.0,44.0,47.0
21,44.0,40.0,44.0,43.0,40.0,41.0,40.0,43.0,36.0,40.0,36.0,46.0,39.0,41.0,40.0,43.0
22,46.0,40.0,45.0,45.0,45.0,45.0,45.0,45.0,41.0,45.0,41.0,42.0,45.0,45.0,40.0,47.0
23,46.0,45.0,46.0,45.0,46.0,42.0,46.0,45.0,42.0,42.0,42.0,45.0,41.0,42.0,45.0,46.0
24,42.0,39.0,42.0,42.0,39.0,39.0,39.0,42.0,38.0,39.0,38.0,41.0,39.0,39.0,38.0,42.0
25,45.0,45.0,44.0,44.0,41.0,41.0,40.0,44.0,45.0,41.0,45.0,45.0,41.0,40.0,45.0,44.0
26,45.0,45.0,46.0,44.0,44.0,44.0,44.0,44.0,41.0,44.0,41.0,44.0,44.0,44.0,44.0,46.0
27,41.0,38.0,42.0,42.0,39.0,38.0,39.0,41.0,38.0,38.0,38.0,40.0,38.0,39.0,37.0,42.0
28,44.0,44.0,44.0,44.0,40.0,40.0,40.0,43.0,44.0,40.0,44.0,44.0,40.0,40.0,44.0,44.0
29,44.0,44.0,46.0,44.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,46.0
30,42.0,38.0,42.0,42.0,39.0,39.0,40.0,42.0,35.0,39.0,35.0,41.0,39.0,40.0,38.0,42.0
31,45.0,39.0,44.0,44.0,40.0,41.0,41.0,44.0,40.0,41.0,40.0,39.0,40.0,41.0,39.0,44.0
32,44.0,44.0,46.0,44.0,41.0,44.0,42.0,44.0,40.0,44.0,40.0,44.0,44.0,44.0,44.0,46.0
33,41.0,39.0,41.0,41.0,40.0,40.0,40.0,41.0,37.0,41.0,35.0,42.0,40.0,39.0,39.0,41.0
34,46.0,40.0,41.0,45.0,46.0,41.0,46.0,41.0,40.0,43.0,40.0,42.0,41.0,41.0,40.0,42.0
35,43.0,45.0,43.0,42.0,42.0,41.0,41.0,43.0,43.0,43.0,37.0,45.0,42.0,41.0,45.0,41.0
36,42.0,40.0,41.0,41.0,40.0,40.0,40.0,40.0,39.0,40.0,39.0,42.0,39.0,39.0,39.0,41.0
37,42.0,45.0,42.0,42.0,41.0,42.0,41.0,43.0,45.0,42.0,45.0,45.0,42.0,41.0,45.0,42.0
38,46.0,46.0,46.0,45.0,45.0,41.0,45.0,42.0,42.0,42.0,42.0,45.0,41.0,41.0,45.0,46.0
39,41.0,39.0,41.0,41.0,40.0,39.0,40.0,39.0,38.0,39.0,38.0,41.0,38.0,38.0,38.0,41.0
40,41.0,44.0,42.0,42.0,40.0,41.0,41.0,42.0,44.0,41.0,44.0,44.0,41.0,41.0,44.0,42.0
41,45.0,45.0,46.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,46.0
42,41.0,39.0,42.0,41.0,40.0,40.0,40.0,40.0,36.0,40.0,36.0,42.0,39.0,39.0,39.0,42.0
43,42.0,40.0,42.0,42.0,41.0,42.0,42.0,42.0,40.0,42.0,40.0,40.0,41.0,42.0,40.0,42.0
44,42.0,45.0,42.0,42.0,42.0,45.0,42.0,45.0,40.0,45.0,40.0,45.0,45.0,45.0,45.0,42.0
45,41.0,39.0,41.0,40.0,39.0,40.0,39.0,41.0,39.0,40.0,39.0,39.0,40.0,40.0,39.0,41.0
46,37.0,46.0,42.0,37.0,38.0,41.0,36.0,42.0,45.0,42.0,45.0,45.0,41.0,41.0,45.0,42.0
47,40.0,41.0,46.0,40.0,40.0,45.0,40.0,45.0,41.0,45.0,41.0,41.0,45.0,45.0,41.0,46.0
48,40.0,38.0,41.0,40.0,39.0,39.0,39.0,40.0,39.0,39.0,39.0,38.0,39.0,39.0,38.0,41.0
49,39.0,45.0,42.0,38.0,39.0,44.0,39.0,44.0,45.0,44.0,45.0,44.0,44.0,44.0,44.0,42.0
50,40.0,40.0,46.0,40.0,40.0,45.0,40.0,45.0,44.0,45.0,44.0,40.0,45.0,45.0,40.0,46.0
51,41.0,39.0,41.0,40.0,39.0,40.0,40.0,41.0,40.0,40.0,40.0,39.0,40.0,40.0,39.0,41.0
52,40.0,45.0,42.0,39.0,40.0,45.0,40.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,42.0
53,40.0,41.0,47.0,40.0,40.0,42.0,41.0,43.0,45.0,42.0,45.0,41.0,42.0,42.0,41.0,47.0
54,39.0,37.0,40.0,39.0,38.0,38.0,39.0,39.0,38.0,38.0,38.0,37.0,38.0,38.0,37.0,40.0
55,38.0,44.0,41.0,37.0,38.0,43.0,38.0,43.0,44.0,43.0,44.0,43.0,43.0,43.0,43.0,41.0
56,39.0,39.0,46.0,39.0,40.0,44.0,40.0,44.0,44.0,44.0,44.0,39.0,44.0,44.0,39.0,46.0
57,40.0,38.0,41.0,40.0,39.0,39.0,40.0,40.0,39.0,39.0,39.0,38.0,39.0,39.0,38.0,41.0
58,39.0,44.0,42.0,38.0,39.0,44.0,39.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,42.0
59,39.0,40.0,47.0,39.0,40.0,41.0,40.0,42.0,44.0,41.0,44.0,40.0,41.0,41.0,40.0,47.0
60,41.0,39.0,41.0,40.0,39.0,40.0,40.0,40.0,35.0,40.0,35.0,39.0,40.0,40.0,39.0,41.0
61,38.0,40.0,42.0,38.0,36.0,41.0,36.0,42.0,41.0,41.0,41.0,40.0,41.0,41.0,40.0,42.0
62,39.0,41.0,42.0,38.0,38.0,42.0,38.0,42.0,40.0,41.0,40.0,40.0,41.0,42.0,40.0,42.0
63,42.0,38.0,47.0,41.0,38.0,39.0,38.0,41.0,34.0,38.0,34.0,45.0,38.0,39.0,38.0,41.0
64,44.0,40.0,46.0,43.0,43.0,43.0,43.0,43.0,39.0,43.0,39.0,45.0,43.0,43.0,40.0,45.0
65,44.0,43.0,47.0,43.0,44.0,44.0,44.0,43.0,40.0,44.0,40.0,45.0,44.0,44.0,43.0,46.0
66,43.0,39.0,48.0,42.0,39.0,40.0,39.0,42.0,35.0,39.0,35.0,46.0,38.0,40.0,39.0,42.0
67,45.0,39.0,47.0,44.0,44.0,44.0,44.0,44.0,40.0,44.0,40.0,46.0,44.0,44.0,39.0,46.0
68,45.0,44.0,48.0,44.0,45.0,41.0,45.0,44.0,41.0,41.0,41.0,46.0,41.0,41.0,44.0,45.0
69,41.0,38.0,45.0,41.0,39.0,38.0,39.0,41.0,37.0,38.0,37.0,45.0,38.0,38.0,37.0,41.0
70,44.0,44.0,43.0,43.0,41.0,40.0,40.0,43.0,44.0,41.0,44.0,44.0,40.0,39.0,44.0,43.0
71,44.0,44.0,45.0,43.0,43.0,43.0,43.0,43.0,40.0,43.0,40.0,43.0,43.0,43.0,43.0,45.0
72,40.0,37.0,45.0,41.0,38.0,38.0,38.0,40.0,37.0,37.0,37.0,44.0,37.0,38.0,36.0,41.0
73,43.0,43.0,43.0,43.0,40.0,39.0,40.0,42.0,43.0,40.0,43.0,43.0,39.0,39.0,43.0,43.0
74,43.0,43.0,45.0,43.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,45.0
75,41.0,37.0,44.0,41.0,39.0,38.0,39.0,41.0,34.0,38.0,34.0,45.0,38.0,39.0,37.0,41.0
76,44.0,38.0,43.0,43.0,40.0,40.0,41.0,43.0,39.0,41.0,39.0,38.0,39.0,40.0,38.0,43.0
77,44.0,43.0,45.0,43.0,43.0,43.0,43.0,43.0,40.0,43.0,40.0,43.0,43.0,43.0,43.0,45.0
78,40.0,38.0,46.0,40.0,39.0,39.0,39.0,40.0,36.0,40.0,34.0,46.0,39.0,39.0,38.0,41.0
79,45.0,39.0,47.0,44.0,45.0,40.0,45.0,42.0,40.0,42.0,40.0,46.0,40.0,40.0,39.0,42.0
80,42.0,44.0,47.0,41.0,41.0,40.0,41.0,42.0,42.0,42.0,36.0,46.0,41.0,41.0,44.0,42.0
81,41.0,39.0,46.0,41.0,39.0,39.0,39.0,40.0,38.0,40.0,38.0,46.0,38.0,39.0,38.0,41.0
82,42.0,44.0,43.0,43.0,41.0,41.0,40.0,42.0,45.0,41.0,45.0,44.0,41.0,40.0,44.0,43.0
83,45.0,45.0,46.0,44.0,44.0,41.0,44.0,42.0,41.0,42.0,41.0,44.0,40.0,41.0,44.0,46.0
84,40.0,38.0,46.0,41.0,39.0,39.0,39.0,39.0,37.0,39.0,37.0,45.0,37.0,39.0,37.0,41.0
85,42.0,43.0,43.0,43.0,40.0,40.0,40.0,41.0,44.0,40.0,44.0,43.0,40.0,40.0,43.0,43.0
86,44.0,44.0,46.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,46.0
87,41.0,38.0,45.0,42.0,39.0,39.0,40.0,40.0,35.0,40.0,35.0,46.0,38.0,40.0,38.0,42.0
88,43.0,39.0,43.0,43.0,40.0,41.0,41.0,42.0,40.0,41.0,40.0,39.0,40.0,41.0,39.0,43.0
89,45.0,44.0,43.0,44.0,44.0,44.0,44.0,44.0,40.0,44.0,40.0,44.0,44.0,44.0,44.0,46.0
90,41.0,38.0,41.0,41.0,40.0,39.0,39.0,42.0,38.0,40.0,38.0,39.0,39.0,40.0,39.0,41.0
91,42.0,45.0,42.0,42.0,42.0,41.0,40.0,41.0,44.0,42.0,44.0,44.0,40.0,40.0,44.0,42.0
92,45.0,40.0,45.0,44.0,44.0,44.0,44.0,44.0,41.0,44.0,41.0,40.0,44.0,44.0,40.0,45.0
93,41.0,37.0,41.0,41.0,39.0,38.0,39.0,41.0,38.0,39.0,38.0,38.0,38.0,39.0,38.0,41.0
94,44.0,44.0,42.0,43.0,43.0,43.0,43.0,43.0,44.0,43.0,44.0,43.0,43.0,43.0,43.0,44.0
95,45.0,39.0,45.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,39.0,44.0,44.0,39.0,45.0
96,42.0,38.0,41.0,41.0,40.0,39.0,39.0,42.0,39.0,40.0,39.0,39.0,39.0,40.0,39.0,41.0
97,45.0,44.0,43.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,45.0
98,44.0,40.0,46.0,43.0,41.0,41.0,41.0,43.0,45.0,41.0,45.0,40.0,41.0,41.0,40.0,46.0
99,40.0,36.0,40.0,40.0,38.0,37.0,38.0,40.0,37.0,38.0,37.0,37.0,37.0,38.0,37.0,40.0
100,43.0,43.0,42.0,42.0,42.0,42.0,42.0,42.0,43.0,42.0,43.0,42.0,42.0,42.0,42.0,43.0
101,44.0,38.0,45.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,39.0,43.0,43.0,39.0,45.0
102,41.0,37.0,41.0,41.0,39.0,38.0,39.0,41.0,38.0,39.0,38.0,38.0,38.0,39.0,38.0,41.0
103,44.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,44.0
104,43.0,39.0,46.0,43.0,40.0,40.0,40.0,42.0,44.0,40.0,44.0,40.0,40.0,40.0,40.0,46.0
105,42.0,38.0,41.0,41.0,39.0,39.0,39.0,41.0,34.0,40.0,34.0,39.0,39.0,40.0,39.0,41.0
106,43.0,39.0,43.0,43.0,40.0,40.0,40.0,42.0,40.0,41.0,40.0,39.0,40.0,40.0,39.0,43.0
107,44.0,40.0,43.0,43.0,40.0,41.0,41.0,43.0,40.0,41.0,40.0,41.0,40.0,41.0,41.0,43.0
108,40.0,34.0,41.0,40.0,39.0,35.0,39.0,36.0,35.0,39.0,34.0,40.0,36.0,34.0,34.0,36.0
109,42.0,35.0,42.0,41.0,40.0,36.0,41.0,37.0,36.0,42.0,36.0,40.0,36.0,36.0,35.0,37.0
110,42.0,40.0,42.0,41.0,41.0,36.0,40.0,38.0,37.0,41.0,36.0,40.0,38.0,40.0,40.0,37.0
111,41.0,35.0,41.0,40.0,40.0,35.0,39.0,35.0,39.0,40.0,39.0,40.0,35.0,35.0,34.0,36.0
112,42.0,40.0,38.0,42.0,41.0,37.0,40.0,38.0,40.0,41.0,40.0,40.0,38.0,40.0,40.0,38.0
113,43.0,41.0,42.0,42.0,42.0,40.0,41.0,37.0,41.0,42.0,40.0,40.0,37.0,40.0,40.0,41.0
114,40.0,34.0,41.0,40.0,39.0,35.0,39.0,34.0,38.0,39.0,38.0,39.0,34.0,34.0,33.0,36.0
115,41.0,39.0,38.0,42.0,40.0,36.0,40.0,37.0,39.0,41.0,39.0,39.0,37.0,39.0,39.0,38.0
