Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14
0,61.0,47.0,47.0,50.0,53.0,54.0,54.0,54.0,45.0,43.0,46.0,46.0,53.0,46.0,55.0
1,55.0,49.0,49.0,46.0,55.0,54.0,54.0,54.0,48.0,48.0,48.0,48.0,53.0,50.0,58.0
2,58.0,49.0,49.0,46.0,55.0,57.0,57.0,57.0,48.0,48.0,48.0,48.0,59.0,48.0,58.0
3,60.0,53.0,53.0,51.0,56.0,56.0,56.0,56.0,52.0,51.0,52.0,52.0,53.0,52.0,56.0
4,54.0,53.0,53.0,53.0,58.0,56.0,57.0,56.0,59.0,59.0,52.0,52.0,58.0,52.0,58.0
5,57.0,59.0,59.0,53.0,57.0,58.0,58.0,58.0,59.0,59.0,58.0,58.0,59.0,58.0,58.0
6,60.0,48.0,48.0,51.0,53.0,55.0,56.0,55.0,47.0,46.0,47.0,47.0,52.0,48.0,55.0
7,55.0,49.0,49.0,50.0,58.0,57.0,58.0,57.0,54.0,54.0,48.0,48.0,59.0,48.0,58.0
8,58.0,54.0,54.0,48.0,57.0,57.0,57.0,57.0,54.0,54.0,53.0,53.0,58.0,53.0,58.0
9,55.0,54.0,54.0,51.0,54.0,53.0,53.0,53.0,51.0,51.0,53.0,53.0,53.0,53.0,61.0
10,56.0,56.0,56.0,46.0,57.0,57.0,57.0,57.0,54.0,54.0,55.0,55.0,58.0,55.0,59.0
11,58.0,56.0,56.0,46.0,56.0,58.0,58.0,58.0,54.0,54.0,55.0,55.0,59.0,55.0,60.0
12,59.0,53.0,53.0,51.0,53.0,54.0,56.0,54.0,51.0,51.0,52.0,52.0,52.0,52.0,60.0
13,55.0,55.0,55.0,53.0,58.0,56.0,58.0,56.0,53.0,53.0,54.0,54.0,58.0,54.0,58.0
14,61.0,55.0,55.0,53.0,55.0,57.0,57.0,57.0,53.0,53.0,54.0,54.0,58.0,54.0,59.0
15,54.0,47.0,47.0,52.0,54.0,52.0,52.0,52.0,45.0,45.0,46.0,46.0,51.0,48.0,59.0
16,54.0,49.0,49.0,54.0,59.0,54.0,59.0,54.0,47.0,48.0,48.0,48.0,53.0,48.0,59.0
17,55.0,49.0,49.0,54.0,56.0,54.0,54.0,54.0,48.0,48.0,48.0,48.0,53.0,50.0,59.0
18,59.0,52.0,52.0,54.0,56.0,56.0,56.0,56.0,51.0,50.0,51.0,51.0,52.0,51.0,56.0
19,53.0,58.0,58.0,56.0,58.0,57.0,57.0,57.0,58.0,58.0,57.0,57.0,58.0,57.0,57.0
20,56.0,58.0,58.0,54.0,58.0,57.0,57.0,57.0,58.0,58.0,57.0,57.0,58.0,57.0,58.0
21,60.0,52.0,52.0,55.0,57.0,57.0,57.0,57.0,51.0,51.0,51.0,51.0,52.0,52.0,55.0
22,57.0,59.0,59.0,57.0,59.0,58.0,58.0,58.0,59.0,59.0,58.0,58.0,59.0,58.0,58.0
23,57.0,58.0,58.0,55.0,59.0,57.0,57.0,57.0,59.0,59.0,57.0,57.0,58.0,57.0,58.0
24,54.0,53.0,53.0,59.0,60.0,53.0,54.0,53.0,53.0,53.0,52.0,52.0,53.0,54.0,61.0
25,57.0,58.0,58.0,54.0,58.0,58.0,58.0,58.0,58.0,58.0,57.0,57.0,58.0,57.0,59.0
26,57.0,59.0,59.0,54.0,59.0,59.0,59.0,59.0,59.0,59.0,58.0,58.0,59.0,58.0,60.0
27,58.0,52.0,52.0,58.0,59.0,55.0,55.0,55.0,54.0,54.0,51.0,51.0,52.0,53.0,60.0
28,60.0,58.0,58.0,56.0,57.0,57.0,57.0,57.0,60.0,60.0,57.0,57.0,58.0,57.0,58.0
29,60.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,60.0,60.0,57.0,57.0,58.0,57.0,59.0
30,53.0,52.0,51.0,55.0,58.0,51.0,52.0,51.0,53.0,53.0,50.0,50.0,52.0,50.0,59.0
31,53.0,54.0,53.0,57.0,58.0,53.0,58.0,53.0,58.0,58.0,52.0,52.0,53.0,52.0,59.0
32,54.0,54.0,53.0,59.0,59.0,57.0,58.0,57.0,59.0,59.0,52.0,52.0,58.0,52.0,59.0
33,61.0,47.0,47.0,51.0,57.0,56.0,56.0,56.0,46.0,46.0,46.0,46.0,51.0,48.0,52.0
34,58.0,54.0,54.0,52.0,54.0,57.0,57.0,57.0,54.0,54.0,53.0,53.0,53.0,53.0,53.0
35,58.0,53.0,53.0,50.0,58.0,56.0,58.0,56.0,54.0,54.0,52.0,52.0,53.0,52.0,57.0
36,55.0,54.0,54.0,54.0,55.0,53.0,55.0,53.0,51.0,51.0,53.0,53.0,52.0,55.0,59.0
37,58.0,56.0,56.0,51.0,57.0,57.0,57.0,57.0,55.0,54.0,55.0,55.0,54.0,55.0,57.0
38,59.0,56.0,56.0,49.0,57.0,58.0,58.0,58.0,55.0,54.0,55.0,55.0,54.0,56.0,59.0
39,59.0,53.0,53.0,53.0,54.0,55.0,56.0,55.0,52.0,51.0,52.0,52.0,52.0,54.0,58.0
40,61.0,55.0,55.0,57.0,56.0,56.0,57.0,56.0,55.0,55.0,54.0,54.0,53.0,54.0,58.0
41,60.0,55.0,55.0,53.0,58.0,57.0,58.0,57.0,55.0,55.0,54.0,54.0,58.0,55.0,58.0
42,54.0,47.0,47.0,52.0,53.0,52.0,53.0,52.0,48.0,48.0,46.0,46.0,53.0,48.0,59.0
43,54.0,49.0,49.0,58.0,53.0,54.0,54.0,54.0,53.0,53.0,48.0,48.0,53.0,48.0,59.0
44,55.0,49.0,49.0,54.0,59.0,58.0,59.0,58.0,54.0,54.0,48.0,48.0,59.0,49.0,59.0
45,55.0,54.0,54.0,60.0,53.0,54.0,54.0,54.0,54.0,54.0,53.0,53.0,56.0,53.0,59.0
46,57.0,55.0,55.0,53.0,57.0,55.0,56.0,55.0,56.0,56.0,54.0,54.0,54.0,56.0,61.0
47,58.0,56.0,56.0,53.0,55.0,59.0,59.0,59.0,54.0,54.0,55.0,55.0,59.0,55.0,61.0
48,60.0,54.0,54.0,59.0,58.0,56.0,56.0,56.0,56.0,53.0,53.0,53.0,61.0,53.0,60.0
49,61.0,55.0,55.0,54.0,56.0,58.0,58.0,58.0,55.0,55.0,54.0,54.0,58.0,55.0,60.0
50,62.0,56.0,56.0,54.0,56.0,58.0,58.0,58.0,55.0,55.0,55.0,55.0,59.0,55.0,62.0
51,55.0,54.0,54.0,55.0,59.0,53.0,53.0,53.0,52.0,52.0,53.0,53.0,56.0,53.0,60.0
52,56.0,56.0,56.0,54.0,57.0,59.0,59.0,59.0,54.0,55.0,55.0,55.0,59.0,55.0,61.0
53,56.0,56.0,56.0,55.0,57.0,58.0,58.0,58.0,54.0,55.0,55.0,55.0,58.0,55.0,61.0
54,59.0,53.0,53.0,58.0,57.0,55.0,56.0,55.0,55.0,55.0,52.0,52.0,60.0,52.0,59.0
55,60.0,55.0,55.0,56.0,55.0,57.0,57.0,57.0,54.0,54.0,54.0,54.0,58.0,54.0,59.0
56,61.0,55.0,55.0,53.0,58.0,57.0,58.0,57.0,54.0,54.0,54.0,54.0,58.0,54.0,61.0
57,54.0,54.0,54.0,54.0,58.0,55.0,57.0,55.0,52.0,52.0,53.0,53.0,61.0,53.0,59.0
