,Mean,StdDev,Min,Median,Max,Seed-1,Seed-10,Seed-100,Seed-11,Seed-12,Seed-13,Seed-14,Seed-15,Seed-16,Seed-17,Seed-18,Seed-19,Seed-2,Seed-20,Seed-21,Seed-22,Seed-23,Seed-24,Seed-25,Seed-26,Seed-27,Seed-28,Seed-29,Seed-3,Seed-30,Seed-31,Seed-32,Seed-33,Seed-34,Seed-35,Seed-36,Seed-37,Seed-38,Seed-39,Seed-4,Seed-40,Seed-41,Seed-42,Seed-43,Seed-44,Seed-45,Seed-46,Seed-47,Seed-48,Seed-49,Seed-5,Seed-50,Seed-51,Seed-52,Seed-53,Seed-54,Seed-55,Seed-56,Seed-57,Seed-58,Seed-59,Seed-6,Seed-60,Seed-61,Seed-62,Seed-63,Seed-64,Seed-65,Seed-66,Seed-67,Seed-68,Seed-69,Seed-7,Seed-70,Seed-71,Seed-72,Seed-73,Seed-74,Seed-75,Seed-76,Seed-77,Seed-78,Seed-79,Seed-8,Seed-80,Seed-81,Seed-82,Seed-83,Seed-84,Seed-85,Seed-86,Seed-87,Seed-88,Seed-89,Seed-9,Seed-90,Seed-91,Seed-92,Seed-93,Seed-94,Seed-95,Seed-96,Seed-97,Seed-98,Seed-99
gurobi time,5160.42,9538.94,28.48,1712.9699999999998,39600.22,378.35,1875.7,3912.16,2762.84,10217.37,254.51,1000.93,2076.39,51.92,1334.29,169.36,1138.43,128.13,205.12,40.44,2511.91,614.34,450.48,29144.2,2586.47,350.84,2494.74,3122.57,13494.19,3277.2,809.58,128.19,1482.37,152.26,253.99,58.4,232.24,619.77,467.18,52.3,283.12,1088.33,2157.29,199.78,3236.02,397.29,10224.85,102.53,3497.21,80.34,28.48,2243.77,1841.2,519.04,39600.22,3898.32,13279.72,39600.17,1192.63,39600.06,36.95,45.28,2773.58,6059.71,1612.69,1011.38,1922.45,16401.25,8972.92,272.29,3686.33,1185.67,1788.94,1202.86,3839.31,2509.27,3183.38,5771.78,734.63,4554.56,2293.01,190.18,915.63,80.78,8319.52,23193.02,2886.37,193.43,3027.58,23149.05,3095.63,39600.2,23744.51,39600.15,241.54,4312.23,4373.27,411.84,5701.72,1376.53,1707.35,1718.59,6777.42,279.26,368.72
total time,5164.53,9539.04,32.17,1717.525,39605.68,383.51,1879.71,3915.11,2765.52,10221.0,258.29,1004.68,2079.34,55.2,1340.72,175.04,1141.76,134.73,208.95,45.72,2515.65,618.01,455.59,29148.17,2590.07,357.11,2498.0,3126.23,13501.08,3280.19,812.07,133.2,1488.89,157.34,256.57,60.95,235.89,624.93,469.65,56.09,286.84,1091.96,2160.57,202.27,3241.13,401.03,10231.2,105.08,3500.8,82.85,32.17,2246.75,1844.97,521.59,39603.9,3900.87,13283.14,39604.16,1195.52,39605.21,40.68,49.15,2777.11,6062.7,1616.33,1013.97,1926.14,16403.77,8976.64,278.83,3692.9,1189.52,1792.74,1206.77,3842.35,2515.86,3187.06,5778.57,741.11,4557.61,2296.4,193.87,922.2,84.13,8324.68,23197.18,2889.76,199.23,3032.76,23154.58,3099.59,39603.61,23748.13,39605.68,244.71,4315.82,4379.74,415.32,5705.14,1379.78,1712.24,1722.81,6784.03,282.35,372.29
result,50.13,7.12,32.5,50.0,65.9999999999998,57.000000000000185,63.5,38.0,52.0,54.0,65.9999999999998,55.0,60.5,52.0,52.5,61.5,50.5,60.5,51.5,58.5,51.5,57.0,60.0,47.0,46.5,57.5,53.5,47.0,62.5,42.5,39.5,57.0,49.5,47.0,50.0,56.0,47.5,47.0,53.5,58.5,54.5,43.0,53.50000000000007,47.500000000000014,48.0,40.5,37.999999999999986,53.5,51.0,53.5,56.0,47.0,54.0,49.5,43.5,37.99999999999999,43.5,45.49999999999998,41.5,51.0,53.5,57.5,46.0,39.0,50.0,39.5,52.0,47.50000000000001,32.5,53.5,47.5,53.0,57.0,50.0,56.0,46.0,62.499999999999986,39.0,47.5,41.5,54.0,44.5,60.5,63.0,36.0,47.5,52.5,48.5,49.5,51.5,49.5,37.5,48.0,40.0,57.0,46.5,50.49999999999993,50.0,37.5,45.000000000000014,46.0,47.5,42.5,61.0,60.0
status,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
