Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12
0,44.0,44.0,48.0,49.0,48.0,44.0,51.0,44.0,48.0,50.0,50.0,44.0,51.0
1,46.0,46.0,51.0,46.0,50.0,44.0,47.0,41.0,51.0,54.0,54.0,45.0,47.0
2,48.0,48.0,50.0,45.0,50.0,44.0,46.0,44.0,50.0,53.0,53.0,45.0,46.0
3,43.0,43.0,48.0,49.0,48.0,47.0,51.0,44.0,48.0,50.0,50.0,48.0,51.0
4,46.0,46.0,51.0,51.0,50.0,49.0,53.0,46.0,51.0,54.0,54.0,50.0,53.0
5,48.0,48.0,50.0,50.0,50.0,49.0,52.0,46.0,50.0,53.0,53.0,50.0,52.0
6,44.0,44.0,48.0,46.0,48.0,45.0,50.0,45.0,48.0,44.0,44.0,45.0,50.0
7,46.0,46.0,48.0,48.0,50.0,47.0,54.0,46.0,48.0,47.0,47.0,47.0,54.0
8,46.0,46.0,48.0,48.0,50.0,47.0,53.0,46.0,48.0,46.0,46.0,47.0,53.0
9,48.0,44.0,49.0,46.0,47.0,45.0,51.0,44.0,45.0,44.0,44.0,45.0,51.0
10,47.0,47.0,48.0,45.0,48.0,42.0,46.0,41.0,48.0,47.0,47.0,44.0,46.0
11,48.0,48.0,48.0,44.0,49.0,45.0,46.0,43.0,48.0,47.0,47.0,44.0,46.0
12,48.0,43.0,49.0,45.0,46.0,44.0,50.0,43.0,44.0,43.0,43.0,44.0,50.0
13,46.0,46.0,47.0,44.0,47.0,41.0,45.0,40.0,47.0,46.0,46.0,43.0,45.0
14,47.0,47.0,47.0,44.0,48.0,44.0,45.0,42.0,47.0,46.0,46.0,43.0,45.0
15,44.0,44.0,45.0,46.0,47.0,45.0,51.0,44.0,45.0,44.0,44.0,45.0,51.0
16,46.0,46.0,47.0,45.0,48.0,42.0,46.0,41.0,47.0,47.0,47.0,44.0,46.0
17,46.0,46.0,47.0,45.0,49.0,45.0,46.0,41.0,47.0,46.0,46.0,44.0,46.0
18,42.0,42.0,48.0,48.0,48.0,46.0,50.0,49.0,48.0,50.0,50.0,47.0,50.0
19,45.0,45.0,50.0,50.0,50.0,48.0,53.0,45.0,50.0,54.0,54.0,49.0,53.0
20,47.0,47.0,50.0,49.0,50.0,49.0,52.0,45.0,50.0,53.0,53.0,49.0,52.0
21,43.0,43.0,48.0,48.0,48.0,47.0,50.0,50.0,48.0,44.0,44.0,48.0,50.0
22,45.0,45.0,50.0,51.0,49.0,49.0,54.0,46.0,50.0,47.0,47.0,50.0,54.0
23,47.0,47.0,50.0,50.0,49.0,49.0,53.0,46.0,50.0,46.0,46.0,50.0,53.0
24,47.0,43.0,48.0,47.0,46.0,46.0,51.0,44.0,47.0,44.0,44.0,47.0,51.0
