Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12
0,49.0,44.0,44.0,43.0,43.0,45.0,45.0,42.0,41.0,42.0,38.0,52.0,38.0
1,47.0,42.0,42.0,41.0,41.0,42.0,42.0,49.0,45.0,46.0,41.0,43.0,41.0
2,47.0,41.0,41.0,41.0,41.0,42.0,42.0,49.0,45.0,45.0,43.0,43.0,40.0
3,49.0,43.0,43.0,43.0,43.0,45.0,45.0,42.0,43.0,43.0,38.0,51.0,37.0
4,46.0,41.0,41.0,41.0,41.0,43.0,43.0,49.0,44.0,45.0,40.0,43.0,40.0
5,46.0,41.0,40.0,41.0,41.0,45.0,45.0,49.0,44.0,44.0,43.0,45.0,43.0
6,50.0,44.0,44.0,44.0,44.0,46.0,46.0,39.0,42.0,42.0,38.0,52.0,38.0
7,47.0,42.0,42.0,42.0,42.0,43.0,43.0,46.0,44.0,44.0,41.0,43.0,41.0
8,47.0,42.0,41.0,42.0,42.0,43.0,43.0,46.0,43.0,44.0,43.0,43.0,43.0
9,53.0,51.0,51.0,51.0,51.0,51.0,51.0,45.0,49.0,48.0,46.0,52.0,45.0
10,51.0,48.0,48.0,48.0,48.0,48.0,48.0,47.0,48.0,47.0,47.0,48.0,47.0
11,48.0,48.0,47.0,44.0,44.0,48.0,48.0,47.0,51.0,49.0,51.0,48.0,47.0
12,52.0,52.0,52.0,52.0,52.0,51.0,51.0,52.0,56.0,56.0,53.0,53.0,52.0
13,53.0,51.0,51.0,51.0,51.0,48.0,48.0,55.0,55.0,56.0,55.0,53.0,55.0
14,56.0,55.0,54.0,51.0,51.0,52.0,52.0,54.0,58.0,58.0,58.0,53.0,54.0
15,50.0,46.0,46.0,46.0,46.0,48.0,48.0,47.0,51.0,51.0,48.0,52.0,47.0
16,52.0,46.0,46.0,46.0,46.0,48.0,48.0,50.0,50.0,51.0,50.0,54.0,50.0
17,52.0,51.0,50.0,46.0,46.0,53.0,53.0,49.0,53.0,53.0,53.0,54.0,49.0
18,48.0,42.0,42.0,42.0,42.0,45.0,45.0,42.0,42.0,42.0,37.0,51.0,37.0
19,45.0,40.0,40.0,40.0,40.0,44.0,44.0,48.0,43.0,44.0,39.0,42.0,39.0
20,45.0,40.0,40.0,40.0,40.0,45.0,45.0,48.0,44.0,44.0,42.0,45.0,43.0
21,49.0,43.0,43.0,43.0,43.0,46.0,46.0,38.0,41.0,41.0,38.0,52.0,37.0
22,46.0,41.0,41.0,41.0,41.0,45.0,45.0,45.0,43.0,43.0,40.0,43.0,40.0
23,46.0,41.0,41.0,41.0,41.0,43.0,43.0,45.0,43.0,43.0,43.0,45.0,43.0
24,52.0,51.0,50.0,51.0,51.0,51.0,51.0,44.0,48.0,47.0,45.0,51.0,44.0
25,50.0,48.0,47.0,48.0,48.0,48.0,48.0,46.0,50.0,48.0,46.0,48.0,46.0
26,48.0,48.0,47.0,47.0,47.0,52.0,52.0,50.0,51.0,49.0,50.0,53.0,50.0
27,52.0,52.0,51.0,52.0,52.0,51.0,51.0,52.0,55.0,55.0,52.0,56.0,51.0
28,53.0,51.0,50.0,51.0,51.0,48.0,48.0,54.0,57.0,57.0,54.0,53.0,54.0
29,55.0,55.0,54.0,54.0,54.0,52.0,52.0,57.0,58.0,58.0,57.0,58.0,57.0
30,50.0,46.0,45.0,46.0,46.0,48.0,48.0,47.0,50.0,50.0,47.0,53.0,46.0
