Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8
0,42.0,43.0,40.0,44.0,41.0,43.0,41.0,40.0,41.0
1,41.0,43.0,42.0,42.0,44.0,39.0,44.0,42.0,44.0
2,42.0,41.0,44.0,44.0,44.0,42.0,44.0,44.0,44.0
3,41.0,43.0,42.0,43.0,41.0,43.0,41.0,42.0,41.0
4,40.0,43.0,42.0,42.0,44.0,40.0,44.0,42.0,44.0
5,42.0,42.0,43.0,43.0,44.0,42.0,44.0,43.0,44.0
6,42.0,43.0,41.0,44.0,41.0,40.0,41.0,41.0,41.0
7,41.0,43.0,43.0,42.0,44.0,40.0,44.0,43.0,43.0
8,42.0,43.0,43.0,44.0,43.0,42.0,43.0,43.0,43.0
9,43.0,44.0,42.0,45.0,42.0,44.0,42.0,42.0,43.0
10,43.0,44.0,44.0,44.0,44.0,42.0,44.0,44.0,44.0
11,45.0,42.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0
12,42.0,44.0,41.0,45.0,41.0,43.0,41.0,41.0,42.0
13,42.0,45.0,43.0,45.0,43.0,44.0,43.0,43.0,43.0
14,44.0,45.0,43.0,47.0,44.0,44.0,44.0,43.0,44.0
15,43.0,44.0,40.0,45.0,41.0,41.0,41.0,40.0,41.0
16,43.0,45.0,42.0,45.0,44.0,43.0,44.0,42.0,44.0
17,45.0,46.0,44.0,46.0,44.0,44.0,44.0,44.0,44.0
18,40.0,42.0,41.0,42.0,41.0,42.0,41.0,41.0,41.0
19,39.0,42.0,42.0,41.0,45.0,39.0,45.0,42.0,45.0
20,42.0,41.0,43.0,42.0,44.0,42.0,44.0,43.0,44.0
21,41.0,42.0,41.0,43.0,41.0,40.0,41.0,41.0,41.0
22,40.0,42.0,43.0,41.0,46.0,39.0,46.0,43.0,46.0
23,42.0,42.0,43.0,43.0,43.0,42.0,43.0,43.0,43.0
24,42.0,44.0,41.0,44.0,44.0,44.0,44.0,41.0,44.0
25,42.0,44.0,43.0,43.0,46.0,41.0,46.0,43.0,46.0
26,45.0,43.0,43.0,43.0,44.0,43.0,44.0,43.0,44.0
27,41.0,43.0,41.0,44.0,43.0,43.0,43.0,41.0,43.0
28,42.0,45.0,42.0,44.0,45.0,43.0,45.0,42.0,45.0
29,44.0,45.0,43.0,46.0,46.0,43.0,46.0,43.0,46.0
30,42.0,44.0,40.0,44.0,41.0,40.0,41.0,40.0,41.0
31,43.0,44.0,42.0,44.0,43.0,42.0,43.0,42.0,43.0
32,45.0,46.0,43.0,46.0,44.0,43.0,44.0,43.0,44.0
33,42.0,42.0,41.0,43.0,38.0,40.0,38.0,41.0,38.0
34,41.0,42.0,43.0,41.0,43.0,39.0,43.0,43.0,43.0
35,42.0,42.0,41.0,43.0,43.0,41.0,43.0,42.0,43.0
36,43.0,44.0,40.0,44.0,45.0,41.0,45.0,40.0,45.0
37,43.0,44.0,43.0,43.0,47.0,42.0,47.0,42.0,47.0
38,44.0,43.0,43.0,43.0,44.0,43.0,44.0,43.0,44.0
39,42.0,44.0,40.0,45.0,44.0,41.0,44.0,40.0,44.0
40,42.0,45.0,42.0,45.0,46.0,43.0,46.0,42.0,46.0
41,43.0,46.0,42.0,46.0,46.0,43.0,46.0,42.0,46.0
42,43.0,45.0,40.0,45.0,38.0,41.0,38.0,40.0,38.0
43,43.0,45.0,43.0,45.0,44.0,43.0,44.0,43.0,43.0
44,44.0,47.0,43.0,47.0,44.0,43.0,44.0,43.0,43.0
45,45.0,45.0,40.0,46.0,42.0,43.0,42.0,40.0,42.0
46,45.0,47.0,42.0,45.0,44.0,44.0,44.0,42.0,44.0
47,48.0,42.0,43.0,45.0,44.0,47.0,44.0,43.0,44.0
48,46.0,45.0,42.0,46.0,45.0,42.0,45.0,42.0,45.0
49,45.0,47.0,42.0,47.0,47.0,44.0,47.0,42.0,47.0
50,47.0,46.0,43.0,48.0,44.0,46.0,44.0,43.0,45.0
51,47.0,45.0,41.0,45.0,45.0,42.0,45.0,41.0,45.0
52,44.0,48.0,43.0,48.0,47.0,43.0,47.0,43.0,47.0
53,46.0,47.0,44.0,47.0,44.0,45.0,44.0,44.0,44.0
54,45.0,44.0,41.0,45.0,45.0,42.0,45.0,41.0,45.0
55,45.0,46.0,41.0,46.0,47.0,44.0,47.0,41.0,47.0
56,46.0,46.0,42.0,47.0,44.0,45.0,44.0,42.0,45.0
57,46.0,45.0,40.0,46.0,44.0,42.0,44.0,40.0,44.0
58,43.0,47.0,42.0,47.0,46.0,43.0,46.0,42.0,46.0
59,45.0,46.0,43.0,47.0,44.0,45.0,44.0,43.0,44.0
60,43.0,44.0,40.0,44.0,38.0,42.0,38.0,40.0,38.0
61,44.0,46.0,43.0,46.0,43.0,43.0,43.0,43.0,44.0
62,45.0,46.0,42.0,46.0,44.0,44.0,44.0,42.0,44.0
63,39.0,41.0,42.0,41.0,40.0,41.0,40.0,42.0,40.0
64,39.0,41.0,44.0,40.0,44.0,38.0,44.0,44.0,44.0
65,41.0,41.0,42.0,41.0,43.0,41.0,43.0,42.0,43.0
66,40.0,41.0,43.0,42.0,41.0,39.0,41.0,43.0,41.0
67,40.0,41.0,45.0,40.0,45.0,38.0,45.0,45.0,45.0
68,41.0,41.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0
69,41.0,43.0,41.0,43.0,43.0,43.0,43.0,41.0,43.0
70,41.0,43.0,42.0,42.0,45.0,41.0,45.0,42.0,45.0
