Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9
0,43.0,47.0,49.0,49.0,39.0,40.0,46.0,46.0,48.0,50.0
1,43.0,44.0,50.0,50.0,40.0,41.0,48.0,48.0,50.0,51.0
2,45.0,45.0,55.0,55.0,43.0,45.0,48.0,48.0,50.0,51.0
3,47.0,47.0,50.0,50.0,43.0,47.0,51.0,51.0,53.0,50.0
4,47.0,47.0,51.0,51.0,45.0,48.0,53.0,53.0,55.0,51.0
5,46.0,45.0,56.0,56.0,45.0,49.0,53.0,53.0,55.0,51.0
6,43.0,43.0,48.0,48.0,39.0,42.0,46.0,46.0,48.0,50.0
7,42.0,42.0,50.0,50.0,43.0,43.0,48.0,48.0,50.0,52.0
8,45.0,45.0,53.0,53.0,45.0,44.0,49.0,49.0,51.0,51.0
9,47.0,47.0,49.0,49.0,44.0,45.0,46.0,46.0,48.0,54.0
10,45.0,45.0,49.0,49.0,46.0,46.0,49.0,49.0,51.0,51.0
11,49.0,45.0,55.0,55.0,46.0,49.0,48.0,48.0,50.0,51.0
12,49.0,49.0,48.0,48.0,45.0,49.0,45.0,45.0,47.0,53.0
13,45.0,45.0,49.0,49.0,47.0,50.0,48.0,48.0,50.0,51.0
14,48.0,47.0,54.0,54.0,47.0,51.0,47.0,47.0,49.0,51.0
15,43.0,43.0,48.0,48.0,44.0,43.0,43.0,43.0,45.0,49.0
16,44.0,44.0,50.0,50.0,46.0,44.0,45.0,45.0,47.0,52.0
17,49.0,45.0,50.0,50.0,46.0,49.0,48.0,48.0,50.0,51.0
18,47.0,47.0,50.0,50.0,42.0,46.0,52.0,52.0,53.0,49.0
19,47.0,46.0,51.0,51.0,44.0,48.0,54.0,54.0,55.0,51.0
20,46.0,46.0,56.0,56.0,48.0,51.0,54.0,54.0,55.0,51.0
21,48.0,48.0,49.0,49.0,43.0,46.0,49.0,49.0,50.0,50.0
22,47.0,46.0,51.0,51.0,44.0,48.0,51.0,51.0,52.0,52.0
23,47.0,47.0,53.0,53.0,49.0,51.0,54.0,54.0,56.0,51.0
24,52.0,52.0,50.0,50.0,45.0,48.0,47.0,47.0,49.0,54.0
25,51.0,51.0,50.0,50.0,49.0,51.0,54.0,54.0,56.0,51.0
26,48.0,48.0,56.0,56.0,49.0,50.0,49.0,49.0,51.0,51.0
27,51.0,51.0,49.0,49.0,46.0,49.0,47.0,47.0,49.0,53.0
28,50.0,50.0,50.0,50.0,48.0,50.0,53.0,53.0,55.0,51.0
29,48.0,48.0,55.0,55.0,50.0,53.0,49.0,49.0,51.0,51.0
30,47.0,47.0,49.0,49.0,45.0,47.0,47.0,47.0,49.0,49.0
31,48.0,48.0,51.0,51.0,47.0,49.0,50.0,50.0,52.0,52.0
32,48.0,48.0,51.0,51.0,49.0,49.0,49.0,49.0,51.0,51.0
33,43.0,43.0,46.0,46.0,39.0,41.0,46.0,46.0,48.0,45.0
34,42.0,41.0,48.0,48.0,39.0,43.0,47.0,47.0,49.0,46.0
35,44.0,44.0,48.0,48.0,44.0,46.0,49.0,49.0,51.0,50.0
36,47.0,47.0,47.0,47.0,44.0,43.0,47.0,47.0,49.0,48.0
37,46.0,46.0,48.0,48.0,45.0,46.0,49.0,49.0,51.0,49.0
38,49.0,49.0,53.0,53.0,50.0,49.0,48.0,48.0,50.0,49.0
39,50.0,50.0,46.0,46.0,45.0,47.0,46.0,46.0,48.0,47.0
40,45.0,45.0,47.0,47.0,46.0,50.0,48.0,48.0,50.0,48.0
41,48.0,48.0,52.0,52.0,51.0,53.0,48.0,48.0,50.0,48.0
42,44.0,44.0,46.0,46.0,44.0,42.0,46.0,46.0,48.0,44.0
43,44.0,44.0,48.0,48.0,45.0,44.0,47.0,47.0,49.0,48.0
44,49.0,49.0,48.0,48.0,50.0,48.0,48.0,48.0,50.0,49.0
45,50.0,50.0,42.0,42.0,44.0,46.0,46.0,46.0,48.0,47.0
46,49.0,49.0,47.0,47.0,50.0,49.0,47.0,47.0,49.0,49.0
47,49.0,45.0,48.0,48.0,46.0,49.0,48.0,48.0,50.0,49.0
48,54.0,54.0,42.0,42.0,45.0,50.0,46.0,46.0,48.0,48.0
49,49.0,49.0,47.0,47.0,51.0,53.0,47.0,47.0,49.0,49.0
50,48.0,48.0,47.0,47.0,47.0,52.0,47.0,47.0,49.0,53.0
51,47.0,47.0,43.0,43.0,44.0,45.0,46.0,46.0,48.0,49.0
52,49.0,49.0,48.0,48.0,50.0,48.0,48.0,48.0,50.0,50.0
53,49.0,49.0,48.0,48.0,46.0,49.0,48.0,48.0,50.0,54.0
54,53.0,53.0,41.0,41.0,44.0,49.0,45.0,45.0,47.0,47.0
55,50.0,50.0,46.0,46.0,50.0,52.0,46.0,46.0,48.0,48.0
56,50.0,50.0,46.0,46.0,46.0,51.0,46.0,46.0,48.0,52.0
57,49.0,49.0,42.0,42.0,45.0,49.0,45.0,45.0,47.0,48.0
58,50.0,50.0,47.0,47.0,49.0,51.0,47.0,47.0,49.0,49.0
59,50.0,50.0,47.0,47.0,47.0,51.0,47.0,47.0,49.0,53.0
60,43.0,43.0,43.0,43.0,44.0,42.0,43.0,43.0,45.0,44.0
