Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14
0,39.0,39.0,39.0,44.0,42.0,44.0,37.0,37.0,37.0,37.0,42.0,44.0,42.0,42.0,42.0
1,39.0,39.0,38.0,44.0,42.0,44.0,41.0,41.0,39.0,39.0,41.0,40.0,38.0,38.0,41.0
2,41.0,41.0,35.0,39.0,38.0,38.0,37.0,37.0,36.0,36.0,38.0,40.0,40.0,40.0,38.0
3,39.0,39.0,39.0,45.0,42.0,45.0,37.0,37.0,37.0,37.0,42.0,45.0,43.0,43.0,42.0
4,40.0,40.0,41.0,47.0,45.0,47.0,41.0,41.0,41.0,41.0,41.0,41.0,40.0,40.0,41.0
5,44.0,44.0,38.0,41.0,41.0,41.0,37.0,38.0,37.0,37.0,38.0,41.0,40.0,40.0,38.0
6,39.0,39.0,39.0,44.0,40.0,44.0,37.0,38.0,37.0,37.0,43.0,43.0,42.0,42.0,43.0
7,41.0,41.0,38.0,43.0,41.0,42.0,41.0,41.0,41.0,41.0,43.0,42.0,40.0,40.0,43.0
8,40.0,40.0,38.0,42.0,41.0,42.0,38.0,39.0,38.0,38.0,41.0,39.0,40.0,40.0,41.0
9,47.0,47.0,47.0,49.0,47.0,49.0,44.0,44.0,44.0,44.0,45.0,49.0,45.0,45.0,45.0
10,43.0,43.0,44.0,49.0,47.0,49.0,46.0,46.0,45.0,45.0,46.0,45.0,44.0,44.0,46.0
11,46.0,46.0,41.0,43.0,43.0,43.0,44.0,44.0,42.0,42.0,44.0,45.0,45.0,45.0,44.0
12,48.0,48.0,48.0,49.0,47.0,49.0,46.0,46.0,46.0,46.0,46.0,49.0,45.0,45.0,46.0
13,44.0,44.0,44.0,49.0,47.0,49.0,46.0,46.0,45.0,45.0,46.0,45.0,44.0,44.0,46.0
14,46.0,46.0,41.0,45.0,43.0,45.0,44.0,44.0,42.0,42.0,44.0,45.0,45.0,45.0,44.0
15,47.0,47.0,47.0,50.0,48.0,50.0,47.0,47.0,47.0,47.0,47.0,47.0,46.0,46.0,47.0
16,43.0,43.0,38.0,46.0,44.0,46.0,42.0,40.0,41.0,39.0,43.0,46.0,40.0,40.0,43.0
17,45.0,45.0,39.0,46.0,44.0,46.0,42.0,42.0,40.0,40.0,42.0,46.0,44.0,44.0,42.0
18,38.0,38.0,38.0,45.0,41.0,45.0,37.0,36.0,37.0,36.0,41.0,45.0,42.0,42.0,41.0
19,39.0,39.0,40.0,48.0,45.0,48.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0
20,43.0,43.0,37.0,42.0,41.0,42.0,37.0,37.0,37.0,37.0,38.0,41.0,40.0,40.0,38.0
21,39.0,39.0,38.0,45.0,40.0,45.0,37.0,37.0,37.0,37.0,42.0,44.0,42.0,42.0,42.0
