Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10
0,43.0,39.0,42.0,42.0,41.0,43.0,42.0,40.0,40.0,40.0,44.0
1,39.0,36.0,41.0,41.0,38.0,40.0,39.0,40.0,42.0,41.0,39.0
2,40.0,39.0,41.0,42.0,41.0,42.0,42.0,38.0,41.0,41.0,41.0
3,43.0,39.0,42.0,43.0,45.0,44.0,43.0,44.0,44.0,44.0,44.0
4,39.0,36.0,42.0,41.0,41.0,41.0,41.0,44.0,45.0,43.0,40.0
5,40.0,39.0,41.0,45.0,45.0,43.0,41.0,43.0,44.0,43.0,41.0
6,40.0,39.0,41.0,43.0,41.0,41.0,43.0,45.0,45.0,44.0,44.0
7,38.0,34.0,41.0,40.0,40.0,40.0,41.0,42.0,46.0,41.0,41.0
8,39.0,39.0,40.0,45.0,41.0,41.0,41.0,44.0,45.0,41.0,41.0
9,40.0,41.0,42.0,44.0,41.0,41.0,41.0,41.0,43.0,42.0,41.0
10,39.0,39.0,42.0,45.0,42.0,42.0,40.0,41.0,44.0,43.0,41.0
11,40.0,39.0,42.0,43.0,42.0,39.0,43.0,39.0,42.0,46.0,43.0
12,43.0,41.0,41.0,43.0,41.0,40.0,43.0,43.0,44.0,43.0,43.0
13,41.0,42.0,42.0,44.0,43.0,43.0,44.0,44.0,45.0,45.0,42.0
14,44.0,45.0,43.0,45.0,45.0,44.0,43.0,41.0,44.0,45.0,43.0
15,41.0,42.0,42.0,44.0,42.0,40.0,44.0,44.0,44.0,43.0,44.0
16,42.0,43.0,43.0,45.0,42.0,42.0,45.0,45.0,46.0,45.0,43.0
17,45.0,46.0,44.0,46.0,46.0,45.0,44.0,41.0,45.0,42.0,44.0
18,43.0,39.0,41.0,43.0,45.0,44.0,45.0,46.0,44.0,44.0,44.0
19,39.0,35.0,44.0,41.0,43.0,43.0,44.0,48.0,45.0,43.0,40.0
20,40.0,39.0,44.0,45.0,45.0,44.0,45.0,45.0,44.0,43.0,41.0
21,40.0,39.0,41.0,43.0,45.0,45.0,45.0,45.0,45.0,44.0,44.0
22,38.0,36.0,42.0,40.0,44.0,44.0,44.0,46.0,46.0,43.0,41.0
23,40.0,39.0,42.0,45.0,45.0,45.0,45.0,46.0,45.0,43.0,41.0
24,40.0,41.0,41.0,44.0,44.0,44.0,45.0,44.0,44.0,43.0,41.0
25,40.0,39.0,43.0,45.0,46.0,46.0,42.0,45.0,45.0,45.0,41.0
26,40.0,40.0,42.0,44.0,46.0,43.0,42.0,43.0,45.0,45.0,43.0
27,43.0,41.0,41.0,43.0,44.0,43.0,45.0,46.0,46.0,46.0,43.0
28,43.0,43.0,42.0,44.0,47.0,47.0,44.0,48.0,48.0,45.0,42.0
