Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14,Roll 15
0,49.0,46.0,45.0,46.0,45.0,45.0,49.0,42.0,42.0,48.0,48.0,42.0,44.0,44.0,44.0,44.0
1,52.0,46.0,47.0,48.0,50.0,50.0,52.0,43.0,43.0,50.0,50.0,46.0,47.0,47.0,45.0,45.0
2,51.0,44.0,44.0,48.0,50.0,50.0,52.0,47.0,47.0,47.0,47.0,45.0,46.0,46.0,43.0,43.0
3,48.0,47.0,46.0,46.0,44.0,44.0,48.0,46.0,46.0,47.0,47.0,43.0,44.0,44.0,44.0,44.0
4,52.0,47.0,47.0,47.0,49.0,49.0,52.0,43.0,43.0,49.0,49.0,46.0,48.0,48.0,44.0,44.0
5,50.0,45.0,48.0,48.0,49.0,49.0,52.0,48.0,48.0,49.0,49.0,45.0,47.0,47.0,44.0,44.0
6,48.0,48.0,46.0,46.0,45.0,45.0,48.0,46.0,46.0,48.0,48.0,42.0,45.0,45.0,44.0,44.0
7,52.0,46.0,47.0,45.0,48.0,48.0,52.0,44.0,44.0,47.0,47.0,46.0,47.0,47.0,41.0,41.0
8,49.0,44.0,48.0,48.0,50.0,50.0,52.0,48.0,48.0,50.0,50.0,45.0,46.0,46.0,45.0,45.0
9,48.0,51.0,47.0,51.0,51.0,51.0,48.0,46.0,46.0,47.0,47.0,47.0,47.0,47.0,51.0,51.0
10,50.0,51.0,48.0,45.0,53.0,53.0,50.0,41.0,41.0,48.0,48.0,53.0,47.0,47.0,45.0,45.0
11,50.0,47.0,44.0,48.0,51.0,51.0,52.0,45.0,45.0,46.0,46.0,48.0,46.0,46.0,48.0,48.0
12,49.0,50.0,46.0,50.0,51.0,51.0,49.0,45.0,45.0,48.0,48.0,47.0,47.0,47.0,51.0,51.0
13,50.0,50.0,51.0,49.0,53.0,53.0,49.0,44.0,44.0,51.0,51.0,53.0,47.0,47.0,46.0,46.0
14,51.0,49.0,48.0,52.0,51.0,51.0,51.0,47.0,47.0,49.0,49.0,48.0,46.0,46.0,48.0,48.0
15,50.0,47.0,47.0,48.0,49.0,49.0,50.0,46.0,46.0,49.0,49.0,45.0,45.0,45.0,48.0,48.0
16,51.0,49.0,52.0,50.0,47.0,47.0,50.0,45.0,45.0,52.0,52.0,48.0,47.0,47.0,47.0,47.0
17,52.0,50.0,49.0,53.0,50.0,50.0,52.0,48.0,48.0,50.0,50.0,47.0,47.0,47.0,49.0,49.0
18,47.0,46.0,46.0,45.0,44.0,44.0,47.0,45.0,45.0,47.0,47.0,42.0,45.0,45.0,43.0,43.0
19,51.0,46.0,47.0,46.0,48.0,48.0,51.0,44.0,44.0,48.0,48.0,46.0,51.0,51.0,43.0,43.0
20,49.0,45.0,48.0,47.0,49.0,49.0,51.0,47.0,47.0,49.0,49.0,45.0,50.0,50.0,44.0,44.0
21,47.0,47.0,46.0,46.0,44.0,44.0,47.0,46.0,46.0,48.0,48.0,42.0,45.0,45.0,44.0,44.0
22,52.0,47.0,47.0,44.0,47.0,47.0,52.0,43.0,43.0,47.0,47.0,46.0,51.0,51.0,41.0,41.0
23,49.0,45.0,48.0,48.0,50.0,50.0,52.0,48.0,48.0,50.0,50.0,45.0,50.0,50.0,45.0,45.0
24,47.0,52.0,51.0,51.0,51.0,51.0,47.0,50.0,50.0,50.0,50.0,47.0,51.0,51.0,51.0,51.0
25,51.0,52.0,48.0,45.0,52.0,52.0,51.0,44.0,44.0,47.0,47.0,53.0,51.0,51.0,45.0,45.0
26,49.0,48.0,47.0,47.0,50.0,50.0,51.0,48.0,48.0,48.0,48.0,52.0,48.0,48.0,47.0,47.0
27,48.0,51.0,50.0,50.0,51.0,51.0,48.0,49.0,49.0,49.0,49.0,47.0,51.0,51.0,51.0,51.0
28,51.0,51.0,51.0,48.0,52.0,52.0,50.0,46.0,46.0,50.0,50.0,53.0,51.0,51.0,46.0,46.0
29,50.0,51.0,52.0,52.0,50.0,50.0,50.0,51.0,51.0,51.0,51.0,52.0,50.0,50.0,47.0,47.0
30,49.0,48.0,47.0,47.0,48.0,48.0,49.0,46.0,46.0,48.0,50.0,44.0,48.0,48.0,48.0,48.0
31,52.0,52.0,52.0,49.0,46.0,46.0,51.0,47.0,47.0,51.0,51.0,48.0,50.0,50.0,47.0,47.0
32,51.0,52.0,53.0,53.0,49.0,49.0,51.0,52.0,52.0,52.0,52.0,47.0,51.0,51.0,48.0,48.0
33,46.0,47.0,46.0,47.0,45.0,45.0,46.0,46.0,46.0,46.0,46.0,43.0,44.0,44.0,45.0,45.0
34,48.0,46.0,47.0,44.0,47.0,47.0,48.0,44.0,44.0,46.0,46.0,46.0,47.0,47.0,41.0,41.0
35,48.0,44.0,48.0,49.0,51.0,51.0,48.0,48.0,48.0,48.0,48.0,46.0,46.0,46.0,41.0,41.0
36,47.0,51.0,51.0,51.0,51.0,51.0,47.0,51.0,51.0,51.0,51.0,47.0,51.0,51.0,51.0,51.0
37,48.0,51.0,48.0,46.0,53.0,53.0,48.0,45.0,45.0,48.0,48.0,53.0,51.0,51.0,46.0,46.0
38,48.0,47.0,47.0,47.0,50.0,50.0,52.0,47.0,47.0,49.0,49.0,47.0,46.0,46.0,47.0,47.0
39,49.0,50.0,50.0,50.0,51.0,51.0,49.0,50.0,50.0,50.0,50.0,47.0,51.0,51.0,51.0,51.0
40,47.0,50.0,48.0,48.0,53.0,53.0,47.0,47.0,47.0,48.0,48.0,53.0,51.0,51.0,46.0,46.0
41,51.0,49.0,52.0,52.0,50.0,50.0,51.0,52.0,52.0,52.0,52.0,47.0,50.0,50.0,47.0,47.0
42,50.0,47.0,47.0,47.0,48.0,48.0,50.0,47.0,47.0,47.0,47.0,44.0,49.0,49.0,48.0,48.0
43,48.0,49.0,49.0,49.0,47.0,47.0,48.0,48.0,48.0,49.0,49.0,48.0,51.0,51.0,47.0,47.0
44,52.0,48.0,53.0,53.0,49.0,49.0,52.0,53.0,53.0,53.0,53.0,46.0,51.0,51.0,48.0,48.0
45,50.0,51.0,46.0,50.0,50.0,50.0,48.0,45.0,45.0,46.0,46.0,47.0,46.0,46.0,50.0,50.0
46,52.0,52.0,47.0,46.0,52.0,52.0,47.0,41.0,41.0,48.0,48.0,53.0,47.0,47.0,45.0,45.0
47,52.0,47.0,44.0,48.0,50.0,50.0,50.0,46.0,46.0,46.0,46.0,48.0,46.0,46.0,48.0,48.0
48,50.0,52.0,51.0,51.0,52.0,52.0,49.0,50.0,50.0,50.0,50.0,49.0,50.0,50.0,51.0,51.0
49,52.0,52.0,52.0,52.0,53.0,53.0,47.0,47.0,47.0,52.0,52.0,53.0,49.0,49.0,52.0,52.0
50,52.0,52.0,48.0,52.0,53.0,53.0,50.0,50.0,50.0,48.0,48.0,48.0,48.0,48.0,52.0,52.0
51,48.0,51.0,51.0,52.0,51.0,51.0,47.0,51.0,51.0,51.0,51.0,50.0,51.0,51.0,52.0,52.0
52,48.0,53.0,53.0,53.0,53.0,53.0,47.0,48.0,48.0,53.0,53.0,53.0,49.0,49.0,53.0,53.0
53,50.0,53.0,49.0,53.0,53.0,53.0,50.0,48.0,48.0,49.0,49.0,48.0,49.0,49.0,53.0,53.0
54,50.0,52.0,50.0,50.0,52.0,52.0,48.0,49.0,49.0,49.0,49.0,49.0,50.0,50.0,51.0,51.0
55,51.0,52.0,51.0,51.0,53.0,53.0,50.0,46.0,46.0,51.0,51.0,52.0,49.0,49.0,52.0,52.0
56,52.0,54.0,50.0,51.0,53.0,53.0,50.0,49.0,49.0,49.0,49.0,50.0,48.0,48.0,52.0,52.0
57,49.0,53.0,50.0,51.0,51.0,51.0,49.0,50.0,50.0,50.0,50.0,50.0,51.0,51.0,52.0,52.0
58,51.0,53.0,52.0,52.0,53.0,53.0,51.0,47.0,47.0,52.0,52.0,53.0,50.0,50.0,53.0,53.0
59,51.0,55.0,51.0,52.0,53.0,53.0,51.0,47.0,47.0,50.0,50.0,51.0,49.0,49.0,53.0,53.0
60,50.0,51.0,48.0,49.0,49.0,49.0,50.0,45.0,45.0,49.0,49.0,47.0,49.0,49.0,49.0,49.0
61,52.0,53.0,49.0,49.0,51.0,51.0,52.0,43.0,44.0,49.0,51.0,52.0,51.0,51.0,48.0,48.0
62,52.0,51.0,52.0,52.0,53.0,53.0,52.0,47.0,47.0,51.0,51.0,52.0,50.0,50.0,48.0,48.0
63,46.0,45.0,45.0,44.0,43.0,43.0,46.0,44.0,44.0,46.0,46.0,41.0,45.0,45.0,42.0,42.0
64,50.0,45.0,47.0,45.0,47.0,47.0,50.0,43.0,43.0,47.0,47.0,45.0,51.0,51.0,42.0,42.0
65,48.0,45.0,47.0,46.0,48.0,48.0,50.0,46.0,46.0,48.0,48.0,44.0,50.0,50.0,43.0,43.0
66,46.0,46.0,45.0,45.0,43.0,43.0,46.0,45.0,45.0,47.0,47.0,42.0,45.0,45.0,43.0,43.0
67,51.0,46.0,46.0,43.0,46.0,46.0,51.0,42.0,42.0,46.0,46.0,45.0,51.0,51.0,40.0,40.0
68,48.0,45.0,47.0,47.0,49.0,49.0,51.0,47.0,47.0,49.0,49.0,45.0,50.0,50.0,44.0,44.0
69,46.0,51.0,51.0,50.0,50.0,50.0,46.0,49.0,49.0,49.0,49.0,47.0,51.0,51.0,50.0,50.0
70,50.0,51.0,47.0,44.0,51.0,51.0,50.0,43.0,43.0,46.0,46.0,53.0,51.0,51.0,44.0,44.0
71,48.0,49.0,47.0,46.0,49.0,49.0,50.0,47.0,47.0,47.0,47.0,51.0,49.0,49.0,46.0,46.0
72,47.0,50.0,50.0,49.0,50.0,50.0,47.0,48.0,48.0,48.0,49.0,47.0,51.0,51.0,50.0,50.0
73,50.0,52.0,50.0,47.0,51.0,51.0,49.0,45.0,45.0,49.0,49.0,53.0,51.0,51.0,45.0,45.0
74,49.0,51.0,52.0,51.0,49.0,49.0,49.0,50.0,50.0,50.0,50.0,51.0,50.0,50.0,46.0,46.0
75,48.0,47.0,47.0,46.0,47.0,47.0,48.0,45.0,45.0,47.0,50.0,44.0,48.0,48.0,47.0,47.0
76,51.0,53.0,51.0,48.0,45.0,45.0,50.0,46.0,46.0,50.0,50.0,48.0,50.0,50.0,46.0,46.0
77,50.0,52.0,53.0,52.0,48.0,48.0,50.0,51.0,51.0,51.0,51.0,46.0,51.0,51.0,47.0,47.0
78,46.0,46.0,45.0,46.0,44.0,44.0,46.0,45.0,45.0,45.0,45.0,42.0,45.0,45.0,44.0,44.0
79,51.0,46.0,46.0,43.0,46.0,46.0,52.0,43.0,43.0,45.0,45.0,45.0,51.0,51.0,40.0,40.0
80,47.0,44.0,47.0,48.0,50.0,50.0,47.0,47.0,47.0,47.0,47.0,45.0,50.0,50.0,40.0,40.0
81,46.0,51.0,51.0,51.0,51.0,51.0,46.0,50.0,50.0,50.0,50.0,47.0,51.0,51.0,51.0,51.0
82,51.0,51.0,47.0,45.0,52.0,52.0,51.0,44.0,44.0,47.0,47.0,53.0,51.0,51.0,45.0,45.0
83,47.0,46.0,47.0,47.0,49.0,49.0,51.0,46.0,46.0,48.0,48.0,47.0,50.0,50.0,47.0,47.0
84,48.0,50.0,50.0,50.0,51.0,51.0,48.0,49.0,49.0,49.0,49.0,47.0,51.0,51.0,51.0,51.0
85,51.0,50.0,48.0,47.0,52.0,52.0,50.0,46.0,46.0,47.0,47.0,53.0,51.0,51.0,46.0,46.0
86,50.0,48.0,52.0,52.0,49.0,49.0,50.0,51.0,51.0,51.0,51.0,47.0,50.0,50.0,47.0,47.0
87,49.0,47.0,47.0,47.0,47.0,47.0,49.0,46.0,46.0,46.0,46.0,44.0,48.0,48.0,48.0,48.0
88,52.0,48.0,49.0,48.0,46.0,46.0,51.0,47.0,47.0,48.0,48.0,48.0,51.0,51.0,47.0,47.0
89,51.0,48.0,53.0,53.0,48.0,48.0,51.0,52.0,52.0,52.0,52.0,46.0,51.0,51.0,48.0,48.0
90,49.0,50.0,49.0,49.0,49.0,49.0,47.0,48.0,48.0,48.0,48.0,47.0,49.0,49.0,49.0,49.0
91,54.0,51.0,47.0,45.0,51.0,51.0,49.0,44.0,44.0,47.0,47.0,52.0,50.0,50.0,45.0,45.0
92,51.0,50.0,45.0,47.0,49.0,49.0,49.0,48.0,48.0,45.0,45.0,52.0,48.0,48.0,47.0,47.0
93,49.0,51.0,51.0,50.0,51.0,51.0,48.0,49.0,49.0,49.0,49.0,48.0,50.0,50.0,50.0,50.0
94,54.0,52.0,52.0,52.0,52.0,52.0,48.0,51.0,51.0,51.0,51.0,52.0,51.0,51.0,52.0,52.0
95,51.0,52.0,51.0,52.0,52.0,52.0,49.0,51.0,51.0,51.0,51.0,52.0,51.0,51.0,52.0,52.0
96,47.0,52.0,51.0,51.0,50.0,50.0,46.0,50.0,50.0,50.0,50.0,49.0,51.0,51.0,51.0,51.0
97,50.0,53.0,53.0,53.0,52.0,52.0,49.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0
98,49.0,53.0,52.0,53.0,52.0,52.0,49.0,52.0,52.0,52.0,52.0,51.0,52.0,52.0,53.0,53.0
99,49.0,51.0,50.0,49.0,51.0,51.0,47.0,48.0,48.0,49.0,49.0,48.0,50.0,50.0,50.0,50.0
100,53.0,51.0,51.0,51.0,52.0,52.0,52.0,50.0,50.0,50.0,50.0,51.0,51.0,51.0,52.0,52.0
101,51.0,53.0,51.0,51.0,52.0,52.0,49.0,50.0,50.0,50.0,50.0,51.0,51.0,51.0,52.0,52.0
102,48.0,52.0,51.0,50.0,50.0,50.0,48.0,49.0,49.0,50.0,50.0,49.0,51.0,51.0,51.0,51.0
103,53.0,52.0,52.0,52.0,52.0,52.0,53.0,51.0,51.0,51.0,51.0,52.0,52.0,52.0,53.0,53.0
104,50.0,54.0,52.0,52.0,52.0,52.0,50.0,51.0,51.0,51.0,51.0,51.0,52.0,52.0,53.0,53.0
105,49.0,50.0,48.0,48.0,48.0,48.0,49.0,47.0,47.0,48.0,48.0,46.0,48.0,48.0,48.0,48.0
106,54.0,52.0,49.0,48.0,50.0,50.0,54.0,46.0,46.0,48.0,50.0,51.0,52.0,52.0,48.0,48.0
107,51.0,52.0,52.0,51.0,52.0,52.0,51.0,50.0,50.0,51.0,51.0,51.0,51.0,51.0,48.0,48.0
108,42.0,42.0,45.0,45.0,43.0,43.0,42.0,45.0,45.0,45.0,45.0,38.0,44.0,44.0,43.0,43.0
109,46.0,42.0,43.0,42.0,45.0,45.0,47.0,42.0,42.0,43.0,43.0,41.0,46.0,46.0,39.0,39.0
110,42.0,40.0,47.0,47.0,49.0,49.0,43.0,47.0,47.0,47.0,47.0,41.0,45.0,45.0,39.0,39.0
111,41.0,47.0,51.0,51.0,51.0,51.0,42.0,51.0,51.0,51.0,51.0,43.0,51.0,51.0,51.0,51.0
112,46.0,47.0,47.0,45.0,52.0,52.0,46.0,45.0,45.0,47.0,47.0,49.0,51.0,51.0,45.0,45.0
113,42.0,45.0,47.0,47.0,50.0,50.0,46.0,47.0,47.0,47.0,47.0,43.0,46.0,46.0,47.0,47.0
114,45.0,46.0,50.0,50.0,51.0,51.0,44.0,50.0,50.0,50.0,50.0,43.0,51.0,51.0,51.0,51.0
115,46.0,46.0,48.0,46.0,52.0,52.0,46.0,46.0,46.0,48.0,48.0,49.0,51.0,51.0,46.0,46.0
116,45.0,44.0,52.0,52.0,50.0,50.0,46.0,52.0,52.0,52.0,52.0,43.0,50.0,50.0,47.0,47.0
117,46.0,43.0,47.0,47.0,47.0,47.0,45.0,47.0,47.0,47.0,47.0,40.0,48.0,48.0,48.0,48.0
118,47.0,44.0,49.0,47.0,46.0,46.0,47.0,47.0,47.0,49.0,49.0,44.0,47.0,47.0,47.0,47.0
119,46.0,44.0,53.0,53.0,48.0,48.0,47.0,53.0,53.0,53.0,53.0,42.0,51.0,51.0,48.0,48.0
120,46.0,46.0,50.0,50.0,50.0,50.0,43.0,49.0,49.0,49.0,49.0,43.0,50.0,50.0,50.0,50.0
121,49.0,47.0,47.0,45.0,52.0,52.0,44.0,45.0,45.0,47.0,47.0,48.0,51.0,51.0,45.0,45.0
122,46.0,46.0,46.0,46.0,49.0,49.0,46.0,46.0,46.0,45.0,45.0,47.0,46.0,46.0,46.0,46.0
123,46.0,47.0,51.0,51.0,52.0,52.0,45.0,50.0,50.0,50.0,50.0,44.0,51.0,51.0,51.0,51.0
124,49.0,48.0,52.0,52.0,53.0,53.0,46.0,52.0,52.0,52.0,52.0,48.0,52.0,52.0,52.0,52.0
125,48.0,49.0,52.0,52.0,53.0,53.0,46.0,52.0,52.0,52.0,52.0,47.0,52.0,52.0,52.0,52.0
126,46.0,48.0,52.0,52.0,50.0,50.0,43.0,51.0,51.0,51.0,51.0,45.0,52.0,52.0,52.0,52.0
127,46.0,49.0,53.0,53.0,52.0,52.0,46.0,53.0,53.0,53.0,53.0,48.0,53.0,53.0,53.0,53.0
128,46.0,49.0,53.0,53.0,52.0,52.0,46.0,53.0,53.0,53.0,53.0,47.0,53.0,53.0,53.0,53.0
129,46.0,47.0,50.0,50.0,52.0,52.0,44.0,49.0,49.0,49.0,49.0,44.0,51.0,51.0,51.0,51.0
130,48.0,47.0,51.0,51.0,53.0,53.0,47.0,51.0,51.0,51.0,51.0,47.0,52.0,52.0,52.0,52.0
131,48.0,49.0,51.0,51.0,53.0,53.0,46.0,51.0,51.0,51.0,51.0,46.0,52.0,52.0,52.0,52.0
132,46.0,48.0,51.0,51.0,50.0,50.0,45.0,50.0,50.0,50.0,50.0,45.0,52.0,52.0,52.0,52.0
133,48.0,48.0,52.0,52.0,52.0,52.0,48.0,52.0,52.0,52.0,52.0,48.0,53.0,53.0,53.0,53.0
134,47.0,50.0,52.0,52.0,52.0,52.0,47.0,52.0,52.0,52.0,52.0,47.0,53.0,53.0,53.0,53.0
135,47.0,46.0,49.0,49.0,49.0,49.0,46.0,48.0,48.0,48.0,48.0,42.0,49.0,49.0,49.0,49.0
136,49.0,48.0,49.0,47.0,51.0,51.0,49.0,47.0,47.0,49.0,49.0,47.0,51.0,51.0,48.0,48.0
137,47.0,47.0,52.0,52.0,53.0,53.0,47.0,51.0,51.0,51.0,51.0,47.0,51.0,51.0,48.0,48.0
138,44.0,46.0,47.0,48.0,48.0,48.0,41.0,44.0,44.0,46.0,46.0,42.0,45.0,45.0,48.0,48.0
139,46.0,48.0,48.0,45.0,50.0,50.0,44.0,40.0,40.0,47.0,47.0,48.0,47.0,47.0,45.0,45.0
140,46.0,49.0,44.0,48.0,50.0,50.0,44.0,44.0,44.0,45.0,45.0,48.0,45.0,45.0,48.0,48.0
