Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5
0,44.0,44.0,45.0,42.0,41.0,46.0
1,45.0,45.0,47.0,41.0,42.0,46.0
2,45.0,45.0,47.0,41.0,43.0,42.0
3,44.0,44.0,46.0,42.0,42.0,45.0
4,45.0,45.0,48.0,40.0,43.0,45.0
5,45.0,45.0,47.0,44.0,44.0,46.0
6,44.0,44.0,47.0,42.0,43.0,41.0
7,45.0,45.0,46.0,40.0,43.0,43.0
8,45.0,45.0,48.0,44.0,45.0,47.0
9,43.0,43.0,47.0,43.0,43.0,41.0
10,45.0,45.0,48.0,44.0,45.0,42.0
11,45.0,45.0,47.0,45.0,44.0,42.0
12,43.0,43.0,47.0,43.0,42.0,40.0
13,45.0,45.0,47.0,44.0,44.0,44.0
14,45.0,45.0,46.0,45.0,44.0,44.0
15,43.0,43.0,48.0,42.0,40.0,41.0
16,45.0,45.0,46.0,44.0,42.0,42.0
17,45.0,45.0,47.0,44.0,43.0,45.0
18,44.0,44.0,47.0,42.0,43.0,45.0
19,45.0,45.0,47.0,39.0,43.0,44.0
20,45.0,45.0,46.0,44.0,45.0,45.0
21,44.0,44.0,48.0,42.0,44.0,45.0
22,45.0,45.0,47.0,39.0,44.0,45.0
23,45.0,45.0,47.0,44.0,46.0,46.0
24,44.0,44.0,46.0,43.0,44.0,40.0
25,45.0,45.0,47.0,44.0,46.0,42.0
26,45.0,45.0,47.0,46.0,45.0,43.0
27,43.0,43.0,47.0,43.0,44.0,42.0
28,45.0,45.0,46.0,43.0,45.0,43.0
29,45.0,45.0,47.0,47.0,46.0,43.0
30,44.0,44.0,47.0,43.0,41.0,42.0
31,45.0,45.0,46.0,44.0,43.0,43.0
32,45.0,45.0,48.0,45.0,44.0,44.0
33,43.0,43.0,47.0,42.0,41.0,44.0
34,44.0,44.0,48.0,40.0,42.0,42.0
35,45.0,45.0,48.0,44.0,44.0,42.0
36,43.0,43.0,46.0,43.0,43.0,41.0
37,44.0,44.0,46.0,44.0,45.0,41.0
38,45.0,45.0,48.0,46.0,45.0,44.0
39,43.0,43.0,48.0,44.0,45.0,43.0
40,44.0,44.0,46.0,43.0,44.0,44.0
41,45.0,45.0,47.0,47.0,47.0,43.0
42,43.0,43.0,47.0,43.0,41.0,43.0
43,44.0,44.0,47.0,44.0,41.0,44.0
44,45.0,45.0,47.0,45.0,45.0,44.0
45,42.0,42.0,45.0,44.0,43.0,41.0
46,44.0,44.0,46.0,46.0,45.0,44.0
47,44.0,44.0,47.0,46.0,44.0,40.0
48,43.0,43.0,44.0,44.0,45.0,41.0
49,44.0,44.0,45.0,47.0,47.0,43.0
50,45.0,45.0,47.0,46.0,45.0,44.0
51,44.0,44.0,45.0,44.0,43.0,42.0
52,44.0,44.0,46.0,45.0,45.0,43.0
53,46.0,46.0,48.0,45.0,44.0,45.0
54,42.0,42.0,45.0,44.0,44.0,41.0
55,43.0,43.0,45.0,46.0,46.0,43.0
56,44.0,44.0,47.0,46.0,44.0,43.0
57,43.0,43.0,46.0,43.0,42.0,42.0
58,44.0,44.0,46.0,44.0,44.0,44.0
59,45.0,45.0,48.0,45.0,44.0,44.0
60,42.0,42.0,45.0,43.0,39.0,39.0
61,44.0,44.0,47.0,44.0,40.0,44.0
62,44.0,44.0,47.0,45.0,41.0,41.0
63,43.0,43.0,46.0,41.0,43.0,44.0
64,44.0,44.0,46.0,39.0,43.0,44.0
65,44.0,44.0,45.0,43.0,45.0,45.0
66,43.0,43.0,47.0,41.0,44.0,44.0
67,44.0,44.0,46.0,39.0,44.0,45.0
68,44.0,44.0,46.0,43.0,46.0,46.0
69,43.0,43.0,45.0,42.0,43.0,44.0
70,44.0,44.0,46.0,43.0,46.0,44.0
71,45.0,45.0,46.0,45.0,45.0,42.0
72,43.0,43.0,46.0,42.0,45.0,43.0
73,44.0,44.0,45.0,42.0,45.0,43.0
74,45.0,45.0,46.0,46.0,47.0,43.0
75,43.0,43.0,46.0,42.0,41.0,43.0
76,44.0,44.0,45.0,43.0,43.0,44.0
77,45.0,45.0,47.0,44.0,45.0,43.0
78,43.0,43.0,46.0,41.0,41.0,44.0
79,44.0,44.0,47.0,40.0,43.0,46.0
80,45.0,45.0,47.0,43.0,45.0,46.0
81,43.0,43.0,45.0,42.0,44.0,45.0
82,44.0,44.0,45.0,43.0,46.0,45.0
83,45.0,45.0,47.0,45.0,46.0,43.0
84,43.0,43.0,47.0,43.0,46.0,44.0
85,44.0,44.0,45.0,42.0,45.0,44.0
86,45.0,45.0,46.0,46.0,48.0,44.0
87,43.0,43.0,46.0,42.0,42.0,44.0
88,44.0,44.0,46.0,43.0,42.0,45.0
89,45.0,45.0,46.0,44.0,46.0,44.0
90,43.0,43.0,46.0,43.0,44.0,41.0
91,44.0,44.0,45.0,45.0,46.0,43.0
92,45.0,45.0,47.0,45.0,45.0,39.0
93,43.0,43.0,45.0,43.0,46.0,42.0
94,44.0,44.0,46.0,46.0,48.0,43.0
95,45.0,45.0,47.0,45.0,46.0,43.0
96,44.0,44.0,46.0,43.0,44.0,42.0
97,45.0,45.0,47.0,44.0,46.0,43.0
98,46.0,46.0,48.0,44.0,45.0,44.0
99,42.0,42.0,44.0,43.0,45.0,41.0
100,43.0,43.0,45.0,45.0,47.0,42.0
101,44.0,44.0,46.0,45.0,45.0,42.0
102,43.0,43.0,45.0,42.0,43.0,42.0
103,44.0,44.0,46.0,43.0,45.0,43.0
104,45.0,45.0,47.0,44.0,45.0,43.0
105,43.0,43.0,44.0,42.0,40.0,42.0
106,44.0,44.0,46.0,43.0,41.0,43.0
107,45.0,45.0,46.0,44.0,42.0,40.0
108,39.0,41.0,45.0,41.0,39.0,44.0
109,40.0,42.0,45.0,40.0,40.0,41.0
110,41.0,42.0,45.0,42.0,42.0,41.0
111,40.0,40.0,45.0,43.0,41.0,44.0
112,41.0,42.0,46.0,42.0,43.0,40.0
113,41.0,42.0,47.0,45.0,43.0,41.0
114,39.0,40.0,44.0,44.0,43.0,43.0
115,41.0,42.0,45.0,43.0,42.0,45.0
116,41.0,42.0,46.0,46.0,45.0,45.0
117,40.0,40.0,45.0,41.0,39.0,44.0
118,41.0,42.0,46.0,42.0,39.0,45.0
119,41.0,42.0,47.0,43.0,43.0,45.0
120,40.0,40.0,47.0,43.0,41.0,42.0
121,41.0,42.0,45.0,46.0,43.0,44.0
122,42.0,42.0,48.0,45.0,42.0,40.0
123,40.0,41.0,46.0,43.0,43.0,43.0
124,41.0,42.0,47.0,47.0,45.0,44.0
125,43.0,43.0,47.0,45.0,43.0,42.0
126,40.0,42.0,45.0,42.0,41.0,43.0
127,42.0,42.0,48.0,43.0,43.0,44.0
128,44.0,44.0,47.0,44.0,42.0,41.0
129,39.0,40.0,45.0,43.0,42.0,42.0
130,40.0,41.0,46.0,46.0,44.0,43.0
131,42.0,42.0,46.0,45.0,42.0,41.0
132,40.0,41.0,44.0,42.0,40.0,43.0
133,41.0,42.0,47.0,43.0,42.0,44.0
134,43.0,43.0,46.0,44.0,42.0,40.0
135,40.0,40.0,44.0,41.0,37.0,43.0
136,41.0,42.0,46.0,43.0,38.0,44.0
137,42.0,42.0,46.0,44.0,39.0,40.0
138,36.0,40.0,45.0,45.0,33.0,38.0
139,37.0,41.0,48.0,46.0,36.0,40.0
140,37.0,41.0,47.0,46.0,36.0,40.0
141,37.0,41.0,47.0,46.0,35.0,39.0
142,39.0,41.0,47.0,46.0,42.0,42.0
143,42.0,42.0,47.0,46.0,42.0,42.0
144,38.0,42.0,48.0,45.0,33.0,39.0
145,40.0,42.0,46.0,47.0,38.0,40.0
146,43.0,43.0,48.0,47.0,38.0,41.0
147,36.0,40.0,46.0,45.0,34.0,39.0
148,38.0,40.0,48.0,47.0,41.0,43.0
149,42.0,42.0,47.0,47.0,41.0,42.0
150,37.0,41.0,47.0,46.0,35.0,40.0
151,39.0,41.0,46.0,48.0,37.0,44.0
152,43.0,43.0,48.0,48.0,37.0,43.0
153,38.0,42.0,45.0,44.0,33.0,39.0
154,38.0,42.0,47.0,44.0,35.0,44.0
155,43.0,43.0,47.0,45.0,36.0,43.0
156,35.0,39.0,45.0,44.0,33.0,39.0
157,37.0,39.0,47.0,46.0,40.0,42.0
158,41.0,41.0,46.0,46.0,40.0,41.0
159,36.0,40.0,46.0,45.0,34.0,40.0
