Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6
0,42.0,42.0,42.0,40.0,39.0,40.0,39.0
1,39.0,39.0,43.0,35.0,36.0,40.0,38.0
2,42.0,42.0,43.0,38.0,37.0,36.0,39.0
3,43.0,43.0,43.0,44.0,40.0,40.0,44.0
4,43.0,43.0,44.0,41.0,36.0,41.0,44.0
5,43.0,43.0,44.0,41.0,41.0,41.0,41.0
6,42.0,42.0,44.0,44.0,39.0,40.0,43.0
7,43.0,43.0,43.0,41.0,36.0,42.0,44.0
8,43.0,43.0,43.0,41.0,41.0,42.0,41.0
9,42.0,42.0,41.0,39.0,40.0,41.0,40.0
10,41.0,41.0,43.0,37.0,40.0,39.0,40.0
11,41.0,41.0,42.0,37.0,37.0,40.0,40.0
12,41.0,41.0,40.0,44.0,39.0,41.0,43.0
13,40.0,40.0,42.0,41.0,40.0,39.0,39.0
14,40.0,40.0,41.0,41.0,41.0,40.0,40.0
15,42.0,42.0,41.0,44.0,39.0,40.0,43.0
16,38.0,38.0,41.0,41.0,40.0,38.0,39.0
17,41.0,41.0,41.0,41.0,41.0,39.0,40.0
18,44.0,44.0,45.0,44.0,39.0,39.0,44.0
19,44.0,44.0,43.0,40.0,35.0,40.0,45.0
20,48.0,48.0,47.0,43.0,40.0,45.0,45.0
21,44.0,44.0,45.0,44.0,39.0,40.0,44.0
22,44.0,44.0,44.0,40.0,36.0,41.0,45.0
23,48.0,48.0,47.0,43.0,40.0,46.0,45.0
24,45.0,45.0,45.0,43.0,39.0,40.0,44.0
25,47.0,47.0,46.0,40.0,39.0,44.0,46.0
26,42.0,42.0,43.0,41.0,40.0,42.0,41.0
27,44.0,44.0,44.0,46.0,39.0,40.0,44.0
28,46.0,46.0,45.0,45.0,40.0,43.0,45.0
29,41.0,41.0,42.0,46.0,45.0,42.0,46.0
30,44.0,44.0,41.0,46.0,39.0,39.0,44.0
31,42.0,42.0,42.0,45.0,40.0,40.0,44.0
32,42.0,42.0,42.0,46.0,45.0,41.0,46.0
33,42.0,42.0,41.0,44.0,39.0,40.0,43.0
34,43.0,43.0,43.0,40.0,36.0,41.0,44.0
35,48.0,48.0,46.0,40.0,39.0,46.0,41.0
36,45.0,45.0,43.0,43.0,39.0,41.0,44.0
37,47.0,47.0,45.0,40.0,38.0,45.0,46.0
38,42.0,42.0,42.0,41.0,40.0,43.0,41.0
39,44.0,44.0,42.0,46.0,39.0,41.0,44.0
40,46.0,46.0,44.0,45.0,40.0,44.0,45.0
41,41.0,41.0,41.0,46.0,45.0,43.0,46.0
42,44.0,44.0,41.0,46.0,39.0,40.0,44.0
43,42.0,42.0,42.0,45.0,40.0,41.0,44.0
44,42.0,42.0,42.0,46.0,45.0,42.0,46.0
45,41.0,41.0,42.0,38.0,37.0,39.0,40.0
46,38.0,38.0,42.0,32.0,39.0,42.0,39.0
47,39.0,39.0,41.0,36.0,36.0,38.0,36.0
48,45.0,45.0,44.0,43.0,39.0,39.0,44.0
49,38.0,38.0,43.0,37.0,44.0,42.0,40.0
50,40.0,40.0,42.0,38.0,41.0,38.0,39.0
51,45.0,45.0,44.0,43.0,39.0,39.0,44.0
52,38.0,38.0,43.0,37.0,44.0,39.0,40.0
53,40.0,40.0,43.0,38.0,41.0,39.0,39.0
54,44.0,44.0,43.0,43.0,38.0,38.0,43.0
55,37.0,37.0,42.0,36.0,43.0,41.0,39.0
56,39.0,39.0,41.0,38.0,40.0,38.0,38.0
57,44.0,44.0,43.0,43.0,38.0,39.0,43.0
58,37.0,37.0,42.0,37.0,43.0,39.0,39.0
59,39.0,39.0,42.0,38.0,40.0,39.0,38.0
60,41.0,41.0,40.0,43.0,38.0,38.0,42.0
61,36.0,36.0,39.0,37.0,39.0,38.0,39.0
62,40.0,40.0,39.0,38.0,40.0,34.0,38.0
63,43.0,43.0,44.0,43.0,38.0,38.0,43.0
64,43.0,43.0,42.0,39.0,34.0,39.0,45.0
65,47.0,47.0,46.0,42.0,39.0,44.0,45.0
66,43.0,43.0,44.0,43.0,38.0,39.0,44.0
67,43.0,43.0,43.0,40.0,35.0,40.0,45.0
68,47.0,47.0,46.0,43.0,39.0,45.0,45.0
69,44.0,44.0,44.0,42.0,38.0,39.0,44.0
70,46.0,46.0,45.0,42.0,38.0,43.0,46.0
71,42.0,42.0,42.0,42.0,39.0,41.0,42.0
72,43.0,43.0,43.0,45.0,38.0,39.0,44.0
