Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4
0,46.0,46.0,46.0,46.0,45.0
1,48.0,48.0,48.0,48.0,43.0
2,46.0,46.0,46.0,46.0,47.0
3,46.0,46.0,46.0,46.0,46.0
4,51.0,51.0,51.0,51.0,44.0
5,49.0,49.0,49.0,49.0,48.0
6,46.0,46.0,46.0,46.0,44.0
7,48.0,48.0,48.0,48.0,44.0
8,48.0,48.0,48.0,48.0,47.0
9,47.0,47.0,47.0,47.0,46.0
10,49.0,49.0,47.0,47.0,47.0
11,47.0,47.0,47.0,47.0,51.0
12,46.0,46.0,46.0,46.0,45.0
13,48.0,48.0,46.0,46.0,46.0
14,49.0,49.0,49.0,49.0,50.0
15,46.0,46.0,46.0,46.0,45.0
16,47.0,47.0,47.0,47.0,42.0
17,50.0,50.0,50.0,50.0,47.0
18,46.0,46.0,46.0,46.0,45.0
19,50.0,50.0,50.0,50.0,45.0
20,48.0,48.0,48.0,48.0,47.0
21,47.0,47.0,47.0,47.0,45.0
22,51.0,51.0,51.0,51.0,45.0
23,49.0,49.0,49.0,49.0,47.0
24,46.0,46.0,46.0,46.0,47.0
25,48.0,48.0,46.0,46.0,48.0
26,46.0,46.0,46.0,46.0,52.0
27,45.0,45.0,45.0,45.0,46.0
28,47.0,47.0,45.0,45.0,48.0
29,48.0,48.0,48.0,48.0,51.0
30,45.0,45.0,45.0,45.0,46.0
31,46.0,46.0,46.0,46.0,45.0
32,49.0,49.0,49.0,49.0,48.0
33,44.0,44.0,44.0,44.0,45.0
34,48.0,48.0,48.0,48.0,45.0
35,47.0,47.0,47.0,47.0,47.0
36,47.0,47.0,45.0,45.0,46.0
37,49.0,49.0,47.0,47.0,47.0
38,47.0,47.0,47.0,47.0,51.0
39,46.0,46.0,45.0,45.0,45.0
40,48.0,48.0,46.0,46.0,49.0
41,49.0,49.0,49.0,49.0,50.0
42,46.0,46.0,46.0,46.0,45.0
43,47.0,47.0,47.0,47.0,45.0
44,50.0,50.0,50.0,50.0,47.0
45,45.0,45.0,45.0,45.0,45.0
46,50.0,50.0,50.0,50.0,40.0
47,47.0,47.0,47.0,47.0,43.0
48,46.0,46.0,46.0,46.0,45.0
49,49.0,49.0,49.0,49.0,41.0
50,48.0,48.0,48.0,48.0,43.0
51,47.0,47.0,46.0,46.0,45.0
52,48.0,48.0,48.0,48.0,39.0
53,48.0,48.0,48.0,48.0,43.0
54,45.0,45.0,45.0,45.0,44.0
55,48.0,48.0,48.0,48.0,41.0
56,47.0,47.0,47.0,47.0,44.0
57,46.0,46.0,46.0,46.0,44.0
58,47.0,47.0,47.0,47.0,41.0
59,47.0,47.0,47.0,47.0,44.0
60,46.0,46.0,46.0,46.0,42.0
61,48.0,48.0,48.0,48.0,38.0
62,47.0,47.0,47.0,47.0,42.0
63,45.0,45.0,45.0,45.0,44.0
64,49.0,49.0,49.0,49.0,44.0
65,47.0,47.0,47.0,47.0,46.0
66,46.0,46.0,46.0,46.0,45.0
67,50.0,50.0,50.0,50.0,45.0
68,48.0,48.0,48.0,48.0,47.0
