Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14
0,41.0,42.0,42.0,40.0,40.0,40.0,42.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1,41.0,42.0,50.0,43.0,47.0,47.0,43.0,43.0,43.0,43.0,45.0,43.0,43.0,43.0,43.0
2,42.0,43.0,51.0,41.0,48.0,48.0,43.0,41.0,41.0,41.0,41.0,43.0,41.0,41.0,40.0
3,40.0,41.0,41.0,39.0,39.0,39.0,43.0,41.0,39.0,39.0,40.0,40.0,39.0,39.0,40.0
4,48.0,48.0,49.0,46.0,47.0,47.0,47.0,46.0,46.0,46.0,45.0,46.0,46.0,46.0,45.0
5,49.0,49.0,50.0,47.0,48.0,48.0,48.0,47.0,47.0,47.0,46.0,47.0,47.0,47.0,46.0
6,41.0,41.0,42.0,40.0,40.0,40.0,41.0,40.0,39.0,39.0,40.0,40.0,40.0,39.0,40.0
7,49.0,49.0,49.0,47.0,47.0,47.0,48.0,47.0,47.0,47.0,46.0,47.0,47.0,47.0,46.0
8,50.0,50.0,50.0,48.0,48.0,48.0,49.0,48.0,48.0,48.0,47.0,48.0,48.0,48.0,47.0
9,48.0,48.0,49.0,46.0,47.0,47.0,47.0,46.0,46.0,46.0,47.0,46.0,46.0,46.0,47.0
10,48.0,49.0,51.0,50.0,51.0,51.0,47.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
11,49.0,50.0,51.0,47.0,48.0,48.0,48.0,47.0,47.0,47.0,48.0,50.0,47.0,47.0,46.0
12,47.0,47.0,50.0,45.0,47.0,47.0,46.0,45.0,45.0,45.0,46.0,45.0,45.0,45.0,46.0
13,47.0,48.0,50.0,49.0,50.0,50.0,46.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
14,48.0,49.0,56.0,47.0,53.0,53.0,47.0,47.0,47.0,47.0,47.0,49.0,47.0,47.0,46.0
15,41.0,41.0,43.0,39.0,40.0,40.0,40.0,39.0,39.0,39.0,40.0,39.0,39.0,39.0,40.0
16,41.0,42.0,48.0,43.0,45.0,45.0,40.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0
17,42.0,43.0,49.0,43.0,46.0,46.0,41.0,43.0,43.0,43.0,41.0,43.0,43.0,43.0,39.0
18,39.0,40.0,40.0,38.0,38.0,38.0,42.0,40.0,38.0,38.0,40.0,40.0,38.0,38.0,40.0
19,47.0,47.0,48.0,45.0,46.0,46.0,47.0,45.0,45.0,45.0,44.0,45.0,45.0,45.0,44.0
20,48.0,48.0,49.0,46.0,47.0,47.0,48.0,46.0,46.0,46.0,45.0,46.0,46.0,46.0,45.0
21,40.0,40.0,41.0,39.0,39.0,39.0,40.0,40.0,38.0,38.0,40.0,40.0,39.0,38.0,40.0
22,48.0,48.0,48.0,46.0,46.0,46.0,48.0,46.0,46.0,46.0,45.0,46.0,46.0,46.0,45.0
23,49.0,49.0,49.0,47.0,47.0,47.0,49.0,47.0,47.0,47.0,46.0,47.0,47.0,47.0,46.0
24,47.0,47.0,48.0,46.0,46.0,46.0,47.0,46.0,45.0,45.0,46.0,46.0,46.0,45.0,46.0
25,49.0,49.0,50.0,50.0,50.0,50.0,48.0,50.0,49.0,49.0,50.0,50.0,50.0,49.0,50.0
26,49.0,50.0,51.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,50.0,48.0,48.0,47.0
27,48.0,48.0,49.0,46.0,47.0,47.0,47.0,46.0,46.0,46.0,45.0,46.0,46.0,46.0,45.0
28,48.0,48.0,49.0,49.0,49.0,49.0,47.0,49.0,48.0,48.0,49.0,49.0,49.0,48.0,49.0
29,54.0,54.0,55.0,52.0,53.0,53.0,53.0,52.0,52.0,52.0,51.0,52.0,52.0,52.0,51.0
30,41.0,41.0,42.0,39.0,40.0,40.0,40.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0
31,46.0,42.0,47.0,43.0,44.0,44.0,45.0,43.0,42.0,42.0,43.0,43.0,43.0,42.0,43.0
32,47.0,47.0,48.0,45.0,46.0,46.0,46.0,45.0,45.0,45.0,44.0,45.0,45.0,45.0,44.0
33,41.0,39.0,41.0,40.0,39.0,39.0,41.0,40.0,39.0,39.0,40.0,40.0,40.0,39.0,39.0
34,48.0,43.0,43.0,43.0,42.0,42.0,48.0,43.0,42.0,42.0,45.0,43.0,43.0,42.0,44.0
35,49.0,43.0,43.0,41.0,41.0,41.0,49.0,41.0,41.0,41.0,41.0,42.0,41.0,41.0,40.0
36,48.0,48.0,49.0,47.0,47.0,47.0,48.0,47.0,46.0,46.0,46.0,47.0,47.0,46.0,46.0
37,50.0,50.0,51.0,50.0,50.0,50.0,49.0,50.0,50.0,50.0,51.0,50.0,50.0,50.0,51.0
38,50.0,50.0,51.0,48.0,48.0,48.0,49.0,48.0,48.0,48.0,47.0,50.0,48.0,48.0,47.0
39,49.0,49.0,49.0,47.0,47.0,47.0,48.0,47.0,47.0,47.0,46.0,47.0,47.0,47.0,46.0
40,49.0,49.0,50.0,49.0,49.0,49.0,48.0,49.0,49.0,49.0,50.0,49.0,49.0,49.0,50.0
41,55.0,55.0,55.0,53.0,53.0,53.0,54.0,53.0,53.0,53.0,52.0,53.0,53.0,53.0,52.0
42,42.0,42.0,42.0,40.0,40.0,40.0,41.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0,39.0
43,47.0,43.0,44.0,43.0,43.0,43.0,46.0,43.0,43.0,43.0,44.0,43.0,43.0,43.0,44.0
44,48.0,48.0,48.0,46.0,46.0,46.0,47.0,46.0,46.0,46.0,45.0,46.0,46.0,46.0,45.0
45,48.0,48.0,48.0,46.0,45.0,45.0,47.0,46.0,46.0,46.0,45.0,46.0,46.0,46.0,45.0
46,49.0,50.0,51.0,49.0,49.0,49.0,48.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
47,49.0,50.0,51.0,47.0,47.0,47.0,48.0,47.0,47.0,47.0,48.0,50.0,47.0,47.0,46.0
48,47.0,47.0,50.0,45.0,47.0,47.0,46.0,45.0,45.0,45.0,44.0,45.0,45.0,45.0,44.0
49,48.0,49.0,50.0,49.0,49.0,49.0,47.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
50,48.0,49.0,54.0,49.0,51.0,51.0,47.0,49.0,49.0,49.0,47.0,49.0,49.0,49.0,45.0
51,48.0,48.0,48.0,46.0,45.0,45.0,47.0,46.0,46.0,46.0,45.0,46.0,46.0,46.0,45.0
52,47.0,48.0,49.0,49.0,49.0,49.0,46.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
53,48.0,49.0,50.0,50.0,51.0,51.0,47.0,50.0,50.0,50.0,46.0,50.0,50.0,50.0,46.0
54,46.0,46.0,49.0,44.0,46.0,46.0,45.0,44.0,44.0,44.0,43.0,44.0,44.0,44.0,43.0
55,47.0,48.0,49.0,48.0,48.0,48.0,46.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
56,47.0,48.0,53.0,48.0,50.0,50.0,46.0,48.0,48.0,48.0,46.0,48.0,48.0,48.0,44.0
57,47.0,47.0,50.0,45.0,47.0,47.0,46.0,45.0,45.0,45.0,44.0,45.0,45.0,45.0,44.0
58,46.0,47.0,49.0,48.0,48.0,48.0,45.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
59,47.0,48.0,54.0,49.0,51.0,51.0,46.0,49.0,49.0,49.0,45.0,49.0,49.0,49.0,45.0
60,41.0,41.0,42.0,39.0,39.0,39.0,40.0,39.0,39.0,39.0,38.0,39.0,39.0,39.0,38.0
61,40.0,41.0,42.0,42.0,42.0,42.0,39.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0
62,41.0,42.0,47.0,43.0,44.0,44.0,40.0,43.0,43.0,43.0,39.0,43.0,43.0,43.0,39.0
63,38.0,39.0,39.0,37.0,37.0,37.0,41.0,39.0,37.0,37.0,39.0,39.0,37.0,37.0,39.0
64,46.0,46.0,47.0,44.0,45.0,45.0,46.0,44.0,44.0,44.0,43.0,44.0,44.0,44.0,43.0
65,47.0,47.0,48.0,45.0,46.0,46.0,47.0,45.0,45.0,45.0,44.0,45.0,45.0,45.0,44.0
66,39.0,39.0,40.0,38.0,38.0,38.0,39.0,39.0,37.0,37.0,39.0,39.0,38.0,37.0,39.0
67,47.0,47.0,47.0,45.0,45.0,45.0,47.0,45.0,45.0,45.0,44.0,45.0,45.0,45.0,44.0
