Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12
0,41.0,41.0,41.0,41.0,38.0,38.0,37.0,37.0,38.0,38.0,39.0,39.0,37.0
1,41.0,41.0,41.0,41.0,38.0,38.0,38.0,38.0,38.0,38.0,39.0,36.0,37.0
2,41.0,41.0,41.0,41.0,38.0,38.0,38.0,38.0,38.0,38.0,39.0,38.0,38.0
3,40.0,40.0,40.0,40.0,38.0,38.0,37.0,37.0,38.0,38.0,38.0,39.0,36.0
4,40.0,40.0,40.0,40.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,37.0,37.0
5,40.0,40.0,40.0,40.0,39.0,39.0,38.0,38.0,39.0,39.0,40.0,38.0,38.0
6,40.0,40.0,40.0,40.0,38.0,38.0,37.0,37.0,38.0,38.0,37.0,38.0,36.0
7,41.0,41.0,41.0,41.0,38.0,38.0,39.0,39.0,38.0,38.0,39.0,37.0,38.0
8,41.0,41.0,41.0,41.0,40.0,40.0,39.0,39.0,40.0,40.0,39.0,38.0,38.0
9,38.0,38.0,38.0,38.0,36.0,36.0,37.0,37.0,36.0,36.0,36.0,38.0,35.0
10,40.0,40.0,40.0,40.0,37.0,37.0,38.0,38.0,37.0,37.0,38.0,37.0,37.0
11,40.0,40.0,40.0,40.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0
12,38.0,38.0,38.0,38.0,36.0,36.0,37.0,37.0,36.0,36.0,36.0,37.0,35.0
13,40.0,40.0,40.0,40.0,37.0,37.0,37.0,37.0,37.0,37.0,38.0,37.0,36.0
14,40.0,40.0,40.0,40.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,37.0
15,38.0,38.0,38.0,38.0,36.0,36.0,37.0,37.0,36.0,36.0,36.0,37.0,35.0
16,40.0,40.0,40.0,40.0,37.0,37.0,37.0,37.0,37.0,37.0,38.0,35.0,36.0
17,40.0,40.0,40.0,40.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,36.0
18,39.0,39.0,39.0,39.0,37.0,37.0,36.0,36.0,37.0,37.0,37.0,38.0,35.0
19,39.0,39.0,39.0,39.0,37.0,37.0,37.0,38.0,37.0,37.0,37.0,37.0,36.0
20,39.0,39.0,39.0,39.0,39.0,39.0,37.0,38.0,38.0,38.0,39.0,38.0,37.0
21,39.0,39.0,39.0,39.0,37.0,37.0,37.0,37.0,37.0,37.0,36.0,38.0,36.0
22,40.0,40.0,40.0,40.0,38.0,38.0,38.0,38.0,37.0,37.0,38.0,37.0,37.0
23,40.0,40.0,40.0,40.0,39.0,39.0,38.0,38.0,39.0,39.0,38.0,38.0,37.0
24,37.0,37.0,37.0,37.0,36.0,36.0,36.0,36.0,36.0,36.0,37.0,38.0,35.0
25,39.0,39.0,39.0,39.0,37.0,37.0,37.0,37.0,36.0,36.0,37.0,37.0,36.0
26,39.0,39.0,39.0,39.0,38.0,38.0,38.0,37.0,38.0,38.0,39.0,38.0,37.0
27,37.0,37.0,37.0,37.0,35.0,35.0,36.0,36.0,35.0,35.0,36.0,37.0,34.0
28,39.0,39.0,39.0,39.0,37.0,37.0,37.0,37.0,36.0,36.0,37.0,37.0,35.0
29,39.0,39.0,39.0,39.0,37.0,37.0,38.0,37.0,37.0,37.0,38.0,38.0,36.0
30,37.0,37.0,37.0,37.0,35.0,35.0,36.0,36.0,35.0,35.0,35.0,37.0,35.0
31,39.0,39.0,39.0,39.0,37.0,37.0,37.0,37.0,36.0,36.0,37.0,35.0,36.0
32,39.0,39.0,39.0,39.0,37.0,37.0,38.0,37.0,37.0,37.0,37.0,38.0,36.0
33,39.0,39.0,39.0,39.0,36.0,36.0,37.0,37.0,37.0,37.0,36.0,38.0,36.0
34,40.0,40.0,40.0,40.0,38.0,38.0,39.0,39.0,38.0,38.0,38.0,37.0,38.0
35,40.0,40.0,40.0,40.0,38.0,38.0,39.0,39.0,38.0,38.0,38.0,37.0,38.0
36,38.0,38.0,38.0,38.0,37.0,37.0,36.0,36.0,37.0,37.0,35.0,37.0,35.0
37,40.0,40.0,40.0,40.0,37.0,37.0,38.0,38.0,37.0,37.0,37.0,36.0,37.0
38,40.0,40.0,40.0,40.0,39.0,39.0,38.0,38.0,39.0,39.0,37.0,38.0,37.0
39,38.0,38.0,38.0,38.0,36.0,36.0,36.0,36.0,36.0,36.0,35.0,36.0,34.0
40,40.0,40.0,40.0,40.0,37.0,37.0,38.0,38.0,37.0,37.0,37.0,35.0,36.0
41,40.0,40.0,40.0,40.0,38.0,38.0,38.0,38.0,38.0,38.0,37.0,37.0,36.0
42,38.0,38.0,38.0,38.0,35.0,35.0,36.0,36.0,35.0,35.0,35.0,36.0,35.0
43,40.0,40.0,40.0,40.0,37.0,37.0,38.0,38.0,37.0,37.0,37.0,35.0,37.0
44,40.0,40.0,40.0,40.0,37.0,37.0,38.0,38.0,37.0,37.0,37.0,36.0,37.0
45,37.0,37.0,37.0,37.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0
46,38.0,38.0,39.0,39.0,36.0,36.0,37.0,37.0,36.0,36.0,36.0,38.0,36.0
47,39.0,39.0,39.0,39.0,37.0,37.0,38.0,38.0,37.0,37.0,37.0,36.0,36.0
48,37.0,37.0,37.0,37.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,34.0
49,38.0,38.0,39.0,39.0,36.0,36.0,37.0,37.0,36.0,36.0,36.0,37.0,35.0
50,39.0,39.0,39.0,39.0,37.0,37.0,38.0,38.0,37.0,37.0,37.0,35.0,37.0
51,37.0,37.0,37.0,37.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,36.0,34.0
52,38.0,38.0,39.0,39.0,36.0,36.0,37.0,37.0,36.0,36.0,36.0,35.0,36.0
53,39.0,39.0,39.0,39.0,37.0,37.0,38.0,38.0,37.0,37.0,37.0,35.0,37.0
54,36.0,36.0,36.0,36.0,34.0,34.0,35.0,35.0,35.0,35.0,34.0,34.0,33.0
55,37.0,37.0,38.0,38.0,35.0,35.0,36.0,36.0,36.0,36.0,35.0,36.0,34.0
56,38.0,38.0,38.0,38.0,36.0,36.0,37.0,37.0,37.0,37.0,36.0,34.0,36.0
57,37.0,37.0,37.0,37.0,34.0,34.0,35.0,35.0,35.0,35.0,34.0,35.0,34.0
58,38.0,38.0,38.0,38.0,35.0,35.0,36.0,36.0,36.0,36.0,36.0,35.0,35.0
59,39.0,39.0,39.0,39.0,36.0,36.0,37.0,37.0,36.0,36.0,36.0,35.0,36.0
60,37.0,37.0,37.0,37.0,34.0,34.0,35.0,34.0,35.0,35.0,34.0,36.0,34.0
61,38.0,38.0,38.0,38.0,35.0,35.0,36.0,36.0,35.0,35.0,36.0,33.0,36.0
62,39.0,39.0,39.0,39.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,35.0,36.0
63,38.0,38.0,38.0,38.0,36.0,36.0,35.0,35.0,36.0,36.0,36.0,37.0,34.0
64,38.0,38.0,38.0,38.0,36.0,36.0,36.0,37.0,36.0,36.0,36.0,36.0,35.0
65,38.0,38.0,38.0,38.0,38.0,38.0,36.0,37.0,37.0,37.0,38.0,37.0,36.0
66,38.0,38.0,38.0,38.0,36.0,36.0,36.0,36.0,36.0,36.0,35.0,37.0,35.0
67,39.0,39.0,39.0,39.0,37.0,37.0,37.0,37.0,36.0,36.0,37.0,36.0,36.0
68,39.0,39.0,39.0,39.0,38.0,38.0,37.0,37.0,38.0,38.0,37.0,37.0,36.0
69,36.0,36.0,36.0,36.0,36.0,36.0,35.0,35.0,35.0,35.0,36.0,37.0,34.0
70,38.0,38.0,38.0,38.0,36.0,36.0,36.0,36.0,35.0,35.0,36.0,36.0,35.0
71,38.0,38.0,38.0,38.0,38.0,38.0,37.0,37.0,37.0,37.0,38.0,37.0,36.0
72,36.0,36.0,36.0,36.0,35.0,35.0,35.0,35.0,34.0,34.0,35.0,36.0,33.0
73,38.0,38.0,38.0,38.0,36.0,36.0,36.0,36.0,35.0,35.0,36.0,36.0,34.0
74,38.0,38.0,38.0,38.0,37.0,37.0,37.0,36.0,36.0,36.0,37.0,37.0,35.0
75,36.0,36.0,36.0,36.0,34.0,34.0,35.0,35.0,34.0,34.0,34.0,36.0,34.0
76,38.0,38.0,38.0,38.0,36.0,36.0,36.0,36.0,35.0,35.0,36.0,35.0,35.0
77,38.0,38.0,38.0,38.0,36.0,36.0,37.0,36.0,36.0,36.0,36.0,37.0,35.0
78,38.0,38.0,38.0,38.0,35.0,35.0,36.0,36.0,36.0,36.0,35.0,37.0,35.0
79,39.0,39.0,39.0,39.0,37.0,37.0,38.0,38.0,37.0,37.0,37.0,37.0,37.0
80,39.0,39.0,39.0,39.0,37.0,37.0,38.0,38.0,37.0,37.0,37.0,37.0,37.0
81,37.0,37.0,37.0,37.0,36.0,36.0,36.0,36.0,36.0,36.0,34.0,36.0,35.0
82,39.0,39.0,39.0,39.0,36.0,36.0,37.0,37.0,36.0,36.0,36.0,36.0,36.0
83,39.0,39.0,39.0,39.0,38.0,38.0,37.0,37.0,38.0,38.0,36.0,37.0,36.0
84,37.0,37.0,37.0,37.0,35.0,35.0,35.0,35.0,35.0,35.0,34.0,35.0,34.0
85,39.0,39.0,39.0,39.0,36.0,36.0,37.0,37.0,36.0,36.0,36.0,35.0,35.0
86,39.0,39.0,39.0,39.0,37.0,37.0,37.0,37.0,37.0,37.0,36.0,36.0,35.0
87,37.0,37.0,37.0,37.0,34.0,34.0,35.0,35.0,34.0,34.0,34.0,35.0,34.0
88,39.0,39.0,39.0,39.0,36.0,36.0,37.0,37.0,36.0,36.0,36.0,36.0,36.0
89,39.0,39.0,39.0,39.0,36.0,36.0,37.0,37.0,36.0,36.0,36.0,36.0,36.0
90,36.0,36.0,36.0,36.0,35.0,35.0,35.0,35.0,35.0,35.0,34.0,34.0,34.0
91,37.0,37.0,38.0,38.0,35.0,35.0,36.0,36.0,35.0,35.0,35.0,37.0,35.0
92,38.0,38.0,38.0,38.0,37.0,37.0,37.0,37.0,37.0,37.0,36.0,35.0,35.0
93,36.0,36.0,36.0,36.0,34.0,34.0,35.0,35.0,34.0,34.0,34.0,34.0,33.0
94,37.0,37.0,38.0,38.0,35.0,35.0,36.0,36.0,35.0,35.0,35.0,36.0,34.0
95,38.0,38.0,38.0,38.0,36.0,36.0,37.0,37.0,36.0,36.0,36.0,36.0,36.0
96,36.0,36.0,36.0,36.0,34.0,34.0,35.0,35.0,34.0,34.0,34.0,35.0,34.0
97,37.0,37.0,38.0,38.0,35.0,35.0,36.0,36.0,35.0,35.0,35.0,35.0,35.0
