Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9
0,48.0,47.0,48.0,47.0,52.0,45.0,47.0,47.0,52.0,43.0
1,48.0,48.0,48.0,48.0,51.0,47.0,48.0,48.0,51.0,43.0
2,53.0,53.0,53.0,53.0,53.0,42.0,53.0,53.0,53.0,43.0
3,47.0,46.0,47.0,46.0,51.0,48.0,46.0,46.0,51.0,45.0
4,47.0,47.0,47.0,47.0,50.0,50.0,47.0,47.0,50.0,46.0
5,52.0,52.0,52.0,52.0,52.0,47.0,52.0,52.0,52.0,46.0
6,48.0,43.0,48.0,44.0,47.0,46.0,44.0,43.0,49.0,46.0
7,47.0,45.0,47.0,44.0,48.0,51.0,44.0,44.0,49.0,47.0
8,52.0,48.0,52.0,48.0,48.0,48.0,48.0,48.0,50.0,47.0
9,47.0,45.0,47.0,48.0,47.0,45.0,48.0,48.0,47.0,42.0
10,51.0,50.0,51.0,46.0,48.0,42.0,47.0,47.0,48.0,41.0
11,48.0,48.0,48.0,48.0,51.0,42.0,48.0,48.0,51.0,42.0
12,46.0,45.0,46.0,47.0,47.0,44.0,47.0,47.0,47.0,41.0
13,50.0,49.0,50.0,45.0,48.0,47.0,46.0,46.0,48.0,45.0
14,47.0,47.0,47.0,47.0,51.0,42.0,47.0,47.0,51.0,41.0
15,47.0,42.0,47.0,42.0,47.0,45.0,42.0,42.0,47.0,42.0
16,47.0,45.0,47.0,43.0,48.0,46.0,43.0,43.0,48.0,46.0
17,48.0,48.0,48.0,48.0,51.0,43.0,48.0,48.0,51.0,42.0
18,46.0,45.0,46.0,45.0,50.0,50.0,45.0,45.0,50.0,47.0
19,46.0,46.0,46.0,46.0,49.0,52.0,46.0,46.0,49.0,50.0
20,51.0,51.0,51.0,51.0,51.0,49.0,51.0,51.0,51.0,47.0
21,47.0,42.0,47.0,43.0,46.0,48.0,43.0,42.0,48.0,48.0
22,46.0,44.0,46.0,43.0,47.0,53.0,43.0,43.0,48.0,51.0
23,51.0,48.0,51.0,48.0,48.0,50.0,48.0,48.0,49.0,48.0
24,46.0,45.0,46.0,47.0,46.0,47.0,47.0,47.0,46.0,45.0
25,50.0,49.0,50.0,45.0,48.0,44.0,47.0,47.0,48.0,45.0
26,47.0,47.0,47.0,47.0,50.0,43.0,47.0,47.0,50.0,43.0
27,45.0,44.0,45.0,46.0,46.0,46.0,46.0,46.0,46.0,44.0
28,49.0,48.0,49.0,44.0,48.0,48.0,47.0,47.0,48.0,44.0
29,46.0,46.0,46.0,46.0,50.0,43.0,46.0,46.0,50.0,42.0
30,46.0,41.0,46.0,41.0,46.0,47.0,41.0,41.0,46.0,45.0
31,46.0,44.0,46.0,43.0,48.0,45.0,43.0,43.0,48.0,45.0
32,47.0,47.0,47.0,47.0,50.0,44.0,47.0,47.0,50.0,42.0
33,44.0,38.0,44.0,38.0,42.0,44.0,38.0,38.0,44.0,46.0
34,44.0,44.0,44.0,39.0,47.0,49.0,39.0,39.0,47.0,51.0
35,48.0,43.0,48.0,43.0,47.0,47.0,43.0,43.0,50.0,48.0
36,43.0,41.0,43.0,43.0,42.0,43.0,43.0,43.0,44.0,45.0
37,49.0,49.0,47.0,42.0,48.0,45.0,43.0,43.0,48.0,46.0
38,47.0,44.0,47.0,43.0,48.0,43.0,43.0,43.0,50.0,43.0
39,42.0,40.0,42.0,42.0,42.0,42.0,42.0,42.0,44.0,44.0
40,48.0,48.0,46.0,41.0,48.0,44.0,43.0,43.0,48.0,45.0
41,46.0,43.0,46.0,43.0,48.0,42.0,43.0,43.0,50.0,42.0
42,43.0,39.0,43.0,38.0,42.0,43.0,38.0,37.0,44.0,45.0
43,44.0,44.0,44.0,39.0,48.0,45.0,39.0,39.0,48.0,46.0
44,47.0,44.0,47.0,43.0,48.0,43.0,43.0,43.0,50.0,43.0
45,44.0,43.0,44.0,43.0,41.0,41.0,43.0,43.0,43.0,42.0
46,49.0,49.0,46.0,42.0,45.0,43.0,43.0,43.0,45.0,39.0
47,48.0,48.0,46.0,45.0,47.0,41.0,45.0,45.0,49.0,39.0
48,44.0,42.0,44.0,43.0,43.0,40.0,43.0,42.0,43.0,41.0
49,49.0,49.0,46.0,45.0,45.0,44.0,45.0,45.0,45.0,39.0
50,48.0,48.0,46.0,45.0,47.0,42.0,45.0,45.0,49.0,38.0
51,43.0,41.0,43.0,42.0,44.0,40.0,42.0,42.0,44.0,41.0
52,49.0,49.0,46.0,43.0,45.0,43.0,43.0,43.0,45.0,39.0
53,45.0,45.0,44.0,46.0,47.0,43.0,46.0,46.0,49.0,39.0
54,43.0,41.0,43.0,42.0,42.0,39.0,42.0,41.0,42.0,40.0
55,48.0,48.0,45.0,44.0,44.0,43.0,44.0,44.0,44.0,38.0
56,47.0,47.0,45.0,44.0,46.0,41.0,45.0,45.0,48.0,37.0
57,42.0,40.0,42.0,42.0,43.0,39.0,42.0,42.0,43.0,40.0
58,48.0,48.0,45.0,42.0,44.0,42.0,43.0,43.0,45.0,38.0
59,45.0,44.0,45.0,45.0,47.0,42.0,45.0,45.0,49.0,38.0
60,43.0,40.0,43.0,38.0,41.0,40.0,38.0,38.0,43.0,41.0
