Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10
0,62.0,68.0,62.0,62.0,64.0,66.0,58.0,61.0,64.0,65.0,66.0
1,59.0,66.0,59.0,59.0,61.0,65.0,59.0,58.0,57.0,58.0,65.0
2,64.0,66.0,63.0,64.0,61.0,63.0,59.0,63.0,54.0,55.0,63.0
3,62.0,67.0,62.0,62.0,64.0,70.0,61.0,61.0,66.0,67.0,68.0
4,58.0,66.0,58.0,58.0,60.0,70.0,63.0,57.0,65.0,66.0,70.0
5,63.0,66.0,62.0,63.0,60.0,65.0,64.0,62.0,61.0,62.0,65.0
6,62.0,68.0,62.0,62.0,64.0,70.0,62.0,61.0,66.0,67.0,68.0
7,55.0,66.0,58.0,59.0,56.0,70.0,64.0,54.0,64.0,65.0,70.0
8,59.0,66.0,58.0,63.0,58.0,66.0,65.0,58.0,60.0,61.0,65.0
9,60.0,65.0,61.0,60.0,63.0,65.0,57.0,59.0,64.0,64.0,65.0
10,54.0,65.0,54.0,58.0,56.0,66.0,58.0,53.0,60.0,61.0,66.0
11,59.0,66.0,58.0,63.0,56.0,62.0,58.0,58.0,56.0,57.0,62.0
12,62.0,64.0,61.0,62.0,63.0,65.0,61.0,61.0,64.0,65.0,65.0
13,63.0,65.0,63.0,63.0,65.0,66.0,57.0,62.0,65.0,66.0,66.0
14,68.0,66.0,67.0,68.0,65.0,62.0,58.0,67.0,61.0,62.0,62.0
15,63.0,64.0,62.0,62.0,64.0,65.0,61.0,62.0,64.0,64.0,65.0
16,64.0,65.0,63.0,63.0,65.0,66.0,58.0,63.0,60.0,61.0,66.0
17,69.0,66.0,68.0,68.0,66.0,62.0,58.0,68.0,57.0,57.0,62.0
18,62.0,67.0,62.0,62.0,64.0,70.0,61.0,61.0,66.0,67.0,68.0
19,57.0,66.0,57.0,58.0,59.0,70.0,63.0,56.0,65.0,66.0,70.0
20,62.0,66.0,61.0,63.0,59.0,65.0,64.0,61.0,61.0,62.0,65.0
21,62.0,68.0,62.0,62.0,64.0,70.0,62.0,61.0,66.0,67.0,68.0
22,58.0,66.0,58.0,58.0,60.0,70.0,64.0,57.0,64.0,65.0,70.0
23,63.0,66.0,62.0,63.0,60.0,66.0,65.0,62.0,60.0,61.0,65.0
24,60.0,65.0,60.0,60.0,62.0,65.0,61.0,59.0,64.0,64.0,65.0
25,53.0,65.0,53.0,57.0,55.0,66.0,62.0,52.0,65.0,66.0,66.0
26,58.0,66.0,57.0,62.0,58.0,64.0,62.0,57.0,60.0,61.0,62.0
27,61.0,64.0,61.0,61.0,63.0,65.0,61.0,60.0,64.0,65.0,65.0
28,62.0,65.0,62.0,62.0,64.0,66.0,62.0,61.0,65.0,66.0,66.0
29,67.0,66.0,66.0,67.0,65.0,67.0,67.0,66.0,63.0,64.0,62.0
30,62.0,64.0,62.0,61.0,64.0,65.0,61.0,61.0,64.0,64.0,65.0
31,63.0,65.0,63.0,62.0,65.0,66.0,62.0,62.0,65.0,66.0,66.0
32,68.0,66.0,67.0,67.0,66.0,67.0,67.0,67.0,60.0,61.0,62.0
33,62.0,64.0,62.0,62.0,64.0,65.0,62.0,61.0,61.0,62.0,63.0
34,59.0,65.0,59.0,59.0,61.0,69.0,64.0,58.0,63.0,64.0,65.0
35,64.0,65.0,63.0,64.0,61.0,66.0,64.0,63.0,58.0,60.0,60.0
36,61.0,64.0,61.0,61.0,63.0,65.0,62.0,60.0,63.0,63.0,64.0
37,54.0,65.0,54.0,58.0,56.0,65.0,63.0,53.0,64.0,65.0,65.0
38,59.0,66.0,58.0,63.0,58.0,65.0,63.0,58.0,59.0,60.0,61.0
39,62.0,64.0,61.0,62.0,63.0,65.0,62.0,61.0,64.0,65.0,64.0
40,63.0,65.0,63.0,63.0,65.0,65.0,63.0,62.0,64.0,65.0,65.0
41,68.0,66.0,67.0,68.0,65.0,68.0,68.0,67.0,64.0,65.0,63.0
42,63.0,64.0,62.0,62.0,64.0,65.0,62.0,62.0,63.0,63.0,64.0
43,64.0,65.0,63.0,63.0,65.0,65.0,63.0,63.0,64.0,65.0,65.0
44,69.0,66.0,68.0,68.0,66.0,68.0,68.0,68.0,60.0,60.0,63.0
45,53.0,65.0,53.0,57.0,55.0,65.0,56.0,52.0,64.0,64.0,65.0
46,52.0,58.0,52.0,52.0,54.0,65.0,57.0,51.0,60.0,61.0,65.0
47,53.0,60.0,52.0,52.0,54.0,61.0,57.0,52.0,55.0,56.0,61.0
48,62.0,65.0,62.0,62.0,64.0,65.0,61.0,61.0,64.0,64.0,65.0
49,54.0,58.0,57.0,53.0,55.0,65.0,56.0,53.0,65.0,66.0,65.0
50,58.0,60.0,58.0,57.0,60.0,63.0,61.0,57.0,60.0,61.0,63.0
51,63.0,65.0,63.0,62.0,65.0,65.0,61.0,62.0,65.0,64.0,65.0
52,54.0,56.0,56.0,53.0,55.0,65.0,57.0,53.0,61.0,61.0,65.0
53,58.0,60.0,58.0,57.0,60.0,63.0,61.0,57.0,57.0,57.0,63.0
54,61.0,64.0,61.0,61.0,63.0,64.0,61.0,60.0,63.0,64.0,64.0
55,53.0,57.0,56.0,53.0,54.0,65.0,55.0,52.0,64.0,65.0,65.0
56,57.0,60.0,57.0,57.0,59.0,62.0,60.0,56.0,60.0,61.0,62.0
57,62.0,64.0,62.0,61.0,64.0,64.0,61.0,61.0,64.0,64.0,64.0
58,54.0,56.0,57.0,54.0,55.0,65.0,56.0,53.0,65.0,66.0,65.0
59,58.0,60.0,58.0,57.0,60.0,62.0,60.0,57.0,60.0,61.0,62.0
60,61.0,63.0,61.0,60.0,63.0,64.0,61.0,60.0,65.0,63.0,64.0
61,55.0,56.0,57.0,54.0,56.0,65.0,56.0,54.0,61.0,61.0,65.0
62,58.0,60.0,58.0,57.0,60.0,61.0,57.0,57.0,58.0,57.0,61.0
63,61.0,66.0,61.0,61.0,63.0,69.0,60.0,60.0,65.0,66.0,67.0
64,57.0,65.0,57.0,57.0,59.0,69.0,63.0,56.0,64.0,65.0,69.0
65,62.0,65.0,61.0,62.0,59.0,68.0,63.0,61.0,60.0,61.0,64.0
66,61.0,67.0,61.0,61.0,63.0,69.0,61.0,60.0,65.0,66.0,67.0
67,58.0,65.0,58.0,58.0,60.0,69.0,64.0,57.0,64.0,65.0,69.0
68,63.0,65.0,62.0,63.0,60.0,68.0,64.0,62.0,59.0,61.0,64.0
69,60.0,64.0,60.0,60.0,62.0,65.0,61.0,59.0,63.0,63.0,64.0
70,53.0,64.0,53.0,57.0,55.0,65.0,62.0,52.0,65.0,66.0,65.0
71,58.0,66.0,57.0,62.0,57.0,64.0,62.0,57.0,60.0,61.0,61.0
72,61.0,64.0,61.0,61.0,63.0,65.0,61.0,60.0,64.0,65.0,64.0
73,62.0,64.0,62.0,62.0,64.0,65.0,62.0,61.0,64.0,65.0,65.0
74,67.0,66.0,66.0,67.0,65.0,67.0,67.0,66.0,63.0,64.0,61.0
75,62.0,64.0,62.0,61.0,64.0,65.0,61.0,61.0,63.0,63.0,64.0
76,63.0,64.0,62.0,62.0,64.0,65.0,62.0,62.0,65.0,66.0,65.0
77,68.0,66.0,67.0,67.0,66.0,67.0,67.0,67.0,60.0,61.0,61.0
78,62.0,64.0,62.0,62.0,64.0,65.0,62.0,61.0,61.0,62.0,63.0
79,59.0,65.0,59.0,59.0,61.0,68.0,64.0,58.0,63.0,64.0,65.0
80,64.0,65.0,63.0,64.0,61.0,68.0,64.0,63.0,58.0,60.0,61.0
81,61.0,64.0,61.0,61.0,63.0,65.0,62.0,60.0,63.0,63.0,64.0
82,54.0,65.0,54.0,58.0,56.0,65.0,63.0,53.0,64.0,65.0,65.0
83,59.0,66.0,58.0,63.0,57.0,65.0,63.0,58.0,59.0,60.0,61.0
84,62.0,64.0,61.0,62.0,63.0,65.0,62.0,61.0,64.0,65.0,64.0
85,63.0,65.0,63.0,63.0,65.0,65.0,63.0,62.0,64.0,65.0,65.0
86,68.0,66.0,67.0,68.0,65.0,68.0,68.0,67.0,64.0,65.0,63.0
87,63.0,64.0,62.0,62.0,64.0,65.0,62.0,62.0,63.0,63.0,64.0
88,64.0,65.0,63.0,63.0,65.0,65.0,63.0,63.0,64.0,65.0,65.0
89,69.0,66.0,68.0,68.0,66.0,68.0,68.0,68.0,59.0,60.0,63.0
90,53.0,65.0,54.0,57.0,55.0,65.0,56.0,52.0,64.0,64.0,65.0
91,51.0,57.0,52.0,52.0,53.0,65.0,57.0,50.0,60.0,61.0,65.0
92,52.0,59.0,52.0,52.0,54.0,61.0,57.0,51.0,55.0,56.0,61.0
93,62.0,65.0,62.0,62.0,64.0,65.0,61.0,61.0,64.0,64.0,65.0
94,54.0,57.0,57.0,53.0,55.0,65.0,56.0,53.0,65.0,66.0,65.0
95,58.0,59.0,61.0,57.0,59.0,63.0,61.0,57.0,60.0,61.0,63.0
96,63.0,65.0,63.0,62.0,65.0,65.0,61.0,62.0,65.0,64.0,65.0
97,54.0,55.0,57.0,53.0,55.0,65.0,57.0,53.0,60.0,61.0,65.0
98,58.0,59.0,61.0,57.0,59.0,63.0,61.0,57.0,56.0,56.0,63.0
99,61.0,64.0,61.0,61.0,63.0,64.0,61.0,60.0,63.0,64.0,64.0
100,53.0,56.0,56.0,53.0,54.0,65.0,55.0,52.0,64.0,65.0,65.0
101,57.0,59.0,60.0,57.0,58.0,62.0,60.0,56.0,60.0,61.0,62.0
102,62.0,64.0,62.0,61.0,64.0,64.0,61.0,61.0,64.0,64.0,64.0
103,54.0,55.0,57.0,54.0,55.0,65.0,56.0,53.0,65.0,66.0,65.0
104,58.0,59.0,61.0,57.0,59.0,62.0,60.0,57.0,60.0,61.0,62.0
105,61.0,63.0,61.0,60.0,63.0,64.0,61.0,60.0,65.0,63.0,64.0
106,55.0,55.0,58.0,54.0,55.0,65.0,56.0,54.0,60.0,61.0,65.0
107,58.0,59.0,61.0,57.0,59.0,61.0,57.0,57.0,57.0,56.0,61.0
108,58.0,60.0,58.0,58.0,60.0,58.0,53.0,57.0,56.0,57.0,58.0
109,51.0,61.0,54.0,55.0,52.0,64.0,60.0,50.0,53.0,54.0,59.0
110,55.0,61.0,54.0,58.0,56.0,63.0,57.0,54.0,52.0,53.0,57.0
111,56.0,60.0,57.0,56.0,59.0,57.0,56.0,55.0,58.0,58.0,57.0
112,50.0,61.0,53.0,54.0,52.0,64.0,59.0,49.0,58.0,59.0,59.0
113,55.0,62.0,54.0,59.0,56.0,60.0,58.0,54.0,53.0,55.0,55.0
114,58.0,60.0,57.0,58.0,59.0,56.0,55.0,57.0,57.0,58.0,56.0
115,59.0,61.0,59.0,59.0,61.0,64.0,58.0,58.0,63.0,64.0,59.0
116,64.0,62.0,63.0,64.0,61.0,60.0,59.0,63.0,58.0,60.0,55.0
117,59.0,60.0,58.0,58.0,60.0,58.0,53.0,58.0,58.0,58.0,58.0
118,60.0,61.0,59.0,59.0,61.0,64.0,58.0,59.0,58.0,59.0,59.0
119,65.0,62.0,64.0,64.0,62.0,60.0,59.0,64.0,56.0,57.0,56.0
120,51.0,60.0,54.0,52.0,53.0,58.0,55.0,50.0,59.0,59.0,58.0
121,52.0,57.0,52.0,52.0,54.0,64.0,58.0,51.0,59.0,60.0,59.0
122,53.0,59.0,53.0,53.0,55.0,60.0,58.0,52.0,54.0,55.0,56.0
123,58.0,60.0,58.0,57.0,60.0,58.0,56.0,57.0,59.0,59.0,58.0
124,54.0,57.0,57.0,53.0,56.0,64.0,57.0,53.0,64.0,65.0,59.0
125,58.0,59.0,61.0,58.0,58.0,62.0,62.0,57.0,59.0,60.0,58.0
126,58.0,60.0,58.0,57.0,60.0,58.0,56.0,57.0,60.0,59.0,58.0
127,54.0,56.0,57.0,53.0,56.0,64.0,58.0,53.0,60.0,60.0,59.0
128,59.0,59.0,61.0,58.0,59.0,62.0,62.0,58.0,56.0,56.0,58.0
129,57.0,59.0,57.0,56.0,59.0,57.0,55.0,56.0,58.0,58.0,57.0
130,53.0,56.0,56.0,53.0,55.0,64.0,56.0,52.0,63.0,64.0,59.0
131,57.0,58.0,60.0,57.0,57.0,61.0,61.0,56.0,59.0,60.0,57.0
132,58.0,60.0,58.0,57.0,60.0,57.0,55.0,57.0,59.0,59.0,57.0
133,54.0,56.0,57.0,54.0,56.0,64.0,57.0,53.0,64.0,65.0,59.0
134,58.0,58.0,61.0,57.0,58.0,61.0,61.0,57.0,59.0,60.0,58.0
135,58.0,60.0,58.0,57.0,60.0,58.0,52.0,57.0,60.0,58.0,58.0
136,55.0,56.0,58.0,54.0,56.0,64.0,57.0,54.0,60.0,60.0,59.0
137,58.0,57.0,61.0,57.0,57.0,60.0,58.0,57.0,57.0,56.0,58.0
