Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14,Roll 15
0,53.0,50.0,53.0,51.0,52.0,50.0,51.0,54.0,55.0,56.0,49.0,48.0,50.0,53.0,48.0,48.0
1,53.0,51.0,54.0,52.0,53.0,51.0,51.0,47.0,46.0,53.0,50.0,49.0,51.0,52.0,49.0,49.0
2,55.0,51.0,55.0,52.0,54.0,51.0,52.0,48.0,52.0,54.0,53.0,53.0,53.0,49.0,53.0,53.0
3,54.0,51.0,53.0,52.0,53.0,51.0,52.0,54.0,55.0,57.0,52.0,51.0,53.0,53.0,51.0,51.0
4,54.0,52.0,54.0,52.0,54.0,52.0,52.0,47.0,46.0,53.0,54.0,53.0,54.0,55.0,53.0,53.0
5,56.0,53.0,55.0,53.0,55.0,53.0,53.0,51.0,52.0,56.0,53.0,53.0,54.0,53.0,53.0,53.0
6,54.0,52.0,53.0,53.0,53.0,52.0,53.0,55.0,55.0,55.0,53.0,51.0,54.0,53.0,51.0,51.0
7,55.0,53.0,54.0,53.0,54.0,53.0,53.0,47.0,47.0,52.0,54.0,53.0,55.0,55.0,53.0,53.0
8,56.0,53.0,55.0,53.0,55.0,53.0,53.0,52.0,52.0,53.0,53.0,52.0,54.0,53.0,52.0,52.0
9,53.0,51.0,52.0,52.0,53.0,51.0,52.0,55.0,56.0,56.0,52.0,51.0,53.0,58.0,51.0,51.0
10,53.0,52.0,54.0,53.0,53.0,52.0,53.0,53.0,52.0,54.0,53.0,52.0,54.0,59.0,52.0,52.0
11,54.0,53.0,54.0,54.0,55.0,53.0,54.0,53.0,54.0,53.0,54.0,54.0,54.0,57.0,54.0,54.0
12,52.0,51.0,53.0,52.0,53.0,50.0,51.0,55.0,56.0,59.0,53.0,53.0,53.0,57.0,53.0,53.0
13,54.0,52.0,53.0,52.0,53.0,52.0,52.0,56.0,56.0,58.0,54.0,54.0,54.0,58.0,54.0,54.0
14,53.0,52.0,55.0,53.0,55.0,52.0,53.0,57.0,58.0,57.0,53.0,53.0,53.0,56.0,53.0,53.0
15,53.0,52.0,53.0,53.0,53.0,51.0,51.0,56.0,56.0,59.0,53.0,52.0,53.0,54.0,52.0,52.0
16,55.0,53.0,54.0,53.0,53.0,53.0,53.0,57.0,56.0,59.0,55.0,54.0,55.0,55.0,54.0,54.0
17,54.0,51.0,55.0,52.0,55.0,51.0,52.0,58.0,57.0,58.0,54.0,53.0,53.0,55.0,53.0,53.0
18,55.0,50.0,53.0,51.0,55.0,50.0,51.0,54.0,54.0,57.0,51.0,52.0,53.0,53.0,50.0,50.0
19,57.0,52.0,55.0,52.0,57.0,52.0,52.0,49.0,48.0,52.0,54.0,53.0,54.0,54.0,53.0,53.0
