Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13
0,54.0,55.0,51.0,51.0,44.0,52.0,52.0,50.0,50.0,50.0,49.0,46.0,49.0,46.0
1,50.0,51.0,49.0,49.0,47.0,48.0,48.0,49.0,47.0,51.0,43.0,45.0,43.0,45.0
2,50.0,50.0,50.0,50.0,43.0,48.0,48.0,49.0,48.0,51.0,48.0,45.0,48.0,46.0
3,56.0,56.0,52.0,52.0,48.0,53.0,53.0,54.0,56.0,56.0,52.0,52.0,52.0,52.0
4,50.0,50.0,50.0,50.0,51.0,51.0,51.0,55.0,51.0,54.0,47.0,48.0,47.0,48.0
5,51.0,51.0,50.0,50.0,47.0,56.0,56.0,55.0,51.0,54.0,51.0,51.0,51.0,51.0
6,56.0,56.0,52.0,52.0,49.0,53.0,53.0,54.0,56.0,56.0,53.0,53.0,53.0,53.0
7,51.0,51.0,49.0,49.0,49.0,52.0,52.0,55.0,52.0,55.0,47.0,49.0,47.0,49.0
8,51.0,51.0,51.0,51.0,48.0,57.0,57.0,55.0,52.0,55.0,52.0,52.0,52.0,52.0
9,54.0,60.0,54.0,54.0,51.0,59.0,59.0,57.0,55.0,55.0,53.0,54.0,53.0,54.0
10,46.0,47.0,47.0,47.0,54.0,50.0,50.0,54.0,48.0,51.0,47.0,53.0,47.0,53.0
11,52.0,52.0,49.0,49.0,50.0,51.0,51.0,56.0,53.0,55.0,52.0,51.0,52.0,51.0
12,53.0,59.0,56.0,56.0,54.0,62.0,62.0,58.0,60.0,54.0,54.0,53.0,52.0,55.0
13,46.0,47.0,50.0,50.0,53.0,56.0,56.0,53.0,49.0,51.0,48.0,52.0,48.0,52.0
14,51.0,51.0,55.0,55.0,49.0,58.0,58.0,55.0,55.0,57.0,54.0,50.0,54.0,51.0
15,53.0,54.0,57.0,57.0,50.0,57.0,57.0,55.0,61.0,54.0,51.0,54.0,51.0,54.0
16,47.0,48.0,51.0,51.0,48.0,51.0,51.0,48.0,53.0,52.0,49.0,51.0,49.0,51.0
17,48.0,47.0,56.0,56.0,48.0,53.0,53.0,53.0,56.0,58.0,55.0,49.0,55.0,52.0
18,57.0,57.0,57.0,57.0,51.0,53.0,53.0,54.0,60.0,60.0,51.0,53.0,51.0,53.0
19,58.0,58.0,52.0,52.0,52.0,54.0,54.0,55.0,50.0,55.0,49.0,49.0,49.0,49.0
20,53.0,54.0,53.0,53.0,48.0,56.0,56.0,55.0,55.0,55.0,51.0,52.0,51.0,52.0
21,58.0,58.0,58.0,58.0,52.0,53.0,53.0,54.0,60.0,60.0,52.0,54.0,52.0,54.0
22,59.0,59.0,53.0,53.0,53.0,55.0,55.0,55.0,51.0,56.0,50.0,50.0,50.0,50.0
