Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11
0,62.0,61.0,64.0,66.0,66.0,60.0,62.0,62.0,62.0,63.0,62.0,63.0
1,65.0,63.0,63.0,65.0,65.0,54.0,59.0,59.0,59.0,58.0,59.0,58.0
2,64.0,62.0,62.0,64.0,64.0,58.0,63.0,63.0,63.0,56.0,63.0,58.0
3,70.0,68.0,68.0,70.0,70.0,69.0,67.0,67.0,67.0,71.0,67.0,69.0
4,65.0,63.0,63.0,65.0,65.0,61.0,59.0,58.0,59.0,65.0,61.0,65.0
5,64.0,64.0,64.0,64.0,64.0,65.0,63.0,63.0,63.0,63.0,63.0,62.0
6,71.0,69.0,69.0,71.0,71.0,70.0,68.0,68.0,68.0,71.0,68.0,70.0
7,65.0,63.0,63.0,65.0,65.0,62.0,60.0,59.0,60.0,63.0,62.0,63.0
8,64.0,65.0,65.0,64.0,64.0,66.0,63.0,63.0,63.0,63.0,63.0,63.0
9,60.0,60.0,60.0,60.0,60.0,59.0,58.0,58.0,58.0,61.0,58.0,61.0
10,65.0,64.0,64.0,65.0,65.0,54.0,58.0,59.0,59.0,56.0,59.0,56.0
11,63.0,62.0,62.0,63.0,63.0,57.0,62.0,63.0,63.0,55.0,62.0,54.0
12,65.0,63.0,59.0,59.0,58.0,68.0,62.0,62.0,62.0,66.0,62.0,64.0
13,64.0,63.0,63.0,64.0,63.0,58.0,58.0,58.0,59.0,62.0,58.0,60.0
14,63.0,61.0,61.0,63.0,63.0,62.0,62.0,62.0,62.0,59.0,62.0,57.0
15,66.0,64.0,59.0,59.0,58.0,69.0,63.0,63.0,63.0,67.0,63.0,65.0
16,64.0,64.0,64.0,64.0,64.0,59.0,59.0,59.0,59.0,63.0,59.0,61.0
17,64.0,62.0,62.0,64.0,64.0,63.0,62.0,62.0,62.0,60.0,62.0,58.0
18,70.0,68.0,68.0,70.0,70.0,69.0,67.0,67.0,67.0,71.0,67.0,69.0
19,75.0,73.0,73.0,75.0,75.0,69.0,68.0,68.0,68.0,74.0,68.0,74.0
20,71.0,69.0,69.0,71.0,71.0,69.0,73.0,73.0,73.0,70.0,73.0,70.0
21,71.0,69.0,69.0,71.0,71.0,70.0,68.0,68.0,68.0,71.0,68.0,70.0
22,76.0,74.0,74.0,76.0,76.0,70.0,69.0,69.0,69.0,74.0,69.0,74.0
