Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5
0,38.0,44.0,37.0,39.0,40.0,40.0
1,39.0,41.0,39.0,39.0,39.0,40.0
2,40.0,44.0,40.0,40.0,40.0,40.0
3,39.0,44.0,39.0,39.0,43.0,43.0
4,39.0,45.0,39.0,39.0,40.0,42.0
5,42.0,45.0,42.0,43.0,44.0,44.0
6,39.0,44.0,39.0,39.0,41.0,41.0
7,40.0,45.0,40.0,40.0,40.0,41.0
8,42.0,45.0,42.0,43.0,44.0,44.0
9,38.0,42.0,38.0,38.0,38.0,39.0
10,41.0,44.0,41.0,42.0,43.0,43.0
11,40.0,44.0,40.0,40.0,40.0,40.0
12,38.0,42.0,37.0,38.0,37.0,38.0
13,40.0,43.0,40.0,41.0,42.0,42.0
14,39.0,43.0,39.0,40.0,39.0,39.0
15,38.0,42.0,37.0,37.0,38.0,38.0
16,39.0,43.0,38.0,38.0,38.0,39.0
17,39.0,44.0,38.0,39.0,39.0,39.0
18,39.0,43.0,39.0,39.0,43.0,43.0
19,39.0,44.0,39.0,39.0,44.0,44.0
20,42.0,44.0,42.0,43.0,44.0,44.0
21,39.0,43.0,39.0,39.0,43.0,43.0
22,40.0,44.0,40.0,40.0,44.0,44.0
23,42.0,44.0,42.0,43.0,44.0,44.0
24,38.0,42.0,38.0,38.0,41.0,42.0
25,41.0,43.0,41.0,42.0,43.0,43.0
26,44.0,44.0,44.0,44.0,44.0,44.0
27,38.0,41.0,37.0,37.0,41.0,41.0
28,40.0,42.0,40.0,41.0,42.0,42.0
29,44.0,44.0,43.0,43.0,43.0,43.0
30,38.0,41.0,37.0,37.0,41.0,41.0
31,39.0,42.0,39.0,39.0,42.0,42.0
32,44.0,44.0,43.0,43.0,43.0,43.0
33,39.0,39.0,39.0,39.0,41.0,41.0
34,40.0,40.0,40.0,40.0,42.0,42.0
35,42.0,44.0,42.0,43.0,43.0,44.0
36,38.0,39.0,38.0,38.0,39.0,41.0
37,41.0,43.0,41.0,42.0,42.0,43.0
38,44.0,44.0,44.0,44.0,44.0,44.0
39,38.0,38.0,37.0,37.0,39.0,40.0
40,40.0,42.0,40.0,41.0,41.0,42.0
41,44.0,44.0,43.0,43.0,43.0,43.0
42,38.0,39.0,37.0,37.0,39.0,39.0
43,39.0,39.0,39.0,39.0,40.0,40.0
44,44.0,44.0,43.0,43.0,43.0,43.0
45,37.0,37.0,37.0,37.0,37.0,37.0
46,43.0,43.0,43.0,43.0,43.0,43.0
47,40.0,40.0,40.0,40.0,40.0,40.0
48,37.0,37.0,36.0,37.0,36.0,37.0
49,43.0,43.0,42.0,42.0,42.0,42.0
50,40.0,40.0,40.0,40.0,40.0,40.0
51,37.0,37.0,37.0,37.0,37.0,37.0
52,43.0,43.0,42.0,42.0,42.0,42.0
53,40.0,40.0,40.0,40.0,40.0,40.0
54,36.0,37.0,35.0,36.0,35.0,37.0
55,42.0,42.0,42.0,42.0,42.0,42.0
56,39.0,39.0,39.0,39.0,39.0,39.0
57,37.0,37.0,36.0,37.0,36.0,37.0
58,42.0,42.0,42.0,42.0,42.0,42.0
59,39.0,39.0,39.0,39.0,39.0,39.0
60,37.0,37.0,36.0,36.0,36.0,36.0
61,38.0,38.0,38.0,38.0,38.0,38.0
62,38.0,38.0,37.0,37.0,37.0,37.0
63,38.0,42.0,38.0,38.0,42.0,42.0
64,38.0,43.0,38.0,38.0,43.0,43.0
65,41.0,43.0,41.0,43.0,43.0,43.0
66,38.0,42.0,38.0,38.0,42.0,42.0
67,39.0,43.0,39.0,39.0,43.0,43.0
68,42.0,43.0,42.0,43.0,43.0,43.0
69,37.0,41.0,37.0,37.0,40.0,41.0
70,40.0,42.0,40.0,42.0,42.0,42.0
71,43.0,43.0,43.0,43.0,43.0,43.0
72,37.0,40.0,36.0,37.0,40.0,40.0
73,39.0,41.0,39.0,41.0,41.0,41.0
74,43.0,43.0,42.0,42.0,42.0,42.0
75,37.0,40.0,36.0,36.0,40.0,40.0
76,38.0,41.0,38.0,38.0,41.0,41.0
77,43.0,43.0,42.0,42.0,42.0,42.0
78,38.0,38.0,38.0,38.0,40.0,40.0
79,39.0,39.0,39.0,39.0,41.0,41.0
80,42.0,43.0,42.0,43.0,42.0,43.0
81,37.0,38.0,37.0,37.0,38.0,40.0
82,41.0,42.0,41.0,42.0,41.0,42.0
83,43.0,43.0,43.0,43.0,43.0,43.0
84,37.0,37.0,36.0,37.0,38.0,39.0
85,40.0,41.0,40.0,41.0,40.0,41.0
86,43.0,43.0,42.0,42.0,42.0,42.0
87,37.0,38.0,36.0,36.0,38.0,38.0
88,38.0,38.0,38.0,38.0,39.0,39.0
89,43.0,43.0,42.0,42.0,42.0,42.0
90,36.0,37.0,36.0,36.0,36.0,37.0
91,42.0,42.0,42.0,42.0,42.0,42.0
92,39.0,39.0,39.0,39.0,39.0,39.0
93,36.0,36.0,36.0,36.0,36.0,36.0
94,42.0,42.0,41.0,41.0,41.0,41.0
95,39.0,39.0,39.0,39.0,39.0,39.0
96,36.0,37.0,36.0,36.0,36.0,37.0
97,42.0,42.0,41.0,41.0,41.0,41.0
98,39.0,39.0,39.0,39.0,39.0,39.0
99,35.0,36.0,35.0,35.0,35.0,36.0
100,41.0,41.0,41.0,41.0,41.0,41.0
101,38.0,38.0,38.0,38.0,38.0,38.0
102,36.0,36.0,36.0,36.0,36.0,36.0
103,41.0,41.0,41.0,41.0,41.0,41.0
104,38.0,38.0,38.0,38.0,38.0,38.0
105,36.0,36.0,35.0,35.0,35.0,36.0
106,37.0,37.0,37.0,37.0,37.0,37.0
107,37.0,38.0,36.0,37.0,37.0,37.0
108,31.0,34.0,31.0,34.0,36.0,36.0
109,32.0,35.0,32.0,35.0,37.0,37.0
110,36.0,39.0,36.0,39.0,40.0,41.0
111,31.0,34.0,31.0,35.0,35.0,36.0
112,35.0,38.0,35.0,38.0,39.0,41.0
113,36.0,38.0,36.0,39.0,40.0,40.0
114,31.0,33.0,30.0,34.0,34.0,36.0
115,34.0,37.0,34.0,37.0,38.0,40.0
116,36.0,37.0,36.0,38.0,39.0,39.0
117,31.0,34.0,30.0,34.0,35.0,36.0
118,32.0,35.0,31.0,35.0,36.0,37.0
119,36.0,38.0,35.0,38.0,40.0,40.0
120,30.0,33.0,31.0,33.0,35.0,36.0
121,36.0,37.0,36.0,38.0,39.0,39.0
122,35.0,39.0,35.0,38.0,38.0,38.0
123,30.0,32.0,31.0,33.0,34.0,36.0
124,36.0,37.0,36.0,37.0,39.0,39.0
125,35.0,38.0,35.0,38.0,38.0,38.0
126,30.0,33.0,31.0,33.0,34.0,36.0
127,36.0,37.0,35.0,37.0,39.0,39.0
128,35.0,39.0,35.0,38.0,39.0,39.0
129,29.0,32.0,30.0,32.0,34.0,36.0
130,35.0,37.0,35.0,37.0,39.0,39.0
131,35.0,37.0,35.0,37.0,37.0,37.0
132,30.0,32.0,31.0,33.0,34.0,36.0
133,35.0,37.0,35.0,37.0,39.0,39.0
134,35.0,38.0,35.0,38.0,38.0,38.0
135,30.0,32.0,30.0,32.0,34.0,35.0
136,32.0,34.0,31.0,34.0,35.0,36.0
137,35.0,38.0,34.0,37.0,35.0,37.0
138,30.0,32.0,30.0,32.0,34.0,36.0
139,35.0,38.0,35.0,37.0,38.0,38.0
