Turn 6,Turn 7,Score,Connecting Exits,Longest Railway,Longest Highway,Centre Points,Errors,Bonus Point
0,0,46,24,12,7,8,-6,1
0,1,46,26,12,8,7,-7,1
0,2,46,25,9,9,7,-5,1
0,3,45,26,10,8,7,-6,1
0,4,44,26,12,6,8,-7,1
0,5,44,26,8,9,7,-7,1
0,6,45,25,12,8,7,-7,1
0,7,47,26,11,9,7,-7,1
