Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13
0,53.0,48.0,48.0,48.0,48.0,52.0,48.0,52.0,48.0,53.0,52.0,48.0,48.0,53.0
1,57.0,49.0,50.0,49.0,50.0,54.0,50.0,54.0,50.0,57.0,54.0,49.0,50.0,57.0
2,55.0,53.0,53.0,53.0,53.0,54.0,53.0,54.0,53.0,56.0,54.0,53.0,53.0,56.0
3,52.0,51.0,51.0,51.0,51.0,52.0,51.0,52.0,51.0,53.0,52.0,51.0,51.0,52.0
4,57.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,57.0,53.0,53.0,53.0,57.0
5,54.0,53.0,53.0,53.0,53.0,54.0,53.0,54.0,53.0,56.0,54.0,53.0,53.0,56.0
6,52.0,52.0,52.0,52.0,52.0,50.0,52.0,50.0,52.0,51.0,50.0,52.0,52.0,51.0
7,57.0,53.0,53.0,53.0,53.0,54.0,53.0,54.0,53.0,57.0,54.0,53.0,53.0,57.0
8,53.0,52.0,52.0,52.0,53.0,53.0,52.0,53.0,53.0,56.0,53.0,52.0,52.0,56.0
9,51.0,48.0,48.0,48.0,49.0,48.0,48.0,48.0,49.0,52.0,48.0,48.0,48.0,52.0
10,56.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,53.0,55.0,52.0,52.0,52.0,55.0
11,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,57.0,53.0,53.0,53.0,57.0
12,51.0,47.0,47.0,47.0,48.0,48.0,47.0,48.0,48.0,51.0,48.0,47.0,47.0,51.0
13,55.0,52.0,52.0,52.0,52.0,51.0,52.0,51.0,52.0,54.0,51.0,52.0,52.0,54.0
14,57.0,52.0,52.0,52.0,52.0,54.0,52.0,54.0,52.0,57.0,54.0,52.0,52.0,57.0
15,51.0,47.0,48.0,47.0,48.0,48.0,48.0,48.0,48.0,51.0,48.0,47.0,48.0,51.0
16,56.0,53.0,53.0,53.0,53.0,52.0,53.0,52.0,53.0,55.0,52.0,53.0,53.0,55.0
17,57.0,51.0,51.0,51.0,51.0,54.0,51.0,54.0,51.0,57.0,54.0,51.0,51.0,57.0
18,51.0,50.0,50.0,50.0,50.0,52.0,50.0,52.0,50.0,52.0,52.0,50.0,50.0,51.0
19,56.0,52.0,52.0,52.0,52.0,53.0,52.0,53.0,52.0,57.0,53.0,52.0,52.0,56.0
20,53.0,52.0,52.0,52.0,52.0,53.0,52.0,53.0,52.0,56.0,53.0,52.0,52.0,56.0
21,51.0,51.0,51.0,51.0,51.0,52.0,51.0,52.0,51.0,51.0,52.0,51.0,51.0,51.0
22,57.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,57.0,53.0,53.0,53.0,56.0
23,53.0,52.0,52.0,52.0,52.0,53.0,52.0,53.0,52.0,56.0,53.0,52.0,52.0,56.0
24,51.0,48.0,48.0,48.0,48.0,51.0,48.0,51.0,48.0,52.0,51.0,48.0,48.0,52.0
25,55.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,55.0,52.0,52.0,52.0,54.0
26,53.0,52.0,52.0,52.0,52.0,53.0,52.0,53.0,52.0,57.0,53.0,52.0,52.0,57.0
27,51.0,47.0,47.0,47.0,47.0,51.0,47.0,51.0,47.0,51.0,51.0,47.0,47.0,51.0
28,55.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,54.0,52.0,52.0,52.0,55.0
29,57.0,51.0,51.0,51.0,51.0,53.0,51.0,53.0,51.0,57.0,53.0,51.0,51.0,57.0
30,51.0,47.0,47.0,47.0,47.0,51.0,47.0,51.0,47.0,51.0,51.0,47.0,47.0,51.0
31,56.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,55.0,53.0,53.0,53.0,56.0
32,57.0,52.0,52.0,52.0,52.0,53.0,52.0,53.0,52.0,57.0,53.0,52.0,52.0,57.0
33,52.0,47.0,48.0,47.0,47.0,52.0,48.0,52.0,47.0,51.0,52.0,47.0,48.0,51.0
34,52.0,53.0,54.0,53.0,53.0,53.0,54.0,53.0,53.0,52.0,53.0,53.0,54.0,52.0
35,53.0,52.0,52.0,52.0,52.0,54.0,52.0,54.0,52.0,53.0,54.0,52.0,52.0,53.0
36,51.0,48.0,48.0,48.0,48.0,52.0,48.0,52.0,48.0,52.0,52.0,48.0,48.0,52.0
37,53.0,52.0,52.0,52.0,53.0,53.0,52.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0
38,53.0,52.0,52.0,52.0,52.0,53.0,52.0,53.0,52.0,56.0,53.0,52.0,52.0,56.0
39,51.0,47.0,47.0,47.0,47.0,52.0,47.0,52.0,47.0,51.0,52.0,47.0,47.0,51.0
40,53.0,52.0,53.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0
41,57.0,51.0,51.0,51.0,52.0,54.0,51.0,54.0,52.0,57.0,54.0,51.0,51.0,57.0
42,51.0,47.0,48.0,47.0,47.0,52.0,48.0,52.0,47.0,51.0,52.0,47.0,48.0,51.0
43,52.0,53.0,54.0,53.0,53.0,52.0,54.0,52.0,53.0,52.0,52.0,53.0,54.0,52.0
44,57.0,52.0,52.0,52.0,53.0,54.0,52.0,54.0,53.0,57.0,54.0,52.0,52.0,57.0
45,52.0,47.0,48.0,47.0,48.0,49.0,48.0,49.0,48.0,53.0,49.0,47.0,48.0,53.0
46,53.0,51.0,51.0,51.0,51.0,53.0,51.0,53.0,51.0,52.0,53.0,51.0,51.0,52.0
47,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,57.0,53.0,53.0,53.0,57.0
48,52.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,52.0,48.0,48.0,48.0,52.0
49,52.0,52.0,53.0,52.0,54.0,53.0,53.0,53.0,54.0,52.0,53.0,52.0,53.0,52.0
50,56.0,53.0,53.0,53.0,53.0,52.0,53.0,52.0,53.0,56.0,52.0,53.0,53.0,56.0
51,52.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,52.0,48.0,48.0,48.0,52.0
52,53.0,52.0,52.0,52.0,53.0,53.0,52.0,53.0,53.0,52.0,53.0,52.0,52.0,52.0
53,56.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,53.0,56.0,52.0,52.0,52.0,56.0
54,51.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,51.0,47.0,47.0,47.0,51.0
55,52.0,51.0,52.0,51.0,53.0,52.0,52.0,52.0,53.0,51.0,52.0,51.0,52.0,51.0
56,55.0,52.0,52.0,52.0,52.0,51.0,52.0,51.0,52.0,55.0,51.0,52.0,52.0,55.0
57,51.0,47.0,47.0,47.0,47.0,48.0,47.0,48.0,47.0,51.0,48.0,47.0,47.0,51.0
58,53.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0
59,56.0,51.0,51.0,51.0,52.0,52.0,51.0,52.0,52.0,55.0,52.0,51.0,51.0,55.0
60,51.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,51.0,48.0,48.0,48.0,51.0
61,52.0,53.0,53.0,53.0,53.0,52.0,53.0,52.0,53.0,52.0,52.0,53.0,53.0,52.0
62,56.0,50.0,50.0,50.0,50.0,52.0,50.0,52.0,50.0,55.0,52.0,50.0,50.0,55.0
63,50.0,49.0,49.0,49.0,49.0,51.0,49.0,51.0,49.0,51.0,51.0,49.0,49.0,50.0
64,55.0,51.0,51.0,51.0,51.0,55.0,51.0,55.0,51.0,56.0,55.0,51.0,51.0,55.0
65,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,55.0,52.0,52.0,52.0,55.0
66,50.0,50.0,50.0,50.0,50.0,51.0,50.0,51.0,50.0,51.0,51.0,50.0,50.0,51.0
67,56.0,52.0,52.0,52.0,52.0,56.0,52.0,56.0,52.0,56.0,56.0,52.0,52.0,56.0
68,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,56.0,52.0,52.0,52.0,56.0
69,50.0,47.0,47.0,47.0,47.0,50.0,47.0,50.0,47.0,51.0,50.0,47.0,47.0,51.0
70,56.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,54.0,52.0,52.0,52.0,55.0
71,52.0,51.0,51.0,51.0,51.0,52.0,51.0,52.0,51.0,57.0,52.0,51.0,51.0,56.0
72,50.0,46.0,46.0,46.0,46.0,50.0,46.0,50.0,46.0,51.0,50.0,46.0,46.0,50.0
73,55.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,53.0,51.0,51.0,51.0,55.0
74,56.0,51.0,51.0,51.0,51.0,52.0,51.0,52.0,51.0,57.0,52.0,51.0,51.0,56.0
75,50.0,46.0,46.0,46.0,46.0,50.0,46.0,50.0,46.0,51.0,50.0,46.0,46.0,50.0
76,55.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,54.0,52.0,52.0,52.0,56.0
77,56.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,57.0,52.0,52.0,52.0,56.0
78,51.0,46.0,47.0,46.0,46.0,51.0,47.0,51.0,46.0,51.0,51.0,46.0,47.0,51.0
79,56.0,52.0,53.0,52.0,53.0,57.0,53.0,57.0,53.0,52.0,57.0,52.0,53.0,56.0
80,53.0,52.0,52.0,52.0,52.0,53.0,52.0,53.0,52.0,53.0,53.0,52.0,52.0,53.0
81,51.0,47.0,47.0,47.0,47.0,51.0,47.0,51.0,47.0,52.0,51.0,47.0,47.0,52.0
82,57.0,52.0,52.0,52.0,52.0,53.0,52.0,53.0,52.0,53.0,53.0,52.0,52.0,56.0
83,53.0,51.0,51.0,51.0,51.0,52.0,51.0,52.0,51.0,56.0,52.0,51.0,51.0,56.0
84,51.0,46.0,46.0,46.0,46.0,51.0,46.0,51.0,46.0,51.0,51.0,46.0,46.0,51.0
85,56.0,51.0,52.0,51.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,51.0,52.0,55.0
86,57.0,51.0,51.0,51.0,51.0,53.0,51.0,53.0,51.0,57.0,53.0,51.0,51.0,56.0
87,51.0,46.0,47.0,46.0,46.0,51.0,47.0,51.0,46.0,51.0,51.0,46.0,47.0,51.0
88,56.0,52.0,53.0,52.0,53.0,53.0,53.0,53.0,53.0,52.0,53.0,52.0,53.0,56.0
89,57.0,52.0,52.0,52.0,52.0,53.0,52.0,53.0,52.0,57.0,53.0,52.0,52.0,56.0
90,51.0,46.0,47.0,46.0,47.0,48.0,47.0,48.0,47.0,53.0,48.0,46.0,47.0,52.0
91,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,51.0
92,53.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,57.0,52.0,52.0,52.0,56.0
93,51.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,52.0,47.0,47.0,47.0,51.0
94,56.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,53.0,52.0,52.0,52.0,52.0,55.0
95,55.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,56.0,52.0,52.0,52.0,55.0
96,51.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,52.0,47.0,47.0,47.0,51.0
97,57.0,52.0,52.0,52.0,52.0,53.0,52.0,53.0,52.0,52.0,53.0,52.0,52.0,56.0
98,55.0,51.0,51.0,51.0,52.0,52.0,51.0,52.0,52.0,56.0,52.0,51.0,51.0,55.0
99,50.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,51.0,46.0,46.0,46.0,50.0
100,56.0,51.0,51.0,51.0,52.0,52.0,51.0,52.0,52.0,51.0,52.0,51.0,51.0,55.0
101,54.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,55.0,51.0,51.0,51.0,54.0
102,50.0,46.0,46.0,46.0,46.0,47.0,46.0,47.0,46.0,51.0,47.0,46.0,46.0,50.0
103,56.0,51.0,51.0,51.0,52.0,52.0,51.0,52.0,52.0,52.0,52.0,51.0,51.0,55.0
104,55.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,55.0,51.0,51.0,51.0,54.0
105,51.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,51.0,47.0,47.0,47.0,50.0
106,56.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,55.0
107,55.0,50.0,50.0,50.0,50.0,51.0,50.0,51.0,50.0,55.0,51.0,50.0,50.0,54.0
108,46.0,46.0,47.0,46.0,46.0,48.0,47.0,48.0,46.0,46.0,48.0,46.0,47.0,46.0
109,51.0,52.0,54.0,52.0,52.0,52.0,54.0,52.0,52.0,47.0,52.0,52.0,54.0,51.0
110,48.0,48.0,49.0,48.0,48.0,49.0,49.0,49.0,48.0,48.0,49.0,48.0,49.0,48.0
111,46.0,47.0,48.0,47.0,47.0,48.0,48.0,48.0,47.0,47.0,48.0,47.0,48.0,47.0
112,52.0,51.0,52.0,51.0,52.0,54.0,52.0,54.0,52.0,48.0,54.0,51.0,52.0,51.0
113,48.0,48.0,50.0,48.0,49.0,49.0,50.0,49.0,49.0,51.0,49.0,48.0,50.0,51.0
114,46.0,46.0,47.0,46.0,46.0,48.0,47.0,48.0,46.0,46.0,48.0,46.0,47.0,46.0
115,51.0,51.0,53.0,51.0,51.0,53.0,53.0,53.0,51.0,47.0,53.0,51.0,53.0,50.0
116,52.0,51.0,51.0,51.0,51.0,53.0,51.0,53.0,51.0,52.0,53.0,51.0,51.0,51.0
117,46.0,46.0,48.0,46.0,46.0,48.0,48.0,48.0,46.0,46.0,48.0,46.0,48.0,46.0
118,51.0,52.0,54.0,52.0,52.0,53.0,54.0,53.0,52.0,47.0,53.0,52.0,54.0,51.0
119,52.0,52.0,52.0,52.0,52.0,53.0,52.0,53.0,52.0,52.0,53.0,52.0,52.0,51.0
120,46.0,47.0,48.0,47.0,47.0,48.0,48.0,48.0,47.0,48.0,48.0,47.0,48.0,47.0
121,48.0,53.0,53.0,53.0,53.0,49.0,53.0,49.0,53.0,47.0,49.0,53.0,53.0,48.0
122,51.0,52.0,52.0,52.0,52.0,53.0,52.0,53.0,52.0,52.0,53.0,52.0,52.0,51.0
123,46.0,47.0,47.0,47.0,47.0,48.0,47.0,48.0,47.0,47.0,48.0,47.0,47.0,46.0
