Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5
0,33.0,33.0,33.0,32.0,32.0,32.0
1,34.0,34.0,34.0,33.0,33.0,33.0
2,34.0,34.0,35.0,34.0,34.0,34.0
3,32.0,32.0,32.0,32.0,32.0,32.0
4,33.0,34.0,34.0,34.0,33.0,34.0
5,34.0,34.0,34.0,34.0,34.0,34.0
6,33.0,33.0,33.0,32.0,32.0,32.0
7,34.0,35.0,35.0,34.0,33.0,34.0
8,35.0,35.0,35.0,34.0,34.0,34.0
9,32.0,33.0,32.0,33.0,33.0,33.0
10,33.0,35.0,33.0,35.0,34.0,35.0
11,33.0,35.0,33.0,35.0,35.0,34.0
12,31.0,32.0,31.0,32.0,32.0,32.0
13,32.0,34.0,32.0,34.0,33.0,34.0
14,32.0,34.0,32.0,34.0,34.0,34.0
15,31.0,32.0,32.0,33.0,32.0,33.0
16,33.0,33.0,33.0,34.0,33.0,34.0
17,33.0,33.0,33.0,35.0,34.0,35.0
18,31.0,31.0,33.0,31.0,31.0,31.0
19,33.0,33.0,33.0,33.0,32.0,33.0
20,34.0,35.0,35.0,33.0,33.0,33.0
21,32.0,32.0,34.0,31.0,31.0,31.0
22,34.0,34.0,34.0,33.0,32.0,33.0
23,35.0,36.0,36.0,33.0,33.0,33.0
24,32.0,34.0,34.0,32.0,32.0,32.0
25,34.0,35.0,35.0,34.0,33.0,34.0
26,34.0,36.0,36.0,34.0,34.0,33.0
27,31.0,33.0,33.0,31.0,31.0,31.0
28,33.0,34.0,34.0,33.0,33.0,33.0
29,33.0,35.0,35.0,33.0,33.0,33.0
30,32.0,32.0,32.0,32.0,31.0,32.0
31,33.0,34.0,34.0,33.0,32.0,33.0
32,34.0,34.0,34.0,34.0,33.0,34.0
33,32.0,33.0,34.0,31.0,31.0,31.0
34,34.0,35.0,35.0,33.0,33.0,33.0
35,35.0,36.0,36.0,33.0,33.0,33.0
36,33.0,35.0,35.0,32.0,32.0,31.0
37,35.0,36.0,36.0,34.0,34.0,32.0
38,35.0,37.0,37.0,34.0,34.0,33.0
39,32.0,34.0,34.0,31.0,32.0,30.0
40,34.0,35.0,35.0,33.0,34.0,32.0
41,34.0,36.0,36.0,33.0,34.0,33.0
42,33.0,33.0,33.0,32.0,32.0,31.0
43,34.0,34.0,34.0,33.0,32.0,33.0
44,35.0,35.0,35.0,34.0,33.0,34.0
45,33.0,35.0,33.0,33.0,33.0,32.0
46,34.0,36.0,34.0,34.0,35.0,33.0
47,32.0,34.0,32.0,35.0,35.0,34.0
48,32.0,34.0,32.0,32.0,33.0,32.0
49,33.0,35.0,33.0,34.0,35.0,34.0
50,33.0,33.0,33.0,34.0,35.0,34.0
51,33.0,33.0,33.0,33.0,33.0,33.0
52,34.0,34.0,34.0,34.0,34.0,34.0
53,33.0,34.0,33.0,35.0,34.0,35.0
54,31.0,33.0,31.0,31.0,32.0,31.0
55,32.0,34.0,32.0,33.0,34.0,33.0
56,32.0,32.0,32.0,33.0,34.0,33.0
57,32.0,32.0,32.0,32.0,32.0,32.0
