Scenario,Roll 0,Roll 1,Roll 2,Roll 3
0,50.0,50.0,50.0,43.0
1,50.0,50.0,50.0,51.0
2,56.0,56.0,56.0,47.0
3,49.0,49.0,49.0,50.0
4,54.0,54.0,54.0,52.0
5,55.0,55.0,55.0,47.0
6,48.0,48.0,48.0,51.0
7,54.0,54.0,54.0,50.0
8,50.0,50.0,50.0,47.0
9,50.0,54.0,54.0,52.0
10,49.0,53.0,53.0,48.0
11,55.0,55.0,55.0,48.0
12,49.0,53.0,53.0,51.0
13,51.0,52.0,52.0,47.0
14,54.0,54.0,54.0,47.0
15,47.0,47.0,47.0,42.0
16,52.0,52.0,52.0,44.0
17,49.0,49.0,49.0,47.0
18,48.0,48.0,48.0,49.0
19,53.0,53.0,53.0,51.0
20,54.0,54.0,54.0,47.0
21,47.0,47.0,47.0,50.0
22,54.0,54.0,54.0,49.0
23,49.0,49.0,49.0,48.0
24,49.0,53.0,53.0,52.0
25,52.0,53.0,53.0,55.0
26,54.0,54.0,54.0,54.0
27,48.0,52.0,52.0,51.0
28,51.0,52.0,52.0,54.0
29,53.0,53.0,53.0,53.0
30,46.0,46.0,46.0,48.0
31,52.0,52.0,52.0,50.0
32,52.0,52.0,52.0,47.0
33,48.0,48.0,48.0,50.0
34,52.0,52.0,52.0,50.0
35,50.0,50.0,50.0,49.0
36,49.0,52.0,52.0,52.0
37,52.0,54.0,54.0,56.0
38,50.0,54.0,54.0,54.0
39,48.0,51.0,51.0,51.0
40,51.0,53.0,53.0,55.0
41,52.0,53.0,53.0,53.0
42,47.0,47.0,47.0,49.0
43,52.0,52.0,52.0,50.0
44,53.0,53.0,53.0,46.0
45,48.0,51.0,51.0,52.0
46,48.0,51.0,51.0,50.0
47,54.0,54.0,54.0,49.0
48,48.0,52.0,52.0,51.0
49,51.0,52.0,52.0,49.0
50,53.0,54.0,54.0,48.0
51,49.0,51.0,51.0,52.0
52,51.0,53.0,53.0,48.0
53,51.0,53.0,53.0,48.0
54,47.0,51.0,51.0,50.0
55,50.0,51.0,51.0,48.0
56,52.0,53.0,53.0,47.0
57,48.0,50.0,50.0,51.0
58,51.0,52.0,52.0,47.0
59,50.0,52.0,52.0,47.0
60,46.0,46.0,46.0,42.0
61,51.0,51.0,51.0,42.0
62,51.0,51.0,51.0,44.0
63,47.0,47.0,47.0,48.0
64,52.0,52.0,52.0,50.0
65,53.0,53.0,53.0,47.0
66,46.0,46.0,46.0,49.0
67,53.0,53.0,53.0,48.0
68,48.0,48.0,48.0,48.0
69,48.0,52.0,52.0,51.0
70,51.0,52.0,52.0,54.0
71,53.0,53.0,53.0,53.0
72,47.0,51.0,51.0,50.0
73,50.0,51.0,51.0,53.0
74,52.0,52.0,52.0,52.0
75,45.0,45.0,45.0,48.0
76,51.0,51.0,51.0,49.0
77,51.0,51.0,51.0,47.0
78,47.0,47.0,47.0,49.0
79,52.0,52.0,52.0,49.0
80,49.0,49.0,49.0,49.0
81,48.0,51.0,51.0,52.0
82,52.0,53.0,53.0,55.0
83,49.0,53.0,53.0,54.0
84,47.0,50.0,50.0,51.0
85,51.0,52.0,52.0,54.0
86,51.0,52.0,52.0,53.0
87,46.0,46.0,46.0,49.0
88,52.0,52.0,52.0,50.0
89,52.0,52.0,52.0,48.0
90,48.0,52.0,52.0,52.0
91,51.0,54.0,54.0,54.0
92,53.0,53.0,53.0,54.0
93,47.0,51.0,51.0,51.0
94,55.0,55.0,55.0,53.0
95,52.0,53.0,53.0,53.0
96,48.0,50.0,50.0,52.0
97,56.0,56.0,56.0,54.0
98,51.0,52.0,52.0,54.0
99,46.0,50.0,50.0,50.0
100,54.0,54.0,54.0,52.0
101,51.0,52.0,52.0,52.0
102,47.0,49.0,49.0,51.0
103,55.0,55.0,55.0,53.0
104,50.0,51.0,51.0,53.0
105,45.0,45.0,45.0,47.0
106,51.0,51.0,51.0,49.0
107,50.0,50.0,50.0,44.0
108,44.0,44.0,44.0,49.0
109,52.0,52.0,52.0,50.0
110,47.0,47.0,47.0,50.0
111,48.0,52.0,52.0,52.0
