Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14,Roll 15
0,42.0,42.0,42.0,42.0,45.0,42.0,45.0,42.0,43.0,43.0,41.0,42.0,42.0,42.0,42.0,45.0
1,44.0,42.0,42.0,42.0,46.0,42.0,46.0,43.0,42.0,42.0,42.0,44.0,44.0,44.0,38.0,42.0
2,41.0,44.0,44.0,44.0,46.0,44.0,46.0,43.0,42.0,42.0,42.0,39.0,39.0,39.0,40.0,45.0
3,41.0,43.0,43.0,43.0,46.0,43.0,46.0,43.0,42.0,42.0,41.0,41.0,41.0,42.0,43.0,45.0
4,45.0,43.0,43.0,43.0,47.0,43.0,47.0,44.0,42.0,42.0,42.0,45.0,45.0,45.0,41.0,43.0
5,43.0,45.0,45.0,45.0,47.0,45.0,47.0,44.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,46.0
6,41.0,42.0,42.0,42.0,43.0,42.0,43.0,40.0,42.0,41.0,41.0,41.0,41.0,42.0,42.0,43.0
7,44.0,43.0,43.0,43.0,44.0,43.0,44.0,42.0,43.0,42.0,42.0,44.0,44.0,44.0,41.0,42.0
8,44.0,44.0,44.0,44.0,44.0,44.0,44.0,41.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,44.0
9,42.0,42.0,42.0,42.0,42.0,42.0,42.0,44.0,41.0,41.0,41.0,38.0,38.0,38.0,40.0,41.0
10,39.0,42.0,42.0,42.0,37.0,42.0,37.0,45.0,43.0,43.0,43.0,38.0,38.0,38.0,37.0,41.0
11,41.0,44.0,44.0,44.0,40.0,44.0,40.0,45.0,42.0,42.0,42.0,39.0,39.0,39.0,40.0,44.0
12,42.0,41.0,41.0,41.0,41.0,41.0,41.0,43.0,40.0,40.0,40.0,42.0,42.0,42.0,43.0,45.0
13,41.0,41.0,41.0,41.0,36.0,41.0,36.0,44.0,42.0,42.0,42.0,41.0,41.0,41.0,41.0,44.0
14,42.0,43.0,43.0,43.0,40.0,43.0,40.0,44.0,42.0,41.0,41.0,42.0,42.0,42.0,42.0,45.0
15,43.0,41.0,41.0,41.0,42.0,41.0,42.0,39.0,41.0,41.0,41.0,43.0,43.0,43.0,44.0,44.0
16,42.0,42.0,42.0,42.0,37.0,42.0,37.0,42.0,41.0,41.0,41.0,42.0,42.0,42.0,42.0,45.0
17,43.0,42.0,43.0,43.0,40.0,43.0,40.0,40.0,42.0,42.0,42.0,43.0,43.0,43.0,43.0,45.0
18,42.0,42.0,43.0,43.0,45.0,43.0,45.0,42.0,41.0,41.0,41.0,42.0,42.0,43.0,43.0,44.0
19,46.0,43.0,43.0,43.0,46.0,43.0,46.0,43.0,43.0,43.0,43.0,46.0,46.0,44.0,41.0,43.0
