Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13
0,49.0,50.0,53.0,53.0,49.0,46.0,44.0,50.0,50.0,50.0,50.0,49.0,55.0,49.0
1,54.0,51.0,52.0,53.0,52.0,51.0,50.0,54.0,54.0,52.0,49.0,50.0,55.0,55.0
2,50.0,50.0,51.0,54.0,51.0,50.0,49.0,53.0,53.0,52.0,52.0,51.0,55.0,55.0
3,49.0,50.0,53.0,53.0,50.0,50.0,48.0,50.0,50.0,53.0,53.0,49.0,56.0,48.0
4,54.0,53.0,55.0,54.0,55.0,54.0,54.0,54.0,53.0,54.0,53.0,50.0,56.0,56.0
5,52.0,52.0,54.0,56.0,52.0,52.0,51.0,53.0,53.0,54.0,54.0,50.0,56.0,56.0
6,49.0,50.0,53.0,54.0,49.0,45.0,44.0,49.0,50.0,50.0,51.0,47.0,55.0,49.0
7,54.0,54.0,55.0,55.0,55.0,51.0,50.0,54.0,54.0,55.0,51.0,51.0,55.0,55.0
8,52.0,52.0,55.0,55.0,51.0,50.0,49.0,53.0,53.0,54.0,51.0,51.0,55.0,55.0
9,54.0,51.0,55.0,56.0,53.0,50.0,50.0,54.0,52.0,52.0,53.0,54.0,56.0,52.0
10,58.0,58.0,55.0,56.0,55.0,55.0,55.0,58.0,58.0,54.0,53.0,50.0,55.0,55.0
11,55.0,53.0,54.0,58.0,55.0,51.0,51.0,55.0,54.0,53.0,55.0,53.0,58.0,56.0
12,53.0,50.0,54.0,55.0,52.0,50.0,50.0,53.0,53.0,51.0,52.0,53.0,55.0,53.0
13,57.0,57.0,54.0,55.0,54.0,54.0,54.0,57.0,57.0,53.0,52.0,49.0,56.0,54.0
14,54.0,52.0,54.0,57.0,54.0,52.0,51.0,55.0,55.0,52.0,54.0,52.0,57.0,57.0
15,50.0,51.0,52.0,53.0,49.0,49.0,46.0,52.0,52.0,49.0,50.0,48.0,55.0,52.0
