Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14,Roll 15
0,42.0,42.0,41.0,51.0,51.0,42.0,41.0,42.0,41.0,41.0,41.0,42.0,41.0,40.0,41.0,41.0
1,49.0,49.0,46.0,48.0,48.0,49.0,45.0,44.0,41.0,43.0,42.0,44.0,44.0,45.0,44.0,49.0
2,50.0,50.0,45.0,48.0,48.0,50.0,44.0,43.0,42.0,42.0,43.0,44.0,43.0,44.0,43.0,50.0
3,41.0,41.0,40.0,50.0,50.0,41.0,40.0,41.0,40.0,40.0,40.0,41.0,40.0,39.0,40.0,40.0
4,49.0,49.0,47.0,51.0,51.0,49.0,46.0,45.0,44.0,43.0,45.0,45.0,44.0,46.0,45.0,48.0
5,50.0,50.0,46.0,53.0,53.0,50.0,45.0,44.0,45.0,43.0,46.0,44.0,44.0,45.0,44.0,49.0
6,42.0,42.0,41.0,46.0,46.0,42.0,41.0,41.0,40.0,40.0,41.0,39.0,41.0,40.0,41.0,41.0
7,49.0,49.0,45.0,49.0,49.0,49.0,44.0,44.0,43.0,44.0,44.0,44.0,44.0,44.0,44.0,48.0
8,50.0,50.0,46.0,51.0,51.0,50.0,45.0,44.0,44.0,44.0,45.0,44.0,45.0,45.0,44.0,49.0
9,49.0,49.0,49.0,51.0,51.0,49.0,49.0,49.0,48.0,48.0,49.0,47.0,49.0,48.0,49.0,48.0
10,50.0,50.0,51.0,53.0,53.0,50.0,50.0,49.0,49.0,49.0,50.0,49.0,50.0,50.0,49.0,50.0
11,51.0,51.0,51.0,53.0,53.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
12,49.0,49.0,50.0,52.0,52.0,49.0,49.0,48.0,47.0,47.0,48.0,48.0,48.0,49.0,48.0,49.0
13,49.0,49.0,50.0,55.0,55.0,49.0,49.0,48.0,48.0,48.0,49.0,48.0,49.0,49.0,48.0,49.0
14,55.0,55.0,53.0,53.0,53.0,55.0,52.0,51.0,49.0,49.0,49.0,51.0,49.0,52.0,51.0,55.0
15,42.0,42.0,44.0,48.0,48.0,42.0,43.0,42.0,40.0,40.0,41.0,42.0,40.0,43.0,42.0,42.0
16,47.0,47.0,44.0,49.0,49.0,47.0,43.0,42.0,41.0,41.0,42.0,42.0,42.0,43.0,42.0,47.0
17,48.0,48.0,47.0,49.0,49.0,48.0,46.0,45.0,42.0,41.0,42.0,45.0,41.0,46.0,45.0,48.0
18,40.0,40.0,39.0,49.0,49.0,40.0,39.0,40.0,39.0,39.0,39.0,40.0,39.0,38.0,39.0,39.0
19,48.0,48.0,46.0,50.0,50.0,48.0,45.0,44.0,43.0,42.0,44.0,44.0,43.0,45.0,44.0,47.0
20,49.0,49.0,45.0,52.0,52.0,49.0,44.0,44.0,44.0,42.0,45.0,44.0,43.0,44.0,44.0,48.0
21,41.0,41.0,40.0,45.0,45.0,41.0,40.0,40.0,39.0,39.0,40.0,38.0,40.0,39.0,40.0,40.0
22,48.0,48.0,45.0,51.0,51.0,48.0,45.0,45.0,44.0,43.0,44.0,45.0,44.0,44.0,45.0,47.0
23,49.0,49.0,45.0,53.0,53.0,49.0,44.0,44.0,45.0,43.0,45.0,44.0,44.0,44.0,44.0,48.0
24,48.0,48.0,48.0,50.0,50.0,48.0,48.0,48.0,47.0,47.0,48.0,46.0,48.0,47.0,48.0,47.0
25,50.0,50.0,50.0,52.0,52.0,50.0,50.0,50.0,49.0,49.0,50.0,49.0,50.0,49.0,49.0,49.0
