Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14
0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,48.0,44.0,48.0,48.0,44.0,46.0,46.0,46.0
1,53.0,53.0,53.0,48.0,48.0,49.0,49.0,49.0,46.0,49.0,49.0,46.0,47.0,47.0,47.0
2,52.0,52.0,52.0,51.0,51.0,49.0,49.0,49.0,48.0,49.0,49.0,48.0,50.0,50.0,50.0
3,50.0,50.0,50.0,47.0,47.0,47.0,47.0,48.0,44.0,48.0,48.0,44.0,46.0,46.0,47.0
4,52.0,52.0,52.0,48.0,48.0,50.0,50.0,50.0,48.0,50.0,50.0,48.0,47.0,47.0,47.0
5,52.0,52.0,52.0,51.0,51.0,50.0,50.0,50.0,48.0,50.0,50.0,48.0,50.0,50.0,50.0
6,48.0,48.0,48.0,47.0,47.0,47.0,47.0,48.0,45.0,48.0,48.0,44.0,46.0,46.0,46.0
7,50.0,50.0,50.0,49.0,49.0,49.0,49.0,49.0,48.0,49.0,49.0,48.0,48.0,48.0,48.0
8,53.0,53.0,53.0,51.0,51.0,49.0,49.0,49.0,48.0,49.0,49.0,48.0,51.0,51.0,51.0
9,56.0,56.0,56.0,50.0,50.0,52.0,52.0,52.0,53.0,52.0,52.0,54.0,54.0,54.0,54.0
10,57.0,57.0,57.0,51.0,51.0,57.0,57.0,57.0,54.0,57.0,57.0,55.0,55.0,55.0,55.0
11,57.0,57.0,57.0,52.0,52.0,53.0,53.0,53.0,58.0,57.0,53.0,58.0,56.0,56.0,57.0
12,55.0,55.0,55.0,50.0,50.0,51.0,51.0,51.0,52.0,51.0,51.0,53.0,53.0,53.0,53.0
13,56.0,56.0,56.0,51.0,51.0,56.0,56.0,56.0,54.0,56.0,56.0,54.0,54.0,54.0,54.0
14,56.0,56.0,56.0,52.0,52.0,52.0,52.0,52.0,57.0,56.0,52.0,57.0,55.0,55.0,56.0
15,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,45.0,48.0,48.0,46.0,46.0,46.0,46.0
16,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,47.0,50.0,50.0,47.0,48.0,48.0,48.0
17,54.0,54.0,54.0,52.0,52.0,51.0,51.0,51.0,50.0,51.0,51.0,50.0,52.0,52.0,52.0
18,50.0,50.0,50.0,47.0,47.0,47.0,47.0,47.0,43.0,47.0,47.0,44.0,46.0,46.0,46.0
19,52.0,52.0,52.0,48.0,48.0,50.0,50.0,50.0,48.0,50.0,50.0,48.0,49.0,49.0,49.0
20,54.0,54.0,54.0,51.0,51.0,50.0,50.0,50.0,48.0,50.0,50.0,48.0,49.0,49.0,49.0
21,51.0,51.0,51.0,47.0,47.0,47.0,47.0,47.0,44.0,47.0,47.0,44.0,46.0,46.0,47.0
22,53.0,53.0,53.0,49.0,49.0,50.0,50.0,50.0,48.0,50.0,50.0,48.0,49.0,49.0,49.0
23,55.0,55.0,55.0,51.0,51.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,50.0,50.0,50.0
24,56.0,56.0,56.0,50.0,50.0,51.0,51.0,51.0,53.0,52.0,51.0,54.0,53.0,53.0,53.0
25,57.0,57.0,57.0,51.0,51.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,55.0,55.0,56.0
26,57.0,57.0,57.0,52.0,52.0,52.0,52.0,52.0,58.0,57.0,52.0,58.0,56.0,56.0,57.0
27,55.0,55.0,55.0,50.0,50.0,50.0,50.0,50.0,52.0,51.0,50.0,53.0,52.0,52.0,52.0
28,56.0,56.0,56.0,51.0,51.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,54.0,54.0,55.0
29,56.0,56.0,56.0,52.0,52.0,51.0,51.0,51.0,57.0,56.0,51.0,57.0,55.0,55.0,56.0
30,50.0,50.0,50.0,48.0,48.0,48.0,48.0,48.0,45.0,48.0,48.0,46.0,46.0,46.0,47.0
31,52.0,52.0,52.0,50.0,50.0,50.0,50.0,50.0,49.0,50.0,50.0,49.0,48.0,48.0,48.0
32,54.0,54.0,54.0,52.0,52.0,51.0,51.0,51.0,50.0,51.0,51.0,50.0,51.0,51.0,51.0
33,48.0,48.0,48.0,47.0,47.0,46.0,46.0,47.0,45.0,47.0,47.0,44.0,46.0,46.0,46.0
34,54.0,54.0,54.0,49.0,49.0,49.0,49.0,49.0,48.0,49.0,49.0,48.0,48.0,48.0,48.0
35,53.0,53.0,53.0,51.0,51.0,49.0,49.0,49.0,48.0,49.0,49.0,48.0,51.0,51.0,51.0
36,56.0,56.0,57.0,49.0,49.0,52.0,52.0,52.0,54.0,53.0,52.0,54.0,54.0,54.0,54.0
37,57.0,57.0,58.0,52.0,52.0,57.0,57.0,57.0,58.0,58.0,57.0,58.0,56.0,56.0,57.0
38,57.0,57.0,58.0,53.0,53.0,53.0,53.0,53.0,58.0,54.0,53.0,58.0,56.0,56.0,56.0
39,55.0,55.0,56.0,49.0,49.0,51.0,51.0,51.0,53.0,52.0,51.0,53.0,53.0,53.0,53.0
40,56.0,56.0,57.0,51.0,51.0,56.0,56.0,56.0,57.0,57.0,56.0,57.0,55.0,55.0,56.0
41,56.0,56.0,57.0,53.0,52.0,52.0,52.0,52.0,57.0,53.0,52.0,57.0,55.0,55.0,55.0
42,49.0,49.0,49.0,48.0,48.0,48.0,48.0,48.0,46.0,48.0,48.0,46.0,46.0,46.0,46.0
43,53.0,53.0,53.0,50.0,50.0,51.0,51.0,51.0,50.0,51.0,51.0,50.0,48.0,48.0,48.0
44,54.0,54.0,54.0,52.0,52.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,52.0,52.0,52.0
45,58.0,58.0,58.0,58.0,58.0,57.0,57.0,57.0,55.0,57.0,57.0,55.0,55.0,55.0,55.0
46,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,58.0,59.0,59.0,58.0,56.0,56.0,56.0
47,59.0,59.0,59.0,62.0,62.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0
48,57.0,57.0,57.0,57.0,57.0,56.0,56.0,56.0,55.0,56.0,56.0,55.0,54.0,54.0,54.0
49,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,57.0,58.0,58.0,57.0,56.0,56.0,56.0
50,58.0,58.0,58.0,61.0,61.0,57.0,57.0,57.0,58.0,57.0,57.0,58.0,57.0,57.0,57.0
51,57.0,57.0,57.0,50.0,50.0,52.0,52.0,53.0,53.0,53.0,53.0,54.0,54.0,54.0,54.0
52,58.0,58.0,58.0,52.0,52.0,58.0,58.0,58.0,55.0,58.0,58.0,55.0,55.0,55.0,55.0
53,58.0,58.0,58.0,54.0,54.0,57.0,57.0,57.0,54.0,57.0,57.0,55.0,55.0,55.0,55.0
54,56.0,56.0,56.0,56.0,56.0,55.0,55.0,55.0,54.0,55.0,55.0,54.0,53.0,53.0,53.0
55,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,56.0,57.0,57.0,56.0,55.0,55.0,55.0
56,57.0,57.0,57.0,60.0,60.0,56.0,56.0,56.0,57.0,56.0,56.0,57.0,56.0,56.0,56.0
57,56.0,56.0,56.0,50.0,50.0,51.0,51.0,52.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0
58,57.0,57.0,57.0,52.0,52.0,57.0,57.0,57.0,54.0,57.0,57.0,54.0,54.0,54.0,54.0
59,57.0,57.0,57.0,54.0,54.0,56.0,56.0,56.0,54.0,56.0,56.0,54.0,54.0,54.0,54.0
60,50.0,50.0,50.0,50.0,50.0,49.0,49.0,49.0,45.0,49.0,49.0,46.0,47.0,47.0,47.0
61,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,47.0,51.0,51.0,47.0,48.0,48.0,48.0
62,55.0,55.0,55.0,54.0,54.0,50.0,50.0,51.0,47.0,51.0,51.0,47.0,52.0,52.0,52.0
63,49.0,49.0,49.0,47.0,47.0,46.0,46.0,46.0,42.0,46.0,46.0,43.0,45.0,45.0,45.0
64,51.0,51.0,51.0,48.0,48.0,49.0,49.0,49.0,47.0,49.0,49.0,47.0,48.0,48.0,48.0
65,53.0,53.0,53.0,51.0,51.0,49.0,49.0,49.0,48.0,49.0,49.0,48.0,49.0,49.0,49.0
66,50.0,50.0,50.0,47.0,47.0,46.0,46.0,46.0,43.0,46.0,46.0,43.0,45.0,45.0,46.0
67,52.0,52.0,52.0,49.0,49.0,49.0,49.0,49.0,47.0,49.0,49.0,47.0,48.0,48.0,48.0
68,54.0,54.0,54.0,51.0,51.0,47.0,47.0,47.0,48.0,47.0,47.0,48.0,49.0,49.0,49.0
69,55.0,55.0,55.0,49.0,49.0,50.0,50.0,50.0,52.0,51.0,50.0,53.0,52.0,52.0,52.0
70,56.0,56.0,56.0,50.0,50.0,55.0,55.0,55.0,56.0,56.0,55.0,56.0,54.0,54.0,55.0
71,56.0,56.0,56.0,52.0,52.0,52.0,52.0,52.0,57.0,56.0,52.0,57.0,55.0,55.0,56.0
72,54.0,54.0,54.0,49.0,49.0,49.0,49.0,49.0,51.0,50.0,49.0,52.0,51.0,51.0,51.0
73,55.0,55.0,55.0,50.0,50.0,54.0,54.0,54.0,55.0,55.0,54.0,55.0,53.0,53.0,54.0
74,55.0,55.0,55.0,52.0,52.0,51.0,51.0,51.0,56.0,55.0,51.0,56.0,54.0,54.0,55.0
75,49.0,49.0,49.0,48.0,48.0,47.0,47.0,47.0,44.0,47.0,47.0,45.0,45.0,45.0,46.0
76,51.0,51.0,51.0,50.0,50.0,49.0,49.0,49.0,48.0,49.0,49.0,48.0,47.0,47.0,47.0
77,53.0,53.0,53.0,52.0,52.0,50.0,50.0,50.0,49.0,50.0,50.0,49.0,50.0,50.0,50.0
78,48.0,48.0,48.0,47.0,47.0,45.0,45.0,46.0,44.0,46.0,46.0,43.0,45.0,45.0,45.0
79,53.0,53.0,53.0,49.0,49.0,48.0,48.0,48.0,47.0,48.0,48.0,47.0,47.0,47.0,47.0
80,53.0,53.0,53.0,51.0,51.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,50.0,50.0,50.0
81,56.0,56.0,56.0,49.0,49.0,51.0,51.0,51.0,53.0,52.0,51.0,53.0,53.0,53.0,53.0
82,57.0,57.0,57.0,51.0,51.0,56.0,56.0,56.0,57.0,57.0,56.0,57.0,55.0,55.0,56.0
83,57.0,57.0,57.0,53.0,53.0,52.0,52.0,52.0,57.0,53.0,52.0,57.0,55.0,55.0,55.0
84,55.0,55.0,55.0,49.0,49.0,50.0,50.0,50.0,52.0,51.0,50.0,52.0,52.0,52.0,52.0
85,56.0,56.0,56.0,51.0,51.0,55.0,55.0,55.0,56.0,56.0,55.0,56.0,54.0,54.0,55.0
86,56.0,56.0,56.0,53.0,52.0,51.0,51.0,51.0,56.0,52.0,51.0,56.0,54.0,54.0,54.0
87,49.0,49.0,49.0,48.0,48.0,47.0,47.0,47.0,45.0,47.0,47.0,45.0,45.0,45.0,45.0
88,52.0,52.0,52.0,50.0,50.0,50.0,50.0,50.0,49.0,50.0,50.0,49.0,47.0,47.0,47.0
89,54.0,54.0,54.0,52.0,52.0,50.0,50.0,50.0,49.0,50.0,50.0,49.0,51.0,51.0,51.0
