Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14
0,35.0,35.0,38.0,36.0,41.0,41.0,38.0,40.0,38.0,39.0,36.0,38.0,39.0,38.0,37.0
1,39.0,39.0,38.0,40.0,43.0,43.0,40.0,40.0,40.0,41.0,41.0,42.0,43.0,39.0,36.0
2,38.0,38.0,39.0,38.0,47.0,47.0,40.0,44.0,40.0,38.0,40.0,44.0,44.0,39.0,36.0
3,35.0,35.0,37.0,35.0,40.0,40.0,37.0,40.0,37.0,39.0,37.0,38.0,38.0,38.0,37.0
4,39.0,39.0,39.0,39.0,45.0,45.0,39.0,42.0,39.0,45.0,41.0,43.0,43.0,39.0,39.0
5,39.0,39.0,39.0,38.0,46.0,46.0,39.0,43.0,39.0,41.0,41.0,43.0,43.0,40.0,39.0
6,35.0,35.0,38.0,36.0,41.0,41.0,38.0,41.0,38.0,40.0,36.0,38.0,39.0,39.0,38.0
7,39.0,39.0,40.0,40.0,45.0,45.0,40.0,43.0,40.0,45.0,41.0,44.0,44.0,40.0,40.0
8,38.0,38.0,40.0,38.0,43.0,43.0,40.0,43.0,40.0,42.0,40.0,41.0,41.0,41.0,40.0
9,44.0,44.0,46.0,44.0,47.0,47.0,47.0,46.0,47.0,44.0,43.0,44.0,44.0,47.0,46.0
10,48.0,48.0,47.0,49.0,49.0,49.0,49.0,45.0,49.0,44.0,47.0,48.0,49.0,47.0,45.0
11,45.0,45.0,49.0,45.0,49.0,49.0,49.0,45.0,49.0,44.0,44.0,45.0,45.0,48.0,45.0
12,44.0,44.0,46.0,44.0,46.0,46.0,47.0,45.0,47.0,43.0,43.0,43.0,43.0,47.0,46.0
13,48.0,48.0,47.0,49.0,48.0,48.0,49.0,44.0,49.0,46.0,46.0,47.0,48.0,47.0,45.0
14,45.0,45.0,49.0,45.0,48.0,48.0,49.0,45.0,49.0,43.0,44.0,45.0,45.0,48.0,45.0
15,39.0,35.0,41.0,39.0,41.0,41.0,42.0,40.0,38.0,38.0,37.0,38.0,38.0,42.0,41.0
16,43.0,39.0,42.0,44.0,45.0,45.0,44.0,42.0,40.0,42.0,40.0,44.0,44.0,42.0,40.0
17,40.0,39.0,44.0,40.0,43.0,43.0,44.0,40.0,40.0,38.0,41.0,42.0,43.0,43.0,40.0
18,34.0,34.0,36.0,34.0,39.0,39.0,36.0,40.0,36.0,39.0,36.0,37.0,37.0,37.0,37.0
19,39.0,39.0,39.0,38.0,45.0,45.0,38.0,45.0,38.0,45.0,40.0,42.0,42.0,39.0,39.0
