Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14,Roll 15
0,38.0,39.0,38.0,39.0,41.0,38.0,38.0,37.0,37.0,38.0,38.0,38.0,38.0,39.0,36.0,38.0
1,38.0,36.0,38.0,38.0,38.0,40.0,40.0,38.0,40.0,39.0,39.0,38.0,40.0,37.0,35.0,38.0
2,41.0,38.0,41.0,38.0,38.0,41.0,39.0,39.0,41.0,40.0,39.0,39.0,40.0,39.0,40.0,39.0
3,37.0,38.0,39.0,39.0,40.0,38.0,40.0,37.0,37.0,37.0,37.0,37.0,37.0,38.0,38.0,37.0
4,39.0,37.0,37.0,39.0,38.0,40.0,39.0,39.0,40.0,39.0,39.0,38.0,42.0,37.0,38.0,38.0
5,40.0,40.0,41.0,39.0,38.0,41.0,40.0,40.0,41.0,40.0,39.0,39.0,39.0,39.0,44.0,38.0
6,38.0,39.0,38.0,40.0,41.0,38.0,41.0,38.0,38.0,38.0,38.0,38.0,37.0,39.0,37.0,38.0
7,37.0,38.0,37.0,39.0,39.0,40.0,40.0,40.0,39.0,39.0,39.0,39.0,43.0,38.0,39.0,39.0
8,39.0,41.0,38.0,39.0,40.0,40.0,41.0,41.0,40.0,39.0,39.0,40.0,39.0,40.0,40.0,39.0
9,38.0,40.0,38.0,38.0,42.0,38.0,38.0,36.0,36.0,40.0,40.0,40.0,37.0,39.0,40.0,40.0
10,37.0,36.0,38.0,38.0,38.0,38.0,38.0,37.0,37.0,39.0,39.0,39.0,39.0,37.0,36.0,39.0
11,41.0,37.0,41.0,37.0,37.0,41.0,38.0,38.0,41.0,41.0,41.0,41.0,39.0,38.0,41.0,41.0
12,39.0,39.0,37.0,41.0,41.0,37.0,37.0,36.0,36.0,39.0,39.0,39.0,36.0,40.0,39.0,39.0
13,39.0,37.0,40.0,41.0,38.0,41.0,41.0,36.0,36.0,38.0,38.0,38.0,43.0,38.0,35.0,38.0
14,45.0,40.0,43.0,40.0,40.0,43.0,39.0,37.0,40.0,42.0,40.0,40.0,38.0,41.0,40.0,40.0
15,40.0,40.0,38.0,42.0,42.0,38.0,38.0,37.0,37.0,37.0,37.0,37.0,37.0,41.0,37.0,37.0
16,40.0,38.0,40.0,42.0,39.0,42.0,42.0,37.0,37.0,37.0,37.0,36.0,44.0,39.0,35.0,37.0
17,46.0,41.0,40.0,41.0,41.0,40.0,40.0,38.0,40.0,39.0,39.0,37.0,39.0,42.0,38.0,38.0
18,37.0,38.0,38.0,38.0,39.0,37.0,39.0,36.0,36.0,37.0,37.0,36.0,36.0,37.0,38.0,36.0
19,38.0,36.0,36.0,38.0,38.0,40.0,38.0,38.0,39.0,38.0,40.0,37.0,41.0,37.0,38.0,40.0
20,40.0,40.0,40.0,39.0,38.0,40.0,41.0,41.0,40.0,39.0,39.0,40.0,38.0,38.0,44.0,40.0
21,38.0,39.0,38.0,39.0,40.0,37.0,40.0,37.0,37.0,37.0,37.0,37.0,36.0,38.0,38.0,37.0
22,37.0,37.0,36.0,39.0,39.0,39.0,39.0,39.0,38.0,38.0,41.0,38.0,42.0,38.0,39.0,40.0
23,41.0,41.0,41.0,40.0,39.0,40.0,41.0,41.0,40.0,39.0,39.0,40.0,38.0,39.0,44.0,40.0
24,37.0,39.0,39.0,37.0,41.0,38.0,39.0,35.0,35.0,39.0,39.0,39.0,36.0,38.0,40.0,39.0
25,40.0,37.0,37.0,38.0,38.0,37.0,40.0,40.0,37.0,39.0,39.0,39.0,38.0,37.0,38.0,39.0
26,40.0,40.0,41.0,37.0,37.0,41.0,40.0,40.0,41.0,41.0,41.0,40.0,38.0,37.0,41.0,40.0
