Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4
0,37.0,41.0,41.0,34.0,32.0
1,39.0,41.0,41.0,34.0,35.0
2,39.0,41.0,41.0,36.0,36.0
3,38.0,40.0,40.0,33.0,31.0
4,40.0,40.0,40.0,34.0,35.0
5,40.0,40.0,40.0,35.0,37.0
6,36.0,40.0,40.0,33.0,31.0
7,38.0,40.0,41.0,34.0,36.0
8,38.0,41.0,41.0,34.0,36.0
9,35.0,39.0,39.0,33.0,31.0
10,35.0,39.0,40.0,33.0,35.0
11,36.0,41.0,41.0,35.0,36.0
12,34.0,38.0,38.0,32.0,30.0
13,35.0,38.0,39.0,32.0,34.0
14,35.0,40.0,40.0,34.0,35.0
15,35.0,39.0,39.0,32.0,29.0
16,36.0,39.0,40.0,33.0,34.0
17,36.0,41.0,41.0,33.0,34.0
18,37.0,40.0,40.0,32.0,30.0
19,39.0,41.0,41.0,33.0,34.0
20,39.0,41.0,41.0,34.0,36.0
21,37.0,40.0,40.0,32.0,30.0
22,37.0,41.0,41.0,33.0,35.0
23,38.0,41.0,41.0,33.0,36.0
24,36.0,40.0,40.0,32.0,30.0
25,36.0,39.0,40.0,32.0,35.0
26,38.0,40.0,40.0,34.0,35.0
27,35.0,39.0,39.0,31.0,29.0
28,35.0,39.0,39.0,31.0,34.0
29,37.0,39.0,39.0,33.0,34.0
30,36.0,40.0,40.0,31.0,28.0
31,36.0,40.0,40.0,32.0,33.0
32,38.0,40.0,40.0,32.0,34.0
33,36.0,40.0,40.0,33.0,31.0
34,38.0,41.0,41.0,34.0,32.0
35,38.0,40.0,40.0,34.0,37.0
36,36.0,39.0,39.0,32.0,30.0
37,37.0,40.0,40.0,33.0,35.0
38,37.0,39.0,39.0,33.0,36.0
39,35.0,38.0,38.0,31.0,29.0
40,36.0,40.0,39.0,32.0,34.0
41,36.0,38.0,38.0,32.0,35.0
42,36.0,39.0,39.0,31.0,29.0
43,37.0,41.0,40.0,33.0,31.0
44,37.0,39.0,39.0,33.0,35.0
45,37.0,39.0,39.0,32.0,35.0
46,33.0,36.0,36.0,32.0,36.0
47,34.0,36.0,37.0,34.0,36.0
48,36.0,38.0,38.0,31.0,34.0
49,32.0,35.0,35.0,31.0,35.0
50,34.0,36.0,36.0,33.0,35.0
51,35.0,38.0,38.0,31.0,30.0
52,33.0,35.0,36.0,32.0,35.0
53,35.0,37.0,37.0,32.0,36.0
54,35.0,37.0,37.0,30.0,33.0
55,31.0,34.0,34.0,31.0,34.0
56,33.0,35.0,35.0,32.0,34.0
57,34.0,37.0,37.0,30.0,29.0
58,32.0,34.0,35.0,32.0,35.0
59,34.0,36.0,36.0,32.0,35.0
60,35.0,38.0,38.0,31.0,29.0
61,33.0,35.0,36.0,33.0,31.0
62,31.0,34.0,36.0,32.0,34.0
63,36.0,39.0,39.0,31.0,29.0
64,38.0,41.0,41.0,32.0,33.0
65,38.0,41.0,41.0,33.0,35.0
66,36.0,40.0,40.0,31.0,29.0
67,37.0,40.0,40.0,33.0,34.0
68,37.0,41.0,41.0,33.0,35.0
69,35.0,39.0,39.0,31.0,29.0
70,36.0,39.0,39.0,32.0,34.0
71,37.0,40.0,40.0,33.0,34.0
72,34.0,38.0,38.0,30.0,28.0
73,35.0,38.0,38.0,31.0,33.0
74,36.0,40.0,39.0,32.0,33.0
75,35.0,39.0,39.0,30.0,27.0
76,36.0,39.0,39.0,32.0,32.0
77,37.0,41.0,40.0,31.0,33.0
78,36.0,39.0,39.0,32.0,30.0
79,38.0,41.0,41.0,34.0,32.0
80,37.0,41.0,41.0,34.0,36.0
81,36.0,40.0,40.0,31.0,29.0
82,37.0,40.0,40.0,33.0,35.0
83,38.0,40.0,40.0,32.0,35.0
84,35.0,39.0,39.0,30.0,28.0
85,36.0,39.0,39.0,32.0,34.0
86,37.0,39.0,39.0,31.0,34.0
87,35.0,38.0,38.0,31.0,28.0
88,37.0,40.0,40.0,33.0,31.0
89,37.0,40.0,40.0,32.0,34.0
90,36.0,38.0,39.0,31.0,34.0
91,36.0,38.0,37.0,31.0,35.0
92,37.0,37.0,37.0,33.0,35.0
93,35.0,38.0,38.0,30.0,33.0
94,35.0,38.0,38.0,31.0,34.0
95,37.0,37.0,37.0,32.0,34.0
96,36.0,39.0,39.0,30.0,29.0
97,36.0,39.0,37.0,32.0,34.0
98,38.0,38.0,37.0,31.0,35.0
99,34.0,37.0,37.0,29.0,32.0
100,34.0,37.0,37.0,31.0,33.0
101,36.0,36.0,36.0,31.0,33.0
102,35.0,38.0,38.0,29.0,28.0
103,35.0,38.0,38.0,32.0,34.0
104,37.0,37.0,37.0,31.0,34.0
105,35.0,37.0,37.0,30.0,28.0
106,36.0,37.0,37.0,33.0,31.0
107,36.0,37.0,37.0,32.0,33.0
108,37.0,40.0,40.0,33.0,30.0
109,39.0,40.0,40.0,35.0,33.0
110,38.0,40.0,41.0,35.0,32.0
111,36.0,39.0,39.0,32.0,30.0
112,38.0,39.0,40.0,34.0,32.0
113,37.0,40.0,39.0,33.0,36.0
114,35.0,38.0,38.0,31.0,29.0
115,37.0,38.0,39.0,33.0,31.0
116,37.0,40.0,38.0,32.0,35.0
117,36.0,39.0,39.0,32.0,29.0
118,38.0,39.0,39.0,34.0,32.0
119,38.0,41.0,39.0,33.0,31.0
120,37.0,38.0,38.0,31.0,35.0
121,37.0,39.0,38.0,32.0,36.0
122,37.0,38.0,38.0,32.0,36.0
123,36.0,37.0,37.0,30.0,34.0
124,36.0,39.0,39.0,32.0,35.0
125,36.0,37.0,37.0,31.0,35.0
126,36.0,38.0,38.0,31.0,30.0
127,37.0,40.0,38.0,33.0,32.0
128,37.0,38.0,38.0,32.0,36.0
