Scenario,Roll 0,Roll 1,Roll 2
0,35.0,38.0,36.0
1,36.0,38.0,38.0
2,37.0,42.0,38.0
3,37.0,42.0,42.0
4,39.0,40.0,40.0
5,39.0,41.0,38.0
6,37.0,41.0,38.0
7,39.0,38.0,40.0
8,39.0,41.0,37.0
9,38.0,38.0,38.0
10,37.0,37.0,40.0
11,38.0,39.0,41.0
12,37.0,37.0,37.0
13,38.0,39.0,41.0
14,39.0,38.0,40.0
15,38.0,38.0,35.0
16,38.0,40.0,40.0
17,38.0,39.0,38.0
18,37.0,42.0,42.0
19,39.0,42.0,40.0
20,39.0,43.0,39.0
21,37.0,42.0,39.0
22,39.0,42.0,40.0
23,39.0,43.0,40.0
24,38.0,41.0,40.0
25,40.0,37.0,40.0
26,40.0,38.0,40.0
27,37.0,40.0,40.0
28,39.0,39.0,41.0
29,39.0,37.0,39.0
30,38.0,41.0,37.0
31,39.0,40.0,40.0
32,39.0,38.0,37.0
33,37.0,38.0,36.0
34,39.0,39.0,38.0
35,39.0,40.0,40.0
36,38.0,41.0,40.0
37,40.0,37.0,38.0
38,40.0,39.0,38.0
39,37.0,40.0,40.0
40,39.0,36.0,38.0
41,39.0,38.0,39.0
42,38.0,38.0,37.0
43,39.0,37.0,37.0
44,39.0,39.0,38.0
45,39.0,35.0,36.0
46,40.0,35.0,36.0
47,39.0,36.0,38.0
48,38.0,35.0,37.0
49,40.0,34.0,37.0
50,40.0,36.0,37.0
51,39.0,36.0,36.0
52,40.0,35.0,35.0
53,39.0,36.0,36.0
54,37.0,34.0,36.0
55,39.0,34.0,36.0
56,39.0,35.0,36.0
57,38.0,35.0,37.0
58,39.0,35.0,35.0
59,40.0,36.0,37.0
60,38.0,36.0,36.0
61,39.0,34.0,34.0
62,39.0,35.0,34.0
63,36.0,42.0,41.0
64,38.0,43.0,42.0
65,38.0,43.0,42.0
66,36.0,42.0,40.0
67,38.0,43.0,42.0
68,38.0,43.0,42.0
69,37.0,42.0,41.0
70,39.0,41.0,41.0
71,39.0,42.0,41.0
72,36.0,41.0,40.0
73,38.0,40.0,42.0
74,38.0,41.0,42.0
75,37.0,42.0,41.0
76,38.0,41.0,41.0
77,38.0,42.0,41.0
78,36.0,42.0,39.0
79,38.0,42.0,41.0
80,38.0,42.0,41.0
81,37.0,42.0,41.0
82,39.0,41.0,42.0
83,39.0,43.0,42.0
84,36.0,41.0,41.0
85,38.0,40.0,42.0
86,38.0,42.0,42.0
87,37.0,42.0,41.0
88,38.0,41.0,41.0
89,38.0,43.0,41.0
90,38.0,38.0,40.0
91,39.0,37.0,39.0
92,38.0,36.0,37.0
93,37.0,39.0,41.0
94,39.0,37.0,38.0
95,39.0,36.0,38.0
96,38.0,40.0,40.0
97,39.0,36.0,39.0
98,39.0,37.0,37.0
99,36.0,39.0,40.0
100,38.0,36.0,38.0
101,38.0,36.0,38.0
102,37.0,39.0,41.0
103,38.0,35.0,38.0
104,39.0,36.0,38.0
105,37.0,40.0,40.0
106,38.0,35.0,35.0
107,38.0,35.0,35.0
108,33.0,39.0,36.0
109,34.0,38.0,38.0
110,35.0,40.0,38.0
111,34.0,37.0,40.0
112,36.0,39.0,42.0
113,36.0,43.0,42.0
114,35.0,36.0,41.0
115,35.0,38.0,41.0
116,37.0,42.0,41.0
117,35.0,37.0,37.0
118,36.0,38.0,38.0
119,37.0,43.0,38.0
120,36.0,39.0,41.0
121,37.0,38.0,40.0
122,37.0,37.0,38.0
123,36.0,39.0,41.0
124,39.0,38.0,39.0
125,39.0,37.0,39.0
126,36.0,38.0,41.0
127,40.0,37.0,40.0
128,40.0,38.0,38.0
129,36.0,39.0,40.0
130,38.0,37.0,39.0
131,38.0,36.0,38.0
132,36.0,37.0,41.0
133,39.0,36.0,39.0
134,39.0,37.0,38.0
135,36.0,37.0,37.0
136,38.0,36.0,36.0
137,38.0,36.0,35.0
138,37.0,32.0,35.0
139,37.0,35.0,36.0
140,39.0,35.0,36.0
141,39.0,34.0,37.0
142,40.0,34.0,38.0
143,40.0,36.0,36.0
144,40.0,35.0,35.0
145,41.0,35.0,35.0
146,40.0,37.0,36.0
147,38.0,33.0,37.0
148,39.0,33.0,38.0
149,39.0,35.0,37.0
150,39.0,34.0,37.0
151,40.0,34.0,38.0
152,40.0,36.0,38.0
153,40.0,34.0,34.0
154,40.0,35.0,35.0
155,40.0,37.0,35.0
156,37.0,32.0,36.0
157,38.0,32.0,37.0
158,38.0,34.0,36.0
159,38.0,33.0,37.0
160,39.0,33.0,38.0
161,39.0,35.0,37.0
162,39.0,33.0,34.0
163,39.0,34.0,35.0
164,39.0,36.0,35.0
165,36.0,33.0,33.0
166,38.0,34.0,34.0
167,39.0,32.0,32.0
