Scenario,Roll 0,Roll 1,Roll 2,Roll 3
0,30.0,31.0,31.0,31.0
1,32.0,31.0,31.0,31.0
2,32.0,33.0,33.0,33.0
3,29.0,30.0,30.0,30.0
4,31.0,30.0,30.0,30.0
5,31.0,32.0,32.0,32.0
6,30.0,30.0,30.0,30.0
7,32.0,31.0,31.0,31.0
8,32.0,31.0,31.0,31.0
9,35.0,31.0,31.0,31.0
10,37.0,31.0,30.0,31.0
11,37.0,33.0,33.0,33.0
12,34.0,30.0,30.0,30.0
13,36.0,32.0,32.0,32.0
14,36.0,32.0,32.0,32.0
15,29.0,29.0,29.0,29.0
16,30.0,30.0,30.0,30.0
17,31.0,31.0,30.0,31.0
18,28.0,29.0,29.0,29.0
19,30.0,29.0,29.0,29.0
20,30.0,31.0,31.0,31.0
21,29.0,29.0,29.0,29.0
22,31.0,30.0,30.0,30.0
23,31.0,30.0,30.0,30.0
24,34.0,30.0,30.0,30.0
25,36.0,31.0,29.0,31.0
26,36.0,32.0,32.0,32.0
27,33.0,29.0,29.0,29.0
28,35.0,31.0,31.0,31.0
29,35.0,31.0,31.0,31.0
30,28.0,28.0,28.0,28.0
31,30.0,29.0,29.0,29.0
32,30.0,31.0,29.0,31.0
33,30.0,30.0,30.0,30.0
34,32.0,31.0,31.0,31.0
35,32.0,31.0,31.0,31.0
36,35.0,29.0,29.0,29.0
37,37.0,31.0,30.0,31.0
38,37.0,30.0,30.0,30.0
39,34.0,30.0,30.0,30.0
40,36.0,32.0,32.0,32.0
41,36.0,32.0,32.0,32.0
42,29.0,29.0,29.0,29.0
43,31.0,30.0,30.0,30.0
44,31.0,31.0,30.0,31.0
45,34.0,31.0,31.0,31.0
46,35.0,31.0,31.0,30.0
47,36.0,33.0,33.0,33.0
48,33.0,31.0,31.0,31.0
49,34.0,32.0,32.0,32.0
50,35.0,33.0,33.0,33.0
51,34.0,29.0,29.0,29.0
52,35.0,31.0,31.0,30.0
53,36.0,31.0,31.0,31.0
54,32.0,30.0,30.0,30.0
55,33.0,32.0,32.0,32.0
56,34.0,32.0,32.0,32.0
57,33.0,31.0,31.0,31.0
58,34.0,33.0,33.0,33.0
59,35.0,33.0,33.0,33.0
60,27.0,29.0,29.0,28.0
61,30.0,31.0,31.0,29.0
62,29.0,31.0,31.0,30.0
63,27.0,28.0,28.0,28.0
64,29.0,28.0,28.0,28.0
65,29.0,30.0,30.0,30.0
66,28.0,28.0,28.0,28.0
67,30.0,29.0,29.0,29.0
68,30.0,30.0,30.0,30.0
69,33.0,29.0,29.0,29.0
70,35.0,31.0,28.0,31.0
71,35.0,31.0,31.0,31.0
72,32.0,28.0,28.0,28.0
73,34.0,30.0,30.0,30.0
74,34.0,30.0,30.0,30.0
75,27.0,27.0,27.0,27.0
76,29.0,28.0,28.0,28.0
77,29.0,31.0,29.0,31.0
78,29.0,29.0,29.0,29.0
79,31.0,30.0,30.0,30.0
80,31.0,30.0,30.0,30.0
81,34.0,29.0,28.0,29.0
82,36.0,31.0,29.0,31.0
83,36.0,30.0,29.0,30.0
84,33.0,29.0,29.0,29.0
85,35.0,31.0,31.0,31.0
86,35.0,31.0,31.0,31.0
87,28.0,28.0,28.0,28.0
88,30.0,29.0,29.0,29.0
89,30.0,31.0,29.0,31.0
90,33.0,30.0,30.0,30.0
91,35.0,30.0,30.0,30.0
92,35.0,32.0,32.0,32.0
93,32.0,30.0,30.0,30.0
94,34.0,31.0,31.0,31.0
95,34.0,32.0,32.0,32.0
96,33.0,28.0,28.0,28.0
97,35.0,30.0,30.0,30.0
98,35.0,30.0,30.0,30.0
99,31.0,29.0,29.0,29.0
100,33.0,31.0,31.0,31.0
101,33.0,31.0,31.0,31.0
102,32.0,30.0,30.0,30.0
103,34.0,32.0,32.0,32.0
104,34.0,32.0,32.0,32.0
105,26.0,28.0,28.0,27.0
106,29.0,30.0,30.0,28.0
107,28.0,30.0,30.0,30.0
108,27.0,30.0,30.0,30.0
109,32.0,29.0,29.0,29.0
110,31.0,30.0,30.0,30.0
111,35.0,29.0,29.0,29.0
112,37.0,31.0,30.0,31.0
113,37.0,30.0,29.0,30.0
114,34.0,29.0,29.0,29.0
115,36.0,32.0,32.0,32.0
116,36.0,31.0,31.0,31.0
117,26.0,29.0,29.0,29.0
118,29.0,28.0,28.0,28.0
119,29.0,31.0,29.0,31.0
120,34.0,29.0,29.0,29.0
121,36.0,30.0,29.0,30.0
122,36.0,30.0,30.0,30.0
123,33.0,31.0,31.0,31.0
124,35.0,32.0,32.0,32.0
125,35.0,33.0,33.0,33.0
126,34.0,29.0,29.0,29.0
127,36.0,30.0,30.0,30.0
128,36.0,30.0,29.0,30.0
129,32.0,30.0,30.0,30.0
130,34.0,32.0,32.0,32.0
131,34.0,32.0,32.0,32.0
132,33.0,31.0,31.0,31.0
133,35.0,33.0,33.0,33.0
134,35.0,33.0,33.0,33.0
135,25.0,28.0,27.0,28.0
136,28.0,28.0,28.0,28.0
137,28.0,30.0,29.0,30.0
138,33.0,29.0,30.0,30.0
139,35.0,31.0,30.0,31.0
140,35.0,30.0,30.0,31.0
141,32.0,32.0,32.0,32.0
142,34.0,34.0,34.0,34.0
143,34.0,34.0,34.0,34.0
144,33.0,29.0,29.0,29.0
145,35.0,30.0,29.0,30.0
146,35.0,31.0,30.0,31.0
147,31.0,31.0,31.0,31.0
148,33.0,33.0,33.0,33.0
149,33.0,33.0,33.0,33.0
150,32.0,32.0,32.0,32.0
151,34.0,34.0,34.0,34.0
152,34.0,34.0,34.0,34.0
153,32.0,29.0,29.0,29.0
154,35.0,30.0,30.0,30.0
155,34.0,30.0,30.0,30.0
156,30.0,30.0,30.0,30.0
157,32.0,32.0,32.0,32.0
158,32.0,32.0,32.0,32.0
159,31.0,31.0,31.0,31.0
160,33.0,33.0,33.0,33.0
161,33.0,33.0,33.0,33.0
162,31.0,32.0,32.0,32.0
163,34.0,34.0,34.0,34.0
164,33.0,34.0,34.0,34.0
165,24.0,29.0,29.0,29.0
166,28.0,29.0,29.0,29.0
167,28.0,30.0,30.0,30.0
