Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14,Roll 15
0,43.0,46.0,43.0,47.0,48.0,46.0,44.0,45.0,45.0,46.0,42.0,42.0,44.0,44.0,39.0,39.0
1,42.0,46.0,40.0,47.0,45.0,48.0,45.0,45.0,47.0,48.0,42.0,42.0,40.0,45.0,41.0,43.0
2,43.0,50.0,43.0,46.0,49.0,49.0,45.0,45.0,49.0,48.0,42.0,42.0,44.0,44.0,41.0,39.0
3,45.0,45.0,47.0,51.0,48.0,45.0,48.0,49.0,49.0,45.0,41.0,41.0,44.0,44.0,39.0,38.0
4,47.0,47.0,46.0,46.0,48.0,47.0,45.0,46.0,46.0,47.0,45.0,45.0,42.0,44.0,40.0,43.0
5,49.0,49.0,49.0,49.0,49.0,49.0,48.0,49.0,49.0,49.0,46.0,46.0,44.0,44.0,44.0,43.0
6,46.0,46.0,46.0,50.0,46.0,46.0,45.0,45.0,48.0,45.0,42.0,42.0,44.0,44.0,39.0,39.0
7,46.0,48.0,46.0,47.0,47.0,47.0,46.0,47.0,47.0,47.0,46.0,46.0,43.0,45.0,40.0,43.0
8,50.0,50.0,50.0,49.0,49.0,49.0,49.0,50.0,49.0,49.0,47.0,47.0,44.0,44.0,44.0,43.0
9,44.0,45.0,44.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,43.0,43.0,43.0,43.0
10,41.0,47.0,40.0,49.0,47.0,47.0,48.0,49.0,47.0,49.0,46.0,46.0,42.0,44.0,45.0,49.0
11,43.0,50.0,43.0,46.0,49.0,49.0,44.0,46.0,49.0,47.0,46.0,46.0,44.0,44.0,45.0,44.0
12,44.0,45.0,44.0,44.0,44.0,45.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.0,43.0
13,41.0,46.0,40.0,48.0,46.0,47.0,48.0,49.0,46.0,48.0,50.0,50.0,44.0,48.0,45.0,49.0
14,43.0,50.0,43.0,45.0,49.0,49.0,43.0,45.0,49.0,46.0,45.0,45.0,48.0,48.0,45.0,44.0
15,44.0,45.0,44.0,45.0,45.0,45.0,44.0,44.0,45.0,45.0,40.0,40.0,43.0,43.0,38.0,38.0
16,41.0,46.0,41.0,45.0,46.0,47.0,44.0,44.0,46.0,46.0,45.0,45.0,45.0,49.0,40.0,44.0
17,42.0,49.0,41.0,46.0,49.0,49.0,44.0,45.0,49.0,47.0,41.0,41.0,48.0,45.0,40.0,42.0
18,48.0,44.0,47.0,51.0,47.0,44.0,48.0,48.0,51.0,44.0,40.0,40.0,43.0,43.0,38.0,37.0
19,46.0,46.0,46.0,50.0,48.0,46.0,49.0,50.0,50.0,46.0,45.0,45.0,41.0,44.0,39.0,42.0
20,49.0,48.0,48.0,50.0,48.0,48.0,50.0,50.0,51.0,49.0,45.0,45.0,43.0,43.0,43.0,42.0
21,48.0,45.0,45.0,51.0,45.0,45.0,49.0,49.0,52.0,44.0,41.0,41.0,44.0,44.0,39.0,38.0
