Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10
0,50.0,50.0,50.0,50.0,50.0,51.0,52.0,52.0,52.0,52.0,51.0
1,51.0,50.0,51.0,51.0,52.0,52.0,47.0,46.0,47.0,47.0,51.0
2,51.0,51.0,51.0,51.0,52.0,52.0,47.0,47.0,49.0,47.0,51.0
3,52.0,51.0,51.0,52.0,51.0,51.0,53.0,51.0,53.0,51.0,52.0
4,50.0,50.0,50.0,51.0,51.0,51.0,51.0,45.0,52.0,46.0,51.0
5,53.0,53.0,53.0,53.0,53.0,53.0,52.0,50.0,52.0,50.0,53.0
6,53.0,51.0,51.0,53.0,51.0,51.0,54.0,52.0,54.0,52.0,53.0
7,51.0,51.0,51.0,51.0,52.0,51.0,51.0,46.0,53.0,47.0,51.0
8,53.0,53.0,53.0,53.0,53.0,53.0,53.0,50.0,53.0,50.0,53.0
9,52.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,52.0
10,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,54.0,54.0,53.0
11,51.0,51.0,51.0,51.0,52.0,52.0,54.0,54.0,54.0,54.0,51.0
12,52.0,51.0,51.0,52.0,51.0,51.0,53.0,52.0,53.0,52.0,52.0
13,54.0,52.0,52.0,54.0,52.0,52.0,53.0,52.0,55.0,53.0,54.0
14,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
15,53.0,52.0,52.0,53.0,52.0,52.0,52.0,51.0,52.0,51.0,53.0
16,55.0,53.0,53.0,55.0,53.0,53.0,54.0,53.0,54.0,52.0,55.0
17,54.0,54.0,54.0,54.0,54.0,54.0,54.0,53.0,54.0,53.0,54.0
18,52.0,50.0,50.0,52.0,50.0,51.0,54.0,50.0,54.0,50.0,52.0
19,53.0,52.0,52.0,53.0,52.0,52.0,50.0,45.0,51.0,49.0,53.0
20,53.0,52.0,52.0,53.0,52.0,52.0,51.0,49.0,51.0,49.0,53.0
21,53.0,50.0,50.0,53.0,50.0,52.0,55.0,51.0,55.0,51.0,53.0
22,54.0,53.0,53.0,54.0,53.0,53.0,51.0,45.0,52.0,50.0,54.0
23,54.0,52.0,52.0,54.0,52.0,52.0,52.0,49.0,52.0,49.0,54.0
24,52.0,51.0,51.0,52.0,51.0,51.0,52.0,52.0,52.0,52.0,52.0
