Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12
0,34.0,35.0,33.0,33.0,37.0,35.0,34.0,34.0,33.0,34.0,37.0,29.0,34.0
1,34.0,35.0,34.0,34.0,38.0,35.0,34.0,34.0,33.0,34.0,38.0,31.0,34.0
2,38.0,39.0,35.0,35.0,38.0,39.0,38.0,37.0,37.0,37.0,38.0,32.0,34.0
3,37.0,37.0,32.0,32.0,36.0,37.0,36.0,37.0,36.0,37.0,37.0,32.0,34.0
4,39.0,39.0,38.0,38.0,38.0,39.0,39.0,38.0,39.0,38.0,38.0,35.0,34.0
5,39.0,39.0,37.0,37.0,38.0,39.0,39.0,38.0,38.0,38.0,38.0,38.0,38.0
6,34.0,34.0,32.0,32.0,37.0,34.0,33.0,34.0,33.0,34.0,37.0,28.0,32.0
7,35.0,35.0,39.0,39.0,39.0,35.0,35.0,34.0,35.0,34.0,39.0,32.0,34.0
8,38.0,38.0,37.0,34.0,39.0,38.0,37.0,38.0,37.0,38.0,39.0,34.0,34.0
9,35.0,35.0,32.0,32.0,36.0,35.0,34.0,35.0,34.0,35.0,37.0,29.0,31.0
10,37.0,37.0,33.0,33.0,37.0,37.0,37.0,36.0,37.0,36.0,36.0,35.0,33.0
11,37.0,37.0,37.0,35.0,37.0,37.0,36.0,36.0,36.0,37.0,37.0,32.0,37.0
12,35.0,35.0,31.0,31.0,35.0,35.0,34.0,35.0,34.0,35.0,36.0,32.0,32.0
13,37.0,37.0,33.0,33.0,36.0,37.0,37.0,36.0,37.0,36.0,36.0,34.0,33.0
14,37.0,37.0,37.0,35.0,36.0,37.0,36.0,36.0,36.0,37.0,36.0,36.0,37.0
15,33.0,33.0,31.0,31.0,35.0,32.0,32.0,32.0,32.0,31.0,37.0,31.0,31.0
16,33.0,33.0,33.0,33.0,37.0,32.0,32.0,33.0,32.0,33.0,37.0,31.0,33.0
17,37.0,37.0,37.0,35.0,37.0,36.0,36.0,36.0,36.0,35.0,37.0,35.0,33.0
18,36.0,36.0,31.0,31.0,35.0,36.0,35.0,37.0,35.0,36.0,36.0,32.0,33.0
19,38.0,38.0,37.0,37.0,37.0,38.0,38.0,39.0,38.0,38.0,38.0,35.0,34.0
20,38.0,38.0,36.0,36.0,37.0,38.0,38.0,39.0,37.0,38.0,38.0,38.0,38.0
21,37.0,37.0,31.0,31.0,36.0,37.0,36.0,37.0,36.0,37.0,37.0,29.0,34.0
22,39.0,39.0,38.0,38.0,38.0,39.0,38.0,39.0,38.0,39.0,39.0,32.0,35.0
23,39.0,39.0,37.0,37.0,38.0,39.0,38.0,39.0,38.0,39.0,39.0,34.0,38.0
24,36.0,36.0,31.0,31.0,35.0,36.0,35.0,35.0,35.0,37.0,37.0,31.0,33.0
25,38.0,38.0,32.0,32.0,37.0,38.0,37.0,37.0,37.0,36.0,37.0,35.0,32.0
26,38.0,38.0,36.0,36.0,37.0,38.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0
27,36.0,36.0,30.0,30.0,34.0,35.0,35.0,35.0,35.0,36.0,36.0,32.0,32.0
28,38.0,38.0,32.0,32.0,36.0,37.0,37.0,37.0,37.0,36.0,36.0,34.0,32.0
29,38.0,38.0,36.0,36.0,36.0,37.0,37.0,37.0,37.0,36.0,36.0,36.0,36.0
30,36.0,36.0,31.0,31.0,35.0,36.0,36.0,35.0,36.0,37.0,37.0,31.0,33.0
31,38.0,38.0,32.0,32.0,36.0,37.0,37.0,36.0,37.0,36.0,37.0,32.0,32.0
32,38.0,38.0,37.0,37.0,37.0,38.0,38.0,37.0,38.0,37.0,37.0,35.0,37.0
33,34.0,34.0,32.0,32.0,37.0,34.0,33.0,34.0,33.0,34.0,37.0,27.0,30.0
34,35.0,35.0,34.0,34.0,39.0,35.0,34.0,35.0,34.0,35.0,39.0,30.0,32.0
35,38.0,38.0,37.0,34.0,39.0,38.0,37.0,38.0,37.0,38.0,39.0,29.0,34.0
36,35.0,35.0,32.0,32.0,36.0,35.0,34.0,35.0,34.0,35.0,37.0,28.0,31.0
37,37.0,37.0,33.0,33.0,38.0,37.0,36.0,37.0,36.0,37.0,38.0,35.0,33.0
38,37.0,37.0,37.0,35.0,38.0,37.0,36.0,37.0,36.0,37.0,38.0,33.0,37.0
39,35.0,35.0,31.0,31.0,35.0,35.0,34.0,35.0,34.0,35.0,36.0,31.0,31.0
40,37.0,37.0,33.0,33.0,37.0,37.0,36.0,37.0,36.0,37.0,37.0,34.0,33.0
41,37.0,37.0,37.0,37.0,37.0,37.0,36.0,37.0,36.0,37.0,37.0,36.0,37.0
42,33.0,33.0,32.0,32.0,36.0,32.0,32.0,31.0,32.0,33.0,36.0,30.0,29.0
43,34.0,34.0,33.0,33.0,37.0,33.0,33.0,32.0,33.0,32.0,38.0,30.0,31.0
44,37.0,37.0,38.0,38.0,38.0,36.0,36.0,35.0,36.0,36.0,38.0,35.0,33.0
45,34.0,34.0,31.0,31.0,35.0,34.0,33.0,33.0,33.0,35.0,35.0,30.0,32.0
46,36.0,36.0,32.0,32.0,35.0,36.0,35.0,34.0,35.0,35.0,37.0,34.0,32.0
47,36.0,36.0,36.0,36.0,36.0,36.0,35.0,35.0,35.0,36.0,36.0,31.0,36.0
48,34.0,34.0,31.0,31.0,35.0,34.0,33.0,33.0,33.0,35.0,35.0,33.0,31.0
49,36.0,36.0,32.0,32.0,34.0,36.0,35.0,34.0,35.0,35.0,36.0,35.0,32.0
50,36.0,36.0,36.0,36.0,35.0,36.0,35.0,35.0,35.0,36.0,37.0,35.0,36.0
51,34.0,34.0,31.0,31.0,35.0,34.0,34.0,33.0,34.0,35.0,35.0,32.0,31.0
52,36.0,36.0,32.0,32.0,35.0,35.0,35.0,34.0,35.0,35.0,37.0,34.0,32.0
53,36.0,36.0,36.0,36.0,36.0,36.0,36.0,35.0,36.0,36.0,37.0,34.0,36.0
54,34.0,34.0,30.0,30.0,34.0,33.0,33.0,32.0,33.0,34.0,34.0,34.0,30.0
55,36.0,36.0,31.0,31.0,34.0,35.0,35.0,33.0,35.0,34.0,35.0,35.0,31.0
56,36.0,36.0,35.0,35.0,34.0,35.0,35.0,34.0,35.0,35.0,36.0,36.0,35.0
57,34.0,34.0,31.0,31.0,35.0,34.0,34.0,33.0,34.0,35.0,35.0,33.0,31.0
58,36.0,36.0,31.0,32.0,35.0,35.0,35.0,34.0,35.0,35.0,36.0,34.0,31.0
59,36.0,36.0,36.0,36.0,35.0,36.0,36.0,35.0,36.0,36.0,37.0,35.0,36.0
60,31.0,31.0,31.0,31.0,34.0,30.0,30.0,29.0,30.0,31.0,35.0,28.0,29.0
61,31.0,31.0,31.0,32.0,34.0,31.0,31.0,31.0,30.0,31.0,37.0,29.0,31.0
62,35.0,35.0,36.0,36.0,36.0,34.0,34.0,33.0,34.0,35.0,37.0,34.0,32.0
63,35.0,35.0,30.0,30.0,34.0,35.0,34.0,36.0,34.0,35.0,35.0,31.0,32.0
64,37.0,37.0,36.0,36.0,36.0,37.0,37.0,38.0,37.0,37.0,37.0,34.0,33.0
65,37.0,37.0,35.0,35.0,36.0,37.0,37.0,38.0,36.0,37.0,37.0,37.0,37.0
66,36.0,36.0,30.0,30.0,35.0,36.0,35.0,36.0,35.0,36.0,36.0,29.0,33.0
67,38.0,38.0,37.0,37.0,37.0,38.0,37.0,38.0,37.0,38.0,38.0,31.0,34.0
68,38.0,38.0,36.0,36.0,37.0,38.0,37.0,38.0,37.0,38.0,38.0,34.0,38.0
69,35.0,35.0,30.0,30.0,34.0,35.0,34.0,35.0,34.0,36.0,36.0,31.0,32.0
70,37.0,37.0,31.0,31.0,36.0,37.0,36.0,37.0,36.0,37.0,37.0,34.0,33.0
71,37.0,37.0,35.0,35.0,36.0,37.0,36.0,37.0,36.0,37.0,37.0,37.0,36.0
72,35.0,35.0,29.0,29.0,33.0,34.0,34.0,34.0,34.0,35.0,35.0,31.0,31.0
73,37.0,37.0,31.0,31.0,35.0,36.0,36.0,36.0,36.0,36.0,36.0,33.0,32.0
74,37.0,37.0,35.0,35.0,35.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,35.0
75,35.0,35.0,30.0,30.0,34.0,35.0,35.0,35.0,35.0,36.0,36.0,30.0,32.0
