Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5
0,41.0,39.0,42.0,39.0,45.0,41.0
1,42.0,42.0,43.0,40.0,39.0,40.0
2,41.0,41.0,44.0,45.0,41.0,42.0
3,40.0,38.0,41.0,38.0,44.0,42.0
4,41.0,41.0,43.0,44.0,39.0,40.0
5,40.0,40.0,43.0,44.0,41.0,42.0
6,41.0,39.0,40.0,39.0,45.0,43.0
7,41.0,41.0,43.0,45.0,42.0,41.0
8,41.0,41.0,42.0,45.0,41.0,42.0
9,45.0,43.0,43.0,44.0,44.0,42.0
10,45.0,45.0,43.0,46.0,41.0,42.0
11,45.0,45.0,45.0,46.0,42.0,43.0
12,44.0,42.0,42.0,43.0,43.0,42.0
13,44.0,44.0,42.0,45.0,43.0,43.0
14,44.0,44.0,44.0,45.0,44.0,44.0
15,41.0,40.0,41.0,39.0,44.0,43.0
16,41.0,41.0,43.0,40.0,44.0,44.0
17,42.0,42.0,43.0,41.0,44.0,45.0
18,39.0,38.0,40.0,37.0,43.0,41.0
19,40.0,40.0,42.0,43.0,39.0,40.0
20,40.0,40.0,42.0,43.0,41.0,42.0
21,40.0,39.0,40.0,38.0,44.0,42.0
22,41.0,41.0,43.0,44.0,41.0,41.0
23,41.0,41.0,42.0,44.0,41.0,42.0
24,44.0,42.0,42.0,43.0,43.0,41.0
25,49.0,49.0,42.0,45.0,40.0,42.0
26,45.0,44.0,44.0,45.0,42.0,43.0
27,43.0,41.0,41.0,42.0,42.0,42.0
28,48.0,48.0,41.0,44.0,42.0,43.0
29,44.0,43.0,43.0,44.0,44.0,44.0
30,40.0,39.0,41.0,38.0,43.0,42.0
31,41.0,41.0,42.0,40.0,43.0,44.0
32,41.0,41.0,43.0,45.0,44.0,45.0
33,40.0,39.0,40.0,38.0,44.0,41.0
34,42.0,42.0,42.0,43.0,40.0,41.0
35,41.0,41.0,42.0,44.0,41.0,42.0
36,45.0,43.0,43.0,44.0,44.0,42.0
37,50.0,50.0,43.0,45.0,41.0,42.0
38,45.0,45.0,43.0,45.0,42.0,43.0
39,44.0,42.0,42.0,43.0,43.0,42.0
40,49.0,49.0,42.0,44.0,43.0,44.0
41,44.0,44.0,43.0,45.0,44.0,44.0
42,41.0,39.0,42.0,39.0,44.0,43.0
43,42.0,42.0,42.0,41.0,44.0,45.0
44,41.0,41.0,44.0,46.0,45.0,45.0
45,45.0,43.0,44.0,44.0,45.0,45.0
46,45.0,45.0,44.0,42.0,43.0,45.0
47,45.0,45.0,46.0,47.0,43.0,46.0
48,44.0,45.0,43.0,43.0,44.0,45.0
49,49.0,49.0,44.0,46.0,45.0,46.0
50,44.0,44.0,45.0,46.0,44.0,47.0
51,45.0,46.0,43.0,44.0,45.0,44.0
52,50.0,50.0,45.0,47.0,46.0,46.0
53,45.0,45.0,45.0,47.0,45.0,45.0
54,43.0,44.0,42.0,42.0,43.0,44.0
55,48.0,48.0,43.0,49.0,44.0,46.0
56,44.0,43.0,44.0,45.0,43.0,46.0
57,44.0,45.0,42.0,43.0,44.0,43.0
58,49.0,49.0,44.0,50.0,45.0,45.0
59,45.0,44.0,44.0,46.0,44.0,45.0
60,44.0,40.0,42.0,39.0,44.0,43.0
61,41.0,41.0,42.0,41.0,44.0,45.0
62,42.0,41.0,43.0,41.0,44.0,45.0
63,38.0,37.0,39.0,36.0,42.0,40.0
64,39.0,39.0,41.0,42.0,38.0,40.0
65,40.0,39.0,41.0,42.0,39.0,41.0
66,39.0,38.0,39.0,37.0,43.0,41.0
67,40.0,40.0,42.0,43.0,40.0,40.0
68,40.0,40.0,41.0,43.0,40.0,41.0
69,43.0,42.0,41.0,42.0,42.0,40.0
70,48.0,48.0,41.0,44.0,40.0,42.0
71,45.0,44.0,43.0,44.0,42.0,43.0
72,42.0,41.0,40.0,41.0,41.0,41.0
73,47.0,47.0,41.0,43.0,42.0,43.0
74,44.0,43.0,42.0,43.0,44.0,43.0
75,39.0,38.0,40.0,37.0,42.0,41.0
76,40.0,40.0,42.0,39.0,43.0,44.0
77,40.0,40.0,42.0,44.0,44.0,44.0
78,39.0,39.0,39.0,37.0,43.0,40.0
79,41.0,41.0,42.0,42.0,39.0,40.0
80,41.0,41.0,41.0,43.0,41.0,41.0
81,44.0,43.0,42.0,43.0,43.0,41.0
82,49.0,49.0,42.0,44.0,40.0,42.0
83,45.0,45.0,42.0,44.0,42.0,43.0
84,43.0,42.0,41.0,42.0,42.0,41.0
85,48.0,48.0,41.0,43.0,42.0,43.0
86,44.0,44.0,42.0,44.0,44.0,43.0
87,40.0,39.0,41.0,38.0,43.0,42.0
88,41.0,41.0,42.0,40.0,43.0,44.0
89,40.0,40.0,43.0,45.0,45.0,44.0
90,44.0,42.0,43.0,43.0,44.0,44.0
91,46.0,46.0,43.0,41.0,42.0,45.0
92,45.0,44.0,45.0,46.0,42.0,45.0
93,43.0,44.0,42.0,42.0,43.0,44.0
94,48.0,48.0,48.0,45.0,45.0,46.0
95,44.0,43.0,44.0,45.0,44.0,46.0
96,44.0,45.0,42.0,43.0,44.0,43.0
97,49.0,49.0,49.0,46.0,46.0,46.0
98,45.0,44.0,44.0,46.0,44.0,45.0
99,42.0,43.0,41.0,41.0,42.0,43.0
100,47.0,47.0,47.0,48.0,44.0,45.0
101,44.0,42.0,43.0,44.0,43.0,45.0
102,43.0,44.0,41.0,42.0,43.0,42.0
103,48.0,48.0,48.0,49.0,45.0,45.0
104,45.0,43.0,43.0,45.0,44.0,45.0
105,43.0,39.0,41.0,38.0,43.0,42.0
106,40.0,40.0,42.0,40.0,43.0,45.0
107,42.0,41.0,42.0,41.0,44.0,44.0
108,39.0,39.0,39.0,37.0,42.0,39.0
109,40.0,40.0,42.0,39.0,40.0,40.0
110,41.0,41.0,41.0,39.0,40.0,40.0
111,44.0,44.0,42.0,44.0,42.0,41.0
112,44.0,44.0,42.0,40.0,41.0,42.0
113,46.0,46.0,43.0,41.0,42.0,43.0
114,43.0,43.0,41.0,43.0,42.0,40.0
115,44.0,44.0,41.0,39.0,43.0,43.0
116,45.0,45.0,42.0,43.0,44.0,42.0
117,40.0,40.0,40.0,39.0,43.0,41.0
118,41.0,41.0,42.0,39.0,44.0,44.0
119,41.0,41.0,42.0,44.0,45.0,43.0
120,45.0,43.0,42.0,44.0,43.0,45.0
121,47.0,47.0,44.0,42.0,43.0,45.0
122,45.0,45.0,44.0,46.0,43.0,44.0
123,44.0,45.0,41.0,43.0,44.0,44.0
124,46.0,46.0,49.0,44.0,45.0,46.0
125,44.0,44.0,43.0,45.0,45.0,45.0
126,45.0,46.0,42.0,44.0,43.0,43.0
127,44.0,44.0,50.0,45.0,46.0,46.0
128,45.0,45.0,44.0,46.0,45.0,45.0
129,43.0,44.0,41.0,42.0,43.0,43.0
130,45.0,45.0,48.0,43.0,44.0,45.0
131,44.0,43.0,42.0,44.0,44.0,44.0
132,44.0,45.0,42.0,43.0,43.0,42.0
133,44.0,44.0,49.0,44.0,45.0,45.0
134,45.0,44.0,43.0,45.0,45.0,45.0
135,44.0,40.0,40.0,39.0,43.0,41.0
