Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6
0,41.0,42.0,41.0,42.0,42.0,40.0,40.0
1,43.0,39.0,43.0,41.0,39.0,40.0,42.0
2,42.0,40.0,42.0,42.0,40.0,43.0,42.0
3,43.0,43.0,43.0,44.0,43.0,40.0,40.0
4,43.0,43.0,43.0,43.0,43.0,42.0,42.0
5,43.0,43.0,43.0,43.0,43.0,43.0,43.0
6,41.0,43.0,41.0,43.0,43.0,40.0,39.0
7,42.0,43.0,42.0,43.0,43.0,43.0,41.0
8,43.0,43.0,43.0,43.0,43.0,41.0,43.0
9,43.0,44.0,43.0,45.0,44.0,44.0,43.0
10,44.0,44.0,44.0,44.0,44.0,44.0,43.0
11,44.0,45.0,44.0,44.0,45.0,46.0,45.0
12,42.0,43.0,42.0,44.0,43.0,43.0,42.0
13,43.0,43.0,43.0,43.0,43.0,43.0,43.0
14,43.0,44.0,43.0,43.0,44.0,45.0,44.0
15,41.0,42.0,41.0,42.0,42.0,40.0,38.0
16,42.0,39.0,42.0,39.0,39.0,41.0,39.0
17,43.0,39.0,43.0,39.0,39.0,41.0,40.0
18,43.0,43.0,43.0,43.0,43.0,39.0,40.0
19,44.0,44.0,44.0,44.0,44.0,42.0,42.0
20,48.0,48.0,48.0,48.0,48.0,43.0,43.0
21,43.0,43.0,43.0,43.0,43.0,40.0,39.0
22,44.0,44.0,44.0,44.0,44.0,43.0,41.0
23,48.0,48.0,48.0,48.0,48.0,41.0,43.0
24,47.0,47.0,47.0,47.0,47.0,44.0,43.0
25,47.0,47.0,47.0,47.0,47.0,44.0,43.0
26,49.0,49.0,49.0,49.0,49.0,46.0,47.0
27,46.0,46.0,46.0,46.0,46.0,43.0,42.0
28,46.0,46.0,46.0,46.0,46.0,43.0,43.0
29,48.0,48.0,48.0,48.0,48.0,45.0,46.0
30,42.0,42.0,42.0,42.0,42.0,40.0,38.0
31,43.0,42.0,43.0,42.0,42.0,41.0,39.0
32,43.0,43.0,43.0,43.0,43.0,42.0,42.0
33,39.0,43.0,39.0,43.0,43.0,40.0,38.0
34,40.0,44.0,40.0,44.0,44.0,41.0,39.0
35,44.0,48.0,44.0,48.0,48.0,41.0,43.0
36,43.0,47.0,43.0,47.0,47.0,44.0,42.0
37,45.0,47.0,45.0,47.0,47.0,44.0,44.0
38,49.0,49.0,49.0,49.0,49.0,46.0,48.0
39,42.0,46.0,42.0,46.0,46.0,43.0,42.0
40,44.0,46.0,44.0,46.0,46.0,43.0,43.0
41,48.0,48.0,48.0,48.0,48.0,45.0,47.0
42,38.0,42.0,38.0,42.0,42.0,40.0,38.0
43,39.0,42.0,39.0,42.0,42.0,41.0,39.0
44,43.0,43.0,43.0,43.0,43.0,43.0,43.0
45,43.0,47.0,46.0,47.0,47.0,44.0,43.0
46,48.0,48.0,48.0,48.0,48.0,46.0,48.0
47,44.0,44.0,44.0,44.0,44.0,46.0,45.0
48,42.0,46.0,45.0,46.0,46.0,44.0,42.0
49,47.0,47.0,47.0,47.0,47.0,45.0,47.0
50,43.0,43.0,43.0,43.0,43.0,45.0,44.0
51,42.0,44.0,42.0,43.0,42.0,43.0,41.0
52,44.0,43.0,44.0,43.0,43.0,45.0,44.0
53,44.0,44.0,44.0,44.0,44.0,45.0,43.0
54,41.0,45.0,44.0,45.0,45.0,43.0,41.0
55,46.0,46.0,46.0,46.0,46.0,45.0,46.0
56,42.0,42.0,42.0,42.0,42.0,45.0,43.0
57,41.0,43.0,41.0,42.0,41.0,44.0,42.0
58,43.0,42.0,43.0,42.0,42.0,45.0,43.0
59,43.0,43.0,43.0,43.0,43.0,45.0,43.0
60,37.0,41.0,37.0,41.0,41.0,40.0,38.0
61,38.0,38.0,38.0,38.0,38.0,41.0,39.0
62,38.0,39.0,39.0,39.0,39.0,41.0,39.0
63,43.0,43.0,43.0,42.0,42.0,38.0,39.0
64,44.0,44.0,44.0,43.0,43.0,41.0,41.0
65,48.0,48.0,48.0,47.0,47.0,42.0,43.0
66,43.0,43.0,43.0,42.0,42.0,39.0,38.0
67,44.0,44.0,44.0,43.0,43.0,42.0,40.0
68,48.0,48.0,48.0,47.0,47.0,41.0,43.0
69,47.0,47.0,47.0,46.0,46.0,43.0,42.0
70,47.0,47.0,47.0,46.0,46.0,43.0,43.0
71,50.0,50.0,50.0,48.0,48.0,45.0,47.0
72,46.0,46.0,46.0,45.0,45.0,42.0,41.0
73,46.0,46.0,46.0,45.0,45.0,42.0,42.0
74,49.0,49.0,49.0,47.0,47.0,44.0,46.0
75,42.0,42.0,42.0,41.0,41.0,40.0,38.0
76,43.0,42.0,43.0,41.0,41.0,41.0,39.0
77,44.0,44.0,44.0,42.0,43.0,42.0,42.0
78,40.0,43.0,40.0,42.0,42.0,40.0,38.0
79,41.0,44.0,41.0,43.0,43.0,41.0,39.0
80,44.0,48.0,44.0,47.0,47.0,41.0,43.0
81,44.0,47.0,44.0,46.0,46.0,44.0,42.0
82,46.0,47.0,46.0,46.0,46.0,44.0,44.0
83,50.0,50.0,50.0,48.0,48.0,46.0,48.0
84,43.0,46.0,43.0,45.0,45.0,43.0,42.0
85,45.0,46.0,45.0,45.0,45.0,43.0,43.0
86,49.0,49.0,49.0,47.0,47.0,45.0,47.0
87,39.0,42.0,39.0,41.0,41.0,40.0,38.0
88,40.0,42.0,40.0,41.0,41.0,41.0,39.0
89,44.0,44.0,44.0,42.0,43.0,43.0,43.0
90,43.0,47.0,46.0,46.0,46.0,44.0,43.0
91,49.0,49.0,49.0,47.0,47.0,46.0,48.0
92,44.0,45.0,45.0,43.0,45.0,46.0,45.0
93,42.0,46.0,45.0,45.0,45.0,44.0,42.0
94,48.0,48.0,48.0,46.0,46.0,45.0,47.0
95,44.0,44.0,44.0,43.0,44.0,45.0,44.0
96,43.0,43.0,43.0,42.0,42.0,43.0,41.0
97,45.0,44.0,45.0,42.0,42.0,45.0,44.0
98,44.0,45.0,45.0,43.0,44.0,45.0,43.0
99,41.0,45.0,44.0,44.0,44.0,43.0,41.0
100,47.0,47.0,47.0,45.0,45.0,45.0,46.0
101,43.0,43.0,43.0,41.0,43.0,45.0,43.0
102,42.0,42.0,42.0,41.0,41.0,44.0,42.0
103,44.0,43.0,44.0,41.0,41.0,45.0,43.0
104,44.0,44.0,44.0,42.0,43.0,45.0,43.0
105,38.0,41.0,38.0,40.0,40.0,40.0,38.0
106,39.0,39.0,39.0,37.0,37.0,41.0,39.0
107,39.0,39.0,39.0,38.0,39.0,41.0,39.0
108,36.0,40.0,36.0,38.0,38.0,37.0,34.0
109,37.0,41.0,37.0,39.0,39.0,36.0,36.0
110,40.0,44.0,40.0,43.0,43.0,38.0,40.0
111,40.0,44.0,40.0,43.0,43.0,41.0,40.0
112,41.0,45.0,41.0,44.0,44.0,41.0,41.0
113,46.0,50.0,46.0,48.0,48.0,43.0,45.0
114,39.0,43.0,39.0,42.0,42.0,40.0,39.0
