Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9
0,42.0,51.0,44.0,45.0,40.0,40.0,42.0,45.0,45.0,43.0
1,40.0,50.0,43.0,46.0,41.0,41.0,46.0,46.0,46.0,45.0
2,40.0,49.0,46.0,48.0,46.0,46.0,42.0,48.0,48.0,42.0
3,46.0,51.0,44.0,45.0,40.0,41.0,44.0,45.0,45.0,46.0
4,46.0,52.0,46.0,46.0,46.0,46.0,47.0,46.0,47.0,46.0
5,44.0,52.0,46.0,48.0,46.0,46.0,46.0,48.0,48.0,44.0
6,42.0,51.0,45.0,45.0,40.0,42.0,43.0,43.0,44.0,46.0
7,46.0,52.0,47.0,47.0,47.0,47.0,46.0,47.0,48.0,45.0
8,45.0,52.0,46.0,48.0,46.0,46.0,47.0,48.0,47.0,45.0
9,43.0,50.0,44.0,47.0,44.0,44.0,43.0,47.0,45.0,46.0
10,43.0,49.0,43.0,48.0,44.0,44.0,46.0,48.0,47.0,49.0
11,39.0,49.0,46.0,48.0,50.0,50.0,41.0,48.0,48.0,46.0
12,44.0,49.0,44.0,46.0,43.0,43.0,42.0,46.0,45.0,45.0
13,42.0,49.0,42.0,47.0,43.0,43.0,49.0,47.0,46.0,48.0
14,42.0,50.0,46.0,50.0,49.0,49.0,44.0,50.0,47.0,45.0
15,41.0,50.0,45.0,45.0,40.0,40.0,43.0,43.0,45.0,41.0
16,40.0,49.0,43.0,47.0,40.0,41.0,50.0,47.0,46.0,44.0
17,40.0,50.0,43.0,47.0,45.0,45.0,45.0,47.0,46.0,45.0
18,46.0,51.0,44.0,45.0,39.0,40.0,44.0,44.0,44.0,46.0
19,50.0,52.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0
20,47.0,52.0,45.0,47.0,45.0,45.0,46.0,47.0,50.0,47.0
21,46.0,51.0,45.0,45.0,40.0,41.0,44.0,44.0,44.0,46.0
22,50.0,52.0,47.0,47.0,47.0,47.0,46.0,47.0,47.0,46.0
23,48.0,52.0,46.0,47.0,45.0,46.0,47.0,47.0,50.0,48.0
24,46.0,50.0,44.0,47.0,43.0,43.0,44.0,47.0,45.0,50.0
25,49.0,49.0,50.0,50.0,50.0,50.0,49.0,50.0,49.0,50.0
26,44.0,49.0,45.0,48.0,49.0,49.0,44.0,48.0,47.0,47.0
27,46.0,49.0,44.0,46.0,42.0,42.0,43.0,46.0,48.0,49.0
28,48.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,48.0,49.0
29,45.0,50.0,49.0,49.0,48.0,48.0,47.0,49.0,50.0,47.0
30,46.0,50.0,45.0,45.0,40.0,40.0,43.0,44.0,44.0,45.0
31,44.0,49.0,46.0,47.0,45.0,45.0,50.0,47.0,46.0,45.0
32,46.0,50.0,49.0,49.0,45.0,45.0,48.0,49.0,47.0,46.0
33,42.0,47.0,45.0,45.0,41.0,41.0,43.0,44.0,43.0,46.0
34,46.0,48.0,47.0,47.0,47.0,47.0,45.0,47.0,46.0,46.0
35,45.0,49.0,46.0,47.0,42.0,46.0,45.0,47.0,46.0,48.0
36,44.0,46.0,45.0,47.0,44.0,44.0,43.0,47.0,44.0,50.0
37,50.0,47.0,51.0,51.0,51.0,51.0,46.0,51.0,45.0,48.0
38,45.0,48.0,46.0,48.0,45.0,45.0,44.0,48.0,46.0,46.0
39,44.0,45.0,45.0,46.0,43.0,43.0,42.0,46.0,44.0,49.0
40,49.0,49.0,50.0,50.0,50.0,50.0,45.0,50.0,46.0,47.0
41,45.0,50.0,50.0,50.0,45.0,45.0,48.0,50.0,50.0,48.0
42,41.0,46.0,46.0,46.0,41.0,41.0,43.0,45.0,43.0,45.0
43,45.0,47.0,47.0,47.0,46.0,46.0,46.0,47.0,46.0,43.0
44,46.0,50.0,50.0,50.0,46.0,46.0,49.0,50.0,48.0,45.0
45,42.0,46.0,44.0,47.0,43.0,43.0,41.0,47.0,45.0,45.0
46,43.0,48.0,46.0,47.0,44.0,44.0,46.0,47.0,46.0,46.0
47,38.0,48.0,45.0,47.0,49.0,49.0,40.0,47.0,48.0,46.0
48,43.0,45.0,45.0,47.0,42.0,42.0,45.0,47.0,45.0,45.0
49,43.0,47.0,46.0,50.0,44.0,44.0,50.0,50.0,49.0,46.0
50,42.0,49.0,45.0,50.0,48.0,48.0,44.0,50.0,48.0,49.0
51,42.0,45.0,46.0,47.0,42.0,42.0,46.0,47.0,46.0,45.0
52,41.0,46.0,42.0,51.0,45.0,45.0,48.0,51.0,48.0,45.0
53,43.0,49.0,44.0,47.0,44.0,44.0,45.0,47.0,47.0,49.0
54,42.0,44.0,45.0,46.0,42.0,42.0,44.0,46.0,44.0,44.0
55,42.0,46.0,45.0,51.0,43.0,43.0,49.0,51.0,48.0,45.0
