Scenario,Roll 0,Roll 1,Roll 2,Roll 3
0,47.0,51.0,51.0,47.0
1,51.0,53.0,53.0,51.0
2,53.0,53.0,53.0,53.0
3,52.0,51.0,51.0,52.0
4,52.0,54.0,54.0,52.0
5,53.0,53.0,53.0,53.0
6,53.0,50.0,50.0,53.0
7,53.0,53.0,53.0,53.0
8,53.0,52.0,52.0,53.0
9,51.0,52.0,52.0,51.0
10,53.0,52.0,52.0,53.0
11,54.0,53.0,53.0,54.0
12,50.0,51.0,51.0,50.0
13,52.0,53.0,53.0,52.0
14,53.0,53.0,53.0,53.0
15,50.0,50.0,50.0,50.0
16,52.0,54.0,54.0,50.0
17,52.0,53.0,53.0,51.0
18,51.0,50.0,50.0,51.0
19,51.0,53.0,53.0,51.0
20,52.0,52.0,52.0,52.0
21,52.0,50.0,50.0,52.0
22,52.0,53.0,53.0,52.0
23,52.0,51.0,51.0,52.0
24,50.0,51.0,51.0,50.0
25,52.0,52.0,52.0,52.0
26,53.0,52.0,52.0,53.0
27,51.0,50.0,50.0,51.0
28,51.0,53.0,53.0,51.0
29,53.0,53.0,53.0,53.0
30,50.0,49.0,49.0,50.0
31,51.0,53.0,53.0,50.0
32,52.0,52.0,52.0,52.0
33,52.0,50.0,50.0,52.0
34,52.0,52.0,52.0,52.0
35,53.0,52.0,52.0,53.0
36,49.0,50.0,50.0,49.0
37,53.0,52.0,52.0,53.0
38,54.0,53.0,53.0,54.0
39,52.0,49.0,49.0,52.0
40,52.0,52.0,52.0,52.0
41,54.0,52.0,52.0,54.0
42,51.0,50.0,50.0,51.0
43,52.0,53.0,53.0,51.0
44,53.0,53.0,53.0,53.0
45,57.0,54.0,54.0,55.0
46,53.0,54.0,54.0,53.0
47,55.0,53.0,53.0,55.0
48,56.0,53.0,53.0,54.0
49,52.0,53.0,53.0,52.0
50,54.0,54.0,54.0,54.0
51,50.0,50.0,50.0,50.0
52,53.0,52.0,52.0,52.0
53,54.0,55.0,55.0,54.0
54,55.0,52.0,52.0,53.0
55,51.0,52.0,52.0,51.0
56,53.0,54.0,54.0,53.0
57,49.0,50.0,50.0,49.0
58,52.0,53.0,53.0,52.0
59,53.0,55.0,55.0,53.0
60,50.0,49.0,49.0,50.0
61,52.0,54.0,54.0,52.0
62,52.0,55.0,55.0,52.0
63,50.0,49.0,49.0,50.0
64,50.0,52.0,52.0,50.0
65,51.0,51.0,51.0,51.0
66,51.0,49.0,49.0,51.0
67,51.0,52.0,52.0,51.0
68,51.0,51.0,51.0,51.0
69,49.0,50.0,50.0,49.0
70,51.0,51.0,51.0,51.0
71,52.0,51.0,51.0,52.0
72,50.0,49.0,49.0,50.0
73,51.0,52.0,52.0,51.0
74,52.0,52.0,52.0,52.0
75,49.0,49.0,49.0,49.0
76,52.0,52.0,52.0,52.0
77,52.0,51.0,51.0,52.0
78,51.0,50.0,50.0,51.0
79,51.0,51.0,51.0,51.0
80,52.0,52.0,52.0,52.0
81,50.0,51.0,51.0,50.0
82,52.0,51.0,51.0,52.0
83,53.0,52.0,52.0,53.0
84,51.0,50.0,50.0,51.0
85,51.0,52.0,52.0,51.0
86,53.0,52.0,52.0,53.0
87,50.0,50.0,50.0,50.0
88,52.0,52.0,52.0,52.0
89,52.0,52.0,52.0,52.0
90,56.0,53.0,53.0,54.0
91,52.0,53.0,53.0,52.0
92,54.0,52.0,52.0,54.0
93,55.0,52.0,52.0,55.0
94,52.0,53.0,53.0,52.0
95,53.0,53.0,53.0,53.0
96,51.0,50.0,50.0,51.0
