Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5
0,53.0,52.0,53.0,53.0,53.0,53.0
1,54.0,54.0,55.0,55.0,55.0,55.0
2,55.0,54.0,55.0,55.0,55.0,55.0
3,53.0,52.0,53.0,53.0,53.0,53.0
4,54.0,54.0,55.0,55.0,55.0,55.0
5,55.0,54.0,55.0,55.0,55.0,55.0
6,53.0,52.0,53.0,53.0,53.0,53.0
7,54.0,54.0,55.0,55.0,55.0,55.0
8,55.0,54.0,55.0,55.0,55.0,55.0
9,54.0,53.0,53.0,54.0,54.0,54.0
10,56.0,55.0,55.0,56.0,56.0,56.0
11,56.0,55.0,55.0,56.0,56.0,56.0
12,53.0,52.0,52.0,53.0,53.0,53.0
13,55.0,54.0,54.0,55.0,55.0,55.0
14,55.0,54.0,54.0,55.0,55.0,55.0
15,53.0,52.0,53.0,53.0,53.0,53.0
16,55.0,54.0,55.0,55.0,55.0,55.0
17,55.0,54.0,55.0,55.0,55.0,55.0
18,52.0,52.0,53.0,52.0,52.0,52.0
19,54.0,54.0,55.0,54.0,54.0,54.0
20,54.0,54.0,55.0,54.0,54.0,54.0
21,53.0,52.0,53.0,52.0,52.0,52.0
22,54.0,54.0,55.0,54.0,54.0,54.0
23,55.0,54.0,55.0,54.0,54.0,54.0
24,54.0,53.0,53.0,53.0,53.0,53.0
25,56.0,55.0,55.0,55.0,55.0,55.0
26,56.0,55.0,55.0,55.0,55.0,55.0
27,53.0,52.0,52.0,52.0,52.0,52.0
28,55.0,54.0,54.0,54.0,54.0,54.0
29,55.0,54.0,54.0,54.0,54.0,54.0
30,53.0,52.0,53.0,52.0,52.0,52.0
31,55.0,54.0,55.0,54.0,54.0,54.0
32,55.0,54.0,55.0,54.0,54.0,54.0
33,49.0,48.0,49.0,47.0,47.0,47.0
34,49.0,50.0,52.0,46.0,46.0,46.0
35,51.0,51.0,51.0,51.0,51.0,51.0
36,47.0,51.0,49.0,46.0,46.0,46.0
37,51.0,51.0,53.0,51.0,51.0,51.0
38,50.0,53.0,51.0,49.0,49.0,49.0
39,46.0,50.0,48.0,45.0,45.0,45.0
40,50.0,50.0,52.0,50.0,50.0,50.0
41,49.0,52.0,51.0,48.0,48.0,48.0
42,46.0,48.0,49.0,44.0,44.0,44.0
43,48.0,51.0,53.0,46.0,46.0,46.0
