0,53.0
1,55.0
2,55.0
3,53.0
4,55.0
5,55.0
6,53.0
7,55.0
8,55.0
9,53.0
10,55.0
11,55.0
12,52.0
13,54.0
14,54.0
15,53.0
16,55.0
17,55.0
18,53.0
19,55.0
20,55.0
21,53.0
22,55.0
23,55.0
24,53.0
25,55.0
26,55.0
27,52.0
28,54.0
29,54.0
30,53.0
31,55.0
32,55.0
33,49.0
34,52.0
35,51.0
36,49.0
37,53.0
38,51.0
39,48.0
40,52.0
41,51.0
42,49.0
43,53.0
44,52.0
45,50.0
46,52.0
47,54.0
48,51.0
49,51.0
50,53.0
51,50.0
52,52.0
53,52.0
54,50.0
55,50.0
56,52.0
57,49.0
58,51.0
59,51.0
60,49.0
61,51.0
62,51.0
63,52.0
64,54.0
65,54.0
66,52.0
67,54.0
68,54.0
69,52.0
70,54.0
71,54.0
72,51.0
73,53.0
74,53.0
75,52.0
76,54.0
77,54.0
78,49.0
79,51.0
80,51.0
81,49.0
82,52.0
83,51.0
84,48.0
85,51.0
86,51.0
87,49.0
88,52.0
89,52.0
90,50.0
91,52.0
92,54.0
93,51.0
94,51.0
95,53.0
96,50.0
97,52.0
98,52.0
99,50.0
100,50.0
101,52.0
102,49.0
103,51.0
104,51.0
105,49.0
106,51.0
107,51.0
108,44.0
109,46.0
110,46.0
111,44.0
112,46.0
113,48.0
114,45.0
115,45.0
116,50.0
117,46.0
118,46.0
119,51.0
120,47.0
121,48.0
122,51.0
123,46.0
124,50.0
125,51.0
126,46.0
127,51.0
128,52.0
129,45.0
130,49.0
131,50.0
132,45.0
133,50.0
134,51.0
135,46.0
136,46.0
137,52.0
138,47.0
139,47.0
140,52.0
141,48.0
142,51.0
143,54.0
144,47.0
145,52.0
146,52.0
147,47.0
148,50.0
149,53.0
150,46.0
151,51.0
152,51.0
153,44.0
154,52.0
155,46.0
156,46.0
157,49.0
158,52.0
159,45.0
160,50.0
161,50.0
162,43.0
163,51.0
164,45.0
165,44.0
166,46.0
167,45.0
