Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9
0,51.0,50.0,49.0,49.0,49.0,49.0,49.0,50.0,49.0,48.0
1,52.0,53.0,52.0,50.0,53.0,53.0,52.0,51.0,53.0,49.0
2,57.0,56.0,55.0,52.0,51.0,54.0,55.0,56.0,55.0,53.0
3,54.0,53.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,51.0
4,56.0,55.0,54.0,51.0,52.0,54.0,54.0,55.0,54.0,51.0
5,57.0,56.0,55.0,54.0,52.0,54.0,55.0,56.0,55.0,53.0
6,53.0,52.0,51.0,51.0,51.0,51.0,51.0,52.0,51.0,50.0
7,57.0,56.0,55.0,51.0,53.0,54.0,55.0,56.0,55.0,52.0
8,55.0,54.0,53.0,54.0,52.0,54.0,53.0,52.0,52.0,54.0
9,51.0,50.0,49.0,49.0,49.0,50.0,49.0,50.0,49.0,48.0
10,55.0,54.0,53.0,53.0,53.0,53.0,53.0,52.0,53.0,50.0
11,56.0,55.0,54.0,52.0,52.0,55.0,54.0,55.0,54.0,53.0
12,50.0,49.0,48.0,48.0,48.0,49.0,49.0,49.0,48.0,47.0
13,54.0,53.0,52.0,52.0,52.0,52.0,53.0,51.0,52.0,51.0
14,55.0,54.0,53.0,51.0,53.0,54.0,53.0,54.0,53.0,52.0
15,51.0,49.0,49.0,49.0,48.0,50.0,49.0,49.0,48.0,48.0
16,55.0,51.0,51.0,51.0,52.0,52.0,53.0,50.0,52.0,52.0
17,54.0,53.0,52.0,52.0,53.0,55.0,52.0,51.0,53.0,53.0
18,54.0,53.0,52.0,52.0,52.0,53.0,53.0,53.0,52.0,51.0
19,56.0,54.0,54.0,54.0,56.0,58.0,54.0,54.0,56.0,53.0
20,56.0,55.0,54.0,54.0,54.0,58.0,56.0,55.0,54.0,57.0
21,55.0,54.0,53.0,53.0,53.0,54.0,54.0,54.0,53.0,52.0
22,57.0,55.0,55.0,55.0,57.0,58.0,55.0,55.0,57.0,54.0
23,57.0,56.0,55.0,55.0,55.0,59.0,57.0,56.0,55.0,58.0
24,55.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0
25,55.0,54.0,53.0,53.0,53.0,54.0,53.0,54.0,53.0,50.0
26,55.0,54.0,53.0,55.0,52.0,54.0,53.0,54.0,53.0,52.0
27,54.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0,51.0
28,54.0,53.0,52.0,52.0,52.0,53.0,53.0,53.0,52.0,51.0
29,54.0,53.0,52.0,54.0,52.0,53.0,52.0,53.0,52.0,51.0
30,55.0,53.0,53.0,53.0,52.0,52.0,53.0,53.0,52.0,52.0
31,55.0,51.0,50.0,51.0,52.0,54.0,53.0,50.0,52.0,52.0
32,55.0,54.0,53.0,55.0,52.0,54.0,53.0,54.0,53.0,52.0
33,55.0,53.0,52.0,52.0,52.0,52.0,54.0,53.0,52.0,52.0
34,56.0,54.0,55.0,55.0,58.0,54.0,53.0,54.0,58.0,53.0
35,57.0,56.0,55.0,54.0,53.0,53.0,58.0,56.0,55.0,56.0
36,53.0,52.0,51.0,51.0,51.0,51.0,51.0,52.0,51.0,50.0
37,56.0,55.0,54.0,53.0,52.0,55.0,54.0,55.0,54.0,51.0
38,55.0,52.0,53.0,56.0,53.0,53.0,53.0,52.0,53.0,53.0
39,53.0,52.0,51.0,51.0,51.0,52.0,51.0,52.0,51.0,50.0
40,55.0,54.0,53.0,52.0,51.0,54.0,53.0,54.0,53.0,50.0
41,55.0,54.0,53.0,55.0,53.0,53.0,53.0,54.0,53.0,52.0
42,53.0,52.0,51.0,51.0,51.0,52.0,51.0,52.0,51.0,50.0
43,54.0,52.0,51.0,52.0,52.0,55.0,51.0,51.0,52.0,51.0
44,56.0,55.0,54.0,56.0,53.0,53.0,54.0,55.0,54.0,53.0
45,50.0,50.0,48.0,48.0,48.0,48.0,48.0,48.0,47.0,50.0
46,54.0,52.0,53.0,55.0,52.0,52.0,52.0,51.0,52.0,51.0
47,55.0,54.0,53.0,52.0,52.0,54.0,53.0,54.0,53.0,53.0
