Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11
0,44.0,41.0,41.0,41.0,37.0,41.0,43.0,40.0,40.0,37.0,35.0,42.0
1,43.0,38.0,38.0,39.0,38.0,37.0,42.0,38.0,38.0,41.0,36.0,42.0
2,43.0,39.0,43.0,40.0,38.0,39.0,42.0,40.0,40.0,41.0,38.0,43.0
3,44.0,44.0,44.0,45.0,44.0,44.0,44.0,44.0,44.0,44.0,42.0,45.0
4,43.0,41.0,41.0,46.0,45.0,39.0,43.0,41.0,42.0,45.0,43.0,46.0
5,43.0,42.0,46.0,45.0,45.0,41.0,45.0,45.0,45.0,42.0,45.0,46.0
6,44.0,41.0,41.0,46.0,40.0,41.0,42.0,44.0,44.0,40.0,38.0,41.0
7,44.0,41.0,39.0,42.0,41.0,39.0,42.0,40.0,40.0,41.0,39.0,43.0
8,43.0,38.0,43.0,41.0,41.0,37.0,42.0,41.0,42.0,43.0,41.0,42.0
9,43.0,45.0,45.0,41.0,42.0,45.0,45.0,40.0,40.0,39.0,41.0,43.0
10,44.0,44.0,40.0,41.0,43.0,40.0,42.0,37.0,38.0,44.0,42.0,42.0
11,44.0,44.0,43.0,41.0,44.0,42.0,42.0,41.0,41.0,41.0,44.0,43.0
12,45.0,44.0,44.0,41.0,43.0,44.0,45.0,42.0,43.0,41.0,42.0,42.0
13,46.0,43.0,43.0,46.0,44.0,43.0,42.0,41.0,42.0,43.0,43.0,46.0
14,46.0,43.0,43.0,45.0,45.0,43.0,45.0,45.0,45.0,41.0,45.0,45.0
15,43.0,43.0,44.0,42.0,37.0,42.0,42.0,43.0,44.0,42.0,37.0,42.0
16,45.0,42.0,42.0,43.0,38.0,43.0,43.0,41.0,41.0,40.0,37.0,47.0
17,45.0,44.0,43.0,46.0,42.0,43.0,46.0,42.0,43.0,42.0,42.0,46.0
18,44.0,44.0,44.0,45.0,43.0,44.0,46.0,46.0,46.0,45.0,42.0,45.0
19,44.0,41.0,41.0,45.0,44.0,40.0,43.0,45.0,45.0,45.0,44.0,45.0
20,43.0,42.0,46.0,46.0,45.0,41.0,47.0,46.0,46.0,44.0,45.0,46.0
21,44.0,43.0,43.0,45.0,44.0,43.0,44.0,45.0,45.0,45.0,42.0,45.0
22,44.0,41.0,41.0,46.0,45.0,41.0,41.0,46.0,46.0,46.0,45.0,46.0
23,43.0,42.0,45.0,46.0,45.0,41.0,45.0,46.0,46.0,43.0,43.0,46.0
24,43.0,47.0,47.0,45.0,44.0,47.0,47.0,46.0,46.0,43.0,43.0,45.0
25,44.0,45.0,44.0,45.0,45.0,44.0,44.0,41.0,42.0,44.0,43.0,46.0
26,44.0,46.0,46.0,45.0,48.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0
27,45.0,46.0,46.0,45.0,44.0,46.0,47.0,47.0,47.0,46.0,43.0,45.0
28,46.0,44.0,44.0,46.0,45.0,45.0,46.0,45.0,45.0,46.0,44.0,47.0
29,46.0,45.0,45.0,46.0,49.0,45.0,46.0,47.0,47.0,46.0,47.0,46.0
30,44.0,45.0,45.0,44.0,44.0,44.0,44.0,44.0,45.0,45.0,43.0,46.0
31,45.0,45.0,45.0,46.0,45.0,45.0,46.0,45.0,45.0,47.0,43.0,48.0
32,45.0,45.0,45.0,46.0,45.0,44.0,46.0,46.0,46.0,47.0,45.0,47.0
33,44.0,41.0,41.0,41.0,40.0,40.0,40.0,44.0,44.0,41.0,38.0,41.0
34,43.0,41.0,40.0,42.0,41.0,39.0,37.0,42.0,42.0,42.0,41.0,41.0
35,43.0,38.0,42.0,42.0,41.0,37.0,41.0,42.0,42.0,43.0,39.0,42.0
36,43.0,45.0,45.0,41.0,42.0,45.0,45.0,43.0,43.0,39.0,42.0,41.0
