Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12
0,49.0,49.0,49.0,48.0,51.0,46.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
1,49.0,49.0,49.0,42.0,45.0,50.0,45.0,45.0,45.0,45.0,45.0,44.0,52.0
2,45.0,45.0,45.0,43.0,45.0,46.0,45.0,45.0,45.0,45.0,45.0,44.0,48.0
3,49.0,49.0,49.0,48.0,51.0,46.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
4,49.0,49.0,49.0,42.0,45.0,51.0,45.0,45.0,45.0,45.0,45.0,44.0,52.0
5,47.0,47.0,47.0,43.0,45.0,46.0,45.0,45.0,45.0,45.0,45.0,44.0,49.0
6,49.0,49.0,49.0,49.0,52.0,47.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
7,49.0,49.0,49.0,44.0,45.0,50.0,46.0,46.0,46.0,46.0,46.0,45.0,53.0
8,48.0,48.0,48.0,44.0,45.0,47.0,46.0,46.0,46.0,46.0,46.0,45.0,50.0
9,49.0,49.0,49.0,52.0,51.0,48.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
10,54.0,54.0,54.0,53.0,52.0,50.0,52.0,52.0,52.0,52.0,52.0,51.0,52.0
11,50.0,49.0,49.0,49.0,51.0,47.0,51.0,51.0,51.0,51.0,51.0,51.0,48.0
12,48.0,48.0,48.0,51.0,51.0,51.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
13,53.0,53.0,53.0,54.0,52.0,54.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
14,50.0,50.0,50.0,50.0,52.0,51.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
15,49.0,49.0,49.0,49.0,51.0,50.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
16,51.0,51.0,51.0,51.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
17,51.0,51.0,51.0,47.0,52.0,50.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
18,48.0,48.0,48.0,48.0,51.0,46.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
19,49.0,49.0,49.0,42.0,44.0,51.0,44.0,44.0,44.0,44.0,44.0,44.0,51.0
20,46.0,46.0,46.0,43.0,44.0,46.0,44.0,44.0,44.0,44.0,44.0,44.0,48.0
21,49.0,49.0,49.0,49.0,52.0,47.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
22,49.0,49.0,49.0,44.0,45.0,51.0,45.0,45.0,45.0,45.0,45.0,45.0,52.0
23,47.0,47.0,47.0,44.0,45.0,47.0,45.0,45.0,45.0,45.0,45.0,45.0,49.0
24,49.0,49.0,49.0,52.0,51.0,48.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
25,54.0,54.0,54.0,53.0,52.0,50.0,51.0,51.0,51.0,51.0,51.0,51.0,52.0
26,50.0,49.0,49.0,49.0,51.0,48.0,51.0,51.0,51.0,51.0,51.0,51.0,49.0
27,48.0,48.0,48.0,51.0,51.0,51.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
28,53.0,53.0,53.0,54.0,52.0,54.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
29,50.0,50.0,50.0,50.0,52.0,51.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
30,49.0,49.0,49.0,49.0,51.0,50.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
31,51.0,51.0,51.0,51.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
32,51.0,51.0,51.0,47.0,52.0,50.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
33,49.0,49.0,49.0,50.0,52.0,47.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
34,50.0,49.0,49.0,44.0,46.0,51.0,46.0,46.0,46.0,46.0,46.0,45.0,53.0
35,47.0,45.0,45.0,45.0,46.0,47.0,46.0,46.0,46.0,46.0,46.0,45.0,49.0
36,49.0,49.0,49.0,52.0,51.0,48.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
37,54.0,54.0,54.0,53.0,52.0,50.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0
38,50.0,49.0,49.0,49.0,52.0,48.0,52.0,52.0,52.0,52.0,52.0,52.0,50.0
39,48.0,48.0,48.0,51.0,51.0,52.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
40,53.0,53.0,53.0,54.0,53.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
41,50.0,50.0,50.0,50.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
42,49.0,49.0,49.0,49.0,52.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,52.0
43,51.0,51.0,51.0,51.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,54.0
44,51.0,51.0,51.0,48.0,53.0,51.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
45,52.0,52.0,52.0,51.0,50.0,48.0,50.0,50.0,50.0,50.0,50.0,50.0,49.0
46,53.0,53.0,53.0,51.0,52.0,48.0,52.0,52.0,52.0,52.0,52.0,52.0,51.0
47,53.0,53.0,53.0,49.0,51.0,47.0,51.0,51.0,51.0,51.0,51.0,51.0,48.0
48,53.0,53.0,53.0,51.0,51.0,53.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
49,54.0,54.0,54.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
50,54.0,54.0,54.0,53.0,52.0,51.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
51,50.0,50.0,50.0,51.0,51.0,52.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
52,54.0,54.0,54.0,52.0,53.0,51.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
53,54.0,54.0,54.0,53.0,52.0,50.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
54,52.0,52.0,52.0,51.0,50.0,52.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
55,53.0,53.0,53.0,52.0,52.0,51.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
56,53.0,53.0,53.0,54.0,52.0,50.0,51.0,51.0,51.0,51.0,51.0,51.0,52.0
57,49.0,49.0,49.0,51.0,51.0,52.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
58,53.0,53.0,53.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
59,53.0,53.0,53.0,54.0,52.0,51.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0
60,50.0,50.0,50.0,49.0,50.0,51.0,50.0,50.0,51.0,51.0,50.0,51.0,51.0
61,51.0,51.0,51.0,51.0,53.0,51.0,52.0,52.0,53.0,53.0,52.0,53.0,53.0
62,51.0,51.0,51.0,51.0,52.0,50.0,51.0,51.0,52.0,52.0,51.0,52.0,53.0
63,48.0,48.0,48.0,48.0,50.0,45.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
64,49.0,49.0,49.0,42.0,44.0,51.0,44.0,44.0,44.0,44.0,44.0,44.0,51.0
65,45.0,45.0,45.0,43.0,44.0,46.0,44.0,44.0,44.0,44.0,44.0,44.0,47.0
66,48.0,48.0,48.0,49.0,51.0,46.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
67,49.0,49.0,49.0,43.0,45.0,51.0,45.0,45.0,45.0,45.0,45.0,45.0,52.0
68,46.0,46.0,46.0,44.0,45.0,46.0,45.0,45.0,45.0,45.0,45.0,45.0,48.0
69,48.0,48.0,48.0,51.0,50.0,47.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
70,53.0,53.0,53.0,52.0,51.0,50.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
71,49.0,49.0,49.0,48.0,51.0,48.0,50.0,50.0,50.0,50.0,50.0,50.0,48.0
72,48.0,48.0,48.0,50.0,50.0,51.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
73,52.0,52.0,52.0,53.0,52.0,54.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
74,49.0,49.0,49.0,49.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
75,49.0,49.0,49.0,48.0,51.0,50.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
76,50.0,50.0,50.0,50.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
77,50.0,50.0,50.0,47.0,52.0,50.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
78,48.0,48.0,48.0,50.0,52.0,47.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
79,49.0,49.0,49.0,43.0,46.0,51.0,45.0,45.0,45.0,45.0,45.0,45.0,52.0
80,47.0,45.0,45.0,45.0,46.0,47.0,45.0,45.0,45.0,45.0,45.0,45.0,48.0
81,49.0,48.0,48.0,51.0,51.0,48.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
82,53.0,53.0,53.0,52.0,52.0,50.0,51.0,51.0,51.0,51.0,51.0,51.0,52.0
83,50.0,49.0,49.0,49.0,52.0,48.0,51.0,51.0,51.0,51.0,51.0,51.0,49.0
84,48.0,48.0,48.0,50.0,51.0,52.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
85,52.0,52.0,52.0,53.0,53.0,54.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
86,49.0,49.0,49.0,50.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
87,49.0,49.0,49.0,49.0,52.0,51.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
88,50.0,50.0,50.0,50.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
89,50.0,50.0,50.0,48.0,53.0,51.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
90,51.0,51.0,51.0,50.0,50.0,48.0,49.0,49.0,49.0,49.0,49.0,49.0,48.0
91,52.0,52.0,52.0,50.0,52.0,48.0,51.0,51.0,51.0,51.0,51.0,51.0,50.0
92,53.0,53.0,53.0,49.0,51.0,47.0,50.0,50.0,50.0,50.0,50.0,50.0,49.0
93,52.0,52.0,52.0,51.0,50.0,53.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
94,53.0,53.0,53.0,51.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
95,54.0,54.0,54.0,53.0,52.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,52.0
96,49.0,49.0,49.0,51.0,51.0,52.0,50.0,50.0,50.0,50.0,50.0,50.0,51.0
97,53.0,53.0,53.0,51.0,53.0,51.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
98,54.0,54.0,54.0,53.0,52.0,50.0,51.0,51.0,52.0,52.0,51.0,52.0,52.0
99,51.0,51.0,51.0,50.0,50.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,50.0
100,52.0,52.0,52.0,51.0,52.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,52.0
101,53.0,53.0,53.0,54.0,52.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,52.0
102,49.0,49.0,49.0,50.0,50.0,52.0,50.0,50.0,50.0,50.0,50.0,50.0,51.0
103,52.0,52.0,52.0,51.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0
104,53.0,53.0,53.0,54.0,52.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,53.0
105,49.0,49.0,49.0,49.0,50.0,51.0,49.0,49.0,50.0,50.0,49.0,50.0,51.0
106,50.0,50.0,50.0,50.0,53.0,51.0,51.0,51.0,52.0,52.0,51.0,52.0,53.0
107,51.0,51.0,51.0,51.0,52.0,50.0,50.0,50.0,51.0,51.0,50.0,51.0,53.0
108,47.0,46.0,46.0,50.0,52.0,47.0,48.0,48.0,48.0,48.0,48.0,48.0,49.0
109,47.0,45.0,45.0,41.0,46.0,51.0,41.0,41.0,41.0,41.0,41.0,41.0,48.0
110,47.0,45.0,45.0,45.0,46.0,47.0,41.0,41.0,41.0,41.0,41.0,41.0,49.0
111,50.0,48.0,48.0,50.0,51.0,48.0,50.0,50.0,50.0,50.0,50.0,50.0,49.0
112,51.0,49.0,49.0,50.0,52.0,50.0,48.0,48.0,48.0,48.0,48.0,47.0,50.0
113,51.0,49.0,49.0,50.0,52.0,48.0,48.0,48.0,48.0,48.0,48.0,47.0,50.0
114,49.0,48.0,48.0,50.0,52.0,52.0,50.0,50.0,50.0,50.0,50.0,50.0,51.0
115,50.0,49.0,49.0,51.0,53.0,53.0,48.0,48.0,48.0,48.0,48.0,48.0,52.0
116,50.0,49.0,49.0,51.0,53.0,52.0,48.0,48.0,48.0,48.0,48.0,48.0,53.0
117,49.0,49.0,49.0,50.0,53.0,51.0,48.0,48.0,48.0,48.0,48.0,48.0,52.0
118,50.0,50.0,50.0,48.0,54.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,53.0
119,51.0,50.0,50.0,48.0,54.0,51.0,49.0,49.0,49.0,49.0,49.0,49.0,53.0
120,51.0,51.0,51.0,49.0,51.0,48.0,50.0,50.0,50.0,50.0,50.0,50.0,48.0
121,52.0,52.0,52.0,50.0,52.0,49.0,48.0,48.0,48.0,48.0,48.0,48.0,50.0
