Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10
0,49.0,46.0,45.0,45.0,45.0,42.0,48.0,49.0,49.0,48.0,47.0
1,49.0,48.0,40.0,40.0,40.0,36.0,50.0,48.0,48.0,46.0,39.0
2,52.0,52.0,43.0,43.0,43.0,40.0,51.0,49.0,49.0,48.0,43.0
3,52.0,50.0,49.0,49.0,49.0,46.0,49.0,50.0,50.0,49.0,51.0
4,51.0,49.0,43.0,43.0,43.0,40.0,49.0,50.0,50.0,50.0,43.0
5,52.0,52.0,48.0,48.0,48.0,45.0,50.0,51.0,51.0,50.0,48.0
6,51.0,51.0,50.0,50.0,50.0,47.0,49.0,50.0,50.0,48.0,52.0
7,52.0,50.0,44.0,44.0,44.0,41.0,50.0,51.0,51.0,51.0,44.0
8,51.0,53.0,44.0,44.0,44.0,41.0,51.0,51.0,51.0,51.0,44.0
9,48.0,46.0,45.0,45.0,45.0,44.0,49.0,50.0,50.0,51.0,47.0
10,51.0,48.0,42.0,42.0,42.0,41.0,49.0,49.0,49.0,48.0,44.0
11,51.0,50.0,43.0,43.0,43.0,41.0,50.0,48.0,48.0,50.0,43.0
12,47.0,46.0,49.0,49.0,49.0,46.0,49.0,50.0,50.0,51.0,51.0
13,50.0,48.0,50.0,50.0,50.0,47.0,49.0,48.0,48.0,48.0,52.0
14,50.0,49.0,48.0,48.0,48.0,47.0,50.0,47.0,47.0,50.0,50.0
15,46.0,47.0,50.0,50.0,50.0,47.0,48.0,49.0,49.0,49.0,52.0
16,51.0,49.0,47.0,47.0,47.0,44.0,49.0,48.0,48.0,47.0,49.0
17,48.0,50.0,49.0,49.0,49.0,48.0,50.0,48.0,48.0,46.0,51.0
18,52.0,51.0,50.0,50.0,50.0,47.0,48.0,49.0,49.0,48.0,52.0
19,50.0,50.0,46.0,46.0,46.0,39.0,52.0,53.0,53.0,52.0,46.0
20,51.0,51.0,47.0,47.0,47.0,44.0,49.0,50.0,50.0,49.0,47.0
21,53.0,52.0,51.0,51.0,51.0,48.0,48.0,49.0,49.0,47.0,53.0
22,51.0,51.0,47.0,47.0,47.0,40.0,53.0,54.0,54.0,53.0,47.0
23,50.0,52.0,48.0,48.0,48.0,45.0,50.0,51.0,51.0,50.0,48.0
24,47.0,45.0,44.0,44.0,44.0,43.0,48.0,49.0,49.0,50.0,46.0
25,50.0,49.0,42.0,42.0,42.0,40.0,49.0,48.0,48.0,50.0,43.0
26,50.0,49.0,42.0,42.0,42.0,40.0,49.0,47.0,47.0,49.0,42.0
27,46.0,45.0,48.0,48.0,48.0,45.0,48.0,49.0,49.0,50.0,50.0
28,49.0,48.0,49.0,49.0,49.0,46.0,48.0,48.0,48.0,50.0,51.0
29,49.0,48.0,47.0,47.0,47.0,46.0,49.0,47.0,47.0,49.0,49.0
30,46.0,46.0,49.0,49.0,49.0,46.0,47.0,48.0,48.0,48.0,51.0
31,50.0,49.0,49.0,49.0,49.0,43.0,48.0,48.0,48.0,48.0,51.0
32,48.0,49.0,48.0,48.0,48.0,47.0,49.0,47.0,47.0,46.0,50.0
33,49.0,48.0,45.0,45.0,45.0,44.0,43.0,44.0,44.0,43.0,49.0
34,52.0,50.0,43.0,43.0,43.0,39.0,49.0,49.0,49.0,48.0,43.0
35,51.0,51.0,42.0,42.0,42.0,40.0,50.0,49.0,49.0,47.0,43.0
36,46.0,46.0,45.0,45.0,45.0,44.0,45.0,44.0,44.0,46.0,47.0
37,51.0,50.0,43.0,43.0,43.0,41.0,50.0,49.0,49.0,51.0,44.0
38,49.0,50.0,42.0,42.0,42.0,40.0,50.0,48.0,48.0,49.0,42.0
39,46.0,45.0,44.0,44.0,44.0,44.0,44.0,43.0,44.0,46.0,46.0
40,50.0,49.0,50.0,50.0,50.0,47.0,49.0,49.0,49.0,51.0,52.0
41,48.0,49.0,46.0,46.0,46.0,44.0,50.0,48.0,48.0,49.0,49.0
42,47.0,45.0,45.0,45.0,45.0,43.0,43.0,44.0,44.0,43.0,47.0
43,51.0,50.0,50.0,50.0,50.0,44.0,49.0,49.0,49.0,49.0,52.0
44,49.0,50.0,47.0,47.0,47.0,44.0,50.0,48.0,48.0,47.0,49.0
45,47.0,45.0,43.0,43.0,43.0,44.0,44.0,45.0,44.0,50.0,45.0
46,49.0,48.0,42.0,42.0,42.0,41.0,48.0,48.0,48.0,49.0,43.0
47,50.0,49.0,42.0,42.0,42.0,40.0,49.0,47.0,47.0,51.0,42.0
48,47.0,49.0,48.0,48.0,48.0,50.0,44.0,44.0,44.0,50.0,50.0
49,50.0,48.0,50.0,50.0,50.0,49.0,48.0,48.0,48.0,49.0,52.0
50,50.0,49.0,49.0,49.0,49.0,46.0,49.0,48.0,48.0,51.0,51.0
51,45.0,49.0,49.0,49.0,49.0,51.0,44.0,43.0,43.0,45.0,51.0
52,50.0,49.0,47.0,47.0,47.0,46.0,49.0,48.0,48.0,50.0,49.0
53,48.0,50.0,50.0,50.0,50.0,47.0,49.0,47.0,47.0,47.0,52.0
54,46.0,48.0,47.0,47.0,47.0,50.0,44.0,43.0,43.0,49.0,49.0
55,49.0,47.0,49.0,49.0,49.0,49.0,47.0,48.0,48.0,49.0,51.0
56,49.0,48.0,49.0,49.0,49.0,47.0,48.0,47.0,47.0,51.0,51.0
57,44.0,48.0,48.0,48.0,48.0,51.0,45.0,43.0,43.0,45.0,50.0
58,49.0,48.0,49.0,49.0,49.0,47.0,48.0,48.0,48.0,50.0,51.0
59,47.0,49.0,50.0,50.0,50.0,48.0,48.0,47.0,47.0,47.0,52.0
60,45.0,44.0,44.0,44.0,44.0,43.0,44.0,43.0,43.0,43.0,46.0
61,50.0,49.0,49.0,49.0,49.0,44.0,47.0,48.0,48.0,48.0,51.0
62,47.0,49.0,47.0,47.0,47.0,44.0,48.0,47.0,47.0,45.0,48.0
63,51.0,50.0,49.0,49.0,49.0,46.0,44.0,48.0,48.0,47.0,51.0
64,49.0,49.0,45.0,45.0,45.0,38.0,47.0,52.0,52.0,51.0,45.0
65,50.0,50.0,46.0,46.0,46.0,43.0,48.0,49.0,49.0,48.0,46.0
66,52.0,51.0,50.0,50.0,50.0,47.0,45.0,48.0,48.0,46.0,52.0
67,50.0,50.0,46.0,46.0,46.0,39.0,48.0,53.0,53.0,52.0,46.0
68,49.0,51.0,47.0,47.0,47.0,44.0,49.0,50.0,50.0,49.0,47.0
69,46.0,44.0,43.0,43.0,43.0,42.0,44.0,48.0,48.0,49.0,45.0
70,49.0,48.0,41.0,41.0,41.0,39.0,48.0,47.0,47.0,49.0,42.0
71,49.0,48.0,41.0,41.0,41.0,39.0,48.0,46.0,46.0,48.0,41.0
72,45.0,44.0,47.0,47.0,47.0,44.0,43.0,48.0,48.0,49.0,49.0
73,48.0,47.0,48.0,48.0,48.0,45.0,47.0,47.0,47.0,49.0,50.0
74,48.0,47.0,46.0,46.0,46.0,45.0,48.0,46.0,46.0,48.0,48.0
75,45.0,45.0,48.0,48.0,48.0,45.0,42.0,47.0,47.0,47.0,50.0
76,49.0,48.0,48.0,48.0,48.0,42.0,47.0,47.0,47.0,47.0,50.0
77,48.0,48.0,47.0,47.0,47.0,46.0,48.0,46.0,46.0,45.0,49.0
78,48.0,47.0,44.0,44.0,44.0,43.0,42.0,43.0,43.0,42.0,48.0
79,51.0,49.0,42.0,42.0,42.0,38.0,48.0,48.0,48.0,47.0,42.0
80,50.0,50.0,41.0,41.0,41.0,39.0,49.0,48.0,48.0,46.0,42.0
81,45.0,45.0,44.0,44.0,44.0,43.0,44.0,43.0,43.0,45.0,46.0
82,50.0,49.0,42.0,42.0,42.0,40.0,49.0,48.0,48.0,50.0,43.0
83,48.0,49.0,41.0,41.0,41.0,39.0,49.0,47.0,47.0,48.0,41.0
84,45.0,44.0,43.0,43.0,43.0,43.0,43.0,42.0,43.0,45.0,45.0
85,49.0,48.0,49.0,49.0,49.0,46.0,48.0,48.0,48.0,50.0,51.0
86,47.0,48.0,45.0,45.0,45.0,43.0,49.0,47.0,47.0,48.0,48.0
87,46.0,44.0,44.0,44.0,44.0,42.0,42.0,43.0,43.0,42.0,46.0
88,50.0,49.0,49.0,49.0,49.0,43.0,48.0,48.0,48.0,48.0,51.0
89,48.0,49.0,46.0,46.0,46.0,43.0,49.0,47.0,47.0,46.0,48.0
90,47.0,45.0,43.0,43.0,43.0,44.0,43.0,44.0,44.0,49.0,45.0
91,50.0,49.0,41.0,41.0,41.0,40.0,49.0,48.0,48.0,51.0,42.0
92,49.0,48.0,41.0,41.0,41.0,39.0,48.0,47.0,47.0,50.0,41.0
93,46.0,49.0,48.0,48.0,48.0,50.0,43.0,44.0,44.0,49.0,50.0
