Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4
0,46.0,46.0,47.0,42.0,46.0
1,48.0,48.0,48.0,45.0,47.0
2,48.0,48.0,51.0,46.0,48.0
3,46.0,46.0,47.0,41.0,45.0
4,48.0,48.0,51.0,45.0,47.0
5,51.0,51.0,51.0,46.0,50.0
6,46.0,46.0,48.0,42.0,46.0
7,48.0,48.0,51.0,45.0,47.0
8,51.0,51.0,51.0,46.0,50.0
9,47.0,47.0,48.0,46.0,47.0
10,51.0,51.0,51.0,46.0,50.0
11,49.0,49.0,52.0,48.0,49.0
12,46.0,46.0,47.0,45.0,46.0
13,50.0,50.0,50.0,46.0,49.0
14,48.0,48.0,51.0,50.0,48.0
15,46.0,46.0,47.0,42.0,46.0
16,48.0,48.0,48.0,46.0,48.0
17,48.0,48.0,52.0,47.0,48.0
18,46.0,45.0,46.0,41.0,44.0
19,48.0,47.0,51.0,44.0,46.0
20,51.0,51.0,51.0,47.0,50.0
21,46.0,45.0,47.0,42.0,45.0
22,48.0,47.0,51.0,45.0,46.0
23,51.0,51.0,51.0,48.0,50.0
24,47.0,46.0,48.0,45.0,46.0
25,51.0,51.0,51.0,49.0,50.0
26,52.0,52.0,52.0,47.0,51.0
27,46.0,45.0,47.0,44.0,45.0
28,50.0,50.0,50.0,48.0,49.0
29,51.0,51.0,51.0,50.0,50.0
30,46.0,46.0,47.0,41.0,45.0
31,48.0,47.0,51.0,45.0,47.0
32,52.0,52.0,52.0,46.0,51.0
33,45.0,45.0,48.0,43.0,46.0
34,47.0,47.0,51.0,45.0,46.0
35,51.0,51.0,51.0,48.0,50.0
36,47.0,47.0,49.0,46.0,47.0
37,51.0,51.0,52.0,50.0,50.0
38,52.0,52.0,52.0,48.0,51.0
39,46.0,46.0,48.0,45.0,46.0
40,50.0,50.0,51.0,49.0,49.0
41,51.0,51.0,51.0,50.0,50.0
42,46.0,46.0,47.0,42.0,46.0
43,47.0,47.0,52.0,46.0,47.0
44,52.0,52.0,52.0,45.0,51.0
45,48.0,48.0,49.0,47.0,48.0
46,52.0,52.0,52.0,48.0,51.0
47,50.0,50.0,52.0,49.0,50.0
48,47.0,47.0,48.0,46.0,47.0
49,51.0,51.0,51.0,49.0,50.0
50,49.0,49.0,51.0,51.0,49.0
51,47.0,47.0,49.0,46.0,47.0
52,52.0,52.0,52.0,50.0,51.0
53,49.0,49.0,52.0,47.0,49.0
54,46.0,46.0,47.0,45.0,46.0
55,50.0,50.0,50.0,48.0,49.0
56,48.0,48.0,50.0,50.0,48.0
57,46.0,46.0,48.0,45.0,46.0
58,51.0,51.0,51.0,49.0,50.0
59,48.0,48.0,51.0,51.0,48.0
60,46.0,46.0,47.0,41.0,46.0
61,47.0,47.0,48.0,46.0,47.0
62,48.0,48.0,48.0,46.0,48.0
63,45.0,50.0,45.0,40.0,49.0
64,46.0,46.0,50.0,43.0,45.0
65,51.0,50.0,51.0,46.0,49.0
66,45.0,50.0,46.0,41.0,49.0
67,47.0,46.0,50.0,44.0,45.0
68,51.0,50.0,51.0,47.0,49.0
69,46.0,45.0,47.0,45.0,45.0
70,51.0,50.0,52.0,48.0,49.0
71,52.0,51.0,51.0,51.0,50.0
72,45.0,44.0,46.0,44.0,44.0
73,50.0,49.0,51.0,47.0,48.0
74,51.0,50.0,50.0,50.0,49.0
75,46.0,45.0,46.0,41.0,44.0
76,47.0,46.0,50.0,44.0,46.0
77,52.0,51.0,51.0,46.0,50.0
78,45.0,50.0,47.0,42.0,49.0
79,47.0,46.0,50.0,45.0,45.0
80,51.0,51.0,52.0,48.0,49.0
81,47.0,46.0,48.0,46.0,46.0
82,51.0,51.0,53.0,49.0,49.0
83,52.0,51.0,51.0,52.0,50.0
84,46.0,45.0,47.0,45.0,45.0
85,50.0,50.0,52.0,48.0,48.0
86,51.0,50.0,50.0,51.0,49.0
87,46.0,45.0,46.0,42.0,45.0
88,47.0,46.0,51.0,45.0,46.0
89,52.0,51.0,51.0,47.0,50.0
90,48.0,47.0,48.0,46.0,47.0
91,52.0,51.0,51.0,53.0,50.0
92,50.0,49.0,51.0,48.0,49.0
93,47.0,46.0,47.0,45.0,46.0
94,51.0,51.0,53.0,52.0,49.0
95,49.0,48.0,51.0,50.0,48.0
96,47.0,46.0,48.0,45.0,46.0
97,52.0,52.0,54.0,50.0,50.0
98,49.0,48.0,51.0,46.0,48.0
99,46.0,45.0,46.0,44.0,45.0
100,50.0,50.0,52.0,51.0,48.0
101,48.0,47.0,50.0,49.0,47.0
102,46.0,45.0,47.0,44.0,45.0
103,51.0,51.0,53.0,49.0,49.0
104,48.0,47.0,50.0,50.0,47.0
105,46.0,45.0,46.0,40.0,45.0
106,47.0,46.0,47.0,45.0,46.0
107,48.0,47.0,51.0,45.0,47.0
108,40.0,46.0,47.0,43.0,45.0
109,42.0,42.0,47.0,43.0,41.0
110,46.0,46.0,53.0,48.0,45.0
111,42.0,43.0,49.0,47.0,43.0
112,46.0,46.0,54.0,49.0,45.0
113,47.0,47.0,51.0,53.0,46.0
114,41.0,42.0,48.0,46.0,42.0
115,45.0,45.0,53.0,48.0,44.0
116,46.0,46.0,50.0,52.0,45.0
117,41.0,41.0,46.0,43.0,42.0
118,42.0,42.0,48.0,43.0,42.0
119,47.0,47.0,51.0,48.0,46.0
120,43.0,43.0,49.0,47.0,43.0
121,47.0,47.0,52.0,54.0,46.0
122,47.0,48.0,51.0,49.0,48.0
123,42.0,42.0,48.0,46.0,42.0
124,46.0,46.0,54.0,53.0,45.0
125,46.0,47.0,51.0,50.0,47.0
126,42.0,43.0,49.0,46.0,43.0
127,47.0,47.0,55.0,50.0,46.0
128,47.0,48.0,52.0,47.0,48.0
129,41.0,41.0,47.0,45.0,41.0
130,45.0,45.0,53.0,52.0,44.0
131,45.0,46.0,51.0,49.0,46.0
132,41.0,42.0,48.0,45.0,42.0
133,46.0,46.0,54.0,49.0,45.0
134,46.0,47.0,51.0,46.0,47.0
135,41.0,41.0,46.0,41.0,41.0
136,42.0,42.0,48.0,43.0,42.0
137,46.0,47.0,52.0,45.0,47.0
138,44.0,45.0,51.0,48.0,45.0
139,47.0,48.0,52.0,50.0,48.0
140,45.0,46.0,52.0,50.0,46.0
141,46.0,47.0,53.0,47.0,44.0
142,46.0,47.0,52.0,54.0,47.0
143,45.0,46.0,52.0,51.0,46.0
144,47.0,48.0,54.0,46.0,45.0
145,47.0,48.0,53.0,55.0,48.0
146,46.0,47.0,53.0,49.0,47.0
147,45.0,46.0,52.0,46.0,44.0
148,45.0,46.0,54.0,53.0,46.0
149,44.0,47.0,51.0,50.0,49.0
150,46.0,47.0,53.0,46.0,45.0
151,46.0,47.0,55.0,54.0,47.0
152,45.0,48.0,52.0,51.0,50.0
153,42.0,43.0,48.0,45.0,46.0
154,46.0,48.0,56.0,50.0,47.0
155,45.0,49.0,52.0,50.0,51.0
156,44.0,45.0,51.0,45.0,43.0
157,44.0,45.0,53.0,52.0,45.0
158,43.0,46.0,50.0,49.0,48.0
159,45.0,46.0,52.0,45.0,44.0
160,45.0,46.0,54.0,53.0,46.0
161,44.0,47.0,51.0,50.0,49.0
162,41.0,42.0,47.0,44.0,45.0
163,45.0,47.0,55.0,50.0,46.0
164,44.0,48.0,51.0,49.0,50.0
165,41.0,42.0,46.0,40.0,41.0
166,41.0,42.0,48.0,43.0,42.0
167,42.0,43.0,48.0,46.0,42.0
