Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4
0,33.0,30.0,30.0,32.0,30.0
1,36.0,32.0,32.0,35.0,32.0
2,34.0,34.0,34.0,34.0,34.0
3,34.0,31.0,31.0,33.0,31.0
4,37.0,33.0,33.0,34.0,33.0
5,35.0,33.0,33.0,35.0,33.0
6,33.0,30.0,30.0,33.0,30.0
7,37.0,33.0,33.0,35.0,33.0
8,35.0,34.0,34.0,35.0,34.0
9,35.0,33.0,33.0,34.0,33.0
10,37.0,34.0,34.0,35.0,34.0
11,34.0,34.0,34.0,35.0,34.0
12,34.0,32.0,32.0,33.0,32.0
13,36.0,33.0,33.0,34.0,33.0
14,34.0,33.0,33.0,34.0,33.0
15,33.0,29.0,29.0,31.0,29.0
16,36.0,31.0,31.0,33.0,31.0
17,35.0,32.0,32.0,35.0,32.0
18,33.0,30.0,30.0,34.0,30.0
19,36.0,32.0,32.0,34.0,32.0
20,34.0,34.0,34.0,36.0,34.0
21,33.0,31.0,31.0,33.0,31.0
22,36.0,33.0,33.0,35.0,33.0
23,35.0,33.0,33.0,35.0,33.0
24,34.0,34.0,34.0,35.0,34.0
25,36.0,34.0,34.0,35.0,34.0
26,34.0,33.0,33.0,34.0,33.0
27,33.0,33.0,33.0,34.0,33.0
28,35.0,33.0,33.0,34.0,33.0
29,35.0,32.0,32.0,35.0,32.0
30,32.0,30.0,30.0,31.0,30.0
31,35.0,32.0,32.0,32.0,32.0
32,34.0,32.0,32.0,34.0,32.0
33,32.0,30.0,30.0,34.0,30.0
34,36.0,32.0,32.0,33.0,32.0
35,34.0,34.0,34.0,36.0,34.0
36,33.0,33.0,33.0,34.0,33.0
37,37.0,35.0,35.0,36.0,35.0
38,35.0,33.0,32.0,35.0,32.0
39,34.0,32.0,32.0,33.0,32.0
40,36.0,34.0,34.0,35.0,34.0
41,36.0,32.0,32.0,34.0,32.0
42,31.0,29.0,29.0,32.0,29.0
43,35.0,32.0,32.0,33.0,32.0
44,33.0,33.0,33.0,34.0,33.0
45,32.0,33.0,33.0,34.0,33.0
46,34.0,32.0,32.0,33.0,32.0
47,33.0,34.0,34.0,34.0,34.0
48,32.0,32.0,32.0,33.0,32.0
49,35.0,33.0,33.0,34.0,33.0
50,34.0,34.0,34.0,35.0,34.0
51,32.0,33.0,33.0,34.0,33.0
52,36.0,34.0,34.0,33.0,34.0
53,34.0,35.0,35.0,36.0,35.0
54,32.0,31.0,31.0,32.0,31.0
55,34.0,32.0,32.0,33.0,32.0
56,34.0,33.0,33.0,34.0,33.0
57,33.0,32.0,32.0,33.0,32.0
58,35.0,33.0,33.0,32.0,33.0
59,35.0,34.0,34.0,35.0,34.0
60,30.0,25.0,24.0,30.0,24.0
61,34.0,31.0,31.0,32.0,31.0
62,32.0,31.0,31.0,33.0,31.0
63,32.0,29.0,29.0,33.0,29.0
64,35.0,31.0,31.0,33.0,31.0
65,33.0,33.0,33.0,35.0,33.0
66,32.0,30.0,30.0,32.0,30.0
67,35.0,32.0,32.0,34.0,32.0
68,34.0,32.0,32.0,34.0,32.0
69,33.0,33.0,33.0,34.0,33.0
70,35.0,33.0,33.0,34.0,33.0
71,33.0,35.0,35.0,33.0,35.0
72,32.0,32.0,32.0,33.0,32.0
73,34.0,32.0,32.0,33.0,32.0
74,34.0,34.0,34.0,34.0,34.0
75,31.0,29.0,29.0,30.0,29.0
76,34.0,31.0,31.0,31.0,31.0
77,33.0,31.0,31.0,33.0,31.0
78,31.0,30.0,29.0,33.0,29.0
79,35.0,31.0,31.0,32.0,31.0
80,33.0,33.0,33.0,35.0,33.0
81,32.0,32.0,32.0,33.0,32.0
82,36.0,34.0,34.0,35.0,34.0
83,34.0,34.0,34.0,34.0,34.0
84,33.0,31.0,31.0,32.0,31.0
85,35.0,33.0,33.0,34.0,33.0
86,35.0,33.0,33.0,33.0,33.0
87,30.0,29.0,28.0,31.0,28.0
88,34.0,31.0,31.0,32.0,31.0
89,32.0,32.0,32.0,33.0,32.0
90,32.0,32.0,32.0,33.0,32.0
91,34.0,34.0,34.0,32.0,34.0
92,34.0,33.0,33.0,33.0,33.0
93,33.0,32.0,32.0,32.0,32.0
94,35.0,33.0,33.0,33.0,33.0
95,35.0,34.0,34.0,34.0,34.0
96,31.0,32.0,32.0,33.0,32.0
97,35.0,33.0,33.0,32.0,33.0
98,33.0,34.0,34.0,35.0,34.0
99,32.0,31.0,31.0,31.0,31.0
100,34.0,32.0,32.0,32.0,32.0
101,34.0,33.0,33.0,33.0,33.0
102,32.0,31.0,31.0,32.0,31.0
103,34.0,32.0,32.0,31.0,32.0
104,34.0,33.0,33.0,34.0,33.0
105,29.0,27.0,27.0,30.0,27.0
106,33.0,30.0,30.0,31.0,30.0
107,31.0,30.0,30.0,32.0,30.0
108,30.0,31.0,30.0,31.0,30.0
109,34.0,32.0,32.0,32.0,32.0
110,32.0,33.0,32.0,33.0,32.0
111,32.0,33.0,33.0,32.0,33.0
112,35.0,33.0,32.0,33.0,32.0
113,34.0,35.0,35.0,34.0,35.0
114,31.0,32.0,32.0,31.0,32.0
115,34.0,32.0,31.0,32.0,31.0
116,33.0,34.0,34.0,33.0,34.0
117,30.0,30.0,29.0,32.0,29.0
118,34.0,32.0,32.0,32.0,32.0
119,32.0,32.0,31.0,34.0,31.0
120,33.0,32.0,32.0,34.0,32.0
121,35.0,35.0,35.0,33.0,35.0
122,35.0,33.0,32.0,34.0,32.0
123,34.0,32.0,32.0,33.0,32.0
124,36.0,34.0,34.0,32.0,34.0
125,36.0,34.0,34.0,35.0,34.0
126,32.0,33.0,33.0,34.0,33.0
127,34.0,33.0,32.0,33.0,32.0
128,34.0,35.0,35.0,36.0,35.0
129,33.0,31.0,31.0,32.0,31.0
130,35.0,33.0,33.0,31.0,33.0
131,35.0,33.0,33.0,34.0,33.0
132,31.0,32.0,32.0,33.0,32.0
133,33.0,32.0,31.0,32.0,31.0
134,33.0,34.0,34.0,35.0,34.0
135,30.0,28.0,28.0,31.0,28.0
136,33.0,31.0,31.0,32.0,31.0
137,32.0,30.0,30.0,33.0,30.0
138,31.0,33.0,33.0,34.0,33.0
139,33.0,32.0,32.0,35.0,32.0
140,32.0,35.0,35.0,35.0,35.0
141,32.0,32.0,32.0,33.0,32.0
142,33.0,33.0,33.0,34.0,33.0
143,33.0,34.0,34.0,34.0,34.0
144,32.0,32.0,32.0,34.0,32.0
145,34.0,32.0,32.0,34.0,32.0
146,34.0,34.0,34.0,34.0,34.0
147,32.0,31.0,31.0,32.0,31.0
148,34.0,32.0,32.0,33.0,32.0
149,34.0,33.0,33.0,33.0,33.0
150,33.0,31.0,31.0,33.0,31.0
151,35.0,31.0,31.0,34.0,31.0
152,35.0,33.0,33.0,34.0,33.0
153,31.0,32.0,32.0,31.0,32.0
154,33.0,32.0,32.0,33.0,32.0
155,33.0,34.0,34.0,34.0,34.0
156,31.0,30.0,30.0,31.0,30.0
157,33.0,31.0,31.0,32.0,31.0
158,33.0,32.0,32.0,32.0,32.0
159,32.0,30.0,30.0,32.0,30.0
160,34.0,30.0,30.0,33.0,30.0
161,34.0,32.0,32.0,33.0,32.0
162,30.0,31.0,31.0,30.0,31.0
163,32.0,31.0,31.0,32.0,31.0
164,32.0,33.0,33.0,33.0,33.0
165,29.0,23.0,23.0,29.0,23.0
166,32.0,29.0,29.0,31.0,29.0
167,31.0,25.0,25.0,33.0,25.0
