Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14,Roll 15
0,46.0,46.0,45.0,45.0,46.0,46.0,45.0,46.0,45.0,45.0,46.0,43.0,45.0,46.0,46.0,45.0
1,43.0,43.0,46.0,46.0,47.0,47.0,42.0,47.0,47.0,47.0,47.0,42.0,42.0,43.0,47.0,47.0
2,43.0,44.0,49.0,49.0,50.0,49.0,43.0,49.0,50.0,50.0,49.0,46.0,46.0,44.0,49.0,50.0
3,45.0,47.0,46.0,46.0,47.0,45.0,45.0,45.0,48.0,48.0,47.0,44.0,46.0,47.0,47.0,46.0
4,47.0,47.0,47.0,47.0,48.0,47.0,48.0,47.0,47.0,47.0,48.0,46.0,46.0,48.0,48.0,48.0
5,49.0,49.0,50.0,50.0,50.0,49.0,50.0,49.0,50.0,50.0,50.0,50.0,49.0,50.0,50.0,51.0
6,46.0,46.0,47.0,47.0,47.0,45.0,46.0,46.0,47.0,47.0,47.0,44.0,45.0,47.0,47.0,45.0
7,48.0,48.0,48.0,48.0,48.0,47.0,49.0,48.0,48.0,48.0,48.0,46.0,47.0,49.0,48.0,47.0
8,50.0,50.0,51.0,51.0,51.0,49.0,51.0,49.0,51.0,51.0,51.0,48.0,50.0,51.0,51.0,50.0
9,45.0,49.0,46.0,46.0,46.0,46.0,45.0,46.0,48.0,48.0,49.0,45.0,49.0,49.0,49.0,49.0
10,44.0,47.0,48.0,48.0,48.0,48.0,44.0,48.0,49.0,49.0,50.0,46.0,46.0,47.0,50.0,48.0
11,45.0,50.0,50.0,50.0,50.0,50.0,45.0,50.0,51.0,51.0,51.0,48.0,50.0,51.0,51.0,52.0
12,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,44.0,48.0,48.0,48.0,48.0
13,47.0,47.0,49.0,49.0,49.0,50.0,47.0,50.0,50.0,50.0,50.0,47.0,46.0,48.0,50.0,48.0
14,49.0,49.0,50.0,50.0,50.0,50.0,49.0,50.0,50.0,50.0,50.0,47.0,49.0,50.0,50.0,51.0
15,45.0,45.0,46.0,46.0,46.0,45.0,45.0,45.0,46.0,46.0,46.0,43.0,44.0,45.0,46.0,44.0
16,43.0,44.0,46.0,46.0,46.0,48.0,43.0,48.0,48.0,48.0,48.0,44.0,43.0,45.0,48.0,45.0
17,43.0,44.0,50.0,50.0,50.0,50.0,43.0,50.0,48.0,48.0,50.0,46.0,44.0,44.0,50.0,46.0
18,45.0,46.0,46.0,46.0,46.0,45.0,45.0,45.0,48.0,48.0,46.0,47.0,45.0,46.0,46.0,46.0
19,47.0,47.0,47.0,47.0,47.0,47.0,48.0,47.0,47.0,47.0,47.0,46.0,46.0,48.0,47.0,48.0
20,49.0,50.0,50.0,50.0,50.0,49.0,50.0,49.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,51.0
21,46.0,47.0,47.0,47.0,47.0,45.0,46.0,45.0,48.0,48.0,47.0,46.0,46.0,47.0,47.0,46.0
22,48.0,48.0,48.0,48.0,48.0,47.0,49.0,47.0,48.0,48.0,48.0,47.0,47.0,49.0,48.0,47.0
23,50.0,51.0,51.0,51.0,51.0,49.0,51.0,49.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
24,46.0,49.0,47.0,47.0,46.0,46.0,46.0,46.0,48.0,48.0,49.0,47.0,49.0,49.0,49.0,49.0
25,48.0,50.0,48.0,48.0,48.0,48.0,48.0,48.0,49.0,49.0,50.0,49.0,50.0,50.0,50.0,50.0
26,50.0,51.0,50.0,50.0,50.0,50.0,50.0,50.0,51.0,51.0,51.0,51.0,51.0,52.0,51.0,52.0
27,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,47.0,48.0,48.0,48.0,48.0
28,50.0,50.0,49.0,49.0,49.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
29,50.0,50.0,51.0,51.0,51.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,51.0,50.0,51.0
30,45.0,46.0,46.0,46.0,46.0,45.0,45.0,45.0,47.0,47.0,46.0,45.0,45.0,46.0,46.0,45.0
31,48.0,48.0,47.0,47.0,47.0,48.0,47.0,48.0,48.0,48.0,48.0,47.0,47.0,47.0,48.0,47.0
32,50.0,50.0,50.0,50.0,50.0,50.0,49.0,50.0,49.0,49.0,50.0,48.0,50.0,49.0,50.0,50.0
33,46.0,48.0,47.0,47.0,47.0,45.0,46.0,46.0,47.0,47.0,47.0,45.0,47.0,48.0,47.0,47.0
34,48.0,49.0,48.0,48.0,48.0,47.0,49.0,48.0,48.0,48.0,48.0,47.0,48.0,49.0,48.0,48.0
35,50.0,52.0,51.0,51.0,51.0,49.0,51.0,49.0,51.0,51.0,51.0,50.0,52.0,52.0,50.0,52.0
36,47.0,50.0,47.0,47.0,47.0,46.0,47.0,46.0,48.0,48.0,49.0,46.0,50.0,50.0,48.0,50.0
37,49.0,51.0,48.0,48.0,48.0,48.0,49.0,48.0,49.0,49.0,50.0,49.0,51.0,51.0,49.0,51.0
38,51.0,52.0,51.0,51.0,51.0,50.0,51.0,50.0,51.0,51.0,51.0,52.0,52.0,53.0,51.0,52.0
39,48.0,49.0,49.0,49.0,49.0,47.0,48.0,47.0,48.0,48.0,48.0,46.0,49.0,49.0,47.0,49.0
40,51.0,51.0,50.0,50.0,50.0,50.0,51.0,50.0,50.0,50.0,50.0,50.0,51.0,51.0,49.0,51.0
41,51.0,51.0,52.0,52.0,52.0,50.0,51.0,50.0,50.0,50.0,50.0,51.0,51.0,52.0,50.0,51.0
42,46.0,47.0,47.0,47.0,47.0,45.0,46.0,45.0,47.0,47.0,47.0,44.0,46.0,47.0,47.0,46.0
43,49.0,49.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,47.0,48.0,48.0,48.0,48.0
44,51.0,51.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,49.0,51.0,50.0,50.0,51.0
45,46.0,50.0,49.0,49.0,47.0,47.0,46.0,47.0,48.0,48.0,51.0,46.0,49.0,51.0,51.0,49.0
46,44.0,49.0,47.0,47.0,47.0,49.0,44.0,49.0,51.0,51.0,52.0,46.0,47.0,49.0,52.0,47.0
47,45.0,51.0,50.0,50.0,50.0,50.0,45.0,50.0,51.0,51.0,52.0,48.0,51.0,51.0,52.0,51.0
48,49.0,49.0,50.0,50.0,50.0,49.0,49.0,49.0,49.0,49.0,50.0,47.0,49.0,50.0,50.0,49.0
49,48.0,48.0,50.0,50.0,50.0,52.0,48.0,52.0,52.0,52.0,52.0,47.0,47.0,48.0,52.0,47.0
50,49.0,51.0,50.0,50.0,50.0,50.0,49.0,50.0,52.0,52.0,52.0,48.0,51.0,50.0,52.0,51.0
51,46.0,49.0,46.0,46.0,46.0,46.0,46.0,46.0,48.0,48.0,49.0,46.0,49.0,48.0,48.0,49.0
52,44.0,47.0,47.0,47.0,47.0,48.0,44.0,48.0,49.0,49.0,50.0,46.0,46.0,47.0,49.0,46.0
53,45.0,51.0,50.0,50.0,50.0,50.0,45.0,50.0,51.0,51.0,52.0,48.0,51.0,50.0,52.0,51.0
54,48.0,48.0,49.0,49.0,49.0,48.0,48.0,48.0,49.0,49.0,49.0,47.0,48.0,49.0,49.0,48.0
55,47.0,48.0,49.0,49.0,49.0,51.0,47.0,51.0,51.0,51.0,51.0,47.0,47.0,47.0,51.0,47.0
56,48.0,50.0,50.0,50.0,50.0,50.0,48.0,50.0,52.0,52.0,51.0,48.0,50.0,49.0,51.0,50.0
57,47.0,48.0,47.0,47.0,47.0,47.0,47.0,47.0,48.0,48.0,48.0,46.0,48.0,47.0,47.0,48.0
58,47.0,48.0,48.0,48.0,48.0,48.0,47.0,48.0,49.0,49.0,49.0,47.0,47.0,47.0,49.0,47.0
59,49.0,50.0,50.0,50.0,49.0,50.0,49.0,50.0,51.0,51.0,51.0,47.0,50.0,49.0,51.0,50.0
60,45.0,45.0,46.0,46.0,46.0,45.0,44.0,45.0,45.0,45.0,46.0,43.0,44.0,44.0,46.0,44.0
61,43.0,46.0,46.0,46.0,46.0,46.0,43.0,46.0,47.0,47.0,47.0,45.0,45.0,44.0,47.0,45.0
62,41.0,44.0,48.0,48.0,47.0,47.0,41.0,47.0,47.0,47.0,48.0,45.0,44.0,44.0,48.0,44.0
63,44.0,46.0,46.0,46.0,46.0,44.0,44.0,44.0,48.0,48.0,46.0,47.0,45.0,46.0,45.0,45.0
64,46.0,47.0,47.0,47.0,47.0,46.0,48.0,46.0,47.0,47.0,47.0,46.0,46.0,48.0,46.0,47.0
65,48.0,50.0,50.0,50.0,50.0,48.0,50.0,48.0,50.0,50.0,50.0,50.0,50.0,50.0,49.0,50.0
66,45.0,47.0,47.0,47.0,47.0,45.0,45.0,45.0,48.0,48.0,47.0,47.0,46.0,47.0,46.0,45.0
67,47.0,48.0,48.0,48.0,48.0,47.0,49.0,47.0,48.0,48.0,48.0,47.0,47.0,49.0,47.0,46.0
68,49.0,51.0,51.0,51.0,51.0,49.0,51.0,49.0,51.0,51.0,51.0,51.0,51.0,51.0,50.0,50.0
69,45.0,49.0,47.0,47.0,46.0,45.0,46.0,45.0,47.0,47.0,49.0,46.0,49.0,49.0,48.0,48.0
70,48.0,50.0,47.0,47.0,47.0,48.0,47.0,48.0,49.0,49.0,50.0,49.0,50.0,50.0,49.0,49.0
71,50.0,51.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,51.0,50.0,51.0,52.0,50.0,51.0
72,47.0,48.0,48.0,48.0,48.0,47.0,47.0,47.0,48.0,48.0,48.0,47.0,48.0,48.0,47.0,47.0
