Scenario,Roll 0,Roll 1,Roll 2
0,45.0,44.0,47.0
1,47.0,46.0,47.0
2,46.0,46.0,49.0
3,46.0,46.0,47.0
4,48.0,48.0,48.0
5,47.0,47.0,49.0
6,47.0,46.0,48.0
7,49.0,48.0,49.0
8,47.0,46.0,50.0
9,46.0,44.0,48.0
10,47.0,45.0,49.0
11,47.0,46.0,48.0
12,47.0,47.0,47.0
13,46.0,48.0,48.0
14,46.0,45.0,47.0
15,47.0,47.0,47.0
16,47.0,49.0,47.0
17,46.0,46.0,46.0
18,46.0,47.0,47.0
19,48.0,47.0,47.0
20,48.0,47.0,49.0
21,47.0,47.0,48.0
22,49.0,47.0,48.0
23,49.0,47.0,49.0
24,47.0,45.0,47.0
25,48.0,47.0,48.0
26,46.0,47.0,48.0
27,48.0,48.0,46.0
28,47.0,49.0,47.0
29,45.0,47.0,47.0
30,47.0,46.0,46.0
31,46.0,48.0,46.0
32,46.0,47.0,46.0
33,47.0,44.0,47.0
34,50.0,46.0,49.0
35,50.0,45.0,49.0
36,48.0,44.0,48.0
37,48.0,45.0,48.0
38,47.0,46.0,49.0
39,49.0,45.0,47.0
40,47.0,48.0,47.0
41,46.0,45.0,48.0
42,48.0,46.0,47.0
43,46.0,46.0,46.0
44,47.0,46.0,46.0
45,44.0,44.0,46.0
46,46.0,46.0,46.0
47,46.0,46.0,46.0
48,44.0,47.0,46.0
49,47.0,47.0,47.0
50,46.0,46.0,47.0
51,44.0,45.0,46.0
52,48.0,46.0,46.0
53,46.0,46.0,46.0
54,43.0,47.0,45.0
55,46.0,49.0,46.0
56,47.0,49.0,47.0
57,44.0,48.0,45.0
58,47.0,48.0,46.0
59,48.0,50.0,48.0
60,43.0,45.0,43.0
61,46.0,46.0,44.0
62,47.0,50.0,47.0
63,45.0,46.0,47.0
64,47.0,46.0,48.0
65,47.0,46.0,49.0
66,46.0,46.0,48.0
67,48.0,46.0,49.0
68,48.0,46.0,50.0
69,46.0,44.0,48.0
70,47.0,46.0,48.0
71,47.0,46.0,50.0
72,47.0,47.0,47.0
73,46.0,48.0,47.0
74,48.0,46.0,49.0
75,46.0,45.0,46.0
76,45.0,47.0,46.0
77,46.0,46.0,48.0
78,47.0,44.0,48.0
79,49.0,46.0,49.0
80,49.0,46.0,50.0
81,47.0,45.0,49.0
82,47.0,46.0,49.0
83,48.0,46.0,51.0
84,48.0,45.0,48.0
85,47.0,47.0,48.0
86,49.0,46.0,50.0
87,47.0,46.0,47.0
88,45.0,46.0,47.0
89,47.0,46.0,49.0
90,44.0,45.0,48.0
91,45.0,45.0,49.0
92,45.0,46.0,46.0
93,45.0,46.0,47.0
94,46.0,46.0,48.0
95,45.0,47.0,47.0
96,44.0,46.0,46.0
97,47.0,45.0,47.0
98,45.0,46.0,47.0
99,44.0,48.0,46.0
100,45.0,48.0,47.0
101,46.0,50.0,47.0
102,45.0,48.0,45.0
103,46.0,47.0,46.0
104,47.0,50.0,47.0
105,43.0,45.0,44.0
106,45.0,45.0,45.0
107,46.0,49.0,46.0
108,46.0,43.0,46.0
109,46.0,45.0,48.0
110,49.0,43.0,49.0
111,47.0,43.0,46.0
112,48.0,43.0,48.0
113,49.0,45.0,51.0
114,48.0,44.0,45.0
115,48.0,45.0,47.0
116,50.0,45.0,50.0
117,47.0,45.0,44.0
118,46.0,45.0,46.0
119,48.0,45.0,49.0
120,45.0,44.0,48.0
121,46.0,45.0,50.0
122,46.0,46.0,47.0
123,46.0,47.0,47.0
124,46.0,45.0,49.0
125,46.0,46.0,48.0
126,45.0,45.0,46.0
127,47.0,45.0,48.0
128,46.0,46.0,48.0
129,45.0,47.0,46.0
130,46.0,46.0,48.0
131,46.0,49.0,47.0
132,46.0,46.0,46.0
133,46.0,46.0,47.0
134,46.0,49.0,47.0
135,44.0,45.0,45.0
136,43.0,45.0,46.0
137,45.0,46.0,46.0
138,43.0,43.0,44.0
139,45.0,45.0,45.0
140,45.0,46.0,44.0
141,44.0,45.0,47.0
142,46.0,46.0,45.0
143,46.0,46.0,46.0
144,45.0,43.0,47.0
145,46.0,45.0,46.0
146,47.0,46.0,46.0
147,45.0,45.0,46.0
148,45.0,46.0,45.0
149,48.0,47.0,48.0
150,45.0,45.0,46.0
151,46.0,47.0,46.0
152,49.0,47.0,49.0
153,44.0,43.0,45.0
154,45.0,45.0,45.0
155,48.0,46.0,48.0
156,44.0,44.0,46.0
157,46.0,48.0,44.0
158,47.0,50.0,47.0
159,45.0,45.0,45.0
160,47.0,48.0,45.0
161,48.0,50.0,48.0
162,45.0,44.0,44.0
163,45.0,45.0,44.0
164,47.0,49.0,47.0
165,44.0,43.0,42.0
166,43.0,45.0,43.0
167,44.0,46.0,43.0
