Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9
0,38.0,36.0,38.0,38.0,37.0,37.0,34.0,41.0,36.0,36.0
1,40.0,37.0,41.0,40.0,38.0,38.0,36.0,38.0,41.0,41.0
2,36.0,37.0,36.0,36.0,34.0,36.0,35.0,42.0,41.0,41.0
3,39.0,41.0,39.0,39.0,38.0,38.0,40.0,41.0,40.0,36.0
4,44.0,42.0,44.0,44.0,38.0,38.0,37.0,43.0,41.0,41.0
5,41.0,42.0,41.0,41.0,38.0,40.0,40.0,43.0,41.0,41.0
6,40.0,41.0,40.0,40.0,39.0,39.0,40.0,41.0,36.0,36.0
7,45.0,42.0,45.0,45.0,39.0,39.0,38.0,43.0,41.0,41.0
8,42.0,43.0,42.0,42.0,39.0,41.0,41.0,43.0,41.0,41.0
9,39.0,37.0,39.0,39.0,37.0,37.0,36.0,42.0,37.0,37.0
10,41.0,38.0,42.0,41.0,38.0,38.0,38.0,38.0,43.0,43.0
11,37.0,37.0,37.0,37.0,34.0,35.0,37.0,43.0,42.0,42.0
12,38.0,41.0,38.0,39.0,38.0,38.0,40.0,41.0,37.0,37.0
13,40.0,42.0,41.0,40.0,39.0,39.0,40.0,38.0,43.0,43.0
14,39.0,42.0,39.0,40.0,38.0,40.0,39.0,42.0,41.0,41.0
15,38.0,41.0,38.0,39.0,38.0,38.0,40.0,42.0,37.0,37.0
16,40.0,38.0,41.0,40.0,39.0,39.0,40.0,39.0,43.0,43.0
17,39.0,42.0,39.0,40.0,38.0,40.0,37.0,42.0,42.0,42.0
18,39.0,41.0,39.0,39.0,40.0,40.0,41.0,41.0,39.0,35.0
19,44.0,43.0,44.0,43.0,38.0,38.0,42.0,43.0,41.0,40.0
20,41.0,47.0,41.0,41.0,42.0,42.0,40.0,43.0,41.0,40.0
21,40.0,42.0,40.0,39.0,41.0,41.0,42.0,41.0,35.0,36.0
22,45.0,43.0,45.0,44.0,39.0,39.0,43.0,43.0,41.0,41.0
23,42.0,48.0,42.0,41.0,43.0,43.0,41.0,43.0,41.0,41.0
24,41.0,42.0,39.0,41.0,42.0,42.0,42.0,42.0,37.0,37.0
25,41.0,43.0,42.0,41.0,38.0,38.0,41.0,44.0,43.0,43.0
26,41.0,42.0,41.0,41.0,38.0,38.0,41.0,44.0,42.0,42.0
27,40.0,42.0,38.0,40.0,41.0,41.0,42.0,41.0,37.0,37.0
28,40.0,46.0,41.0,40.0,39.0,39.0,46.0,43.0,43.0,43.0
29,44.0,46.0,44.0,44.0,43.0,43.0,43.0,43.0,41.0,41.0
30,38.0,42.0,38.0,40.0,40.0,40.0,42.0,42.0,37.0,37.0
31,40.0,43.0,41.0,40.0,39.0,39.0,43.0,40.0,43.0,43.0
32,44.0,43.0,44.0,44.0,43.0,43.0,43.0,43.0,42.0,42.0
33,39.0,42.0,39.0,39.0,39.0,39.0,42.0,37.0,36.0,36.0
34,40.0,43.0,40.0,40.0,34.0,34.0,43.0,39.0,40.0,40.0
35,41.0,48.0,41.0,41.0,38.0,39.0,40.0,43.0,40.0,40.0
36,42.0,42.0,40.0,42.0,43.0,43.0,42.0,42.0,37.0,37.0
37,41.0,43.0,42.0,41.0,38.0,38.0,41.0,44.0,43.0,43.0
38,42.0,43.0,42.0,42.0,38.0,38.0,42.0,44.0,42.0,42.0
39,41.0,42.0,39.0,41.0,42.0,42.0,42.0,41.0,37.0,37.0
40,40.0,46.0,41.0,40.0,40.0,40.0,46.0,43.0,43.0,43.0
41,45.0,46.0,45.0,45.0,44.0,44.0,43.0,43.0,41.0,41.0
42,39.0,42.0,39.0,39.0,38.0,40.0,42.0,39.0,37.0,37.0
43,41.0,43.0,41.0,41.0,40.0,40.0,43.0,40.0,43.0,43.0
44,45.0,43.0,45.0,45.0,44.0,44.0,43.0,43.0,42.0,42.0
45,39.0,37.0,39.0,39.0,37.0,37.0,36.0,42.0,38.0,38.0
46,41.0,38.0,42.0,41.0,38.0,38.0,37.0,41.0,43.0,43.0
47,37.0,38.0,38.0,37.0,34.0,35.0,36.0,43.0,44.0,44.0
48,41.0,42.0,39.0,41.0,42.0,42.0,42.0,42.0,38.0,38.0
