Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4
0,39.0,38.0,39.0,39.0,39.0
1,39.0,39.0,39.0,38.0,38.0
2,40.0,39.0,39.0,40.0,40.0
3,39.0,37.0,40.0,40.0,40.0
4,39.0,39.0,39.0,40.0,40.0
5,41.0,38.0,39.0,42.0,42.0
6,40.0,37.0,41.0,41.0,41.0
7,40.0,38.0,40.0,41.0,41.0
8,42.0,39.0,40.0,43.0,43.0
9,39.0,39.0,41.0,41.0,41.0
10,39.0,39.0,42.0,41.0,41.0
11,41.0,39.0,42.0,41.0,41.0
12,38.0,39.0,40.0,40.0,40.0
13,38.0,38.0,41.0,40.0,40.0
14,40.0,39.0,41.0,40.0,40.0
15,39.0,38.0,38.0,38.0,41.0
16,39.0,39.0,40.0,39.0,40.0
17,41.0,40.0,40.0,39.0,40.0
18,39.0,37.0,40.0,39.0,40.0
19,39.0,38.0,39.0,39.0,39.0
20,41.0,39.0,40.0,41.0,41.0
21,40.0,38.0,41.0,40.0,41.0
22,40.0,38.0,40.0,40.0,40.0
23,42.0,40.0,41.0,42.0,42.0
24,39.0,39.0,40.0,40.0,40.0
25,40.0,39.0,41.0,40.0,40.0
26,41.0,38.0,41.0,41.0,41.0
27,38.0,39.0,39.0,39.0,40.0
28,39.0,38.0,41.0,39.0,39.0
29,40.0,39.0,40.0,40.0,40.0
30,38.0,38.0,38.0,37.0,41.0
31,40.0,39.0,40.0,38.0,39.0
32,40.0,40.0,39.0,38.0,39.0
33,39.0,39.0,38.0,40.0,42.0
34,40.0,39.0,41.0,38.0,39.0
35,40.0,41.0,42.0,40.0,39.0
36,40.0,39.0,40.0,40.0,40.0
37,41.0,40.0,41.0,40.0,40.0
38,42.0,39.0,42.0,42.0,42.0
39,39.0,39.0,39.0,39.0,41.0
40,40.0,39.0,42.0,40.0,40.0
41,41.0,40.0,41.0,41.0,41.0
42,39.0,39.0,38.0,38.0,42.0
43,41.0,40.0,40.0,39.0,40.0
44,40.0,41.0,40.0,39.0,40.0
45,42.0,40.0,40.0,40.0,39.0
46,43.0,39.0,41.0,43.0,43.0
47,43.0,39.0,42.0,42.0,41.0
48,41.0,40.0,39.0,39.0,39.0
49,42.0,41.0,41.0,42.0,42.0
50,42.0,41.0,41.0,41.0,41.0
51,39.0,40.0,40.0,39.0,39.0
52,40.0,42.0,41.0,41.0,40.0
53,41.0,42.0,42.0,41.0,41.0
