Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13
0,50.0,51.0,51.0,50.0,51.0,48.0,50.0,51.0,51.0,51.0,50.0,51.0,54.0,52.0
1,47.0,48.0,48.0,47.0,51.0,49.0,51.0,52.0,48.0,48.0,45.0,48.0,54.0,51.0
2,50.0,51.0,51.0,50.0,53.0,50.0,49.0,51.0,49.0,49.0,46.0,51.0,52.0,56.0
3,51.0,52.0,52.0,51.0,51.0,49.0,52.0,53.0,52.0,52.0,52.0,52.0,54.0,51.0
4,50.0,51.0,51.0,50.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,51.0,54.0,54.0
5,50.0,51.0,51.0,50.0,53.0,52.0,53.0,52.0,54.0,54.0,53.0,51.0,54.0,55.0
6,50.0,51.0,51.0,50.0,50.0,49.0,53.0,52.0,53.0,53.0,53.0,51.0,54.0,51.0
7,50.0,51.0,51.0,50.0,54.0,49.0,53.0,52.0,53.0,53.0,53.0,51.0,53.0,54.0
8,50.0,51.0,51.0,50.0,52.0,50.0,54.0,51.0,55.0,55.0,54.0,51.0,54.0,54.0
9,53.0,52.0,52.0,53.0,52.0,49.0,51.0,52.0,51.0,51.0,51.0,52.0,53.0,51.0
10,50.0,49.0,49.0,50.0,51.0,51.0,50.0,52.0,48.0,48.0,45.0,49.0,53.0,48.0
11,53.0,52.0,52.0,53.0,52.0,52.0,48.0,52.0,48.0,48.0,47.0,52.0,51.0,48.0
12,52.0,51.0,51.0,52.0,51.0,49.0,51.0,52.0,51.0,51.0,51.0,51.0,53.0,52.0
13,49.0,48.0,48.0,49.0,51.0,50.0,49.0,51.0,47.0,47.0,45.0,48.0,52.0,49.0
14,52.0,51.0,51.0,52.0,52.0,51.0,47.0,51.0,47.0,47.0,47.0,51.0,51.0,49.0
15,51.0,52.0,52.0,51.0,50.0,47.0,51.0,52.0,51.0,51.0,51.0,52.0,53.0,51.0
16,49.0,49.0,49.0,48.0,51.0,49.0,50.0,51.0,48.0,48.0,45.0,49.0,53.0,48.0
17,51.0,52.0,52.0,51.0,52.0,50.0,48.0,52.0,48.0,48.0,47.0,52.0,51.0,48.0
18,51.0,52.0,52.0,51.0,50.0,49.0,51.0,52.0,52.0,52.0,51.0,52.0,54.0,50.0
19,51.0,52.0,52.0,51.0,53.0,52.0,51.0,52.0,52.0,52.0,51.0,52.0,53.0,53.0
20,51.0,52.0,52.0,51.0,52.0,52.0,53.0,52.0,54.0,54.0,53.0,52.0,54.0,54.0
21,51.0,52.0,52.0,51.0,50.0,49.0,52.0,53.0,53.0,53.0,52.0,52.0,53.0,50.0
22,51.0,52.0,52.0,51.0,54.0,52.0,52.0,52.0,53.0,53.0,52.0,52.0,53.0,53.0
23,51.0,52.0,52.0,51.0,52.0,52.0,54.0,52.0,55.0,55.0,54.0,52.0,54.0,53.0
24,54.0,53.0,53.0,54.0,52.0,50.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,50.0
25,52.0,51.0,51.0,52.0,50.0,54.0,52.0,52.0,52.0,52.0,52.0,51.0,53.0,52.0
26,53.0,52.0,52.0,53.0,52.0,54.0,54.0,52.0,54.0,54.0,54.0,52.0,52.0,52.0
27,53.0,52.0,52.0,53.0,51.0,51.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,51.0
28,51.0,50.0,50.0,51.0,50.0,53.0,52.0,52.0,52.0,52.0,52.0,50.0,52.0,51.0
29,52.0,51.0,51.0,52.0,52.0,53.0,54.0,52.0,54.0,54.0,54.0,51.0,52.0,53.0
30,52.0,53.0,53.0,52.0,50.0,50.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,50.0
31,50.0,51.0,51.0,50.0,50.0,52.0,52.0,52.0,52.0,52.0,52.0,51.0,53.0,51.0
32,51.0,52.0,52.0,51.0,52.0,52.0,54.0,52.0,54.0,54.0,54.0,52.0,52.0,52.0
33,50.0,51.0,51.0,50.0,50.0,49.0,53.0,52.0,53.0,53.0,53.0,51.0,53.0,51.0
34,50.0,51.0,51.0,50.0,51.0,50.0,53.0,52.0,53.0,53.0,53.0,51.0,52.0,52.0
35,50.0,51.0,51.0,50.0,51.0,50.0,54.0,51.0,55.0,55.0,54.0,51.0,53.0,52.0
36,53.0,52.0,52.0,53.0,50.0,51.0,53.0,52.0,53.0,53.0,53.0,52.0,52.0,51.0
37,52.0,51.0,51.0,52.0,51.0,49.0,53.0,52.0,53.0,53.0,53.0,51.0,51.0,53.0
38,53.0,52.0,52.0,53.0,51.0,50.0,55.0,52.0,55.0,55.0,55.0,52.0,52.0,53.0
39,52.0,51.0,51.0,52.0,50.0,52.0,53.0,52.0,53.0,53.0,53.0,51.0,52.0,52.0
40,51.0,50.0,50.0,51.0,51.0,48.0,53.0,52.0,53.0,53.0,53.0,50.0,51.0,52.0
41,52.0,51.0,51.0,52.0,52.0,49.0,55.0,52.0,55.0,55.0,55.0,51.0,52.0,54.0
42,51.0,52.0,52.0,51.0,51.0,51.0,53.0,52.0,53.0,53.0,53.0,52.0,52.0,51.0
43,50.0,51.0,51.0,50.0,51.0,48.0,53.0,52.0,53.0,53.0,53.0,51.0,51.0,52.0
44,51.0,52.0,52.0,51.0,53.0,48.0,55.0,52.0,55.0,55.0,55.0,52.0,52.0,53.0
45,52.0,52.0,52.0,51.0,50.0,47.0,50.0,53.0,50.0,50.0,50.0,50.0,51.0,50.0
46,52.0,51.0,51.0,51.0,50.0,49.0,49.0,51.0,46.0,46.0,45.0,50.0,51.0,46.0
47,54.0,54.0,54.0,53.0,51.0,50.0,47.0,51.0,47.0,47.0,46.0,52.0,52.0,47.0
48,53.0,51.0,51.0,51.0,50.0,48.0,50.0,53.0,50.0,50.0,50.0,49.0,51.0,51.0
49,52.0,50.0,50.0,50.0,51.0,49.0,48.0,51.0,45.0,45.0,45.0,49.0,50.0,47.0
50,55.0,53.0,53.0,53.0,52.0,49.0,47.0,52.0,47.0,47.0,46.0,51.0,52.0,48.0
51,52.0,50.0,50.0,52.0,51.0,47.0,50.0,53.0,50.0,50.0,50.0,50.0,51.0,50.0
52,51.0,50.0,50.0,51.0,52.0,48.0,49.0,52.0,46.0,46.0,45.0,50.0,51.0,46.0
53,54.0,52.0,52.0,54.0,52.0,48.0,47.0,53.0,47.0,47.0,46.0,52.0,51.0,47.0
54,52.0,50.0,50.0,50.0,49.0,47.0,49.0,52.0,49.0,49.0,49.0,48.0,50.0,51.0
