Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4
0,35.0,35.0,31.0,31.0,31.0
1,35.0,33.0,33.0,33.0,33.0
2,35.0,35.0,33.0,33.0,33.0
3,35.0,35.0,32.0,32.0,32.0
4,36.0,36.0,35.0,35.0,35.0
5,36.0,36.0,35.0,36.0,35.0
6,35.0,35.0,31.0,33.0,31.0
7,36.0,36.0,33.0,33.0,33.0
8,37.0,37.0,33.0,34.0,33.0
9,34.0,35.0,36.0,36.0,36.0
10,34.0,33.0,34.0,33.0,34.0
11,36.0,37.0,35.0,33.0,35.0
12,34.0,34.0,35.0,35.0,35.0
13,34.0,34.0,34.0,32.0,34.0
14,35.0,36.0,35.0,32.0,35.0
15,35.0,35.0,31.0,31.0,31.0
16,35.0,35.0,33.0,32.0,33.0
17,36.0,36.0,33.0,33.0,33.0
18,35.0,35.0,33.0,33.0,31.0
19,36.0,36.0,34.0,34.0,34.0
20,36.0,36.0,36.0,35.0,35.0
21,35.0,35.0,32.0,32.0,32.0
22,36.0,36.0,32.0,32.0,32.0
23,37.0,37.0,35.0,33.0,35.0
24,34.0,35.0,37.0,37.0,37.0
25,36.0,36.0,35.0,33.0,35.0
26,37.0,37.0,36.0,36.0,36.0
27,34.0,34.0,36.0,36.0,36.0
28,36.0,36.0,34.0,33.0,34.0
29,36.0,36.0,36.0,35.0,36.0
30,35.0,35.0,32.0,32.0,32.0
31,35.0,35.0,32.0,31.0,32.0
32,37.0,37.0,35.0,35.0,35.0
33,34.0,32.0,29.0,31.0,29.0
34,35.0,35.0,30.0,32.0,30.0
35,36.0,36.0,31.0,33.0,31.0
36,35.0,35.0,31.0,36.0,31.0
37,37.0,37.0,31.0,33.0,31.0
38,38.0,38.0,35.0,37.0,35.0
39,34.0,34.0,31.0,35.0,31.0
40,36.0,36.0,31.0,32.0,31.0
41,37.0,37.0,35.0,36.0,35.0
42,34.0,33.0,30.0,31.0,30.0
43,35.0,35.0,30.0,32.0,30.0
44,38.0,38.0,33.0,33.0,33.0
45,35.0,36.0,36.0,34.0,36.0
46,32.0,33.0,34.0,32.0,34.0
47,35.0,36.0,34.0,32.0,34.0
48,34.0,35.0,36.0,35.0,36.0
49,33.0,33.0,34.0,34.0,34.0
50,34.0,35.0,34.0,36.0,34.0
51,35.0,35.0,33.0,35.0,33.0
52,34.0,34.0,33.0,31.0,33.0
53,35.0,35.0,34.0,36.0,34.0
54,34.0,34.0,35.0,34.0,35.0
55,33.0,33.0,33.0,33.0,33.0
56,34.0,34.0,34.0,35.0,34.0
57,35.0,35.0,32.0,34.0,32.0
58,34.0,34.0,32.0,31.0,32.0
59,35.0,35.0,34.0,35.0,34.0
60,34.0,34.0,29.0,30.0,29.0
61,35.0,35.0,30.0,27.0,30.0
62,35.0,35.0,33.0,31.0,33.0
63,34.0,34.0,32.0,32.0,30.0
64,35.0,35.0,33.0,33.0,33.0
65,36.0,36.0,35.0,34.0,34.0
66,35.0,35.0,31.0,31.0,31.0
67,35.0,35.0,31.0,31.0,31.0
68,37.0,37.0,34.0,32.0,34.0
69,35.0,35.0,36.0,36.0,36.0
70,35.0,35.0,34.0,32.0,34.0
71,37.0,37.0,35.0,35.0,35.0
72,34.0,34.0,35.0,35.0,35.0
73,35.0,35.0,33.0,32.0,33.0
74,36.0,36.0,35.0,34.0,35.0
75,34.0,34.0,31.0,31.0,31.0
76,34.0,34.0,31.0,30.0,31.0
77,36.0,36.0,34.0,34.0,34.0
78,33.0,32.0,28.0,30.0,29.0
79,34.0,34.0,29.0,32.0,29.0
80,37.0,37.0,30.0,32.0,30.0
81,36.0,36.0,30.0,35.0,30.0
82,36.0,36.0,30.0,32.0,30.0
83,38.0,38.0,34.0,36.0,34.0
84,35.0,35.0,30.0,34.0,30.0
85,35.0,35.0,30.0,31.0,30.0
86,37.0,37.0,34.0,35.0,34.0
87,33.0,32.0,29.0,30.0,29.0
88,34.0,34.0,29.0,31.0,29.0
89,37.0,37.0,32.0,32.0,32.0
90,34.0,35.0,35.0,33.0,35.0
91,33.0,33.0,33.0,31.0,33.0
92,36.0,36.0,34.0,31.0,34.0
93,33.0,34.0,35.0,34.0,35.0
94,34.0,34.0,33.0,33.0,33.0
95,35.0,35.0,35.0,35.0,35.0
96,34.0,34.0,32.0,34.0,32.0
97,35.0,35.0,32.0,30.0,32.0
98,35.0,34.0,35.0,35.0,35.0
99,33.0,33.0,34.0,33.0,34.0
100,33.0,33.0,32.0,32.0,32.0
101,34.0,34.0,34.0,34.0,34.0
102,34.0,34.0,31.0,33.0,31.0
103,34.0,34.0,31.0,30.0,31.0
104,34.0,34.0,34.0,34.0,34.0
105,33.0,33.0,29.0,29.0,29.0
106,34.0,34.0,29.0,26.0,29.0
107,35.0,35.0,32.0,30.0,32.0
108,31.0,31.0,27.0,27.0,27.0
109,32.0,32.0,29.0,27.0,29.0
110,33.0,33.0,30.0,30.0,30.0
111,32.0,32.0,29.0,29.0,29.0
112,34.0,34.0,30.0,30.0,30.0
113,35.0,35.0,32.0,32.0,32.0
114,31.0,31.0,29.0,28.0,29.0
115,33.0,33.0,30.0,29.0,30.0
116,35.0,34.0,31.0,31.0,31.0
117,32.0,32.0,27.0,27.0,27.0
118,32.0,32.0,29.0,27.0,29.0
119,35.0,34.0,31.0,31.0,31.0
120,33.0,33.0,33.0,29.0,33.0
121,34.0,34.0,32.0,32.0,32.0
122,37.0,37.0,35.0,32.0,35.0
123,32.0,32.0,33.0,31.0,33.0
124,33.0,33.0,31.0,31.0,31.0
125,36.0,36.0,36.0,36.0,36.0
126,33.0,33.0,30.0,31.0,30.0
127,34.0,34.0,31.0,31.0,31.0
128,36.0,35.0,36.0,36.0,36.0
129,31.0,31.0,32.0,30.0,32.0
130,32.0,32.0,30.0,30.0,30.0
131,35.0,35.0,35.0,35.0,35.0
132,32.0,32.0,29.0,30.0,29.0
133,33.0,33.0,30.0,30.0,30.0
134,35.0,34.0,35.0,35.0,35.0
135,31.0,31.0,27.0,26.0,27.0
136,32.0,32.0,28.0,24.0,28.0
137,34.0,32.0,31.0,31.0,31.0
138,32.0,32.0,33.0,29.0,33.0
139,31.0,32.0,35.0,31.0,35.0
140,30.0,32.0,32.0,32.0,31.0
141,31.0,31.0,33.0,30.0,33.0
142,31.0,31.0,36.0,36.0,36.0
143,30.0,31.0,34.0,36.0,34.0
144,31.0,32.0,32.0,30.0,32.0
145,31.0,31.0,36.0,36.0,36.0
146,30.0,30.0,34.0,36.0,34.0
