Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11
0,46.0,47.0,50.0,46.0,47.0,50.0,47.0,61.0,51.0,45.0,41.0,46.0
1,44.0,48.0,50.0,44.0,48.0,49.0,48.0,57.0,50.0,47.0,38.0,47.0
2,44.0,48.0,49.0,44.0,52.0,49.0,48.0,53.0,49.0,45.0,37.0,47.0
3,48.0,52.0,53.0,48.0,50.0,53.0,52.0,60.0,52.0,49.0,44.0,51.0
4,47.0,48.0,55.0,47.0,50.0,51.0,48.0,58.0,54.0,50.0,46.0,48.0
5,49.0,52.0,51.0,47.0,55.0,53.0,52.0,57.0,54.0,49.0,47.0,49.0
6,48.0,52.0,53.0,48.0,51.0,53.0,52.0,56.0,52.0,47.0,43.0,51.0
7,48.0,49.0,55.0,48.0,51.0,51.0,49.0,58.0,54.0,50.0,46.0,48.0
8,49.0,53.0,51.0,47.0,54.0,53.0,53.0,57.0,54.0,50.0,47.0,49.0
9,58.0,56.0,58.0,58.0,54.0,58.0,56.0,56.0,54.0,54.0,51.0,56.0
10,49.0,52.0,54.0,49.0,49.0,54.0,52.0,51.0,52.0,53.0,43.0,52.0
11,49.0,52.0,53.0,49.0,49.0,51.0,49.0,52.0,47.0,53.0,47.0,49.0
12,57.0,55.0,57.0,57.0,53.0,57.0,55.0,55.0,53.0,53.0,50.0,55.0
13,52.0,52.0,53.0,52.0,50.0,53.0,52.0,50.0,51.0,56.0,46.0,51.0
14,50.0,52.0,52.0,50.0,48.0,51.0,52.0,51.0,48.0,52.0,46.0,51.0
15,49.0,51.0,49.0,46.0,47.0,49.0,47.0,51.0,53.0,46.0,44.0,47.0
16,45.0,53.0,53.0,42.0,49.0,49.0,49.0,49.0,52.0,47.0,39.0,48.0
17,49.0,52.0,52.0,46.0,49.0,52.0,48.0,52.0,49.0,48.0,41.0,52.0
18,48.0,56.0,54.0,47.0,51.0,54.0,56.0,59.0,53.0,48.0,47.0,54.0
19,52.0,57.0,57.0,52.0,51.0,56.0,57.0,57.0,56.0,53.0,45.0,56.0
20,50.0,52.0,53.0,50.0,54.0,53.0,52.0,58.0,59.0,48.0,51.0,52.0
21,49.0,57.0,55.0,48.0,52.0,55.0,57.0,55.0,53.0,49.0,47.0,55.0
22,53.0,58.0,58.0,53.0,52.0,57.0,58.0,57.0,57.0,54.0,46.0,57.0
23,51.0,53.0,54.0,51.0,55.0,54.0,53.0,59.0,59.0,49.0,51.0,53.0
24,60.0,60.0,57.0,57.0,58.0,57.0,56.0,55.0,62.0,58.0,55.0,56.0
25,59.0,58.0,63.0,59.0,56.0,59.0,58.0,59.0,58.0,60.0,53.0,58.0
26,59.0,58.0,59.0,59.0,56.0,59.0,58.0,57.0,54.0,57.0,57.0,58.0
27,59.0,59.0,59.0,56.0,57.0,59.0,56.0,54.0,61.0,57.0,54.0,59.0
28,62.0,62.0,62.0,62.0,55.0,58.0,62.0,58.0,57.0,60.0,56.0,57.0
29,58.0,57.0,58.0,58.0,55.0,58.0,57.0,56.0,53.0,56.0,56.0,57.0
30,51.0,56.0,56.0,48.0,50.0,56.0,52.0,51.0,52.0,49.0,48.0,56.0
31,52.0,52.0,54.0,52.0,51.0,50.0,52.0,52.0,51.0,51.0,47.0,49.0
32,51.0,55.0,52.0,47.0,56.0,52.0,51.0,57.0,52.0,51.0,51.0,52.0
33,49.0,57.0,55.0,49.0,51.0,55.0,57.0,53.0,53.0,50.0,46.0,55.0
34,53.0,58.0,58.0,53.0,51.0,57.0,58.0,54.0,57.0,50.0,46.0,57.0
35,51.0,53.0,54.0,51.0,55.0,54.0,53.0,59.0,53.0,50.0,50.0,53.0
36,60.0,60.0,58.0,58.0,57.0,58.0,56.0,55.0,62.0,59.0,54.0,56.0
37,59.0,58.0,63.0,59.0,56.0,59.0,58.0,59.0,58.0,61.0,53.0,58.0
38,59.0,58.0,59.0,59.0,56.0,59.0,58.0,57.0,54.0,56.0,57.0,58.0
39,59.0,59.0,59.0,57.0,56.0,59.0,56.0,54.0,61.0,58.0,55.0,59.0
40,62.0,62.0,62.0,62.0,55.0,58.0,62.0,58.0,57.0,60.0,56.0,57.0
41,58.0,57.0,58.0,58.0,55.0,58.0,57.0,56.0,53.0,56.0,56.0,57.0
42,51.0,56.0,56.0,48.0,50.0,56.0,52.0,51.0,51.0,48.0,47.0,56.0
43,52.0,52.0,54.0,52.0,51.0,50.0,52.0,52.0,51.0,51.0,47.0,49.0
44,52.0,56.0,52.0,48.0,56.0,52.0,52.0,57.0,52.0,51.0,51.0,52.0
45,57.0,57.0,56.0,57.0,57.0,57.0,57.0,55.0,56.0,56.0,51.0,57.0
46,52.0,53.0,53.0,52.0,53.0,53.0,53.0,51.0,52.0,56.0,47.0,53.0
47,52.0,51.0,51.0,52.0,55.0,50.0,51.0,54.0,48.0,56.0,51.0,51.0
48,60.0,60.0,55.0,56.0,56.0,56.0,56.0,54.0,60.0,58.0,56.0,56.0
49,56.0,56.0,52.0,56.0,53.0,52.0,52.0,54.0,51.0,60.0,52.0,52.0
50,56.0,52.0,50.0,56.0,54.0,50.0,51.0,58.0,52.0,57.0,56.0,50.0
51,61.0,61.0,56.0,57.0,53.0,57.0,57.0,55.0,61.0,54.0,55.0,57.0
52,52.0,57.0,52.0,47.0,51.0,53.0,53.0,55.0,52.0,51.0,47.0,53.0
53,52.0,53.0,51.0,48.0,53.0,51.0,49.0,59.0,52.0,52.0,51.0,51.0
54,59.0,59.0,59.0,55.0,55.0,59.0,55.0,53.0,59.0,57.0,55.0,59.0
55,55.0,55.0,55.0,55.0,52.0,55.0,51.0,53.0,54.0,59.0,56.0,55.0
56,55.0,54.0,54.0,55.0,53.0,51.0,50.0,57.0,51.0,56.0,55.0,51.0
57,60.0,60.0,60.0,56.0,52.0,60.0,56.0,54.0,60.0,53.0,54.0,60.0
58,55.0,56.0,56.0,51.0,50.0,56.0,52.0,54.0,55.0,50.0,49.0,56.0
59,51.0,55.0,55.0,47.0,52.0,52.0,51.0,58.0,51.0,51.0,50.0,52.0
60,49.0,50.0,53.0,46.0,49.0,53.0,46.0,51.0,49.0,44.0,45.0,53.0
61,45.0,52.0,50.0,42.0,46.0,49.0,48.0,47.0,46.0,45.0,40.0,49.0
62,51.0,51.0,50.0,48.0,49.0,51.0,47.0,50.0,51.0,46.0,43.0,51.0
63,47.0,55.0,53.0,46.0,50.0,53.0,55.0,58.0,52.0,47.0,50.0,53.0
64,51.0,56.0,56.0,51.0,50.0,55.0,56.0,56.0,55.0,52.0,50.0,55.0
65,49.0,51.0,52.0,49.0,53.0,52.0,51.0,57.0,58.0,48.0,50.0,51.0
66,48.0,56.0,54.0,47.0,51.0,54.0,56.0,54.0,52.0,48.0,50.0,54.0
67,52.0,57.0,57.0,52.0,51.0,56.0,57.0,56.0,56.0,53.0,50.0,56.0
68,50.0,52.0,53.0,50.0,54.0,53.0,52.0,58.0,58.0,49.0,50.0,52.0
69,59.0,59.0,56.0,56.0,60.0,56.0,55.0,56.0,61.0,57.0,54.0,55.0
70,58.0,57.0,62.0,58.0,55.0,58.0,57.0,58.0,57.0,59.0,52.0,57.0
71,58.0,57.0,58.0,58.0,55.0,58.0,57.0,56.0,53.0,59.0,56.0,57.0
72,58.0,58.0,58.0,55.0,59.0,58.0,55.0,55.0,60.0,57.0,59.0,58.0
73,61.0,61.0,61.0,61.0,54.0,57.0,61.0,57.0,56.0,59.0,56.0,56.0
74,60.0,56.0,57.0,60.0,54.0,57.0,56.0,55.0,54.0,59.0,60.0,56.0
75,50.0,55.0,55.0,47.0,50.0,55.0,51.0,50.0,51.0,48.0,50.0,55.0
76,51.0,52.0,53.0,51.0,50.0,49.0,51.0,51.0,50.0,50.0,48.0,48.0
77,51.0,54.0,51.0,51.0,55.0,51.0,50.0,56.0,55.0,54.0,51.0,51.0
78,48.0,56.0,54.0,48.0,50.0,54.0,56.0,52.0,52.0,49.0,49.0,54.0
79,52.0,57.0,57.0,52.0,50.0,56.0,57.0,53.0,56.0,49.0,49.0,56.0
80,50.0,52.0,53.0,50.0,55.0,53.0,52.0,58.0,52.0,50.0,50.0,52.0
81,59.0,59.0,57.0,57.0,61.0,57.0,55.0,57.0,61.0,58.0,53.0,55.0
82,58.0,57.0,62.0,58.0,56.0,58.0,57.0,58.0,57.0,60.0,53.0,57.0
83,58.0,57.0,58.0,58.0,56.0,58.0,57.0,57.0,53.0,60.0,57.0,57.0
84,58.0,58.0,58.0,56.0,60.0,58.0,55.0,56.0,60.0,58.0,58.0,58.0
85,61.0,61.0,61.0,61.0,55.0,57.0,61.0,57.0,56.0,59.0,57.0,56.0
