Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5
0,63.0,61.0,61.0,63.0,60.0,60.0
1,58.0,60.0,60.0,54.0,59.0,59.0
2,58.0,62.0,62.0,58.0,61.0,61.0
3,70.0,68.0,68.0,70.0,67.0,67.0
4,59.0,64.0,64.0,55.0,63.0,63.0
5,59.0,67.0,67.0,59.0,66.0,66.0
6,71.0,69.0,69.0,71.0,68.0,68.0
7,58.0,65.0,65.0,57.0,64.0,64.0
8,59.0,63.0,63.0,59.0,62.0,62.0
9,63.0,62.0,62.0,63.0,61.0,61.0
10,59.0,58.0,58.0,53.0,58.0,59.0
11,57.0,62.0,62.0,57.0,61.0,61.0
12,63.0,61.0,61.0,66.0,60.0,62.0
13,63.0,63.0,63.0,62.0,62.0,62.0
14,57.0,61.0,61.0,60.0,60.0,60.0
15,63.0,60.0,60.0,67.0,59.0,61.0
16,64.0,64.0,64.0,58.0,63.0,63.0
17,58.0,61.0,61.0,61.0,60.0,60.0
18,69.0,68.0,68.0,69.0,67.0,67.0
19,59.0,66.0,66.0,54.0,65.0,65.0
20,58.0,66.0,66.0,58.0,65.0,65.0
21,70.0,69.0,69.0,70.0,68.0,68.0
22,59.0,67.0,67.0,56.0,66.0,66.0
23,58.0,62.0,62.0,59.0,61.0,61.0
24,62.0,61.0,61.0,62.0,60.0,61.0
25,60.0,59.0,59.0,54.0,59.0,60.0
26,58.0,63.0,63.0,58.0,62.0,62.0
27,62.0,60.0,60.0,65.0,59.0,61.0
28,64.0,64.0,64.0,61.0,63.0,63.0
29,62.0,62.0,62.0,62.0,61.0,61.0
30,62.0,61.0,61.0,66.0,60.0,60.0
31,65.0,65.0,65.0,59.0,64.0,64.0
32,59.0,61.0,61.0,62.0,60.0,60.0
33,65.0,70.0,70.0,59.0,69.0,69.0
34,58.0,64.0,64.0,53.0,63.0,63.0
35,59.0,63.0,63.0,58.0,62.0,62.0
36,58.0,61.0,61.0,58.0,61.0,62.0
37,58.0,58.0,58.0,53.0,58.0,59.0
38,58.0,62.0,62.0,58.0,62.0,63.0
39,58.0,61.0,61.0,61.0,60.0,61.0
40,62.0,65.0,65.0,58.0,64.0,64.0
41,63.0,61.0,61.0,63.0,61.0,62.0
42,58.0,62.0,62.0,62.0,61.0,61.0
43,63.0,63.0,63.0,58.0,62.0,62.0
44,58.0,62.0,62.0,61.0,61.0,61.0
45,56.0,57.0,57.0,56.0,56.0,56.0
46,55.0,52.0,52.0,50.0,51.0,56.0
47,55.0,57.0,57.0,55.0,56.0,57.0
48,57.0,58.0,58.0,57.0,57.0,58.0
49,57.0,60.0,60.0,57.0,59.0,60.0
50,57.0,60.0,60.0,57.0,59.0,60.0
51,58.0,59.0,59.0,57.0,58.0,59.0
52,57.0,57.0,57.0,54.0,57.0,58.0
53,56.0,57.0,57.0,56.0,56.0,57.0
54,57.0,59.0,59.0,58.0,58.0,58.0
55,57.0,59.0,59.0,60.0,58.0,59.0
56,57.0,59.0,59.0,60.0,58.0,59.0
57,58.0,60.0,60.0,59.0,59.0,59.0
58,57.0,59.0,59.0,61.0,58.0,58.0
59,57.0,59.0,59.0,61.0,58.0,58.0
60,58.0,59.0,59.0,60.0,58.0,58.0
61,57.0,57.0,57.0,58.0,56.0,56.0
62,56.0,57.0,57.0,58.0,56.0,56.0
63,68.0,67.0,67.0,68.0,66.0,66.0
64,58.0,65.0,65.0,53.0,64.0,64.0
65,57.0,65.0,65.0,57.0,64.0,64.0
66,69.0,68.0,68.0,69.0,67.0,67.0
67,58.0,66.0,66.0,55.0,65.0,65.0
68,57.0,61.0,61.0,58.0,60.0,60.0
69,61.0,60.0,60.0,61.0,59.0,60.0
70,59.0,61.0,61.0,53.0,61.0,62.0
71,57.0,62.0,62.0,57.0,61.0,61.0
72,61.0,59.0,59.0,64.0,58.0,60.0
73,63.0,63.0,63.0,60.0,62.0,62.0
74,61.0,61.0,61.0,61.0,60.0,60.0
75,61.0,60.0,60.0,65.0,59.0,59.0
76,64.0,64.0,64.0,58.0,63.0,63.0
77,58.0,60.0,60.0,61.0,59.0,59.0
78,64.0,69.0,69.0,58.0,68.0,68.0
79,57.0,63.0,63.0,52.0,62.0,62.0
80,58.0,62.0,62.0,57.0,61.0,61.0
81,57.0,60.0,60.0,57.0,60.0,61.0
82,57.0,62.0,62.0,52.0,62.0,63.0
83,57.0,61.0,61.0,57.0,61.0,62.0
84,57.0,60.0,60.0,60.0,59.0,60.0
85,61.0,64.0,64.0,57.0,63.0,63.0
86,62.0,60.0,60.0,62.0,60.0,61.0
87,57.0,61.0,61.0,61.0,60.0,60.0
88,62.0,62.0,62.0,57.0,61.0,61.0
89,57.0,61.0,61.0,60.0,60.0,60.0
90,59.0,60.0,60.0,59.0,59.0,59.0
91,60.0,56.0,56.0,54.0,55.0,56.0
92,59.0,60.0,60.0,59.0,60.0,61.0
93,59.0,59.0,59.0,60.0,58.0,60.0
94,61.0,60.0,60.0,56.0,60.0,61.0
95,61.0,60.0,60.0,61.0,59.0,60.0
96,57.0,58.0,58.0,60.0,57.0,59.0
97,62.0,61.0,61.0,56.0,61.0,62.0
98,56.0,60.0,60.0,60.0,59.0,59.0
99,58.0,58.0,58.0,60.0,57.0,59.0
100,61.0,59.0,59.0,59.0,59.0,60.0
101,60.0,59.0,59.0,60.0,58.0,59.0
102,57.0,59.0,59.0,60.0,58.0,58.0
103,62.0,60.0,60.0,60.0,60.0,61.0
104,56.0,59.0,59.0,60.0,58.0,58.0
105,57.0,58.0,58.0,60.0,57.0,57.0
106,62.0,61.0,61.0,60.0,60.0,60.0
107,56.0,56.0,56.0,60.0,55.0,55.0
