Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6
0,47.0,41.0,41.0,46.0,42.0,48.0,46.0
1,48.0,46.0,46.0,45.0,43.0,48.0,47.0
2,48.0,43.0,43.0,46.0,44.0,49.0,45.0
3,48.0,43.0,44.0,48.0,44.0,48.0,46.0
4,49.0,46.0,46.0,49.0,45.0,48.0,49.0
5,50.0,46.0,46.0,50.0,46.0,49.0,49.0
6,47.0,44.0,44.0,48.0,42.0,48.0,46.0
7,48.0,45.0,45.0,49.0,45.0,48.0,49.0
8,47.0,46.0,46.0,50.0,46.0,49.0,49.0
9,48.0,49.0,49.0,47.0,47.0,49.0,47.0
10,49.0,47.0,47.0,48.0,46.0,50.0,46.0
11,48.0,45.0,45.0,46.0,45.0,50.0,46.0
12,48.0,48.0,48.0,46.0,46.0,48.0,47.0
13,49.0,46.0,46.0,47.0,45.0,49.0,48.0
14,50.0,44.0,45.0,45.0,44.0,49.0,47.0
15,48.0,41.0,42.0,47.0,47.0,49.0,43.0
16,49.0,46.0,46.0,44.0,45.0,48.0,46.0
17,50.0,42.0,46.0,46.0,45.0,50.0,47.0
18,47.0,42.0,45.0,50.0,44.0,48.0,45.0
19,49.0,45.0,46.0,51.0,48.0,49.0,49.0
20,49.0,45.0,47.0,52.0,48.0,51.0,48.0
21,48.0,43.0,45.0,49.0,43.0,48.0,45.0
22,49.0,45.0,46.0,50.0,49.0,48.0,49.0
23,50.0,45.0,47.0,52.0,49.0,51.0,48.0
24,49.0,48.0,48.0,51.0,51.0,49.0,49.0
25,51.0,46.0,46.0,52.0,50.0,51.0,47.0
26,51.0,46.0,46.0,50.0,46.0,50.0,50.0
27,48.0,47.0,47.0,50.0,50.0,48.0,49.0
28,50.0,46.0,45.0,51.0,49.0,50.0,47.0
29,50.0,45.0,46.0,49.0,48.0,49.0,49.0
30,48.0,43.0,45.0,48.0,51.0,49.0,45.0
31,50.0,46.0,46.0,48.0,49.0,48.0,47.0
32,49.0,45.0,46.0,50.0,49.0,50.0,50.0
33,47.0,44.0,44.0,48.0,42.0,48.0,44.0
34,48.0,46.0,46.0,49.0,45.0,48.0,45.0
35,47.0,46.0,46.0,50.0,45.0,49.0,47.0
36,48.0,49.0,49.0,49.0,47.0,49.0,49.0
37,49.0,47.0,47.0,51.0,46.0,50.0,47.0
38,48.0,47.0,47.0,51.0,46.0,50.0,50.0
39,48.0,48.0,48.0,48.0,46.0,48.0,49.0
40,49.0,46.0,46.0,50.0,45.0,49.0,46.0
41,50.0,46.0,46.0,50.0,45.0,49.0,49.0
42,48.0,44.0,44.0,49.0,47.0,49.0,45.0
43,49.0,46.0,46.0,49.0,45.0,48.0,47.0
44,50.0,46.0,46.0,51.0,45.0,50.0,50.0
45,50.0,49.0,49.0,49.0,49.0,51.0,50.0
46,51.0,49.0,49.0,48.0,47.0,50.0,52.0
47,48.0,51.0,51.0,48.0,46.0,51.0,48.0
48,49.0,50.0,50.0,48.0,51.0,50.0,50.0
49,51.0,50.0,50.0,47.0,48.0,50.0,51.0
50,51.0,52.0,52.0,48.0,50.0,50.0,48.0
51,50.0,51.0,51.0,49.0,52.0,51.0,50.0
52,51.0,51.0,51.0,48.0,49.0,50.0,52.0
53,51.0,53.0,53.0,48.0,51.0,51.0,47.0
54,48.0,49.0,49.0,47.0,50.0,49.0,50.0
55,50.0,49.0,49.0,46.0,47.0,49.0,51.0
56,50.0,51.0,51.0,47.0,49.0,49.0,48.0
57,49.0,50.0,50.0,48.0,51.0,50.0,50.0
58,50.0,50.0,50.0,47.0,48.0,49.0,52.0
59,50.0,52.0,52.0,47.0,50.0,50.0,48.0
60,48.0,40.0,43.0,47.0,48.0,49.0,44.0
61,49.0,46.0,46.0,44.0,49.0,48.0,48.0
62,49.0,42.0,44.0,45.0,49.0,50.0,47.0
63,46.0,41.0,44.0,49.0,43.0,48.0,44.0
64,51.0,46.0,46.0,50.0,48.0,49.0,48.0
65,52.0,46.0,46.0,51.0,48.0,51.0,47.0
66,47.0,42.0,44.0,48.0,43.0,47.0,44.0
67,51.0,47.0,47.0,49.0,49.0,47.0,48.0
68,52.0,47.0,47.0,51.0,49.0,51.0,47.0
69,48.0,47.0,47.0,50.0,51.0,49.0,48.0
70,52.0,48.0,48.0,51.0,50.0,51.0,46.0
71,50.0,45.0,45.0,49.0,46.0,51.0,49.0
72,47.0,46.0,46.0,49.0,50.0,48.0,48.0
73,51.0,47.0,47.0,50.0,49.0,50.0,46.0
74,52.0,44.0,46.0,48.0,48.0,51.0,48.0
75,47.0,42.0,44.0,47.0,51.0,48.0,44.0
76,49.0,45.0,45.0,47.0,49.0,47.0,46.0
77,52.0,44.0,47.0,49.0,49.0,51.0,49.0
78,46.0,43.0,43.0,47.0,42.0,47.0,43.0
79,47.0,48.0,48.0,48.0,45.0,47.0,44.0
80,48.0,48.0,48.0,49.0,45.0,51.0,46.0
81,47.0,48.0,48.0,48.0,47.0,48.0,48.0
82,48.0,49.0,49.0,50.0,46.0,51.0,46.0
83,47.0,46.0,46.0,50.0,46.0,51.0,49.0
84,47.0,47.0,47.0,47.0,46.0,47.0,48.0
85,48.0,48.0,48.0,49.0,45.0,50.0,45.0
86,52.0,45.0,47.0,49.0,45.0,51.0,48.0
87,47.0,43.0,43.0,48.0,47.0,48.0,44.0
88,48.0,45.0,45.0,48.0,45.0,47.0,46.0
89,52.0,45.0,48.0,50.0,45.0,51.0,49.0
90,49.0,51.0,51.0,48.0,48.0,50.0,49.0
91,50.0,53.0,53.0,50.0,47.0,51.0,51.0
92,47.0,50.0,50.0,50.0,47.0,50.0,47.0
93,48.0,50.0,50.0,47.0,52.0,49.0,49.0
94,52.0,54.0,54.0,49.0,47.0,51.0,50.0
95,50.0,51.0,51.0,52.0,49.0,49.0,47.0
96,49.0,50.0,50.0,48.0,53.0,50.0,49.0
97,52.0,55.0,55.0,50.0,48.0,51.0,51.0
98,50.0,52.0,52.0,52.0,50.0,50.0,47.0
99,47.0,49.0,49.0,46.0,51.0,48.0,49.0
100,51.0,53.0,53.0,48.0,46.0,50.0,50.0
101,49.0,50.0,50.0,51.0,48.0,48.0,47.0
102,48.0,49.0,49.0,47.0,52.0,49.0,49.0
103,51.0,54.0,54.0,49.0,47.0,50.0,51.0
104,49.0,51.0,51.0,51.0,49.0,49.0,47.0
105,47.0,42.0,42.0,46.0,47.0,48.0,43.0
106,48.0,45.0,45.0,48.0,48.0,47.0,47.0
107,49.0,46.0,46.0,48.0,48.0,49.0,46.0
108,42.0,38.0,41.0,44.0,38.0,43.0,41.0
109,43.0,43.0,43.0,44.0,41.0,43.0,44.0
110,44.0,44.0,44.0,46.0,41.0,47.0,44.0
111,43.0,44.0,44.0,45.0,42.0,44.0,45.0
112,44.0,45.0,45.0,47.0,41.0,47.0,45.0
113,43.0,44.0,44.0,47.0,42.0,47.0,45.0
114,43.0,43.0,43.0,44.0,41.0,43.0,44.0
115,44.0,44.0,44.0,46.0,40.0,46.0,44.0
116,48.0,43.0,48.0,47.0,41.0,47.0,44.0
117,43.0,38.0,43.0,44.0,42.0,44.0,42.0
118,44.0,43.0,43.0,44.0,41.0,43.0,44.0
119,48.0,44.0,49.0,48.0,42.0,47.0,45.0
120,45.0,47.0,47.0,46.0,45.0,46.0,46.0
121,46.0,48.0,48.0,48.0,43.0,47.0,47.0
122,45.0,45.0,45.0,48.0,44.0,47.0,47.0
123,44.0,46.0,46.0,45.0,48.0,45.0,47.0
124,48.0,49.0,49.0,47.0,44.0,47.0,47.0
125,46.0,46.0,46.0,48.0,46.0,47.0,48.0
126,45.0,45.0,45.0,46.0,49.0,46.0,46.0
127,48.0,50.0,50.0,48.0,45.0,47.0,47.0
128,46.0,47.0,47.0,48.0,47.0,47.0,47.0
129,43.0,45.0,45.0,44.0,47.0,44.0,46.0
130,47.0,48.0,48.0,46.0,43.0,46.0,46.0
131,45.0,45.0,45.0,47.0,45.0,46.0,48.0
132,44.0,44.0,44.0,45.0,48.0,45.0,46.0
133,47.0,49.0,49.0,47.0,44.0,46.0,47.0
134,45.0,46.0,46.0,47.0,46.0,46.0,47.0
135,43.0,38.0,43.0,44.0,43.0,44.0,43.0
136,44.0,42.0,43.0,44.0,45.0,43.0,45.0
137,45.0,41.0,46.0,45.0,45.0,45.0,47.0
138,46.0,47.0,47.0,47.0,47.0,47.0,48.0
139,47.0,45.0,45.0,48.0,45.0,46.0,48.0
140,44.0,45.0,45.0,49.0,46.0,47.0,49.0
141,45.0,48.0,51.0,46.0,48.0,46.0,51.0
142,47.0,53.0,53.0,48.0,46.0,47.0,51.0
143,47.0,50.0,50.0,48.0,46.0,47.0,53.0
144,46.0,49.0,52.0,47.0,47.0,47.0,47.0
145,47.0,54.0,54.0,49.0,47.0,47.0,48.0
146,47.0,51.0,51.0,49.0,47.0,47.0,53.0
147,44.0,47.0,50.0,45.0,48.0,45.0,50.0
148,48.0,52.0,52.0,47.0,49.0,47.0,50.0
149,47.0,49.0,49.0,47.0,52.0,46.0,52.0
150,45.0,48.0,51.0,46.0,49.0,46.0,51.0
151,48.0,53.0,53.0,48.0,50.0,47.0,51.0
152,47.0,50.0,50.0,48.0,53.0,47.0,53.0
153,46.0,45.0,45.0,47.0,50.0,47.0,47.0
154,48.0,50.0,51.0,49.0,51.0,47.0,48.0
155,47.0,50.0,50.0,49.0,54.0,47.0,53.0
156,43.0,46.0,49.0,44.0,47.0,44.0,50.0
157,47.0,51.0,51.0,46.0,48.0,46.0,50.0
158,46.0,48.0,48.0,46.0,51.0,45.0,52.0
159,44.0,47.0,50.0,45.0,48.0,45.0,51.0
160,47.0,52.0,52.0,47.0,49.0,46.0,51.0
161,46.0,49.0,49.0,47.0,52.0,46.0,53.0
162,45.0,44.0,44.0,46.0,49.0,46.0,47.0
163,47.0,49.0,50.0,48.0,50.0,46.0,48.0
164,46.0,49.0,49.0,48.0,53.0,46.0,53.0
165,42.0,37.0,42.0,43.0,44.0,44.0,46.0
166,44.0,42.0,43.0,44.0,45.0,43.0,45.0
167,44.0,39.0,44.0,45.0,45.0,45.0,49.0
