Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14
0,42.0,39.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,39.0,40.0,42.0,41.0,41.0,41.0
1,44.0,40.0,42.0,44.0,45.0,42.0,42.0,42.0,44.0,41.0,41.0,41.0,40.0,40.0,43.0
2,44.0,43.0,44.0,40.0,41.0,44.0,44.0,44.0,40.0,41.0,42.0,42.0,38.0,38.0,43.0
3,42.0,39.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,39.0,40.0,42.0,41.0,41.0,41.0
4,44.0,42.0,42.0,44.0,45.0,42.0,42.0,42.0,44.0,41.0,42.0,41.0,42.0,42.0,43.0
5,44.0,43.0,44.0,40.0,41.0,44.0,44.0,44.0,40.0,41.0,42.0,42.0,40.0,40.0,43.0
6,42.0,39.0,41.0,39.0,39.0,40.0,40.0,40.0,38.0,39.0,40.0,41.0,40.0,40.0,41.0
7,43.0,43.0,43.0,43.0,44.0,40.0,40.0,41.0,43.0,41.0,43.0,41.0,43.0,43.0,41.0
8,44.0,40.0,44.0,40.0,41.0,44.0,44.0,44.0,40.0,41.0,42.0,41.0,41.0,41.0,41.0
9,42.0,40.0,40.0,42.0,43.0,40.0,40.0,40.0,42.0,40.0,42.0,42.0,45.0,45.0,41.0
10,45.0,40.0,44.0,46.0,46.0,44.0,44.0,44.0,45.0,42.0,42.0,42.0,45.0,45.0,45.0
11,46.0,43.0,45.0,44.0,45.0,45.0,45.0,45.0,44.0,43.0,42.0,46.0,41.0,41.0,45.0
12,41.0,40.0,40.0,41.0,42.0,40.0,40.0,40.0,41.0,40.0,41.0,41.0,44.0,44.0,40.0
13,44.0,40.0,43.0,45.0,45.0,43.0,43.0,43.0,44.0,42.0,41.0,42.0,44.0,44.0,44.0
14,45.0,42.0,46.0,43.0,44.0,46.0,46.0,46.0,43.0,42.0,41.0,45.0,40.0,40.0,44.0
15,41.0,40.0,41.0,39.0,39.0,39.0,39.0,39.0,38.0,39.0,39.0,41.0,40.0,40.0,40.0
16,44.0,40.0,43.0,44.0,44.0,40.0,40.0,41.0,43.0,42.0,41.0,42.0,40.0,40.0,42.0
17,44.0,41.0,43.0,44.0,45.0,43.0,43.0,43.0,44.0,41.0,41.0,41.0,40.0,40.0,43.0
18,41.0,39.0,40.0,39.0,39.0,40.0,40.0,40.0,38.0,39.0,39.0,41.0,40.0,40.0,41.0
19,43.0,42.0,43.0,43.0,44.0,42.0,42.0,42.0,43.0,41.0,42.0,41.0,42.0,42.0,43.0
20,44.0,43.0,44.0,40.0,41.0,44.0,44.0,44.0,40.0,41.0,41.0,41.0,40.0,40.0,43.0
21,41.0,39.0,41.0,39.0,39.0,40.0,40.0,40.0,38.0,39.0,40.0,41.0,40.0,40.0,41.0
22,44.0,43.0,44.0,43.0,44.0,42.0,42.0,42.0,43.0,41.0,43.0,41.0,43.0,43.0,41.0
23,44.0,40.0,44.0,40.0,41.0,44.0,44.0,44.0,40.0,41.0,42.0,41.0,41.0,41.0,41.0
24,42.0,40.0,40.0,42.0,43.0,40.0,40.0,40.0,42.0,40.0,41.0,42.0,45.0,45.0,41.0
25,45.0,40.0,44.0,46.0,46.0,44.0,44.0,44.0,45.0,42.0,44.0,42.0,45.0,45.0,45.0
26,46.0,43.0,45.0,44.0,45.0,45.0,45.0,45.0,44.0,43.0,41.0,46.0,44.0,44.0,45.0
27,41.0,40.0,40.0,41.0,42.0,40.0,40.0,40.0,41.0,40.0,40.0,41.0,44.0,44.0,40.0
28,44.0,40.0,43.0,45.0,45.0,43.0,43.0,43.0,44.0,42.0,43.0,42.0,44.0,44.0,44.0
29,45.0,42.0,46.0,43.0,44.0,46.0,46.0,46.0,43.0,42.0,41.0,45.0,43.0,43.0,44.0
30,41.0,40.0,41.0,39.0,39.0,39.0,39.0,39.0,38.0,39.0,39.0,41.0,40.0,40.0,40.0
31,44.0,40.0,43.0,44.0,44.0,40.0,40.0,41.0,43.0,42.0,41.0,42.0,40.0,40.0,42.0
32,44.0,42.0,43.0,44.0,45.0,43.0,43.0,43.0,44.0,41.0,42.0,41.0,42.0,42.0,43.0
33,41.0,38.0,37.0,38.0,39.0,37.0,37.0,37.0,38.0,38.0,40.0,38.0,38.0,38.0,38.0
34,41.0,39.0,40.0,40.0,41.0,39.0,39.0,40.0,40.0,40.0,41.0,40.0,39.0,39.0,41.0
35,41.0,40.0,40.0,40.0,40.0,40.0,40.0,41.0,39.0,40.0,42.0,40.0,40.0,40.0,40.0
36,42.0,39.0,40.0,42.0,42.0,39.0,39.0,39.0,41.0,39.0,41.0,39.0,43.0,43.0,40.0
37,45.0,40.0,41.0,45.0,46.0,41.0,41.0,41.0,45.0,41.0,45.0,41.0,44.0,44.0,42.0
38,46.0,41.0,45.0,44.0,44.0,45.0,45.0,45.0,43.0,42.0,42.0,42.0,45.0,45.0,42.0
39,41.0,38.0,40.0,41.0,41.0,40.0,40.0,40.0,40.0,38.0,40.0,38.0,42.0,42.0,39.0
40,44.0,39.0,41.0,44.0,45.0,40.0,40.0,41.0,44.0,41.0,44.0,41.0,43.0,43.0,42.0
41,45.0,42.0,46.0,43.0,43.0,46.0,46.0,46.0,42.0,42.0,42.0,42.0,44.0,44.0,42.0
42,41.0,38.0,38.0,39.0,39.0,38.0,38.0,38.0,38.0,39.0,39.0,39.0,38.0,38.0,39.0
43,43.0,39.0,41.0,41.0,41.0,40.0,40.0,41.0,40.0,41.0,41.0,41.0,39.0,39.0,42.0
44,43.0,43.0,40.0,43.0,44.0,43.0,43.0,43.0,43.0,41.0,43.0,41.0,43.0,43.0,41.0
45,45.0,41.0,41.0,42.0,43.0,40.0,40.0,40.0,42.0,41.0,41.0,41.0,42.0,42.0,41.0
46,46.0,42.0,42.0,46.0,47.0,41.0,41.0,42.0,46.0,42.0,41.0,42.0,42.0,42.0,42.0
47,47.0,46.0,46.0,45.0,45.0,45.0,45.0,45.0,44.0,47.0,41.0,47.0,43.0,43.0,46.0
48,45.0,43.0,43.0,43.0,42.0,43.0,43.0,43.0,41.0,42.0,40.0,42.0,45.0,45.0,41.0
49,46.0,42.0,44.0,47.0,46.0,44.0,44.0,44.0,45.0,42.0,42.0,42.0,46.0,46.0,42.0
50,48.0,46.0,47.0,46.0,45.0,46.0,46.0,46.0,44.0,48.0,41.0,48.0,47.0,47.0,47.0
51,41.0,41.0,40.0,43.0,43.0,43.0,43.0,43.0,42.0,40.0,40.0,40.0,43.0,43.0,40.0
52,46.0,43.0,41.0,46.0,46.0,44.0,44.0,44.0,45.0,42.0,41.0,42.0,41.0,41.0,42.0
53,45.0,46.0,45.0,46.0,46.0,45.0,45.0,45.0,45.0,42.0,42.0,42.0,45.0,45.0,45.0
54,44.0,42.0,43.0,42.0,41.0,43.0,43.0,43.0,40.0,41.0,39.0,41.0,44.0,44.0,40.0
55,45.0,41.0,44.0,46.0,45.0,44.0,44.0,44.0,44.0,41.0,41.0,41.0,45.0,45.0,41.0
56,47.0,45.0,46.0,45.0,44.0,45.0,45.0,46.0,43.0,47.0,40.0,47.0,46.0,46.0,46.0
57,40.0,40.0,40.0,42.0,42.0,42.0,42.0,42.0,41.0,39.0,39.0,39.0,42.0,42.0,39.0
58,45.0,42.0,40.0,45.0,45.0,43.0,43.0,43.0,44.0,41.0,40.0,41.0,40.0,40.0,41.0
59,44.0,45.0,46.0,45.0,45.0,46.0,46.0,46.0,44.0,43.0,41.0,43.0,44.0,44.0,44.0
60,41.0,39.0,38.0,39.0,39.0,39.0,39.0,39.0,38.0,39.0,39.0,39.0,39.0,39.0,39.0
61,41.0,40.0,40.0,41.0,42.0,39.0,39.0,40.0,41.0,41.0,41.0,41.0,37.0,37.0,41.0
62,44.0,43.0,43.0,44.0,44.0,41.0,41.0,41.0,43.0,42.0,41.0,42.0,40.0,40.0,42.0
63,40.0,38.0,39.0,38.0,38.0,39.0,39.0,39.0,37.0,38.0,38.0,40.0,39.0,39.0,40.0
64,42.0,41.0,42.0,42.0,43.0,41.0,41.0,41.0,42.0,39.0,41.0,39.0,41.0,41.0,42.0
65,43.0,42.0,43.0,39.0,40.0,43.0,43.0,43.0,39.0,40.0,40.0,40.0,39.0,39.0,42.0
66,40.0,39.0,40.0,38.0,39.0,39.0,39.0,39.0,38.0,38.0,39.0,40.0,39.0,39.0,40.0
67,43.0,42.0,43.0,42.0,43.0,42.0,42.0,42.0,42.0,40.0,42.0,40.0,42.0,42.0,40.0
68,43.0,40.0,43.0,39.0,41.0,43.0,43.0,43.0,40.0,40.0,41.0,40.0,40.0,40.0,40.0
69,41.0,40.0,40.0,42.0,42.0,39.0,39.0,39.0,41.0,39.0,40.0,41.0,44.0,44.0,40.0
70,43.0,40.0,43.0,45.0,45.0,43.0,43.0,43.0,44.0,41.0,43.0,41.0,44.0,44.0,44.0
71,45.0,42.0,45.0,44.0,44.0,45.0,45.0,45.0,43.0,42.0,41.0,45.0,44.0,44.0,44.0
72,40.0,39.0,40.0,41.0,41.0,40.0,40.0,40.0,40.0,39.0,39.0,40.0,43.0,43.0,39.0
73,43.0,39.0,42.0,44.0,44.0,42.0,42.0,42.0,43.0,41.0,42.0,41.0,43.0,43.0,43.0
74,44.0,41.0,46.0,43.0,43.0,46.0,46.0,46.0,42.0,42.0,41.0,44.0,43.0,43.0,43.0
75,40.0,39.0,40.0,38.0,39.0,38.0,38.0,38.0,38.0,39.0,39.0,40.0,39.0,39.0,39.0
76,43.0,39.0,42.0,43.0,43.0,39.0,39.0,40.0,42.0,41.0,40.0,41.0,39.0,39.0,41.0
77,43.0,42.0,42.0,43.0,44.0,42.0,42.0,42.0,43.0,41.0,42.0,41.0,42.0,42.0,43.0
78,40.0,38.0,37.0,38.0,39.0,37.0,37.0,37.0,38.0,38.0,39.0,38.0,38.0,38.0,38.0
79,40.0,39.0,39.0,39.0,40.0,38.0,38.0,39.0,39.0,39.0,40.0,39.0,38.0,38.0,40.0
80,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,39.0,40.0,41.0,40.0,40.0,40.0,40.0
81,41.0,39.0,40.0,42.0,42.0,39.0,39.0,39.0,41.0,39.0,40.0,39.0,43.0,43.0,40.0
82,44.0,40.0,41.0,44.0,45.0,41.0,41.0,41.0,44.0,40.0,44.0,40.0,43.0,43.0,41.0
83,45.0,41.0,45.0,44.0,44.0,45.0,45.0,45.0,43.0,42.0,42.0,42.0,45.0,45.0,42.0
84,40.0,38.0,40.0,41.0,41.0,40.0,40.0,40.0,40.0,38.0,39.0,38.0,42.0,42.0,39.0
85,43.0,39.0,40.0,43.0,44.0,40.0,40.0,40.0,43.0,40.0,43.0,40.0,42.0,42.0,41.0
86,44.0,42.0,46.0,43.0,43.0,46.0,46.0,46.0,42.0,42.0,42.0,42.0,44.0,44.0,42.0
87,40.0,38.0,38.0,39.0,39.0,38.0,38.0,38.0,38.0,39.0,39.0,39.0,38.0,38.0,39.0
88,42.0,39.0,40.0,40.0,40.0,39.0,39.0,40.0,39.0,40.0,40.0,40.0,39.0,39.0,41.0
89,43.0,43.0,40.0,43.0,44.0,43.0,43.0,43.0,43.0,41.0,43.0,41.0,43.0,43.0,41.0
90,44.0,41.0,41.0,42.0,43.0,40.0,40.0,40.0,42.0,41.0,40.0,41.0,42.0,42.0,41.0
91,45.0,42.0,42.0,45.0,46.0,41.0,41.0,41.0,45.0,42.0,41.0,42.0,42.0,42.0,42.0
92,47.0,46.0,46.0,45.0,45.0,45.0,45.0,45.0,44.0,47.0,41.0,47.0,43.0,43.0,46.0
93,44.0,43.0,43.0,43.0,42.0,43.0,43.0,43.0,41.0,42.0,40.0,42.0,45.0,45.0,41.0
94,45.0,42.0,44.0,46.0,45.0,44.0,44.0,44.0,44.0,42.0,41.0,42.0,46.0,46.0,41.0
