Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14,Roll 15
0,41.0,40.0,41.0,39.0,38.0,38.0,45.0,40.0,38.0,40.0,42.0,42.0,41.0,42.0,40.0,41.0
1,41.0,43.0,41.0,38.0,38.0,38.0,45.0,44.0,38.0,40.0,39.0,41.0,40.0,41.0,40.0,39.0
2,46.0,44.0,46.0,34.0,34.0,36.0,46.0,45.0,36.0,45.0,43.0,38.0,38.0,38.0,45.0,37.0
3,40.0,40.0,40.0,39.0,38.0,38.0,45.0,40.0,38.0,39.0,41.0,41.0,41.0,42.0,39.0,41.0
4,41.0,44.0,40.0,38.0,38.0,37.0,45.0,45.0,37.0,39.0,39.0,41.0,40.0,41.0,39.0,39.0
5,45.0,44.0,45.0,37.0,37.0,38.0,48.0,45.0,38.0,44.0,42.0,39.0,39.0,39.0,44.0,38.0
6,41.0,41.0,41.0,39.0,38.0,39.0,40.0,41.0,39.0,40.0,42.0,42.0,42.0,42.0,40.0,42.0
7,42.0,45.0,41.0,38.0,38.0,38.0,43.0,46.0,38.0,40.0,38.0,41.0,41.0,41.0,40.0,40.0
8,42.0,45.0,42.0,38.0,38.0,39.0,43.0,45.0,39.0,41.0,43.0,39.0,39.0,39.0,41.0,38.0
9,41.0,40.0,40.0,41.0,40.0,39.0,41.0,41.0,40.0,39.0,42.0,42.0,42.0,42.0,39.0,42.0
10,40.0,44.0,40.0,39.0,39.0,39.0,43.0,44.0,39.0,39.0,41.0,42.0,42.0,42.0,39.0,41.0
11,42.0,45.0,41.0,37.0,37.0,37.0,45.0,46.0,37.0,40.0,43.0,40.0,39.0,40.0,40.0,39.0
12,41.0,44.0,41.0,40.0,40.0,41.0,45.0,44.0,41.0,40.0,43.0,43.0,43.0,43.0,40.0,43.0
13,45.0,45.0,45.0,42.0,42.0,43.0,45.0,45.0,43.0,44.0,43.0,43.0,43.0,43.0,44.0,43.0
14,45.0,46.0,45.0,42.0,41.0,41.0,49.0,46.0,41.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0
15,41.0,40.0,41.0,41.0,40.0,39.0,41.0,41.0,40.0,40.0,43.0,43.0,43.0,43.0,40.0,43.0
16,45.0,44.0,45.0,42.0,42.0,43.0,42.0,44.0,43.0,44.0,43.0,43.0,43.0,43.0,44.0,43.0
17,44.0,45.0,44.0,42.0,41.0,41.0,43.0,45.0,41.0,43.0,44.0,44.0,44.0,44.0,43.0,44.0
